*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	5.13088   	0.001000	1.7503    	0.001000	1.73035   	0.001000	1.73035   	0.001000	0.310397  	0.001000	1.4399
0.002000	5.16402   	0.002000	1.78203   	0.002000	1.76285   	0.002000	1.76285   	0.002000	0.429933  	0.002000	1.3521
0.005000	5.32973   	0.005000	1.73732   	0.005000	1.7254    	0.005000	1.7254    	0.005000	0.661352  	0.005000	1.07597
0.008000	5.59946   	0.008000	1.74408   	0.008000	1.736     	0.008000	1.736     	0.008000	0.84651   	0.008000	0.897574
0.010000	5.79074   	0.010000	1.77827   	0.010000	1.77088   	0.010000	1.77088   	0.010000	0.966161  	0.010000	0.812108
0.015000	6.54319   	0.015000	1.94603   	0.015000	1.91035   	0.015000	1.91035   	0.015000	1.28294   	0.015000	0.663098
0.020000	7.26622   	0.020000	2.16588   	0.020000	2.09692   	0.020000	2.09692   	0.020000	1.60005   	0.020000	0.565835
0.025000	8.1278    	0.025000	2.39066   	0.025000	2.31375   	0.025000	2.31375   	0.025000	1.89411   	0.025000	0.496557
0.030000	8.91967   	0.030000	2.62168   	0.030000	2.53763   	0.030000	2.53763   	0.030000	2.17739   	0.030000	0.444299
0.035000	9.61831   	0.035000	2.85093   	0.035000	2.76362   	0.035000	2.76362   	0.035000	2.44768   	0.035000	0.403251
0.040000	10.2229   	0.040000	3.07355   	0.040000	2.98643   	0.040000	2.98643   	0.040000	2.70353   	0.040000	0.370019
0.045000	10.7217   	0.045000	3.2869    	0.045000	3.2028    	0.045000	3.2028    	0.045000	2.94442   	0.045000	0.34248
0.050000	11.1136   	0.050000	3.4899    	0.050000	3.41098   	0.050000	3.41098   	0.050000	3.17067   	0.050000	0.319229
0.055000	11.7486   	0.055000	3.68805   	0.055000	3.61027   	0.055000	3.61027   	0.055000	3.38875   	0.055000	0.299299
0.060000	12.3208   	0.060000	3.87697   	0.060000	3.80065   	0.060000	3.80065   	0.060000	3.59498   	0.060000	0.281996
0.070000	13.2828   	0.070000	4.23018   	0.070000	4.15647   	0.070000	4.15647   	0.070000	3.97681   	0.070000	0.253368
0.080000	14.3058   	0.080000	4.56822   	0.080000	4.4813    	0.080000	4.4813    	0.080000	4.3398    	0.080000	0.228415
0.090000	15.1725   	0.090000	4.88925   	0.090000	4.78516   	0.090000	4.78516   	0.090000	4.67923   	0.090000	0.210017
0.100000	15.9149   	0.100000	5.19484   	0.100000	5.07008   	0.100000	5.07008   	0.100000	5.0002    	0.100000	0.194635
0.120000	16.7404   	0.120000	5.72238   	0.120000	5.59567   	0.120000	5.59567   	0.120000	5.55207   	0.120000	0.170301
0.140000	17.3855   	0.140000	6.21135   	0.140000	6.07475   	0.140000	6.07475   	0.140000	6.0595    	0.140000	0.151846
0.160000	17.9763   	0.160000	6.66517   	0.160000	6.51565   	0.160000	6.51565   	0.160000	6.52786   	0.160000	0.137317
0.180000	18.5403   	0.180000	7.08002   	0.180000	6.92308   	0.180000	6.92308   	0.180000	6.95447   	0.180000	0.12555
0.200000	19.1036   	0.200000	7.45946   	0.200000	7.30027   	0.200000	7.30027   	0.200000	7.34365   	0.200000	0.115805
0.250000	19.8918   	0.250000	8.27335   	0.250000	8.12746   	0.250000	8.12746   	0.250000	8.17595   	0.250000	0.0974056
0.300000	20.9144   	0.300000	9.04572   	0.300000	8.81546   	0.300000	8.81546   	0.300000	8.96131   	0.300000	0.0844132
0.350000	21.8686   	0.350000	9.68924   	0.350000	9.39151   	0.350000	9.39151   	0.350000	9.61454   	0.350000	0.0747036
0.400000	22.6625   	0.400000	10.2046   	0.400000	10.0215   	0.400000	10.0215   	0.400000	10.1374   	0.400000	0.0671465
0.450000	23.3141   	0.450000	10.6177   	0.450000	10.8382   	0.450000	10.8382   	0.450000	10.5567   	0.450000	0.061082
0.500000	24.0105   	0.500000	11.0319   	0.500000	11.3977   	0.500000	11.3977   	0.500000	10.9758   	0.500000	0.0560979
0.600000	24.4651   	0.600000	11.8103   	0.600000	12.0728   	0.600000	12.0728   	0.600000	11.7619   	0.600000	0.0483692
0.700000	24.4059   	0.700000	12.3492   	0.700000	12.5492   	0.700000	12.5492   	0.700000	12.3065   	0.700000	0.042634
0.800000	24.969    	0.800000	12.826    	0.800000	12.8855   	0.800000	12.8855   	0.800000	12.7878   	0.800000	0.0381951
0.900000	25.1911   	0.900000	13.1194   	0.900000	13.1205   	0.900000	13.1205   	0.900000	13.0847   	0.900000	0.0346494
1.000000	25.2563   	1.000000	13.3252   	1.000000	13.2804   	1.000000	13.2804   	1.000000	13.2934   	1.000000	0.0317465
1.250000	24.9971   	1.250000	13.5361   	1.250000	13.4619   	1.250000	13.4619   	1.250000	13.5098   	1.250000	0.0263494
1.500000	24.3255   	1.500000	13.4817   	1.500000	13.3936   	1.500000	13.3936   	1.500000	13.4591   	1.500000	0.0226062
