*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.12092   	0.001000	0.0219951 	0.001000	0.0201602 	0.001000	0.0201602 	0.001000	0.0178752 	0.001000	0.00411991
0.002000	0.157849  	0.002000	0.0350301 	0.002000	0.0318547 	0.002000	0.0318547 	0.002000	0.0309332 	0.002000	0.00409691
0.005000	0.247116  	0.005000	0.064145  	0.005000	0.0579245 	0.005000	0.0579245 	0.005000	0.0605959 	0.005000	0.00354909
0.008000	0.313429  	0.008000	0.0860867 	0.008000	0.0775665 	0.008000	0.0775665 	0.008000	0.0829977 	0.008000	0.00308895
0.010000	0.349753  	0.010000	0.0984552 	0.010000	0.0886406 	0.010000	0.0886406 	0.010000	0.095607  	0.010000	0.00284821
0.015000	0.446584  	0.015000	0.125669  	0.015000	0.112075  	0.015000	0.112075  	0.015000	0.123268  	0.015000	0.00240049
0.020000	0.52753   	0.020000	0.14571   	0.020000	0.131768  	0.020000	0.131768  	0.020000	0.14362   	0.020000	0.00209012
0.025000	0.596525  	0.025000	0.163855  	0.025000	0.149236  	0.025000	0.149236  	0.025000	0.161994  	0.025000	0.00186061
0.030000	0.655663  	0.030000	0.180577  	0.030000	0.179302  	0.030000	0.179302  	0.030000	0.178894  	0.030000	0.00168291
0.035000	0.706202  	0.035000	0.195696  	0.035000	0.199107  	0.035000	0.199107  	0.035000	0.194156  	0.035000	0.00154056
0.040000	0.749013  	0.040000	0.209193  	0.040000	0.212883  	0.040000	0.212883  	0.040000	0.207769  	0.040000	0.00142354
0.045000	0.784792  	0.045000	0.22117   	0.045000	0.223741  	0.045000	0.223741  	0.045000	0.219844  	0.045000	0.00132535
0.050000	0.814163  	0.050000	0.231778  	0.050000	0.233069  	0.050000	0.233069  	0.050000	0.230537  	0.050000	0.00124158
0.055000	0.837731  	0.055000	0.241173  	0.055000	0.241396  	0.055000	0.241396  	0.055000	0.240004  	0.055000	0.00116915
0.060000	0.856095  	0.060000	0.249498  	0.060000	0.248926  	0.060000	0.248926  	0.060000	0.248392  	0.060000	0.00110578
0.070000	0.879584  	0.070000	0.263416  	0.070000	0.261922  	0.070000	0.261922  	0.070000	0.262416  	0.070000	0.000999955
0.080000	0.889194  	0.080000	0.274333  	0.080000	0.272489  	0.080000	0.272489  	0.080000	0.273418  	0.080000	0.000914813
0.090000	0.888967  	0.090000	0.282835  	0.090000	0.28095   	0.090000	0.28095   	0.090000	0.281991  	0.090000	0.000844613
0.100000	0.882212  	0.100000	0.289363  	0.100000	0.287599  	0.100000	0.287599  	0.100000	0.288577  	0.100000	0.000785595
0.120000	0.858497  	0.120000	0.297798  	0.120000	0.296482  	0.120000	0.296482  	0.120000	0.297106  	0.120000	0.000691556
0.140000	0.830486  	0.140000	0.301664  	0.140000	0.300871  	0.140000	0.300871  	0.140000	0.30105   	0.140000	0.000613974
0.160000	0.803476  	0.160000	0.302373  	0.160000	0.302081  	0.160000	0.302081  	0.160000	0.301815  	0.160000	0.000557604
0.180000	0.779133  	0.180000	0.300913  	0.180000	0.301073  	0.180000	0.301073  	0.180000	0.300402  	0.180000	0.000511625
0.200000	0.757583  	0.200000	0.297997  	0.200000	0.29855   	0.200000	0.29855   	0.200000	0.297523  	0.200000	0.000473325
0.250000	0.713098  	0.250000	0.28728   	0.250000	0.288584  	0.250000	0.288584  	0.250000	0.286879  	0.250000	0.000400454
0.300000	0.676768  	0.300000	0.274766  	0.300000	0.276557  	0.300000	0.276557  	0.300000	0.274418  	0.300000	0.00034855
0.350000	0.644739  	0.350000	0.262267  	0.350000	0.264357  	0.350000	0.264357  	0.350000	0.261957  	0.350000	0.000309511
0.400000	0.615403  	0.400000	0.250449  	0.400000	0.252714  	0.400000	0.252714  	0.400000	0.25017   	0.400000	0.000278973
0.450000	0.588158  	0.450000	0.23952   	0.450000	0.241875  	0.450000	0.241875  	0.450000	0.239266  	0.450000	0.000254367
0.500000	0.562776  	0.500000	0.229503  	0.500000	0.231891  	0.500000	0.231891  	0.500000	0.229269  	0.500000	0.000234075
0.600000	0.517167  	0.600000	0.211984  	0.600000	0.214333  	0.600000	0.214333  	0.600000	0.211781  	0.600000	0.000202482
0.700000	0.477789  	0.700000	0.197302  	0.700000	0.199544  	0.700000	0.199544  	0.700000	0.197123  	0.700000	0.000178933
0.800000	0.443791  	0.800000	0.184878  	0.800000	0.186983  	0.800000	0.186983  	0.800000	0.184717  	0.800000	0.000160642
0.900000	0.414322  	0.900000	0.174236  	0.900000	0.176196  	0.900000	0.176196  	0.900000	0.17409   	0.900000	0.000145988
1.000000	0.388616  	1.000000	0.16501   	1.000000	0.166828  	1.000000	0.166828  	1.000000	0.164876  	1.000000	0.000133962
1.250000	0.336888  	1.250000	0.146473  	1.250000	0.147961  	1.250000	0.147961  	1.250000	0.146361  	1.250000	0.000111528
1.500000	0.297829  	1.500000	0.132363  	1.500000	0.133575  	1.500000	0.133575  	1.500000	0.132267  	1.500000	9.59078e-05
1.750000	0.267238  	1.750000	0.121157  	1.750000	0.122138  	1.750000	0.122138  	1.750000	0.121073  	1.750000	8.43574e-05
2.000000	0.242584  	2.000000	0.111981  	2.000000	0.112771  	2.000000	0.112771  	2.000000	0.111905  	2.000000	7.54429e-05
2.250000	0.222263  	2.250000	0.104296  	2.250000	0.104925  	2.250000	0.104925  	2.250000	0.104228  	2.250000	6.83385e-05
2.500000	0.201776  	2.500000	0.0977485 	2.500000	0.0982417 	2.500000	0.0982417 	2.500000	0.097686  	2.500000	6.25337e-05
3.000000	0.17612   	3.000000	0.0871524 	3.000000	0.0874303 	3.000000	0.0874303 	3.000000	0.0870988 	3.000000	5.35953e-05
3.500000	0.156671  	3.500000	0.0789217 	3.500000	0.0790386 	3.500000	0.0790386 	3.500000	0.0788747 	3.500000	4.70142e-05
4.000000	0.141376  	4.000000	0.0723266 	4.000000	0.07232   	4.000000	0.07232   	4.000000	0.0722846 	4.000000	4.19525e-05
4.500000	0.129005  	4.500000	0.0669124 	4.500000	0.0668089 	4.500000	0.0668089 	4.500000	0.0668745 	4.500000	3.79302e-05
5.000000	0.118775  	5.000000	0.0623797 	5.000000	0.0621989 	5.000000	0.0621989 	5.000000	0.0623451 	5.000000	3.46517e-05
5.500000	0.110164  	5.500000	0.0585228 	5.500000	0.0582793 	5.500000	0.0582793 	5.500000	0.0584909 	5.500000	3.19246e-05
6.000000	0.102808  	6.000000	0.0551958 	6.000000	0.0549009 	6.000000	0.0549009 	6.000000	0.0551662 	6.000000	2.96183e-05
6.500000	0.0964458 	6.500000	0.0522923 	6.500000	0.0519546 	6.500000	0.0519546 	6.500000	0.0522646 	6.500000	2.76407e-05
7.000000	0.0908847 	7.000000	0.0497327 	7.000000	0.0493592 	7.000000	0.0493592 	7.000000	0.0497067 	7.000000	2.59248e-05
7.500000	0.0859794 	7.500000	0.0474565 	7.500000	0.0470529 	7.500000	0.0470529 	7.500000	0.0474321 	7.500000	2.44211e-05
8.000000	0.0816179 	8.000000	0.0454169 	8.000000	0.0449877 	8.000000	0.0449877 	8.000000	0.0453938 	8.000000	2.30918e-05
8.500000	0.0777129 	8.500000	0.043577  	8.500000	0.0431259 	8.500000	0.0431259 	8.500000	0.0435551 	8.500000	2.19076e-05
9.000000	0.0741949 	9.000000	0.0419072 	9.000000	0.0414373 	9.000000	0.0414373 	9.000000	0.0418864 	9.000000	2.08456e-05
9.500000	0.0710079 	9.500000	0.0403838 	9.500000	0.0398977 	9.500000	0.0398977 	9.500000	0.0403639 	9.500000	1.98874e-05
10.000000	0.0681063 	10.000000	0.0392455 	10.000000	0.0384872 	10.000000	0.0384872 	10.000000	0.0392265 	10.000000	1.90182e-05
11.000000	0.0630161 	11.000000	0.0369905 	11.000000	0.0360787 	11.000000	0.036082  	11.000000	0.036973  	11.000000	1.75009e-05
12.000000	0.0586934 	12.000000	0.0349785 	12.000000	0.0340023 	12.000000	0.0340079 	12.000000	0.0349622 	12.000000	1.62195e-05
13.000000	0.0549737 	13.000000	0.0331776 	13.000000	0.0321913 	13.000000	0.0321976 	13.000000	0.0331625 	13.000000	1.51222e-05
14.000000	0.0517371 	14.000000	0.0315593 	14.000000	0.0305952 	14.000000	0.0306011 	14.000000	0.0315451 	14.000000	1.41713e-05
15.000000	0.0488935 	15.000000	0.0300988 	15.000000	0.0291751 	15.000000	0.0291809 	15.000000	0.0300855 	15.000000	1.33388e-05
16.000000	0.0463742 	16.000000	0.0287751 	16.000000	0.0279024 	16.000000	0.0279081 	16.000000	0.0287625 	16.000000	1.26036e-05
17.000000	0.0441259 	17.000000	0.0275705 	17.000000	0.0267547 	17.000000	0.0267597 	17.000000	0.0275586 	17.000000	1.19493e-05
18.000000	0.0421061 	18.000000	0.02647   	18.000000	0.0257138 	18.000000	0.0257175 	18.000000	0.0264586 	18.000000	1.1363e-05
19.000000	0.0402813 	19.000000	0.0254608 	19.000000	0.0247641 	19.000000	0.0247669 	19.000000	0.02545   	19.000000	1.08344e-05
20.000000	0.0386238 	20.000000	0.0245322 	20.000000	0.0238929 	20.000000	0.0238957 	20.000000	0.0245218 	20.000000	1.03553e-05
21.000000	0.0371114 	21.000000	0.0236749 	21.000000	0.0230899 	21.000000	0.0230929 	21.000000	0.023665  	21.000000	9.91895e-06
22.000000	0.0357253 	22.000000	0.0228811 	22.000000	0.0223489 	22.000000	0.0223512 	22.000000	0.0228716 	22.000000	9.51972e-06
23.000000	0.0344502 	23.000000	0.022144  	23.000000	0.0216642 	23.000000	0.0216648 	23.000000	0.0221348 	23.000000	9.15301e-06
24.000000	0.033273  	24.000000	0.0214577 	24.000000	0.0210276 	24.000000	0.0210267 	24.000000	0.0214489 	24.000000	8.81493e-06
25.000000	0.0321826 	25.000000	0.0208172 	25.000000	0.020434  	25.000000	0.0204316 	25.000000	0.0208087 	25.000000	8.5022e-06
27.000000	0.0302257 	27.000000	0.0196561 	27.000000	0.0193599 	27.000000	0.019354  	27.000000	0.0196482 	27.000000	7.942e-06
29.000000	0.0285188 	29.000000	0.0186314 	29.000000	0.0184108 	29.000000	0.0184035 	29.000000	0.018624  	29.000000	7.45444e-06
31.000000	0.027016  	31.000000	0.0177203 	31.000000	0.0175431 	31.000000	0.0175354 	31.000000	0.0177133 	31.000000	7.02604e-06
33.000000	0.0256821 	33.000000	0.0169047 	33.000000	0.0167477 	33.000000	0.0167376 	33.000000	0.0168981 	33.000000	6.64648e-06
35.000000	0.0244898 	35.000000	0.0161703 	35.000000	0.0160296 	35.000000	0.01602   	35.000000	0.016164  	35.000000	6.30773e-06
38.000000	0.02292   	38.000000	0.0151959 	38.000000	0.0150799 	38.000000	0.0150687 	38.000000	0.0151901 	38.000000	5.86259e-06
41.000000	0.0215641 	41.000000	0.0143477 	41.000000	0.0142522 	41.000000	0.0142408 	41.000000	0.0143422 	41.000000	5.47887e-06
44.000000	0.0203804 	44.000000	0.0136022 	44.000000	0.0135231 	44.000000	0.0135129 	44.000000	0.0135971 	44.000000	5.1445e-06
47.000000	0.0193374 	47.000000	0.0129419 	47.000000	0.0128792 	47.000000	0.0128677 	47.000000	0.012937  	47.000000	4.85039e-06
50.000000	0.018411  	50.000000	0.0123527 	50.000000	0.0123031 	50.000000	0.0122915 	50.000000	0.0123481 	50.000000	4.58958e-06
55.000000	0.0170766 	55.000000	0.0114997 	55.000000	0.0114687 	55.000000	0.0114561 	55.000000	0.0114955 	55.000000	4.21466e-06
60.000000	0.01595   	60.000000	0.010776  	60.000000	0.0107574 	60.000000	0.0107458 	60.000000	0.0107721 	60.000000	3.89885e-06
65.000000	0.0149852 	65.000000	0.010154  	65.000000	0.0101459 	65.000000	0.0101339 	65.000000	0.0101504 	65.000000	3.629e-06
70.000000	0.0141491 	70.000000	0.00961335	70.000000	0.00961311	70.000000	0.00960102	70.000000	0.00960995	70.000000	3.39564e-06
75.000000	0.013417  	75.000000	0.00913898	75.000000	0.00914356	75.000000	0.00913243	75.000000	0.00913579	75.000000	3.19172e-06
80.000000	0.0127703 	80.000000	0.00871928	80.000000	0.00872911	80.000000	0.00871701	80.000000	0.00871627	80.000000	3.01194e-06
85.000000	0.0121946 	85.000000	0.00834523	85.000000	0.00835753	85.000000	0.00834605	85.000000	0.00834237	85.000000	2.85218e-06
90.000000	0.0116785 	90.000000	0.00800968	90.000000	0.00802365	90.000000	0.00801267	90.000000	0.00800697	90.000000	2.70923e-06
95.000000	0.0112131 	95.000000	0.00770693	95.000000	0.00772312	95.000000	0.00771136	95.000000	0.00770435	95.000000	2.58054e-06
100.000000	0.010791  	100.000000	0.00743235	100.000000	0.0074489 	100.000000	0.00743766	100.000000	0.00742989	100.000000	2.46403e-06
105.000000	0.0104063 	105.000000	0.00718215	105.000000	0.00719866	105.000000	0.00718788	105.000000	0.00717979	105.000000	2.35804e-06
110.000000	0.0100542 	110.000000	0.00695319	110.000000	0.00696923	110.000000	0.00695898	110.000000	0.00695093	110.000000	2.26119e-06
115.000000	0.00973062	115.000000	0.00674286	115.000000	0.00675906	115.000000	0.00674844	115.000000	0.00674069	115.000000	2.17231e-06
120.000000	0.00943209	120.000000	0.00654895	120.000000	0.00656493	120.000000	0.00655409	120.000000	0.00654686	120.000000	2.09046e-06
125.000000	0.00915577	125.000000	0.0063696 	125.000000	0.00638442	125.000000	0.00637414	125.000000	0.00636759	125.000000	2.01481e-06
130.000000	0.0088992 	130.000000	0.00620321	130.000000	0.006217  	130.000000	0.00620702	130.000000	0.00620127	130.000000	1.94469e-06
135.000000	0.0086603 	135.000000	0.00604843	135.000000	0.00606183	135.000000	0.0060514 	135.000000	0.00604655	135.000000	1.87949e-06
