*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	4.19999   	0.001000	1.05445   	0.001000	1.03033   	0.001000	1.03033   	0.001000	0.2743    	0.001000	0.780149
0.002000	4.22712   	0.002000	1.15431   	0.002000	1.12817   	0.002000	1.12817   	0.002000	0.379936  	0.002000	0.77437
0.005000	4.36276   	0.005000	1.25336   	0.005000	1.22832   	0.005000	1.22832   	0.005000	0.584442  	0.005000	0.668916
0.008000	4.58356   	0.008000	1.31024   	0.008000	1.28891   	0.008000	1.28891   	0.008000	0.728917  	0.008000	0.581323
0.010000	4.74014   	0.010000	1.34517   	0.010000	1.32675   	0.010000	1.32675   	0.010000	0.809517  	0.010000	0.535651
0.015000	5.35607   	0.015000	1.43039   	0.015000	1.41982   	0.015000	1.41982   	0.015000	0.979464  	0.015000	0.450926
0.020000	5.94792   	0.020000	1.5562    	0.020000	1.55825   	0.020000	1.55825   	0.020000	1.16387   	0.020000	0.392329
0.025000	6.65318   	0.025000	1.71302   	0.025000	1.73511   	0.025000	1.73511   	0.025000	1.36396   	0.025000	0.349063
0.030000	7.30138   	0.030000	1.87528   	0.030000	1.88423   	0.030000	1.88423   	0.030000	1.55968   	0.030000	0.315595
0.035000	7.87327   	0.035000	2.03967   	0.035000	2.03597   	0.035000	2.03597   	0.035000	1.75086   	0.035000	0.288808
0.040000	8.36816   	0.040000	2.20403   	0.040000	2.18837   	0.040000	2.18837   	0.040000	1.93723   	0.040000	0.266799
0.045000	8.77648   	0.045000	2.36684   	0.045000	2.34006   	0.045000	2.34006   	0.045000	2.1185    	0.045000	0.24834
0.050000	9.09727   	0.050000	2.527     	0.050000	2.49008   	0.050000	2.49008   	0.050000	2.2944    	0.050000	0.232601
0.055000	9.61708   	0.055000	2.68373   	0.055000	2.63772   	0.055000	2.63772   	0.055000	2.46474   	0.055000	0.218994
0.060000	10.0854   	0.060000	2.83647   	0.060000	2.78248   	0.060000	2.78248   	0.060000	2.62937   	0.060000	0.207095
0.070000	10.8729   	0.070000	3.12847   	0.070000	3.06191   	0.070000	3.06191   	0.070000	2.94124   	0.070000	0.187229
0.080000	11.7104   	0.080000	3.40123   	0.080000	3.32646   	0.080000	3.32646   	0.080000	3.22998   	0.080000	0.171253
0.090000	12.4198   	0.090000	3.6543    	0.090000	3.57532   	0.090000	3.57532   	0.090000	3.49622   	0.090000	0.158085
0.100000	13.0275   	0.100000	3.8881    	0.100000	3.80835   	0.100000	3.80835   	0.100000	3.74108   	0.100000	0.147018
0.120000	13.7032   	0.120000	4.30187   	0.120000	4.22851   	0.120000	4.22851   	0.120000	4.17248   	0.120000	0.129389
0.140000	14.2313   	0.140000	4.65436   	0.140000	4.59133   	0.140000	4.59133   	0.140000	4.5395    	0.140000	0.114856
0.160000	14.7149   	0.160000	4.96681   	0.160000	4.90622   	0.160000	4.90622   	0.160000	4.86252   	0.160000	0.104293
0.180000	15.1765   	0.180000	5.23497   	0.180000	5.17933   	0.180000	5.17933   	0.180000	5.13929   	0.180000	0.0956804
0.200000	15.6377   	0.200000	5.46746   	0.200000	5.41744   	0.200000	5.41744   	0.200000	5.37895   	0.200000	0.0885075
0.250000	16.2829   	0.250000	5.93488   	0.250000	5.89595   	0.250000	5.89595   	0.250000	5.86001   	0.250000	0.0748643
0.300000	17.1199   	0.300000	6.36794   	0.300000	6.25818   	0.300000	6.25818   	0.300000	6.30279   	0.300000	0.06515
0.350000	17.901    	0.350000	6.74365   	0.350000	6.54535   	0.350000	6.54535   	0.350000	6.68581   	0.350000	0.0578454
0.400000	18.5509   	0.400000	7.04731   	0.400000	6.84189   	0.400000	6.84189   	0.400000	6.99518   	0.400000	0.0521325
0.450000	19.0843   	0.450000	7.29763   	0.450000	7.33598   	0.450000	7.33598   	0.450000	7.2501    	0.450000	0.04753
0.500000	19.6543   	0.500000	7.55273   	0.500000	7.68377   	0.500000	7.68377   	0.500000	7.509     	0.500000	0.0437351
0.600000	20.0264   	0.600000	8.06063   	0.600000	8.03977   	0.600000	8.03977   	0.600000	8.02281   	0.600000	0.0378275
0.700000	19.978    	0.700000	8.4334    	0.700000	8.29571   	0.700000	8.29571   	0.700000	8.39997   	0.700000	0.0334248
0.800000	20.4389   	0.800000	8.70843   	0.800000	8.48156   	0.800000	8.48156   	0.800000	8.67842   	0.800000	0.0300056
0.900000	20.6207   	0.900000	8.86724   	0.900000	8.61597   	0.900000	8.61597   	0.900000	8.83998   	0.900000	0.0272667
1.000000	20.6741   	1.000000	8.96852   	1.000000	8.71142   	1.000000	8.71142   	1.000000	8.9435    	1.000000	0.025019
1.250000	20.4619   	1.250000	9.08794   	1.250000	8.832     	1.250000	8.832     	1.250000	9.06711   	1.250000	0.0208269
1.500000	19.9122   	1.500000	9.03944   	1.500000	8.80474   	1.500000	8.80474   	1.500000	9.02153   	1.500000	0.0179084
1.750000	19.2142   	1.750000	8.89821   	1.750000	8.69546   	1.750000	8.69546   	1.750000	8.88246   	1.750000	0.0157505
2.000000	18.4579   	2.000000	8.70817   	2.000000	8.57377   	2.000000	8.57377   	2.000000	8.69409   	2.000000	0.0140853
2.250000	17.7826   	2.250000	8.52262   	2.250000	8.4449    	2.250000	8.4449    	2.250000	8.50986   	2.250000	0.0127582
