*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0489271 	0.001000	0.0231479 	0.001000	0.0294064 	0.001000	0.0294064 	0.001000	0.0181298 	0.001000	0.00501808	
0.002000	0.0576292 	0.002000	0.0284836 	0.002000	0.0370329 	0.002000	0.0370329 	0.002000	0.024766  	0.002000	0.00371759	
0.005000	0.0751738 	0.005000	0.0396348 	0.005000	0.052547  	0.005000	0.052547  	0.005000	0.037405  	0.005000	0.0022298 	
0.008000	0.0873757 	0.008000	0.0478642 	0.008000	0.0638176 	0.008000	0.0638176 	0.008000	0.046215  	0.008000	0.00164913	
0.010000	0.0940339 	0.010000	0.0525151 	0.010000	0.0701537 	0.010000	0.0701537 	0.010000	0.0510967 	0.010000	0.00141837	
0.015000	0.113354  	0.015000	0.0675621 	0.015000	0.0835511 	0.015000	0.0835511 	0.015000	0.0665047 	0.015000	0.00105735	
0.020000	0.129196  	0.020000	0.0806861 	0.020000	0.0947532 	0.020000	0.0947532 	0.020000	0.0798281 	0.020000	0.000857994	
0.025000	0.142302  	0.025000	0.0920602 	0.025000	0.10454   	0.025000	0.10454   	0.025000	0.0913335 	0.025000	0.000726716	
0.030000	0.153072  	0.030000	0.101803  	0.030000	0.111651  	0.030000	0.111651  	0.030000	0.10117   	0.030000	0.000633051	
0.035000	0.161768  	0.035000	0.110017  	0.035000	0.117466  	0.035000	0.117466  	0.035000	0.109454  	0.035000	0.000562511	
0.040000	0.1686    	0.040000	0.11681   	0.040000	0.122176  	0.040000	0.122176  	0.040000	0.116302  	0.040000	0.000507277	
0.045000	0.173754  	0.045000	0.122298  	0.045000	0.125929  	0.045000	0.125929  	0.045000	0.121836  	0.045000	0.000462737	
0.050000	0.177412  	0.050000	0.126609  	0.050000	0.128851  	0.050000	0.128851  	0.050000	0.126183  	0.050000	0.000425982	
0.055000	0.17975   	0.055000	0.129871  	0.055000	0.13105   	0.055000	0.13105   	0.055000	0.129475  	0.055000	0.000395085	
0.060000	0.180944  	0.060000	0.132214  	0.060000	0.132621  	0.060000	0.132621  	0.060000	0.131846  	0.060000	0.000368712	
0.070000	0.180569  	0.070000	0.134644  	0.070000	0.13421   	0.070000	0.13421   	0.070000	0.134318  	0.070000	0.000325987	
0.080000	0.177515  	0.080000	0.134803  	0.080000	0.134188  	0.080000	0.134188  	0.080000	0.13451   	0.080000	0.000292779	
0.090000	0.172796  	0.090000	0.13343   	0.090000	0.133009  	0.090000	0.133009  	0.090000	0.133164  	0.090000	0.00026616	
0.100000	0.167179  	0.100000	0.131082  	0.100000	0.131025  	0.100000	0.131025  	0.100000	0.130838  	0.100000	0.000244303	
0.120000	0.155224  	0.120000	0.12495   	0.120000	0.125661  	0.120000	0.125661  	0.120000	0.12474   	0.120000	0.00021045	
0.140000	0.144013  	0.140000	0.118315  	0.140000	0.119529  	0.140000	0.119529  	0.140000	0.11813   	0.140000	0.000185359	
0.160000	0.13428   	0.160000	0.111976  	0.160000	0.113383  	0.160000	0.113383  	0.160000	0.11181   	0.160000	0.00016596	
0.180000	0.126056  	0.180000	0.106203  	0.180000	0.107576  	0.180000	0.107576  	0.180000	0.106052  	0.180000	0.000150476	
0.200000	0.119137  	0.200000	0.101038  	0.200000	0.102247  	0.200000	0.102247  	0.200000	0.1009    	0.200000	0.000137808	
0.250000	0.105997  	0.250000	0.090449  	0.250000	0.0910832 	0.250000	0.0910832 	0.250000	0.0903347 	0.250000	0.000114278	
0.300000	0.0966282 	0.300000	0.0823414 	0.300000	0.082495  	0.300000	0.082495  	0.300000	0.0822434 	0.300000	9.79774e-05	
0.350000	0.0894341 	0.350000	0.0759092 	0.350000	0.0757598 	0.350000	0.0757598 	0.350000	0.0758232 	0.350000	8.59702e-05	
0.400000	0.0836004 	0.400000	0.0706423 	0.400000	0.0703309 	0.400000	0.0703309 	0.400000	0.0705656 	0.400000	7.6732e-05	
0.450000	0.0786906 	0.450000	0.0662209 	0.450000	0.0658401 	0.450000	0.0658401 	0.450000	0.0661516 	0.450000	6.93886e-05	
0.500000	0.074453  	0.500000	0.0624369 	0.500000	0.0620427 	0.500000	0.0620427 	0.500000	0.0623735 	0.500000	6.34016e-05	
0.600000	0.0674184 	0.600000	0.0562563 	0.600000	0.0559163 	0.600000	0.0559163 	0.600000	0.0562021 	0.600000	5.42074e-05	
0.700000	0.0617485 	0.700000	0.0513834 	0.700000	0.0511333 	0.700000	0.0511333 	0.700000	0.0513359 	0.700000	4.74583e-05	
0.800000	0.0570458 	0.800000	0.0474174 	0.800000	0.0472568 	0.800000	0.0472568 	0.800000	0.0473751 	0.800000	4.228e-05 	
0.900000	0.0530667 	0.900000	0.0441127 	0.900000	0.0440299 	0.900000	0.0440299 	0.900000	0.0440745 	0.900000	3.81734e-05	
1.000000	0.0496484 	1.000000	0.0413078 	1.000000	0.0412893 	1.000000	0.0412893 	1.000000	0.041273  	1.000000	3.4832e-05	
1.250000	0.0428731 	1.250000	0.0358284 	1.250000	0.0359195 	1.250000	0.0359195 	1.250000	0.0357997 	1.250000	2.86721e-05	
1.500000	0.0378255 	1.500000	0.0318007 	1.500000	0.0319513 	1.500000	0.0319513 	1.500000	0.0317763 	1.500000	2.44425e-05	
1.750000	0.0339073 	1.750000	0.028696  	1.750000	0.028877  	1.750000	0.028877  	1.750000	0.0286747 	1.750000	2.13486e-05	
2.000000	0.0307705 	2.000000	0.0262186 	2.000000	0.0264134 	2.000000	0.0264134 	2.000000	0.0261996 	2.000000	1.89816e-05	
2.250000	0.0281983 	2.250000	0.024189  	2.250000	0.0243878 	2.250000	0.0243878 	2.250000	0.0241719 	2.250000	1.7109e-05	
2.500000	0.0259349 	2.500000	0.0224914 	2.500000	0.0226886 	2.500000	0.0226886 	2.500000	0.0224758 	2.500000	1.55885e-05	
3.000000	0.0226458 	3.000000	0.0198019 	3.000000	0.0199876 	3.000000	0.0199876 	3.000000	0.0197886 	3.000000	1.3265e-05	
3.500000	0.0201495 	3.500000	0.0177572 	3.500000	0.0179271 	3.500000	0.0179271 	3.500000	0.0177456 	3.500000	1.15689e-05	
4.000000	0.0181849 	4.000000	0.016143  	4.000000	0.0162966 	4.000000	0.0162966 	4.000000	0.0161328 	4.000000	1.02736e-05	
4.500000	0.016595  	4.500000	0.0148319 	4.500000	0.01497   	4.500000	0.01497   	4.500000	0.0148227 	4.500000	9.25035e-06	
5.000000	0.01528   	5.000000	0.013743  	5.000000	0.0138668 	5.000000	0.0138668 	5.000000	0.0137346 	5.000000	8.4205e-06	
5.500000	0.0141729 	5.500000	0.0128222 	5.500000	0.0129331 	5.500000	0.0129331 	5.500000	0.0128145 	5.500000	7.73329e-06	
6.000000	0.0132269 	6.000000	0.0120321 	6.000000	0.0121313 	6.000000	0.0121313 	6.000000	0.0120249 	6.000000	7.15436e-06	
6.500000	0.0124086 	6.500000	0.0113455 	6.500000	0.0114344 	6.500000	0.0114344 	6.500000	0.0113389 	6.500000	6.65965e-06	
7.000000	0.0116933 	7.000000	0.0107428 	7.000000	0.0108223 	7.000000	0.0108223 	7.000000	0.0107366 	7.000000	6.23179e-06	
7.500000	0.0110623 	7.500000	0.0102088 	7.500000	0.0102799 	7.500000	0.0102799 	7.500000	0.0102029 	7.500000	5.85789e-06	
8.000000	0.0105013 	8.000000	0.00973195	8.000000	0.00979545	8.000000	0.00979545	8.000000	0.00972642	8.000000	5.52821e-06	
8.500000	0.00999894	8.500000	0.00930323	8.500000	0.00935989	8.500000	0.00935989	8.500000	0.009298  	8.500000	5.23524e-06	
9.000000	0.00954635	9.000000	0.00891542	9.000000	0.00896587	9.000000	0.00896587	9.000000	0.00891045	9.000000	4.97309e-06	
9.500000	0.00913633	9.500000	0.0085627 	9.500000	0.00860752	9.500000	0.00860752	9.500000	0.00855797	9.500000	4.73706e-06	
10.000000	0.00876303	10.000000	0.00827745	10.000000	0.00828003	10.000000	0.00828003	10.000000	0.00827292	10.000000	4.52337e-06	
11.000000	0.00810814	11.000000	0.00770178	11.000000	0.00768861	11.000000	0.00768868	11.000000	0.00769763	11.000000	4.1513e-06	
12.000000	0.00755197	12.000000	0.00720593	12.000000	0.00718201	12.000000	0.00718216	12.000000	0.00720209	12.000000	3.83811e-06	
13.000000	0.00707339	13.000000	0.0067743 	13.000000	0.00674271	13.000000	0.0067428 	13.000000	0.00677073	13.000000	3.57069e-06	
14.000000	0.00665695	14.000000	0.00639512	14.000000	0.00635762	14.000000	0.00635761	14.000000	0.00639178	14.000000	3.33955e-06	
