Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	1.18293   	0.001000	0.218277  	0.001000	0.200771  	0.001000	0.200771  	0.001000	0.112192  	0.001000	0.106085  	
0.002000	1.20133   	0.002000	0.260544  	0.002000	0.239051  	0.002000	0.239051  	0.002000	0.155399  	0.002000	0.105146  	
0.005000	1.31182   	0.005000	0.329669  	0.005000	0.302345  	0.005000	0.302345  	0.005000	0.239045  	0.005000	0.0906245 	
0.008000	1.43059   	0.008000	0.376803  	0.008000	0.346474  	0.008000	0.346474  	0.008000	0.298137  	0.008000	0.0786667 	
0.010000	1.50488   	0.010000	0.403552  	0.010000	0.371866  	0.010000	0.371866  	0.010000	0.331103  	0.010000	0.0724485 	
0.015000	1.77296   	0.015000	0.461549  	0.015000	0.427644  	0.015000	0.427644  	0.015000	0.400614  	0.015000	0.0609353 	
0.020000	2.03247   	0.020000	0.511601  	0.020000	0.476426  	0.020000	0.476426  	0.020000	0.458614  	0.020000	0.0529869 	
0.025000	2.3293    	0.025000	0.570329  	0.025000	0.531928  	0.025000	0.531928  	0.025000	0.523204  	0.025000	0.0471244 	
0.030000	2.60154   	0.030000	0.654223  	0.030000	0.650556  	0.030000	0.650556  	0.030000	0.611629  	0.030000	0.0425932 	
0.035000	2.84351   	0.035000	0.737721  	0.035000	0.741073  	0.035000	0.741073  	0.035000	0.698752  	0.035000	0.0389684 	
0.040000	3.05148   	0.040000	0.819076  	0.040000	0.814399  	0.040000	0.814399  	0.040000	0.783084  	0.040000	0.0359916 	
0.045000	3.2216    	0.045000	0.897328  	0.045000	0.879586  	0.045000	0.879586  	0.045000	0.863832  	0.045000	0.033496  	
0.050000	3.32672   	0.050000	0.971999  	0.050000	0.940647  	0.050000	0.940647  	0.050000	0.940631  	0.050000	0.0313686 	
0.055000	3.50479   	0.055000	1.04168   	0.055000	0.998943  	0.055000	0.998943  	0.055000	1.01215   	0.055000	0.0295299 	
0.060000	3.66237   	0.060000	1.09757   	0.060000	1.05482   	0.060000	1.05482   	0.060000	1.06965   	0.060000	0.0279224 	
0.070000	3.91965   	0.070000	1.19719   	0.070000	1.15933   	0.070000	1.15933   	0.070000	1.17195   	0.070000	0.0252393 	
0.080000	4.19214   	0.080000	1.28539   	0.080000	1.25402   	0.080000	1.25402   	0.080000	1.2623    	0.080000	0.0230822 	
0.090000	4.41583   	0.090000	1.36336   	0.090000	1.33904   	0.090000	1.33904   	0.090000	1.34206   	0.090000	0.0213047 	
0.100000	4.59026   	0.100000	1.43223   	0.100000	1.41494   	0.100000	1.41494   	0.100000	1.41242   	0.100000	0.019811  	
0.120000	4.70846   	0.120000	1.52987   	0.120000	1.54225   	0.120000	1.54225   	0.120000	1.51252   	0.120000	0.0173511 	
0.140000	4.78812   	0.140000	1.5998    	0.140000	1.64237   	0.140000	1.64237   	0.140000	1.58433   	0.140000	0.0154726 	
0.160000	4.85997   	0.160000	1.65648   	0.160000	1.72129   	0.160000	1.72129   	0.160000	1.64244   	0.160000	0.014048  	
0.180000	4.93672   	0.180000	1.70303   	0.180000	1.78389   	0.180000	1.78389   	0.180000	1.69015   	0.180000	0.0128865 	
