*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.251137  	0.001000	0.0507976 	0.001000	0.0539483 	0.001000	0.0539483 	0.001000	0.0390255 	0.001000	0.011772  	
0.002000	0.296594  	0.002000	0.0685214 	0.002000	0.0710308 	0.002000	0.0710308 	0.002000	0.0571367 	0.002000	0.0113847 	
0.005000	0.420039  	0.005000	0.104031  	0.005000	0.103764  	0.005000	0.103764  	0.005000	0.0945763 	0.005000	0.00945513	
0.008000	0.522849  	0.008000	0.130529  	0.008000	0.127346  	0.008000	0.127346  	0.008000	0.122475  	0.008000	0.00805397	
0.010000	0.583483  	0.010000	0.145822  	0.010000	0.140727  	0.010000	0.140727  	0.010000	0.138468  	0.010000	0.00735461	
0.015000	0.685555  	0.015000	0.179159  	0.015000	0.169445  	0.015000	0.169445  	0.015000	0.173061  	0.015000	0.00609798	
0.020000	0.765519  	0.020000	0.207983  	0.020000	0.193871  	0.020000	0.193871  	0.020000	0.202729  	0.020000	0.00525425	
0.025000	0.852439  	0.025000	0.232915  	0.025000	0.215272  	0.025000	0.215272  	0.025000	0.228273  	0.025000	0.00464264	
0.030000	0.922901  	0.030000	0.254239  	0.030000	0.255049  	0.030000	0.255049  	0.030000	0.250063  	0.030000	0.0041756 	
0.035000	0.979257  	0.035000	0.274617  	0.035000	0.281044  	0.035000	0.281044  	0.035000	0.270812  	0.035000	0.00380536	
0.040000	1.02249   	0.040000	0.292783  	0.040000	0.299464  	0.040000	0.299464  	0.040000	0.289279  	0.040000	0.00350345	
0.045000	1.0533    	0.045000	0.30911   	0.045000	0.314546  	0.045000	0.314546  	0.045000	0.305858  	0.045000	0.0032518 	
0.050000	1.07256   	0.050000	0.324119  	0.050000	0.328042  	0.050000	0.328042  	0.050000	0.321081  	0.050000	0.0030383 	
0.055000	1.11526   	0.055000	0.337866  	0.055000	0.340532  	0.055000	0.340532  	0.055000	0.335011  	0.055000	0.00285453	
0.060000	1.15077   	0.060000	0.350426  	0.060000	0.352178  	0.060000	0.352178  	0.060000	0.347732  	0.060000	0.00269442	
0.070000	1.20249   	0.070000	0.372311  	0.070000	0.373064  	0.070000	0.373064  	0.070000	0.369883  	0.070000	0.00242835	
0.080000	1.25793   	0.080000	0.390387  	0.080000	0.390834  	0.080000	0.390834  	0.080000	0.388172  	0.080000	0.00221547	
0.090000	1.29789   	0.090000	0.405196  	0.090000	0.405692  	0.090000	0.405692  	0.090000	0.403155  	0.090000	0.00204075	
0.100000	1.32739   	0.100000	0.4172    	0.100000	0.417917  	0.100000	0.417917  	0.100000	0.415314  	0.100000	0.00188563	
0.120000	1.34613   	0.120000	0.438595  	0.120000	0.435753  	0.120000	0.435753  	0.120000	0.436948  	0.120000	0.00164729	
0.140000	1.3494    	0.140000	0.454389  	0.140000	0.446702  	0.140000	0.446702  	0.140000	0.452917  	0.140000	0.00147245	
0.160000	1.34952   	0.160000	0.466181  	0.160000	0.4527    	0.160000	0.4527    	0.160000	0.464846  	0.160000	0.00133425	
0.180000	1.34788   	0.180000	0.472775  	0.180000	0.455232  	0.180000	0.455232  	0.180000	0.471554  	0.180000	0.00122195	
0.200000	1.35145   	0.200000	0.477552  	0.200000	0.45539   	0.200000	0.45539   	0.200000	0.476423  	0.200000	0.00112869	
0.250000	1.3238    	0.250000	0.480411  	0.250000	0.449953  	0.250000	0.449953  	0.250000	0.479459  	0.250000	0.000951988	
0.300000	1.31949   	0.300000	0.492808  	0.300000	0.443539  	0.300000	0.443539  	0.300000	0.491982  	0.300000	0.000826711	
0.350000	1.30415   	0.350000	0.496166  	0.350000	0.436924  	0.350000	0.436924  	0.350000	0.495433  	0.350000	0.000732805	
0.400000	1.28214   	0.400000	0.496196  	0.400000	0.428881  	0.400000	0.428881  	0.400000	0.495536  	0.400000	0.000659544	
0.450000	1.25316   	0.450000	0.491558  	0.450000	0.419556  	0.450000	0.419556  	0.450000	0.490957  	0.450000	0.000600641	
0.500000	1.22499   	0.500000	0.486804  	0.500000	0.410531  	0.500000	0.410531  	0.500000	0.486252  	0.500000	0.000552153	
0.600000	1.12421   	0.600000	0.475707  	0.600000	0.393685  	0.600000	0.393685  	0.600000	0.47523   	0.600000	0.000476821	
0.700000	1.02331   	0.700000	0.458119  	0.700000	0.378403  	0.700000	0.378403  	0.700000	0.457698  	0.700000	0.000420802	
0.800000	0.978718  	0.800000	0.453405  	0.800000	0.364455  	0.800000	0.364455  	0.800000	0.453028  	0.800000	0.000377371	
0.900000	0.931213  	0.900000	0.444102  	0.900000	0.351614  	0.900000	0.351614  	0.900000	0.443759  	0.900000	0.000342631	
1.000000	0.884063  	1.000000	0.429894  	1.000000	0.33878   	1.000000	0.33878   	1.000000	0.42958   	1.000000	0.000314156	
1.250000	0.775919  	1.250000	0.387759  	1.250000	0.311241  	1.250000	0.311241  	1.250000	0.387498  	1.250000	0.000261132	
1.500000	0.67367   	1.500000	0.320417  	1.500000	0.288363  	1.500000	0.288363  	1.500000	0.320193  	1.500000	0.000224287	
1.750000	0.598732  	1.750000	0.280431  	1.750000	0.268563  	1.750000	0.268563  	1.750000	0.280234  	1.750000	0.000197085	
2.000000	0.540787  	2.000000	0.253918  	2.000000	0.251182  	2.000000	0.251182  	2.000000	0.253742  	2.000000	0.000176118	
2.250000	0.495038  	2.250000	0.234442  	2.250000	0.235744  	2.250000	0.235744  	2.250000	0.234282  	2.250000	0.000159425	
2.500000	0.441819  	2.500000	0.219044  	2.500000	0.222001  	2.500000	0.222001  	2.500000	0.218899  	2.500000	0.000145798	
3.000000	0.388211  	3.000000	0.195292  	3.000000	0.198761  	3.000000	0.198761  	3.000000	0.195167  	3.000000	0.000124837	
3.500000	0.3469    	3.500000	0.177164  	3.500000	0.18003   	3.500000	0.18003   	3.500000	0.177054  	3.500000	0.000109422	
4.000000	0.314035  	4.000000	0.162603  	4.000000	0.164725  	4.000000	0.164725  	4.000000	0.162506  	4.000000	9.75786e-05	
4.500000	0.287231  	4.500000	0.150578  	4.500000	0.15204   	4.500000	0.15204   	4.500000	0.15049   	4.500000	8.81745e-05	
5.000000	0.264927  	5.000000	0.140456  	5.000000	0.141379  	5.000000	0.141379  	5.000000	0.140375  	5.000000	8.05146e-05	
5.500000	0.24606   	5.500000	0.131808  	5.500000	0.132303  	5.500000	0.132303  	5.500000	0.131734  	5.500000	7.41471e-05	
6.000000	0.229882  	6.000000	0.124328  	6.000000	0.124484  	6.000000	0.124484  	6.000000	0.12426   	6.000000	6.87649e-05	
6.500000	0.215845  	6.500000	0.117789  	6.500000	0.117676  	6.500000	0.117676  	6.500000	0.117725  	6.500000	6.41518e-05	
7.000000	0.203545  	7.000000	0.112019  	7.000000	0.111692  	7.000000	0.111692  	7.000000	0.111958  	7.000000	6.01511e-05	
7.500000	0.192673  	7.500000	0.106884  	7.500000	0.106385  	7.500000	0.106385  	7.500000	0.106827  	7.500000	5.66464e-05	
8.000000	0.18299   	8.000000	0.102282  	8.000000	0.101645  	8.000000	0.101645  	8.000000	0.102228  	8.000000	5.35492e-05	
8.500000	0.174307  	8.500000	0.0981293 	8.500000	0.0973796 	8.500000	0.0973796 	8.500000	0.0980785 	8.500000	5.07911e-05	
9.000000	0.166474  	9.000000	0.0943612 	9.000000	0.0935192 	9.000000	0.0935192 	9.000000	0.0943129 	9.000000	4.83183e-05	
9.500000	0.159371  	9.500000	0.0909237 	9.500000	0.0900056 	9.500000	0.0900056 	9.500000	0.0908776 	9.500000	4.60879e-05	
10.000000	0.152898  	10.000000	0.0883546 	10.000000	0.0867918 	10.000000	0.0867918 	10.000000	0.0883105 	10.000000	4.40653e-05	
11.000000	0.14153   	11.000000	0.0832674 	11.000000	0.0813296 	11.000000	0.08135   	11.000000	0.0832269 	11.000000	4.05353e-05	
12.000000	0.131863  	12.000000	0.0787306 	12.000000	0.0766323 	12.000000	0.0766656 	12.000000	0.078693  	12.000000	3.75557e-05	
13.000000	0.123537  	13.000000	0.0746715 	13.000000	0.0725411 	13.000000	0.0725821 	13.000000	0.0746365 	13.000000	3.50051e-05	
14.000000	0.116287  	14.000000	0.071025  	14.000000	0.0689399 	14.000000	0.0689841 	14.000000	0.0709922 	14.000000	3.27955e-05	
15.000000	0.109913  	15.000000	0.067735  	15.000000	0.0657409 	15.000000	0.065785  	15.000000	0.0677041 	15.000000	3.08618e-05	
16.000000	0.104263  	16.000000	0.0647539 	16.000000	0.0628753 	16.000000	0.0629186 	16.000000	0.0647247 	16.000000	2.91546e-05	
17.000000	0.0992183 	17.000000	0.0620414 	17.000000	0.0602905 	17.000000	0.0603329 	17.000000	0.0620137 	17.000000	2.76355e-05	
18.000000	0.0946851 	18.000000	0.0595635 	18.000000	0.0579469 	18.000000	0.0579865 	18.000000	0.0595372 	18.000000	2.62746e-05	
19.000000	0.090588  	19.000000	0.0572916 	19.000000	0.0558098 	19.000000	0.055846  	19.000000	0.0572666 	19.000000	2.50481e-05	
20.000000	0.0868659 	20.000000	0.0552013 	20.000000	0.0538494 	20.000000	0.0538843 	20.000000	0.0551773 	20.000000	2.39366e-05	
21.000000	0.0834687 	21.000000	0.0532717 	21.000000	0.0520415 	21.000000	0.0520752 	21.000000	0.0532487 	21.000000	2.29244e-05	
22.000000	0.0803549 	22.000000	0.0514851 	22.000000	0.050374  	22.000000	0.0504035 	22.000000	0.0514631 	22.000000	2.19985e-05	
23.000000	0.0774897 	23.000000	0.0498261 	23.000000	0.048834  	23.000000	0.0488575 	23.000000	0.049805  	23.000000	2.11483e-05	
24.000000	0.0748442 	24.000000	0.0482817 	24.000000	0.0474008 	24.000000	0.04742   	24.000000	0.0482613 	24.000000	2.03645e-05	
25.000000	0.0723934 	25.000000	0.0468402 	25.000000	0.0460627 	25.000000	0.0460794 	25.000000	0.0468205 	25.000000	1.96396e-05	
27.000000	0.0679946 	27.000000	0.0442274 	27.000000	0.0436397 	27.000000	0.0436512 	27.000000	0.044209  	27.000000	1.83414e-05	
