*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.047915  	0.001000	0.0220488 	0.001000	0.0283073 	0.001000	0.0283073 	0.001000	0.0181298 	0.001000	0.00391904	
0.002000	0.0570853 	0.002000	0.0278099 	0.002000	0.0363592 	0.002000	0.0363592 	0.002000	0.024766  	0.002000	0.00304382	
0.005000	0.0749702 	0.005000	0.0393233 	0.005000	0.0522355 	0.005000	0.0522355 	0.005000	0.037405  	0.005000	0.00191831	
0.008000	0.0872338 	0.008000	0.0476617 	0.008000	0.0636152 	0.008000	0.0636152 	0.008000	0.046215  	0.008000	0.00144666	
0.010000	0.0939204 	0.010000	0.052351  	0.010000	0.0699896 	0.010000	0.0699896 	0.010000	0.0510967 	0.010000	0.00125425	
0.015000	0.113278  	0.015000	0.0674605 	0.015000	0.0834495 	0.015000	0.0834495 	0.015000	0.0665047 	0.015000	0.00095581	
0.020000	0.129139  	0.020000	0.0806023 	0.020000	0.0946694 	0.020000	0.0946694 	0.020000	0.0798281 	0.020000	0.000774169	
0.025000	0.142257  	0.025000	0.0919932 	0.025000	0.104473  	0.025000	0.104473  	0.025000	0.0913335 	0.025000	0.000659656	
0.030000	0.153034  	0.030000	0.101747  	0.030000	0.111595  	0.030000	0.111595  	0.030000	0.10117   	0.030000	0.000577167	
0.035000	0.161736  	0.035000	0.109969  	0.035000	0.117418  	0.035000	0.117418  	0.035000	0.109454  	0.035000	0.000514611	
0.040000	0.168572  	0.040000	0.116768  	0.040000	0.122134  	0.040000	0.122134  	0.040000	0.116302  	0.040000	0.000465365	
0.045000	0.173729  	0.045000	0.122261  	0.045000	0.125892  	0.045000	0.125892  	0.045000	0.121836  	0.045000	0.000425482	
0.050000	0.177389  	0.050000	0.126575  	0.050000	0.128818  	0.050000	0.128818  	0.050000	0.126183  	0.050000	0.000392453	
0.055000	0.179729  	0.055000	0.12984   	0.055000	0.13102   	0.055000	0.13102   	0.055000	0.129475  	0.055000	0.000364603	
0.060000	0.180925  	0.060000	0.132186  	0.060000	0.132594  	0.060000	0.132594  	0.060000	0.131846  	0.060000	0.000340771	
0.070000	0.180553  	0.070000	0.13462   	0.070000	0.134186  	0.070000	0.134186  	0.070000	0.134318  	0.070000	0.000302037	
0.080000	0.177501  	0.080000	0.134782  	0.080000	0.134167  	0.080000	0.134167  	0.080000	0.13451   	0.080000	0.000271823	
0.090000	0.172784  	0.090000	0.133411  	0.090000	0.13299   	0.090000	0.13299   	0.090000	0.133164  	0.090000	0.000247532	
0.100000	0.167168  	0.100000	0.131065  	0.100000	0.131008  	0.100000	0.131008  	0.100000	0.130838  	0.100000	0.000227539	
0.120000	0.155215  	0.120000	0.124936  	0.120000	0.125647  	0.120000	0.125647  	0.120000	0.12474   	0.120000	0.000196479	
0.140000	0.144004  	0.140000	0.118303  	0.140000	0.119517  	0.140000	0.119517  	0.140000	0.11813   	0.140000	0.000173385	
0.160000	0.134273  	0.160000	0.111966  	0.160000	0.113373  	0.160000	0.113373  	0.160000	0.11181   	0.160000	0.000155482	
0.180000	0.12605   	0.180000	0.106193  	0.180000	0.107567  	0.180000	0.107567  	0.180000	0.106052  	0.180000	0.000141162	
0.200000	0.119132  	0.200000	0.10103   	0.200000	0.102239  	0.200000	0.102239  	0.200000	0.1009    	0.200000	0.000129425	
0.250000	0.105993  	0.250000	0.0904423 	0.250000	0.0910765 	0.250000	0.0910765 	0.250000	0.0903347 	0.250000	0.000107572	
0.300000	0.0966245 	0.300000	0.0823358 	0.300000	0.0824894 	0.300000	0.0824894 	0.300000	0.0822434 	0.300000	9.23891e-05	
0.350000	0.0894309 	0.350000	0.0759044 	0.350000	0.0757551 	0.350000	0.0757551 	0.350000	0.0758232 	0.350000	8.11802e-05	
0.400000	0.0835975 	0.400000	0.0706381 	0.400000	0.0703267 	0.400000	0.0703267 	0.400000	0.0705656 	0.400000	7.25407e-05	
0.450000	0.0786881 	0.450000	0.0662172 	0.450000	0.0658364 	0.450000	0.0658364 	0.450000	0.0661516 	0.450000	6.5663e-05	
0.500000	0.0744507 	0.500000	0.0624336 	0.500000	0.0620393 	0.500000	0.0620393 	0.500000	0.0623735 	0.500000	6.00487e-05	
0.600000	0.0674165 	0.600000	0.0562535 	0.600000	0.0559135 	0.600000	0.0559135 	0.600000	0.0562021 	0.600000	5.14132e-05	
0.700000	0.0617469 	0.700000	0.051381  	0.700000	0.0511309 	0.700000	0.0511309 	0.700000	0.0513359 	0.700000	4.50633e-05	
