*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	5.13088   	0.001000	2.02306   	0.001000	2.00106   	0.001000	2.00106   	0.001000	0.342507  	0.001000	1.68055
0.002000	5.16402   	0.002000	2.06136   	0.002000	2.04019   	0.002000	2.04019   	0.002000	0.474409  	0.002000	1.58695
0.005000	5.32973   	0.005000	2.00274   	0.005000	1.98958   	0.005000	1.98958   	0.005000	0.729768  	0.005000	1.27297
0.008000	5.59946   	0.008000	2.00007   	0.008000	1.99115   	0.008000	1.99115   	0.008000	0.934081  	0.008000	1.06598
0.010000	5.79074   	0.010000	2.03221   	0.010000	2.02406   	0.010000	2.02406   	0.010000	1.06611   	0.010000	0.966103
0.015000	6.54319   	0.015000	2.20668   	0.015000	2.16731   	0.015000	2.16731   	0.015000	1.41565   	0.015000	0.791029
0.020000	7.26622   	0.020000	2.44175   	0.020000	2.36565   	0.020000	2.36565   	0.020000	1.76557   	0.020000	0.676182
0.025000	8.1278    	0.025000	2.68417   	0.025000	2.5993    	0.025000	2.5993    	0.025000	2.09005   	0.025000	0.594124
0.030000	8.91967   	0.030000	2.93472   	0.030000	2.84198   	0.030000	2.84198   	0.030000	2.40263   	0.030000	0.532092
0.035000	9.61831   	0.035000	3.18417   	0.035000	3.08783   	0.035000	3.08783   	0.035000	2.70088   	0.035000	0.483286
0.040000	10.2229   	0.040000	3.42693   	0.040000	3.3308    	0.040000	3.3308    	0.040000	2.98321   	0.040000	0.443725
0.045000	10.7217   	0.045000	3.65992   	0.045000	3.56712   	0.045000	3.56712   	0.045000	3.24902   	0.045000	0.410906
0.050000	11.1136   	0.050000	3.88184   	0.050000	3.79476   	0.050000	3.79476   	0.050000	3.49867   	0.050000	0.383174
0.055000	11.7486   	0.055000	4.0987    	0.055000	4.01287   	0.055000	4.01287   	0.055000	3.73932   	0.055000	0.359385
0.060000	12.3208   	0.060000	4.30559   	0.060000	4.22137   	0.060000	4.22137   	0.060000	3.96687   	0.060000	0.338719
0.070000	13.2828   	0.070000	4.6927    	0.070000	4.61137   	0.070000	4.61137   	0.070000	4.3882    	0.070000	0.304501
0.080000	14.3058   	0.080000	5.06598   	0.080000	4.97008   	0.080000	4.97008   	0.080000	4.78874   	0.080000	0.277236
0.090000	15.1725   	0.090000	5.41588   	0.090000	5.30102   	0.090000	5.30102   	0.090000	5.16329   	0.090000	0.252587
0.100000	15.9149   	0.100000	5.75164   	0.100000	5.61398   	0.100000	5.61398   	0.100000	5.51747   	0.100000	0.234172
0.120000	16.7404   	0.120000	6.33144   	0.120000	6.19163   	0.120000	6.19163   	0.120000	6.12643   	0.120000	0.205012
0.140000	17.3855   	0.140000	6.86922   	0.140000	6.71849   	0.140000	6.71849   	0.140000	6.68635   	0.140000	0.182876
0.160000	17.9763   	0.160000	7.36859   	0.160000	7.2036    	0.160000	7.2036    	0.160000	7.20315   	0.160000	0.165437
0.180000	18.5403   	0.180000	7.8252    	0.180000	7.65203   	0.180000	7.65203   	0.180000	7.6739    	0.180000	0.151305
0.200000	19.1036   	0.200000	8.24294   	0.200000	8.06729   	0.200000	8.06729   	0.200000	8.10334   	0.200000	0.139596
0.250000	19.8918   	0.250000	9.13921   	0.250000	8.97822   	0.250000	8.97822   	0.250000	9.02173   	0.250000	0.117475
0.300000	20.9144   	0.300000	9.99018   	0.300000	9.7361    	0.300000	9.7361    	0.300000	9.88834   	0.300000	0.101843
0.350000	21.8686   	0.350000	10.6993   	0.350000	10.3708   	0.350000	10.3708   	0.350000	10.6091   	0.350000	0.0901545
0.400000	22.6625   	0.400000	11.2672   	0.400000	11.0651   	0.400000	11.0651   	0.400000	11.1861   	0.400000	0.0810535
0.450000	23.3141   	0.450000	11.7225   	0.450000	11.9658   	0.450000	11.9658   	0.450000	11.6487   	0.450000	0.0737476
0.500000	24.0105   	0.500000	12.179    	0.500000	12.5826   	0.500000	12.5826   	0.500000	12.1112   	0.500000	0.0677415
0.600000	24.4651   	0.600000	13.0371   	0.600000	13.3268   	0.600000	13.3268   	0.600000	12.9787   	0.600000	0.0584249
0.700000	24.4059   	0.700000	13.6311   	0.700000	13.8519   	0.700000	13.8519   	0.700000	13.5796   	0.700000	0.0515088
0.800000	24.969    	0.800000	14.1569   	0.800000	14.2225   	0.800000	14.2225   	0.800000	14.1107   	0.800000	0.0461544
0.900000	25.1911   	0.900000	14.4802   	0.900000	14.4814   	0.900000	14.4814   	0.900000	14.4383   	0.900000	0.0418761
1.000000	25.2563   	1.000000	14.707    	1.000000	14.6576   	1.000000	14.6576   	1.000000	14.6686   	1.000000	0.0383729
1.250000	24.9971   	1.250000	14.9392   	1.250000	14.8573   	1.250000	14.8573   	1.250000	14.9073   	1.250000	0.0318578
1.500000	24.3255   	1.500000	14.8787   	1.500000	14.7815   	1.500000	14.7815   	1.500000	14.8514   	1.500000	0.0273376
