Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.334947  	0.001000	0.31042   	0.001000	0.308593  	0.001000	0.308593  	0.001000	0.149827  	0.001000	0.160593  	
0.002000	0.357676  	0.002000	0.322408  	0.002000	0.32045   	0.002000	0.32045   	0.002000	0.196319  	0.002000	0.126089  	
0.005000	0.419398  	0.005000	0.361292  	0.005000	0.360039  	0.005000	0.360039  	0.005000	0.280875  	0.005000	0.0804177 	
0.008000	0.471211  	0.008000	0.3986    	0.008000	0.398451  	0.008000	0.398451  	0.008000	0.337662  	0.008000	0.0609376 	
0.010000	0.501502  	0.010000	0.421486  	0.010000	0.422137  	0.010000	0.422137  	0.010000	0.368548  	0.010000	0.0529379 	
0.015000	0.592008  	0.015000	0.476055  	0.015000	0.476372  	0.015000	0.476372  	0.015000	0.435585  	0.015000	0.0404704 	
0.020000	0.670173  	0.020000	0.532787  	0.020000	0.53608   	0.020000	0.53608   	0.020000	0.499632  	0.020000	0.0331546 	
0.025000	0.757249  	0.025000	0.597803  	0.025000	0.595506  	0.025000	0.595506  	0.025000	0.569783  	0.025000	0.0280203 	
0.030000	0.832069  	0.030000	0.660725  	0.030000	0.648888  	0.030000	0.648888  	0.030000	0.636181  	0.030000	0.0245442 	
0.035000	0.875602  	0.035000	0.708632  	0.035000	0.700463  	0.035000	0.700463  	0.035000	0.686729  	0.035000	0.0219031 	
0.040000	0.908665  	0.040000	0.747147  	0.040000	0.750127  	0.040000	0.750127  	0.040000	0.727326  	0.040000	0.0198211 	
0.045000	0.931932  	0.045000	0.783124  	0.045000	0.797824  	0.045000	0.797824  	0.045000	0.764991  	0.045000	0.0181329 	
0.050000	0.946152  	0.050000	0.816647  	0.050000	0.843523  	0.050000	0.843523  	0.050000	0.799913  	0.050000	0.0167336 	
0.055000	0.981852  	0.055000	0.854728  	0.055000	0.887215  	0.055000	0.887215  	0.055000	0.839175  	0.055000	0.0155528 	
0.060000	1.01212   	0.060000	0.890993  	0.060000	0.928902  	0.060000	0.928902  	0.060000	0.876451  	0.060000	0.0145416 	
0.070000	1.05969   	0.070000	0.958154  	0.070000	1.00633   	0.070000	1.00633   	0.070000	0.945258  	0.070000	0.0128969 	
0.080000	1.12352   	0.080000	1.02789   	0.080000	1.07605   	0.080000	1.07605   	0.080000	1.01627   	0.080000	0.0116127 	
0.090000	1.17432   	0.090000	1.09027   	0.090000	1.13839   	0.090000	1.13839   	0.090000	1.07969   	0.090000	0.0105795 	
0.100000	1.21518   	0.100000	1.14483   	0.100000	1.1938    	0.100000	1.1938    	0.100000	1.1351    	0.100000	0.00972851	
0.120000	1.24704   	0.120000	1.23557   	0.120000	1.28573   	0.120000	1.28573   	0.120000	1.22716   	0.120000	0.00840557	
0.140000	1.26569   	0.140000	1.30318   	0.140000	1.35591   	0.140000	1.35591   	0.140000	1.29575   	0.140000	0.00742109	
0.160000	1.2803    	0.160000	1.35288   	0.160000	1.40828   	0.160000	1.40828   	0.160000	1.34622   	0.160000	0.00665741	
0.180000	1.29491   	0.180000	1.38917   	0.180000	1.44639   	0.180000	1.44639   	0.180000	1.38313   	0.180000	0.00604624	
0.200000	1.31088   	0.200000	1.41562   	0.200000	1.47328   	0.200000	1.47328   	0.200000	1.41007   	0.200000	0.00554511	
0.250000	1.31762   	0.250000	1.44997   	0.250000	1.50665   	0.250000	1.50665   	0.250000	1.44536   	0.250000	0.00461144	
0.300000	1.33201   	0.300000	1.46869   	0.300000	1.51133   	0.300000	1.51133   	0.300000	1.46473   	0.300000	0.00396226	
0.350000	1.34252   	0.350000	1.47497   	0.350000	1.502     	0.350000	1.502     	0.350000	1.47148   	0.350000	0.00348275	
