*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.131593  	0.001000	0.0700095 	0.001000	0.113201  	0.001000	0.113201  	0.001000	0.0371848 	0.001000	0.0328248 	
0.002000	0.153963  	0.002000	0.0802806 	0.002000	0.128282  	0.002000	0.128282  	0.002000	0.0544417 	0.002000	0.0258389 	
0.005000	0.216751  	0.005000	0.106638  	0.005000	0.157699  	0.005000	0.157699  	0.005000	0.0901153 	0.005000	0.016523  	
0.008000	0.269328  	0.008000	0.129231  	0.008000	0.178952  	0.008000	0.178952  	0.008000	0.116698  	0.008000	0.0125332 	
0.010000	0.300595  	0.010000	0.142829  	0.010000	0.19083   	0.010000	0.19083   	0.010000	0.131937  	0.010000	0.0108923 	
0.015000	0.353033  	0.015000	0.175898  	0.015000	0.2189    	0.015000	0.2189    	0.015000	0.167565  	0.015000	0.00833245	
0.020000	0.39414   	0.020000	0.216162  	0.020000	0.255188  	0.020000	0.255188  	0.020000	0.209333  	0.020000	0.00682887	
0.025000	0.438847  	0.025000	0.254591  	0.025000	0.290051  	0.025000	0.290051  	0.025000	0.248819  	0.025000	0.00577291	
0.030000	0.475093  	0.030000	0.290502  	0.030000	0.319352  	0.030000	0.319352  	0.030000	0.285444  	0.030000	0.00505784	
0.035000	0.504085  	0.035000	0.323059  	0.035000	0.346144  	0.035000	0.346144  	0.035000	0.318544  	0.035000	0.00451436	
0.040000	0.526326  	0.040000	0.35273   	0.040000	0.370529  	0.040000	0.370529  	0.040000	0.348644  	0.040000	0.00408579	
0.045000	0.542175  	0.045000	0.379422  	0.045000	0.392605  	0.045000	0.392605  	0.045000	0.375684  	0.045000	0.00373823	
0.050000	0.552083  	0.050000	0.403141  	0.050000	0.412473  	0.050000	0.412473  	0.050000	0.399691  	0.050000	0.00345008	
0.055000	0.574054  	0.055000	0.423973  	0.055000	0.430244  	0.055000	0.430244  	0.055000	0.420766  	0.055000	0.00320689	
0.060000	0.592323  	0.060000	0.442066  	0.060000	0.446038  	0.060000	0.446038  	0.060000	0.439067  	0.060000	0.00299861	
0.070000	0.618937  	0.070000	0.470831  	0.070000	0.472208  	0.070000	0.472208  	0.070000	0.468171  	0.070000	0.00265977	
0.080000	0.647467  	0.080000	0.491203  	0.080000	0.492035  	0.080000	0.492035  	0.080000	0.488808  	0.080000	0.00239516	
0.090000	0.668029  	0.090000	0.504981  	0.090000	0.506562  	0.090000	0.506562  	0.090000	0.502799  	0.090000	0.00218224	
0.100000	0.683208  	0.100000	0.513765  	0.100000	0.516758  	0.100000	0.516758  	0.100000	0.511758  	0.100000	0.00200685	
0.120000	0.692849  	0.120000	0.527712  	0.120000	0.527466  	0.120000	0.527466  	0.120000	0.525978  	0.120000	0.00173414	
0.140000	0.694527  	0.140000	0.532856  	0.140000	0.529551  	0.140000	0.529551  	0.140000	0.531324  	0.140000	0.00153118	
0.160000	0.694587  	0.160000	0.534374  	0.160000	0.526634  	0.160000	0.526634  	0.160000	0.533     	0.160000	0.00137371	
0.180000	0.69374   	0.180000	0.53236   	0.180000	0.520989  	0.180000	0.520989  	0.180000	0.531112  	0.180000	0.00124768	
0.200000	0.695577  	0.200000	0.531005  	0.200000	0.513985  	0.200000	0.513985  	0.200000	0.529861  	0.200000	0.00114433	
0.250000	0.681344  	0.250000	0.524357  	0.250000	0.494928  	0.250000	0.494928  	0.250000	0.523405  	0.250000	0.000951752	
0.300000	0.679121  	0.300000	0.524483  	0.300000	0.479943  	0.300000	0.479943  	0.300000	0.523665  	0.300000	0.000817835	
0.350000	0.671227  	0.350000	0.51833   	0.350000	0.466473  	0.350000	0.466473  	0.350000	0.517611  	0.350000	0.000718908	
0.400000	0.659897  	0.400000	0.50916   	0.400000	0.453156  	0.400000	0.453156  	0.400000	0.508517  	0.400000	0.000642617	
0.450000	0.644983  	0.450000	0.497073  	0.450000	0.439848  	0.450000	0.439848  	0.450000	0.496492  	0.450000	0.000581857	
0.500000	0.630484  	0.500000	0.485516  	0.500000	0.427474  	0.500000	0.427474  	0.500000	0.484984  	0.500000	0.000532238	
0.600000	0.578611  	0.600000	0.46105   	0.600000	0.40511   	0.600000	0.40511   	0.600000	0.460594  	0.600000	0.000455886	
0.700000	0.526678  	0.700000	0.435284  	0.700000	0.385339  	0.700000	0.385339  	0.700000	0.434884  	0.700000	0.000399713	
0.800000	0.503729  	0.800000	0.416702  	0.800000	0.36764   	0.800000	0.36764   	0.800000	0.416346  	0.800000	0.000356535	
0.900000	0.479278  	0.900000	0.396995  	0.900000	0.351633  	0.900000	0.351633  	0.900000	0.396673  	0.900000	0.000322241	
1.000000	0.455011  	1.000000	0.37737   	1.000000	0.336176  	1.000000	0.336176  	1.000000	0.377075  	1.000000	0.0002943 	
1.250000	0.399351  	1.250000	0.333323  	1.250000	0.303764  	1.250000	0.303764  	1.250000	0.33308   	1.250000	0.000242698	
1.500000	0.346725  	1.500000	0.2902    	1.500000	0.277592  	1.500000	0.277592  	1.500000	0.289993  	1.500000	0.00020719	
1.750000	0.308156  	1.750000	0.259435  	1.750000	0.255636  	1.750000	0.255636  	1.750000	0.259254  	1.750000	0.000181173	
2.000000	0.278333  	2.000000	0.236071  	2.000000	0.236869  	2.000000	0.236869  	2.000000	0.235909  	2.000000	0.000161241	
2.250000	0.254787  	2.250000	0.217505  	2.250000	0.220577  	2.250000	0.220577  	2.250000	0.21736   	2.250000	0.000145453	
2.500000	0.227395  	2.500000	0.202248  	2.500000	0.206336  	2.500000	0.206336  	2.500000	0.202115  	2.500000	0.000132621	
3.000000	0.199804  	3.000000	0.178324  	3.000000	0.182734  	3.000000	0.182734  	3.000000	0.178211  	3.000000	0.000112989	
3.500000	0.178542  	3.500000	0.160145  	3.500000	0.164083  	3.500000	0.164083  	3.500000	0.160046  	3.500000	9.8638e-05	
4.000000	0.161627  	4.000000	0.145715  	4.000000	0.149048  	4.000000	0.149048  	4.000000	0.145628  	4.000000	8.76655e-05	
4.500000	0.147831  	4.500000	0.133929  	4.500000	0.136706  	4.500000	0.136706  	4.500000	0.13385   	4.500000	7.89891e-05	
5.000000	0.136352  	5.000000	0.124099  	5.000000	0.12641   	5.000000	0.12641   	5.000000	0.124027  	5.000000	7.19469e-05	
5.500000	0.126642  	5.500000	0.115765  	5.500000	0.117696  	5.500000	0.117696  	5.500000	0.115699  	5.500000	6.61108e-05	
6.000000	0.118315  	6.000000	0.108602  	6.000000	0.110226  	6.000000	0.110226  	6.000000	0.108541  	6.000000	6.11912e-05	
6.500000	0.111091  	6.500000	0.102375  	6.500000	0.103749  	6.500000	0.103749  	6.500000	0.102318  	6.500000	5.69848e-05	
7.000000	0.10476   	7.000000	0.0969076 	7.000000	0.0980768 	7.000000	0.0980768 	7.000000	0.0968542 	7.000000	5.33449e-05	
7.500000	0.0991647 	7.500000	0.0920646 	7.500000	0.0930652 	7.500000	0.0930652 	7.500000	0.0920145 	7.500000	5.01626e-05	
8.000000	0.0941808 	8.000000	0.0877421 	8.000000	0.0886022 	8.000000	0.0886022 	8.000000	0.0876947 	8.000000	4.73554e-05	
8.500000	0.0897119 	8.500000	0.0838577 	8.500000	0.0845998 	8.500000	0.0845998 	8.500000	0.0838128 	8.500000	4.48598e-05	
9.000000	0.0856807 	9.000000	0.0803459 	9.000000	0.0809878 	9.000000	0.0809878 	9.000000	0.0803033 	9.000000	4.26257e-05	
9.500000	0.0820249 	9.500000	0.0771537 	9.500000	0.0777098 	9.500000	0.0777098 	9.500000	0.0771131 	9.500000	4.06137e-05	
10.000000	0.0786935 	10.000000	0.074572  	10.000000	0.0747197 	10.000000	0.0747197 	10.000000	0.0745332 	10.000000	3.87915e-05	
11.000000	0.0728424 	11.000000	0.0693687 	11.000000	0.0693364 	11.000000	0.0693489 	11.000000	0.0693331 	11.000000	3.56173e-05	
12.000000	0.0678673 	12.000000	0.0648907 	12.000000	0.0647395 	12.000000	0.0647601 	12.000000	0.0648577 	12.000000	3.2944e-05	
13.000000	0.063582  	13.000000	0.0609954 	13.000000	0.0607617 	13.000000	0.0607871 	13.000000	0.0609648 	13.000000	3.06602e-05	
14.000000	0.0598503 	14.000000	0.0575753 	14.000000	0.057281  	14.000000	0.0573083 	14.000000	0.0575466 	14.000000	2.86854e-05	
15.000000	0.0565698 	15.000000	0.0545477 	15.000000	0.0542058 	15.000000	0.054233  	15.000000	0.0545207 	15.000000	2.696e-05 	
