*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.13185   	0.001000	0.0258847 	0.001000	0.0240499 	0.001000	0.0240499 	0.001000	0.0178752 	0.001000	0.00800951
0.002000	0.163891  	0.002000	0.0382538 	0.002000	0.0350785 	0.002000	0.0350785 	0.002000	0.0309332 	0.002000	0.00732061
0.005000	0.249692  	0.005000	0.0662073 	0.005000	0.0599869 	0.005000	0.0599869 	0.005000	0.0605959 	0.005000	0.00561141
0.008000	0.314945  	0.008000	0.0875972 	0.008000	0.0790771 	0.008000	0.0790771 	0.008000	0.0829977 	0.008000	0.00459949
0.010000	0.351057  	0.010000	0.0997369 	0.010000	0.0899223 	0.010000	0.0899223 	0.010000	0.095607  	0.010000	0.00412989
0.015000	0.447453  	0.015000	0.126598  	0.015000	0.113005  	0.015000	0.113005  	0.015000	0.123268  	0.015000	0.00333006
0.020000	0.528182  	0.020000	0.146439  	0.020000	0.132498  	0.020000	0.132498  	0.020000	0.14362   	0.020000	0.00281936
0.025000	0.597047  	0.025000	0.164455  	0.025000	0.149836  	0.025000	0.149836  	0.025000	0.161994  	0.025000	0.00246055
0.030000	0.656097  	0.030000	0.181086  	0.030000	0.179812  	0.030000	0.179812  	0.030000	0.178894  	0.030000	0.00219246
0.035000	0.706574  	0.035000	0.196139  	0.035000	0.19955   	0.035000	0.19955   	0.035000	0.194156  	0.035000	0.00198337
0.040000	0.749339  	0.040000	0.209584  	0.040000	0.213274  	0.040000	0.213274  	0.040000	0.207769  	0.040000	0.00181505
0.045000	0.785082  	0.045000	0.221521  	0.045000	0.224092  	0.045000	0.224092  	0.045000	0.219844  	0.045000	0.0016762
0.050000	0.814424  	0.050000	0.232096  	0.050000	0.233386  	0.050000	0.233386  	0.050000	0.230537  	0.050000	0.00155941
0.055000	0.837968  	0.055000	0.241464  	0.055000	0.241686  	0.055000	0.241686  	0.055000	0.240004  	0.055000	0.00145962
0.060000	0.856312  	0.060000	0.249765  	0.060000	0.249193  	0.060000	0.249193  	0.060000	0.248392  	0.060000	0.00137323
0.070000	0.87977   	0.070000	0.263636  	0.070000	0.262142  	0.070000	0.262142  	0.070000	0.262416  	0.070000	0.00121945
0.080000	0.889357  	0.080000	0.274526  	0.080000	0.272682  	0.080000	0.272682  	0.080000	0.273418  	0.080000	0.00110778
0.090000	0.889112  	0.090000	0.283007  	0.090000	0.281122  	0.090000	0.281122  	0.090000	0.281991  	0.090000	0.00101664
0.100000	0.882342  	0.100000	0.289518  	0.100000	0.287754  	0.100000	0.287754  	0.100000	0.288577  	0.100000	0.000940705
0.120000	0.858606  	0.120000	0.297927  	0.120000	0.296612  	0.120000	0.296612  	0.120000	0.297106  	0.120000	0.000821018
0.140000	0.830579  	0.140000	0.301781  	0.140000	0.300987  	0.140000	0.300987  	0.140000	0.30105   	0.140000	0.000730614
0.160000	0.803558  	0.160000	0.302475  	0.160000	0.302183  	0.160000	0.302183  	0.160000	0.301815  	0.160000	0.000659665
0.180000	0.779205  	0.180000	0.301004  	0.180000	0.301164  	0.180000	0.301164  	0.180000	0.300402  	0.180000	0.000602345
0.200000	0.757649  	0.200000	0.298078  	0.200000	0.298632  	0.200000	0.298632  	0.200000	0.297523  	0.200000	0.000554973
0.250000	0.71315   	0.250000	0.287345  	0.250000	0.288649  	0.250000	0.288649  	0.250000	0.286879  	0.250000	0.000465772
0.300000	0.676811  	0.300000	0.274821  	0.300000	0.276611  	0.300000	0.276611  	0.300000	0.274418  	0.300000	0.000402982
0.350000	0.644776  	0.350000	0.262313  	0.350000	0.264404  	0.350000	0.264404  	0.350000	0.261957  	0.350000	0.000356167
0.400000	0.615435  	0.400000	0.25049   	0.400000	0.252755  	0.400000	0.252755  	0.400000	0.25017   	0.400000	0.000319797
0.450000	0.588187  	0.450000	0.239556  	0.450000	0.241911  	0.450000	0.241911  	0.450000	0.239266  	0.450000	0.000290655
