*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.806341  	0.001000	0.155511  	0.001000	0.126684  	0.001000	0.126684  	0.001000	0.113105  	0.001000	0.0424057
0.002000	0.881016  	0.002000	0.198191  	0.002000	0.160715  	0.002000	0.160715  	0.002000	0.156663  	0.002000	0.0415277
0.005000	1.06714   	0.005000	0.276133  	0.005000	0.223593  	0.005000	0.223593  	0.005000	0.24099   	0.005000	0.0351426
0.008000	1.2147    	0.008000	0.330783  	0.008000	0.268593  	0.008000	0.268593  	0.008000	0.300563  	0.008000	0.0302194
0.010000	1.29926   	0.010000	0.36151   	0.010000	0.294222  	0.010000	0.294222  	0.010000	0.333798  	0.010000	0.0277125
0.015000	1.5137    	0.015000	0.427016  	0.015000	0.349547  	0.015000	0.349547  	0.015000	0.403875  	0.015000	0.0231415
0.020000	1.68502   	0.020000	0.482377  	0.020000	0.396931  	0.020000	0.396931  	0.020000	0.462347  	0.020000	0.0200302
0.025000	1.87408   	0.025000	0.532522  	0.025000	0.44205   	0.025000	0.44205   	0.025000	0.514767  	0.025000	0.0177557
0.030000	2.03432   	0.030000	0.579628  	0.030000	0.529889  	0.030000	0.529889  	0.030000	0.563619  	0.030000	0.0160085
0.035000	2.16606   	0.035000	0.6247    	0.035000	0.590401  	0.035000	0.590401  	0.035000	0.610083  	0.035000	0.0146172
0.040000	2.26988   	0.040000	0.666909  	0.040000	0.635307  	0.040000	0.635307  	0.040000	0.653431  	0.040000	0.0134788
0.045000	2.3469    	0.045000	0.706037  	0.045000	0.6731    	0.045000	0.6731    	0.045000	0.69351   	0.045000	0.0125272
0.050000	2.39868   	0.050000	0.742142  	0.050000	0.707402  	0.050000	0.707402  	0.050000	0.730424  	0.050000	0.0117179
0.055000	2.50313   	0.055000	0.775395  	0.055000	0.739458  	0.055000	0.739458  	0.055000	0.764375  	0.055000	0.01102
0.060000	2.5921    	0.060000	0.805999  	0.060000	0.769636  	0.060000	0.769636  	0.060000	0.795588  	0.060000	0.0104109
0.070000	2.72802   	0.070000	0.86006   	0.070000	0.824672  	0.070000	0.824672  	0.070000	0.850664  	0.070000	0.00939643
0.080000	2.87385   	0.080000	0.905795  	0.080000	0.872839  	0.080000	0.872839  	0.080000	0.897212  	0.080000	0.00858289
0.090000	2.98841   	0.090000	0.944435  	0.090000	0.914559  	0.090000	0.914559  	0.090000	0.936522  	0.090000	0.00791387
0.100000	3.0803    	0.100000	0.978146  	0.100000	0.950419  	0.100000	0.950419  	0.100000	0.970793  	0.100000	0.00735263
0.120000	3.13611   	0.120000	1.0326    	0.120000	1.00707   	0.120000	1.00707   	0.120000	1.0262    	0.120000	0.00640119
0.140000	3.1583    	0.140000	1.07053   	0.140000	1.04779   	0.140000	1.04779   	0.140000	1.0648    	0.140000	0.0057287
0.160000	3.16615   	0.160000	1.09646   	0.160000	1.07663   	0.160000	1.07663   	0.160000	1.09126   	0.160000	0.005196
0.180000	3.16549   	0.180000	1.10874   	0.180000	1.0968    	0.180000	1.0968    	0.180000	1.10397   	0.180000	0.00476246
0.200000	3.17241   	0.200000	1.11519   	0.200000	1.1107    	0.200000	1.1107    	0.200000	1.11078   	0.200000	0.00440198
0.250000	3.11452   	0.250000	1.12055   	0.250000	1.1285    	0.250000	1.1285    	0.250000	1.11684   	0.250000	0.00371772
0.300000	3.12731   	0.300000	1.13228   	0.300000	1.13337   	0.300000	1.13337   	0.300000	1.12905   	0.300000	0.00323165
0.350000	3.15075   	0.350000	1.14927   	0.350000	1.13232   	0.350000	1.13232   	0.350000	1.14641   	0.350000	0.00286677
0.400000	3.14525   	0.400000	1.15303   	0.400000	1.12838   	0.400000	1.12838   	0.400000	1.15044   	0.400000	0.00258178
0.450000	3.12789   	0.450000	1.15086   	0.450000	1.13297   	0.450000	1.13297   	0.450000	1.14851   	0.450000	0.00235243
0.500000	3.11912   	0.500000	1.15134   	0.500000	1.1335    	0.500000	1.1335    	0.500000	1.14917   	0.500000	0.0021635
0.600000	2.98052   	0.600000	1.1526    	0.600000	1.12639   	0.600000	1.12639   	0.600000	1.15073   	0.600000	0.00186969
0.700000	2.82483   	0.700000	1.1478    	0.700000	1.10984   	0.700000	1.10984   	0.700000	1.14615   	0.700000	0.00165098
0.800000	2.76474   	0.800000	1.13725   	0.800000	1.08958   	0.800000	1.08958   	0.800000	1.13577   	0.800000	0.00148129
0.900000	2.69835   	0.900000	1.12375   	0.900000	1.06821   	0.900000	1.06821   	0.900000	1.1224    	0.900000	0.00134546
1.000000	2.62856   	1.000000	1.10894   	1.000000	1.04637   	1.000000	1.04637   	1.000000	1.10771   	1.000000	0.00123407
1.250000	2.42929   	1.250000	1.05695   	1.250000	0.990675  	1.250000	0.990675  	1.250000	1.05592   	1.250000	0.00102648
1.500000	2.22413   	1.500000	0.98836   	1.500000	0.934558  	1.500000	0.934558  	1.500000	0.987478  	1.500000	0.00088211
1.750000	2.04905   	1.750000	0.928897  	1.750000	0.885264  	1.750000	0.885264  	1.750000	0.928122  	1.750000	0.000775451
