*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0622351 	0.001000	0.0298814 	0.001000	0.0361179 	0.001000	0.0361179 	0.001000	0.0180655 	0.001000	0.011816  	
0.002000	0.0812415 	0.002000	0.040927  	0.002000	0.0517191 	0.002000	0.0517191 	0.002000	0.0312625 	0.002000	0.00966454	
0.005000	0.127185  	0.005000	0.0676917 	0.005000	0.0888322 	0.005000	0.0888322 	0.005000	0.061241  	0.005000	0.00645072	
0.008000	0.161315  	0.008000	0.0888603 	0.008000	0.117816  	0.008000	0.117816  	0.008000	0.0838813 	0.008000	0.00497895	
0.010000	0.18001   	0.010000	0.100983  	0.010000	0.134338  	0.010000	0.134338  	0.010000	0.0966249 	0.010000	0.00435842	
0.015000	0.229847  	0.015000	0.13733   	0.015000	0.169535  	0.015000	0.169535  	0.015000	0.133957  	0.015000	0.0033728 	
0.020000	0.271508  	0.020000	0.169819  	0.020000	0.199253  	0.020000	0.199253  	0.020000	0.167035  	0.020000	0.00278384	
0.025000	0.307019  	0.025000	0.198826  	0.025000	0.225667  	0.025000	0.225667  	0.025000	0.196439  	0.025000	0.00238675	
0.030000	0.337455  	0.030000	0.224581  	0.030000	0.246239  	0.030000	0.246239  	0.030000	0.222502  	0.030000	0.00207896	
0.035000	0.363467  	0.035000	0.247318  	0.035000	0.264024  	0.035000	0.264024  	0.035000	0.245456  	0.035000	0.00186155	
0.040000	0.385501  	0.040000	0.267193  	0.040000	0.279444  	0.040000	0.279444  	0.040000	0.265504  	0.040000	0.00168918	
0.045000	0.403916  	0.045000	0.284395  	0.045000	0.292824  	0.045000	0.292824  	0.045000	0.282846  	0.045000	0.00154878	
0.050000	0.419032  	0.050000	0.299123  	0.050000	0.304414  	0.050000	0.304414  	0.050000	0.297691  	0.050000	0.00143198	
0.055000	0.431162  	0.055000	0.311591  	0.055000	0.314418  	0.055000	0.314418  	0.055000	0.310258  	0.055000	0.00133312	
0.060000	0.440613  	0.060000	0.322017  	0.060000	0.323008  	0.060000	0.323008  	0.060000	0.320769  	0.060000	0.00124823	
0.070000	0.452703  	0.070000	0.337615  	0.070000	0.336527  	0.070000	0.336527  	0.070000	0.336505  	0.070000	0.0011097 	
0.080000	0.457649  	0.080000	0.347573  	0.080000	0.345987  	0.080000	0.345987  	0.080000	0.346572  	0.080000	0.00100115	
0.090000	0.457532  	0.090000	0.353327  	0.090000	0.352213  	0.090000	0.352213  	0.090000	0.352414  	0.090000	0.000913558	
0.100000	0.454055  	0.100000	0.35604   	0.100000	0.355886  	0.100000	0.355886  	0.100000	0.355199  	0.100000	0.00084124	
0.120000	0.44185   	0.120000	0.355687  	0.120000	0.357709  	0.120000	0.357709  	0.120000	0.354959  	0.120000	0.000728488	
0.140000	0.427433  	0.140000	0.35117   	0.140000	0.354773  	0.140000	0.354773  	0.140000	0.350525  	0.140000	0.000644314	
0.160000	0.413532  	0.160000	0.344848  	0.160000	0.34918   	0.160000	0.34918   	0.160000	0.344269  	0.160000	0.000578855	
0.180000	0.401003  	0.180000	0.337846  	0.180000	0.342215  	0.180000	0.342215  	0.180000	0.33732   	0.180000	0.000526362	
0.200000	0.389912  	0.200000	0.330676  	0.200000	0.334633  	0.200000	0.334633  	0.200000	0.330193  	0.200000	0.000483245	
0.250000	0.367016  	0.250000	0.313179  	0.250000	0.315374  	0.250000	0.315374  	0.250000	0.312776  	0.250000	0.000402724	
0.300000	0.348318  	0.300000	0.296819  	0.300000	0.297373  	0.300000	0.297373  	0.300000	0.296472  	0.300000	0.000346585	
0.350000	0.331833  	0.350000	0.281657  	0.350000	0.281103  	0.350000	0.281103  	0.350000	0.281352  	0.350000	0.000305031	
0.400000	0.316734  	0.400000	0.267653  	0.400000	0.266473  	0.400000	0.266473  	0.400000	0.26738   	0.400000	0.000272935	
0.450000	0.302712  	0.450000	0.254763  	0.450000	0.253298  	0.450000	0.253298  	0.450000	0.254516  	0.450000	0.000247338	
0.500000	0.289649  	0.500000	0.24293   	0.500000	0.241396  	0.500000	0.241396  	0.500000	0.242704  	0.500000	0.000226412	
0.600000	0.266175  	0.600000	0.222151  	0.600000	0.220808  	0.600000	0.220808  	0.600000	0.221957  	0.600000	0.000194167	
0.700000	0.245908  	0.700000	0.204691  	0.700000	0.203695  	0.700000	0.203695  	0.700000	0.204521  	0.700000	0.000170408	
0.800000	0.22841   	0.800000	0.189934  	0.800000	0.189291  	0.800000	0.189291  	0.800000	0.189782  	0.800000	0.000152123	
0.900000	0.213243  	0.900000	0.17735   	0.900000	0.177017  	0.900000	0.177017  	0.900000	0.177212  	0.900000	0.000137586	
1.000000	0.200012  	1.000000	0.166509  	1.000000	0.166435  	1.000000	0.166435  	1.000000	0.166384  	1.000000	0.000125731	
1.250000	0.173389  	1.250000	0.145011  	1.250000	0.145379  	1.250000	0.145379  	1.250000	0.144907  	1.250000	0.00010381	
1.500000	0.153286  	1.500000	0.128986  	1.500000	0.129597  	1.500000	0.129597  	1.500000	0.128897  	1.500000	8.87049e-05	
1.750000	0.137542  	1.750000	0.116514  	1.750000	0.117249  	1.750000	0.117249  	1.750000	0.116436  	1.750000	7.76245e-05	
2.000000	0.124853  	2.000000	0.106486  	2.000000	0.107277  	2.000000	0.107277  	2.000000	0.106417  	2.000000	6.91279e-05	
2.250000	0.114394  	2.250000	0.0982233 	2.250000	0.0990306 	2.250000	0.0990306 	2.250000	0.0981609 	2.250000	6.23929e-05	
2.500000	0.10385   	2.500000	0.0912815 	2.500000	0.092082  	2.500000	0.092082  	2.500000	0.0912246 	2.500000	5.69151e-05	
3.000000	0.0906449 	3.000000	0.0802399 	3.000000	0.0809924 	3.000000	0.0809924 	3.000000	0.0801914 	3.000000	4.85274e-05	
3.500000	0.0806354 	3.500000	0.0718256 	3.500000	0.072513  	3.500000	0.072513  	3.500000	0.0717832 	3.500000	4.23908e-05	
4.000000	0.0727631 	4.000000	0.0651841 	4.000000	0.0658043 	4.000000	0.0658043 	4.000000	0.0651464 	4.000000	3.76952e-05	
4.500000	0.0663958 	4.500000	0.059798  	4.500000	0.0603547 	4.500000	0.0603547 	4.500000	0.0597641 	4.500000	3.39798e-05	
5.000000	0.0611309 	5.000000	0.0553347 	5.000000	0.0558332 	5.000000	0.0558332 	5.000000	0.0553038 	5.000000	3.09625e-05	
5.500000	0.056699  	5.500000	0.05157   	5.500000	0.052016  	5.500000	0.052016  	5.500000	0.0515416 	5.500000	2.84609e-05	
6.000000	0.0529131 	6.000000	0.0483473 	6.000000	0.0487462 	6.000000	0.0487462 	6.000000	0.048321  	6.000000	2.63512e-05	
6.500000	0.0496386 	6.500000	0.045554  	6.500000	0.0459107 	6.500000	0.0459107 	6.500000	0.0455294 	6.500000	2.45467e-05	
7.000000	0.0467764 	7.000000	0.0431067 	7.000000	0.0434256 	7.000000	0.0434256 	7.000000	0.0430837 	7.000000	2.29847e-05	
7.500000	0.0442517 	7.500000	0.0409426 	7.500000	0.0412277 	7.500000	0.0412277 	7.500000	0.040921  	7.500000	2.16186e-05	
8.000000	0.042007  	8.000000	0.0390136 	8.000000	0.0392682 	8.000000	0.0392682 	8.000000	0.0389932 	8.000000	2.04132e-05	
8.500000	0.0399972 	8.500000	0.0372818 	8.500000	0.0375088 	8.500000	0.0375088 	8.500000	0.0372624 	8.500000	1.93413e-05	
9.000000	0.0381865 	9.000000	0.0357172 	9.000000	0.0359193 	9.000000	0.0359193 	9.000000	0.0356988 	9.000000	1.83815e-05	
9.500000	0.0365462 	9.500000	0.0342958 	9.500000	0.0344753 	9.500000	0.0344753 	9.500000	0.0342783 	9.500000	1.75169e-05	
10.000000	0.0350528 	10.000000	0.0331465 	10.000000	0.0331569 	10.000000	0.0331569 	10.000000	0.0331298 	10.000000	1.67338e-05	
11.000000	0.032433  	11.000000	0.0308317 	11.000000	0.0307807 	11.000000	0.0307828 	11.000000	0.0308164 	11.000000	1.53691e-05	
12.000000	0.0302082 	12.000000	0.0288404 	12.000000	0.028748  	12.000000	0.0287514 	12.000000	0.0288262 	12.000000	1.42193e-05	
13.000000	0.0282938 	13.000000	0.0271087 	13.000000	0.026987  	13.000000	0.0269908 	13.000000	0.0270954 	13.000000	1.32368e-05	
14.000000	0.026628  	14.000000	0.0255884 	14.000000	0.0254445 	14.000000	0.0254481 	14.000000	0.025576  	14.000000	1.2387e-05	
15.000000	0.0251644 	15.000000	0.0242427 	15.000000	0.02408   	15.000000	0.0240836 	15.000000	0.0242311 	15.000000	1.16443e-05	
16.000000	0.0238678 	16.000000	0.0230428 	16.000000	0.0228634 	16.000000	0.0228669 	16.000000	0.0230318 	16.000000	1.09894e-05	
17.000000	0.0227106 	17.000000	0.0219659 	17.000000	0.0217713 	17.000000	0.0217743 	17.000000	0.0219555 	17.000000	1.04074e-05	
18.000000	0.0216711 	18.000000	0.0209939 	18.000000	0.0207848 	18.000000	0.0207871 	18.000000	0.020984  	18.000000	9.88659e-06	
19.000000	0.0207319 	19.000000	0.0201118 	19.000000	0.0198884 	19.000000	0.0198901 	19.000000	0.0201024 	19.000000	9.41767e-06	
20.000000	0.0198788 	20.000000	0.0193076 	20.000000	0.0190694 	20.000000	0.0190711 	20.000000	0.0192987 	20.000000	8.99313e-06	
21.000000	0.0191004 	21.000000	0.0185714 	21.000000	0.0183182 	21.000000	0.0183201 	21.000000	0.0185628 	21.000000	8.60686e-06	
22.000000	0.0183871 	22.000000	0.0178946 	22.000000	0.0176272 	22.000000	0.0176286 	22.000000	0.0178864 	22.000000	8.25385e-06	
23.000000	0.0177308 	23.000000	0.0172703 	23.000000	0.0169893 	23.000000	0.0169897 	23.000000	0.0172624 	23.000000	7.92991e-06	
24.000000	0.0171249 	24.000000	0.0166926 	24.000000	0.016398  	24.000000	0.0163974 	24.000000	0.0166849 	24.000000	7.63154e-06	
25.000000	0.0165637 	25.000000	0.0161562 	25.000000	0.0158482 	25.000000	0.0158467 	25.000000	0.0161489 	25.000000	7.35579e-06	
27.000000	0.0155565 	27.000000	0.015191  	27.000000	0.0148571 	27.000000	0.0148535 	27.000000	0.0151842 	27.000000	6.86242e-06	
29.000000	0.014678  	29.000000	0.0143464 	29.000000	0.0139865 	29.000000	0.0139819 	29.000000	0.01434   	29.000000	6.43367e-06	
31.000000	0.0139045 	31.000000	0.0136007 	31.000000	0.0132439 	31.000000	0.0132391 	31.000000	0.0135947 	31.000000	6.05747e-06	
33.000000	0.013218  	33.000000	0.0129374 	33.000000	0.0126104 	33.000000	0.0126041 	33.000000	0.0129317 	33.000000	5.72459e-06	
35.000000	0.0126044 	35.000000	0.0123434 	35.000000	0.0120409 	35.000000	0.0120349 	35.000000	0.0123379 	35.000000	5.42784e-06	
38.000000	0.0117965 	38.000000	0.0115598 	38.000000	0.0112901 	38.000000	0.0112832 	38.000000	0.0115548 	38.000000	5.03844e-06	
41.000000	0.0110986 	41.000000	0.0108818 	41.000000	0.0106388 	41.000000	0.0106317 	41.000000	0.0108771 	41.000000	4.70326e-06	
44.000000	0.0104893 	44.000000	0.0102891 	44.000000	0.0100676 	44.000000	0.0100614 	44.000000	0.0102847 	44.000000	4.41158e-06	
47.000000	0.00995254	47.000000	0.00976637	47.000000	0.00956462	47.000000	0.00955754	47.000000	0.00976222	47.000000	4.15535e-06	
50.000000	0.00947574	50.000000	0.00930175	50.000000	0.00911623	50.000000	0.00910908	50.000000	0.00929783	50.000000	3.92839e-06	
55.000000	0.00878896	55.000000	0.00863216	55.000000	0.00846937	55.000000	0.00846159	55.000000	0.00862856	55.000000	3.60258e-06	
60.000000	0.0082091 	60.000000	0.00806669	60.000000	0.00792073	60.000000	0.00791357	60.000000	0.00806336	60.000000	3.32857e-06	
65.000000	0.00771254	65.000000	0.00758254	65.000000	0.00745076	65.000000	0.00744341	65.000000	0.00757945	65.000000	3.09477e-06	
70.000000	0.00728221	70.000000	0.00716317	70.000000	0.00704285	70.000000	0.00703539	70.000000	0.00716028	70.000000	2.89285e-06	
75.000000	0.00690544	75.000000	0.00679626	75.000000	0.00668465	75.000000	0.00667779	75.000000	0.00679354	75.000000	2.71661e-06	
80.000000	0.00657261	80.000000	0.00647244	80.000000	0.00636915	80.000000	0.00636168	80.000000	0.00646988	80.000000	2.5614e-06	
85.000000	0.0062763 	85.000000	0.00618447	85.000000	0.00608725	85.000000	0.00608016	85.000000	0.00618205	85.000000	2.42362e-06	
90.000000	0.00601068	90.000000	0.00592665	90.000000	0.00583455	90.000000	0.00582777	90.000000	0.00592435	90.000000	2.30045e-06	
95.000000	0.00577112	95.000000	0.00569443	95.000000	0.00560742	95.000000	0.00560017	95.000000	0.00569224	95.000000	2.18966e-06	
100.000000	0.00555388	100.000000	0.00548414	100.000000	0.00540076	100.000000	0.00539383	100.000000	0.00548205	100.000000	2.08944e-06	
105.000000	0.00535591	105.000000	0.00529279	105.000000	0.00521253	105.000000	0.00520587	105.000000	0.00529079	105.000000	1.99834e-06	
110.000000	0.00517469	110.000000	0.0051179 	110.000000	0.00504026	110.000000	0.00503394	110.000000	0.00511599	110.000000	1.91515e-06	
115.000000	0.00500814	115.000000	0.00495743	115.000000	0.00488258	115.000000	0.00487603	115.000000	0.00495559	115.000000	1.83887e-06	
120.000000	0.00485449	120.000000	0.00480964	120.000000	0.00473718	120.000000	0.00473049	120.000000	0.00480787	120.000000	1.76866e-06	
125.000000	0.00471228	125.000000	0.00467308	125.000000	0.00460226	125.000000	0.00459592	125.000000	0.00467138	125.000000	1.70381e-06	
130.000000	0.00458023	130.000000	0.00454651	130.000000	0.00447726	130.000000	0.0044711 	130.000000	0.00454486	130.000000	1.64373e-06	
135.000000	0.00445727	135.000000	0.00442885	135.000000	0.00436144	135.000000	0.00435501	135.000000	0.00442726	135.000000	1.58791e-06	
140.000000	0.00434246	140.000000	0.0043192 	140.000000	0.00425321	140.000000	0.00424676	140.000000	0.00431766	140.000000	1.53589e-06	
145.000000	0.00423501	145.000000	0.00421676	145.000000	0.00415179	145.000000	0.00414558	145.000000	0.00421527	145.000000	1.4873e-06	
150.000000	0.0041342 	150.000000	0.00412083	150.000000	0.00405685	150.000000	0.00405079	150.000000	0.00411939	150.000000	1.44181e-06	
155.000000	0.00399227	155.000000	0.00403081	155.000000	0.00396766	155.000000	0.00396181	155.000000	0.00402942	155.000000	1.39912e-06	
160.000000	0.00390907	160.000000	0.00394618	160.000000	0.00388392	160.000000	0.00387812	160.000000	0.00394482	160.000000	1.35898e-06	
165.000000	0.00383062	165.000000	0.00386645	165.000000	0.00380528	165.000000	0.00379926	165.000000	0.00386513	165.000000	1.32117e-06	
170.000000	0.00375651	170.000000	0.00379121	170.000000	0.00373086	170.000000	0.00372482	170.000000	0.00378992	170.000000	1.28549e-06	
175.000000	0.00368639	175.000000	0.00372009	175.000000	0.0036603 	175.000000	0.00365445	175.000000	0.00371884	175.000000	1.25175e-06	
180.000000	0.00361993	180.000000	0.00365277	180.000000	0.00359354	180.000000	0.00358781	180.000000	0.00365155	180.000000	1.21981e-06	
185.000000	0.00355686	185.000000	0.00358894	185.000000	0.00353023	185.000000	0.00352463	185.000000	0.00358775	185.000000	1.18952e-06	
190.000000	0.00349692	190.000000	0.00352834	190.000000	0.00347008	190.000000	0.00346463	190.000000	0.00352718	190.000000	1.16075e-06	
195.000000	0.00343988	195.000000	0.00347073	195.000000	0.00341307	195.000000	0.00340759	195.000000	0.00346959	195.000000	1.13339e-06	
200.000000	0.00338553	200.000000	0.00341589	200.000000	0.00335894	200.000000	0.00335329	200.000000	0.00341478	200.000000	1.10735e-06	
210.000000	0.00328416	210.000000	0.00331377	210.000000	0.00325772	210.000000	0.00325217	210.000000	0.00331271	210.000000	1.05881e-06	
220.000000	0.00319152	220.000000	0.00322063	220.000000	0.0031653 	220.000000	0.00315995	220.000000	0.00321962	220.000000	1.01451e-06	
230.000000	0.00310651	230.000000	0.00313533	230.000000	0.00308063	230.000000	0.00307549	230.000000	0.00313436	230.000000	9.7389e-07	
240.000000	0.00302823	240.000000	0.00305693	240.000000	0.00300316	240.000000	0.00299788	240.000000	0.003056  	240.000000	9.36516e-07	
250.000000	0.00295589	250.000000	0.00298463	250.000000	0.00293162	250.000000	0.00292633	250.000000	0.00298373	250.000000	9.02006e-07	
260.000000	0.00288885	260.000000	0.00291774	260.000000	0.00286527	260.000000	0.00286015	260.000000	0.00291687	260.000000	8.70039e-07	
270.000000	0.00282655	270.000000	0.00285569	270.000000	0.00280376	270.000000	0.00279879	270.000000	0.00285485	270.000000	8.40341e-07	
280.000000	0.00276849	280.000000	0.00279798	280.000000	0.00274659	280.000000	0.00274173	280.000000	0.00279717	280.000000	8.12676e-07	
290.000000	0.00271426	290.000000	0.00274417	290.000000	0.00269356	290.000000	0.00268856	290.000000	0.00274338	290.000000	7.86839e-07	
300.000000	0.00266349	300.000000	0.00269388	300.000000	0.00264391	300.000000	0.0026389 	300.000000	0.00269311	300.000000	7.62653e-07	
310.000000	0.00261587	310.000000	0.00264678	310.000000	0.00259729	310.000000	0.00259241	310.000000	0.00264604	310.000000	7.39963e-07	
320.000000	0.00257111	320.000000	0.00260259	320.000000	0.0025536 	320.000000	0.00254882	320.000000	0.00260187	320.000000	7.18632e-07	
330.000000	0.00252896	330.000000	0.00256105	330.000000	0.00251253	330.000000	0.00250786	330.000000	0.00256035	330.000000	6.9854e-07	
340.000000	0.00248922	340.000000	0.00252193	340.000000	0.00247394	340.000000	0.00246932	340.000000	0.00252125	340.000000	6.79581e-07	
350.000000	0.00245166	350.000000	0.00248503	350.000000	0.00243773	350.000000	0.00243299	350.000000	0.00248437	350.000000	6.61661e-07	
360.000000	0.00241614	360.000000	0.00245018	360.000000	0.00240347	360.000000	0.0023987 	360.000000	0.00244954	360.000000	6.44696e-07	
370.000000	0.00238248	370.000000	0.00241721	370.000000	0.00237095	370.000000	0.00236628	370.000000	0.00241658	370.000000	6.28609e-07	
380.000000	0.00235055	380.000000	0.00238597	380.000000	0.00234018	380.000000	0.00233559	380.000000	0.00238536	380.000000	6.13335e-07	
390.000000	0.00232022	390.000000	0.00235635	390.000000	0.00231102	390.000000	0.0023065 	390.000000	0.00235575	390.000000	5.98812e-07	
400.000000	0.00229138	400.000000	0.00232821	400.000000	0.00228333	400.000000	0.0022789 	400.000000	0.00232763	400.000000	5.84986e-07	
410.000000	0.00226392	410.000000	0.00230146	410.000000	0.00225706	410.000000	0.00225267	410.000000	0.00230089	410.000000	5.71806e-07	
420.000000	0.00223775	420.000000	0.002276  	420.000000	0.00223218	420.000000	0.00222773	420.000000	0.00227545	420.000000	5.59228e-07	
430.000000	0.00221279	430.000000	0.00225175	430.000000	0.00220852	430.000000	0.00220399	430.000000	0.0022512 	430.000000	5.47212e-07	
