*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.144553  	0.001000	0.128425  	0.001000	0.135006  	0.001000	0.135006  	0.001000	0.0764777 	0.001000	0.0519475 	
0.002000	0.161395  	0.002000	0.139007  	0.002000	0.147878  	0.002000	0.147878  	0.002000	0.100206  	0.002000	0.0388013 	
0.005000	0.200774  	0.005000	0.166848  	0.005000	0.180414  	0.005000	0.180414  	0.005000	0.143358  	0.005000	0.0234897 	
0.008000	0.230789  	0.008000	0.189778  	0.008000	0.206853  	0.008000	0.206853  	0.008000	0.172338  	0.008000	0.0174392 	
0.010000	0.247755  	0.010000	0.203099  	0.010000	0.222195  	0.010000	0.222195  	0.010000	0.1881    	0.010000	0.0149995 	
0.015000	0.290316  	0.015000	0.231618  	0.015000	0.254584  	0.015000	0.254584  	0.015000	0.220362  	0.015000	0.0112565 	
0.020000	0.324444  	0.020000	0.255734  	0.020000	0.285404  	0.020000	0.285404  	0.020000	0.246609  	0.020000	0.00912457	
0.025000	0.362784  	0.025000	0.284106  	0.025000	0.315077  	0.025000	0.315077  	0.025000	0.276368  	0.025000	0.00773803	
0.030000	0.39534   	0.030000	0.31099   	0.030000	0.340594  	0.030000	0.340594  	0.030000	0.304243  	0.030000	0.00674684	
0.035000	0.422134  	0.035000	0.336159  	0.035000	0.364694  	0.035000	0.364694  	0.035000	0.33016   	0.035000	0.00599931	
0.040000	0.443261  	0.040000	0.359633  	0.040000	0.387454  	0.040000	0.387454  	0.040000	0.35422   	0.040000	0.00541335	
0.045000	0.458829  	0.045000	0.381431  	0.045000	0.408929  	0.045000	0.408929  	0.045000	0.376491  	0.045000	0.00494042	
0.050000	0.468452  	0.050000	0.400978  	0.050000	0.429167  	0.050000	0.429167  	0.050000	0.396428  	0.050000	0.00454987	
0.055000	0.488307  	0.055000	0.422151  	0.055000	0.448209  	0.055000	0.448209  	0.055000	0.41793   	0.055000	0.00422136	
0.060000	0.505045  	0.060000	0.442071  	0.060000	0.466095  	0.060000	0.466095  	0.060000	0.43813   	0.060000	0.0039408 	
0.070000	0.530099  	0.070000	0.478199  	0.070000	0.498551  	0.070000	0.498551  	0.070000	0.474713  	0.070000	0.00348598	
0.080000	0.556833  	0.080000	0.508986  	0.080000	0.526843  	0.080000	0.526843  	0.080000	0.505854  	0.080000	0.00313221	
0.090000	0.576755  	0.090000	0.535202  	0.090000	0.55129   	0.090000	0.55129   	0.090000	0.532354  	0.090000	0.00284846	
0.100000	0.591578  	0.100000	0.557217  	0.100000	0.572217  	0.100000	0.572217  	0.100000	0.554602  	0.100000	0.00261536	
0.120000	0.596895  	0.120000	0.591558  	0.120000	0.604803  	0.120000	0.604803  	0.120000	0.589304  	0.120000	0.00225409	
0.140000	0.596239  	0.140000	0.614231  	0.140000	0.627086  	0.140000	0.627086  	0.140000	0.612245  	0.140000	0.00198615	
0.160000	0.597087  	0.160000	0.630847  	0.160000	0.641282  	0.160000	0.641282  	0.160000	0.629068  	0.160000	0.00177887	
0.180000	0.600605  	0.180000	0.644666  	0.180000	0.649272  	0.180000	0.649272  	0.180000	0.643052  	0.180000	0.00161336	
0.200000	0.603722  	0.200000	0.652591  	0.200000	0.652588  	0.200000	0.652588  	0.200000	0.651113  	0.200000	0.0014779 	
0.250000	0.596348  	0.250000	0.657467  	0.250000	0.647756  	0.250000	0.647756  	0.250000	0.656241  	0.250000	0.00122615	
0.300000	0.593895  	0.300000	0.656154  	0.300000	0.63314   	0.300000	0.63314   	0.300000	0.655102  	0.300000	0.00105164	
0.350000	0.590483  	0.350000	0.650543  	0.350000	0.618998  	0.350000	0.618998  	0.350000	0.64962   	0.350000	0.000923039	
0.400000	0.589698  	0.400000	0.647482  	0.400000	0.603959  	0.400000	0.603959  	0.400000	0.646658  	0.400000	0.000824055	
0.450000	0.585555  	0.450000	0.641875  	0.450000	0.58794   	0.450000	0.58794   	0.450000	0.64113   	0.450000	0.000745348	
0.500000	0.57813   	0.500000	0.633722  	0.500000	0.571802  	0.500000	0.571802  	0.500000	0.633041  	0.500000	0.000681163	
0.600000	0.538517  	0.600000	0.598063  	0.600000	0.540353  	0.600000	0.540353  	0.600000	0.59748   	0.600000	0.00058256	
0.700000	0.497029  	0.700000	0.562933  	0.700000	0.51278   	0.700000	0.51278   	0.700000	0.562423  	0.700000	0.000510152	
0.800000	0.473664  	0.800000	0.528525  	0.800000	0.488477  	0.800000	0.488477  	0.800000	0.52807   	0.800000	0.000454581	
