*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0896746 	0.001000	0.018654  	0.001000	0.0168125 	0.001000	0.0168125 	0.001000	0.0179388 	0.001000	0.000715158	
0.002000	0.109008  	0.002000	0.0252438 	0.002000	0.0227282 	0.002000	0.0227282 	0.002000	0.0245051 	0.002000	0.000738604	
0.005000	0.144846  	0.005000	0.0376902 	0.005000	0.0338908 	0.005000	0.0338908 	0.005000	0.037011  	0.005000	0.000679251	
0.008000	0.169002  	0.008000	0.0463388 	0.008000	0.0416445 	0.008000	0.0416445 	0.008000	0.0457282 	0.008000	0.000610531	
0.010000	0.182068  	0.010000	0.0511298 	0.010000	0.0459397 	0.010000	0.0459397 	0.010000	0.0505585 	0.010000	0.000571391	
0.015000	0.219818  	0.015000	0.0616923 	0.015000	0.0549436 	0.015000	0.0549436 	0.015000	0.0611983 	0.015000	0.000494072	
0.020000	0.250704  	0.020000	0.0690752 	0.020000	0.0624124 	0.020000	0.0624124 	0.020000	0.0686377 	0.020000	0.000437443	
0.025000	0.276233  	0.025000	0.0757127 	0.025000	0.0689154 	0.025000	0.0689154 	0.025000	0.0753185 	0.025000	0.000394116	
0.030000	0.2972    	0.030000	0.0817014 	0.030000	0.0811218 	0.030000	0.0811218 	0.030000	0.0813416 	0.030000	0.000359758	
0.035000	0.314127  	0.035000	0.0869101 	0.035000	0.0884308 	0.035000	0.0884308 	0.035000	0.0865784 	0.035000	0.000331742	
0.040000	0.327424  	0.040000	0.0913203 	0.040000	0.0929367 	0.040000	0.0929367 	0.040000	0.0910119 	0.040000	0.000308386	
0.045000	0.337456  	0.045000	0.0949863 	0.045000	0.0960939 	0.045000	0.0960939 	0.045000	0.0946977 	0.045000	0.000288564	
0.050000	0.344576  	0.050000	0.0979893 	0.050000	0.0985362 	0.050000	0.0985362 	0.050000	0.0977178 	0.050000	0.000271496	
0.055000	0.349131  	0.055000	0.100414  	0.055000	0.100507  	0.055000	0.100507  	0.055000	0.100158  	0.055000	0.000256617	
