*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.664184  	0.001000	0.12952   	0.001000	0.0973689 	0.001000	0.0973689 	0.001000	0.0991209 	0.001000	0.0303992
0.002000	0.735927  	0.002000	0.166952  	0.002000	0.124368  	0.002000	0.124368  	0.002000	0.137293  	0.002000	0.0296583
0.005000	0.907264  	0.005000	0.236151  	0.005000	0.174705  	0.005000	0.174705  	0.005000	0.211194  	0.005000	0.0249568
0.008000	1.03953   	0.008000	0.2848    	0.008000	0.210817  	0.008000	0.210817  	0.008000	0.263401  	0.008000	0.0213992
0.010000	1.11463   	0.010000	0.312125  	0.010000	0.231374  	0.010000	0.231374  	0.010000	0.292526  	0.010000	0.0195987
0.015000	1.30253   	0.015000	0.370269  	0.015000	0.275701  	0.015000	0.275701  	0.015000	0.353939  	0.015000	0.0163306
0.020000	1.45112   	0.020000	0.419297  	0.020000	0.31361   	0.020000	0.31361   	0.020000	0.405181  	0.020000	0.0141154
0.025000	1.6139    	0.025000	0.463396  	0.025000	0.349914  	0.025000	0.349914  	0.025000	0.450896  	0.025000	0.0125003
0.030000	1.75087   	0.030000	0.504236  	0.030000	0.420546  	0.030000	0.420546  	0.030000	0.492974  	0.030000	0.0112618
0.035000	1.84814   	0.035000	0.543055  	0.035000	0.469568  	0.035000	0.469568  	0.035000	0.532778  	0.035000	0.010277
0.040000	1.92037   	0.040000	0.579156  	0.040000	0.506189  	0.040000	0.506189  	0.040000	0.569684  	0.040000	0.00947201
0.045000	1.9707    	0.045000	0.606689  	0.045000	0.537114  	0.045000	0.537114  	0.045000	0.597889  	0.045000	0.00879971
0.050000	2.00083   	0.050000	0.630124  	0.050000	0.56521   	0.050000	0.56521   	0.050000	0.621895  	0.050000	0.00822842
0.055000	2.07574   	0.055000	0.651665  	0.055000	0.591457  	0.055000	0.591457  	0.055000	0.643929  	0.055000	0.00773599
0.060000	2.13828   	0.060000	0.671467  	0.060000	0.616144  	0.060000	0.616144  	0.060000	0.664161  	0.060000	0.00730646
0.070000	2.23038   	0.070000	0.706434  	0.070000	0.661077  	0.070000	0.661077  	0.070000	0.699843  	0.070000	0.00659158
0.080000	2.3326    	0.080000	0.736031  	0.080000	0.700265  	0.080000	0.700265  	0.080000	0.730012  	0.080000	0.0060187
0.090000	2.40886   	0.090000	0.761055  	0.090000	0.734054  	0.090000	0.734054  	0.090000	0.755507  	0.090000	0.00554787
0.100000	2.46608   	0.100000	0.782154  	0.100000	0.762935  	0.100000	0.762935  	0.100000	0.777     	0.100000	0.00515308
0.120000	2.48593   	0.120000	0.814632  	0.120000	0.80808   	0.120000	0.80808   	0.120000	0.810147  	0.120000	0.00448465
0.140000	2.49963   	0.140000	0.841056  	0.140000	0.839891  	0.140000	0.839891  	0.140000	0.837044  	0.140000	0.00401202
0.160000	2.5055    	0.160000	0.861189  	0.160000	0.861781  	0.160000	0.861781  	0.160000	0.857551  	0.160000	0.00363787
0.180000	2.51172   	0.180000	0.874323  	0.180000	0.876459  	0.180000	0.876459  	0.180000	0.87099   	0.180000	0.00333352
0.200000	2.52102   	0.200000	0.882485  	0.200000	0.885957  	0.200000	0.885957  	0.200000	0.879404  	0.200000	0.00308056
0.250000	2.49128   	0.250000	0.894773  	0.250000	0.895788  	0.250000	0.895788  	0.250000	0.892173  	0.250000	0.00260066
0.300000	2.48158   	0.300000	0.900347  	0.300000	0.895253  	0.300000	0.895253  	0.300000	0.898087  	0.300000	0.00225996
0.350000	2.47471   	0.350000	0.903889  	0.350000	0.890203  	0.350000	0.890203  	0.350000	0.901885  	0.350000	0.00200432
0.400000	2.48679   	0.400000	0.911083  	0.400000	0.891251  	0.400000	0.891251  	0.400000	0.909278  	0.400000	0.00180472
0.450000	2.49181   	0.450000	0.919659  	0.450000	0.888958  	0.450000	0.888958  	0.450000	0.918015  	0.450000	0.00164414
0.500000	2.48867   	0.500000	0.924301  	0.500000	0.884109  	0.500000	0.884109  	0.500000	0.922789  	0.500000	0.00151188
0.600000	2.38737   	0.600000	0.936765  	0.600000	0.869006  	0.600000	0.869006  	0.600000	0.935458  	0.600000	0.00130627
0.700000	2.2417    	0.700000	0.929932  	0.700000	0.849076  	0.700000	0.849076  	0.700000	0.928778  	0.700000	0.00115327
