Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.579061  	0.001000	0.343062  	0.001000	0.394945  	0.001000	0.394945  	0.001000	0.143746  	0.001000	0.199316  	
0.002000	0.59936   	0.002000	0.354691  	0.002000	0.417615  	0.002000	0.417615  	0.002000	0.186416  	0.002000	0.168275  	
0.005000	0.674709  	0.005000	0.379421  	0.005000	0.460182  	0.005000	0.460182  	0.005000	0.262851  	0.005000	0.11657   	
0.008000	0.745891  	0.008000	0.404892  	0.008000	0.496429  	0.008000	0.496429  	0.008000	0.313512  	0.008000	0.0913793 	
0.010000	0.78892   	0.010000	0.421385  	0.010000	0.518462  	0.010000	0.518462  	0.010000	0.340876  	0.010000	0.0805095 	
0.015000	0.925061  	0.015000	0.474516  	0.015000	0.579111  	0.015000	0.579111  	0.015000	0.411563  	0.015000	0.062953  	
0.020000	1.04596   	0.020000	0.582333  	0.020000	0.680249  	0.020000	0.680249  	0.020000	0.53004   	0.020000	0.0522931 	
0.025000	1.18299   	0.025000	0.692218  	0.025000	0.783681  	0.025000	0.783681  	0.025000	0.647184  	0.025000	0.0450342 	
0.030000	1.30535   	0.030000	0.80094   	0.030000	0.876345  	0.030000	0.876345  	0.030000	0.761212  	0.030000	0.0397279 	
0.035000	1.41142   	0.035000	0.906154  	0.035000	0.964903  	0.035000	0.964903  	0.035000	0.870497  	0.035000	0.0356568 	
0.040000	1.49777   	0.040000	1.00561   	0.040000	1.04851   	0.040000	1.04851   	0.040000	0.973489  	0.040000	0.0321239 	
0.045000	1.56507   	0.045000	1.09632   	0.045000	1.12745   	0.045000	1.12745   	0.045000	1.06681   	0.045000	0.0295123 	
