*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.205735  	0.001000	0.184793  	0.001000	0.177012  	0.001000	0.177012  	0.001000	0.106742  	0.001000	0.0780509
0.002000	0.227958  	0.002000	0.198644  	0.002000	0.188736  	0.002000	0.188736  	0.002000	0.139866  	0.002000	0.0587775
0.005000	0.281031  	0.005000	0.235981  	0.005000	0.222834  	0.005000	0.222834  	0.005000	0.200111  	0.005000	0.0358698
0.008000	0.322002  	0.008000	0.267283  	0.008000	0.252383  	0.008000	0.252383  	0.008000	0.240572  	0.008000	0.0267115
0.010000	0.345263  	0.010000	0.285617  	0.010000	0.269895  	0.010000	0.269895  	0.010000	0.262578  	0.010000	0.0230392
0.015000	0.403467  	0.015000	0.324777  	0.015000	0.307963  	0.015000	0.307963  	0.015000	0.307481  	0.015000	0.0172959
0.020000	0.449492  	0.020000	0.357643  	0.020000	0.34668   	0.020000	0.34668   	0.020000	0.343606  	0.020000	0.0140377
0.025000	0.499915  	0.025000	0.395118  	0.025000	0.384527  	0.025000	0.384527  	0.025000	0.383203  	0.025000	0.0119151
0.030000	0.542343  	0.030000	0.430138  	0.030000	0.41764   	0.030000	0.41764   	0.030000	0.419742  	0.030000	0.0103957
0.035000	0.572472  	0.035000	0.460752  	0.035000	0.449201  	0.035000	0.449201  	0.035000	0.451503  	0.035000	0.00924855
0.040000	0.594847  	0.040000	0.486944  	0.040000	0.479237  	0.040000	0.479237  	0.040000	0.478595  	0.040000	0.00834866
0.045000	0.610435  	0.045000	0.51116   	0.045000	0.507777  	0.045000	0.507777  	0.045000	0.503538  	0.045000	0.00762189
0.050000	0.619771  	0.050000	0.533475  	0.050000	0.534849  	0.050000	0.534849  	0.050000	0.526453  	0.050000	0.00702141
0.055000	0.642974  	0.055000	0.558522  	0.055000	0.560483  	0.055000	0.560483  	0.055000	0.552006  	0.055000	0.00651608
0.060000	0.662345  	0.060000	0.582121  	0.060000	0.584709  	0.060000	0.584709  	0.060000	0.576037  	0.060000	0.00608436
0.070000	0.690874  	0.070000	0.625066  	0.070000	0.629075  	0.070000	0.629075  	0.070000	0.619681  	0.070000	0.00538416
0.080000	0.722536  	0.080000	0.661839  	0.080000	0.668248  	0.080000	0.668248  	0.080000	0.657     	0.080000	0.00483923
0.090000	0.74616   	0.090000	0.693416  	0.090000	0.702565  	0.090000	0.702565  	0.090000	0.689014  	0.090000	0.00440197
0.100000	0.763882  	0.100000	0.720215  	0.100000	0.732391  	0.100000	0.732391  	0.100000	0.716172  	0.100000	0.00404262
0.120000	0.770032  	0.120000	0.762971  	0.120000	0.780074  	0.120000	0.780074  	0.120000	0.759485  	0.120000	0.00348545
0.140000	0.774276  	0.140000	0.797327  	0.140000	0.814264  	0.140000	0.814264  	0.140000	0.794255  	0.140000	0.00307202
0.160000	0.776095  	0.160000	0.820367  	0.160000	0.837695  	0.160000	0.837695  	0.160000	0.817615  	0.160000	0.00275206
0.180000	0.77802   	0.180000	0.835038  	0.180000	0.852731  	0.180000	0.852731  	0.180000	0.832541  	0.180000	0.00249649
0.200000	0.780901  	0.200000	0.843737  	0.200000	0.861333  	0.200000	0.861333  	0.200000	0.84145   	0.200000	0.00228727
0.250000	0.771689  	0.250000	0.84986   	0.250000	0.864227  	0.250000	0.864227  	0.250000	0.847962  	0.250000	0.00189831
0.300000	0.768683  	0.300000	0.848     	0.300000	0.852457  	0.300000	0.852457  	0.300000	0.846371  	0.300000	0.00162857
0.350000	0.766556  	0.350000	0.842819  	0.350000	0.835369  	0.350000	0.835369  	0.350000	0.84139   	0.350000	0.00142971
0.400000	0.770298  	0.400000	0.843425  	0.400000	0.822532  	0.400000	0.822532  	0.400000	0.842149  	0.400000	0.00127662
0.450000	0.771853  	0.450000	0.843387  	0.450000	0.807013  	0.450000	0.807013  	0.450000	0.842232  	0.450000	0.00115486
0.500000	0.77088   	0.500000	0.841919  	0.500000	0.79052   	0.500000	0.79052   	0.500000	0.840864  	0.500000	0.00105554
0.600000	0.739501  	0.600000	0.818893  	0.600000	0.756735  	0.600000	0.756735  	0.600000	0.81799   	0.600000	0.000902936
0.700000	0.69438   	0.700000	0.784694  	0.700000	0.723938  	0.700000	0.723938  	0.700000	0.783903  	0.700000	0.000790844
0.800000	0.66853   	0.800000	0.744466  	0.800000	0.694285  	0.800000	0.694285  	0.800000	0.743761  	0.800000	0.000704798
0.900000	0.642838  	0.900000	0.707055  	0.900000	0.667307  	0.900000	0.667307  	0.900000	0.706418  	0.900000	0.00063653
1.000000	0.617583  	1.000000	0.671909  	1.000000	0.642569  	1.000000	0.642569  	1.000000	0.671328  	1.000000	0.000580962
1.250000	0.558571  	1.250000	0.610381  	1.250000	0.586741  	1.250000	0.586741  	1.250000	0.609903  	1.250000	0.000478469
1.500000	0.506904  	1.500000	0.557833  	1.500000	0.539495  	1.500000	0.539495  	1.500000	0.557425  	1.500000	0.000408052
1.750000	0.461997  	1.750000	0.512485  	1.750000	0.500074  	1.750000	0.500074  	1.750000	0.512128  	1.750000	0.000356518
2.000000	0.424836  	2.000000	0.475427  	2.000000	0.466274  	2.000000	0.466274  	2.000000	0.47511   	2.000000	0.000317077
2.250000	0.394073  	2.250000	0.441559  	2.250000	0.436826  	2.250000	0.436826  	2.250000	0.441273  	2.250000	0.000285863
2.500000	0.361279  	2.500000	0.412414  	2.500000	0.410894  	2.500000	0.410894  	2.500000	0.412153  	2.500000	0.000260511
3.000000	0.320423  	3.000000	0.363419  	3.000000	0.367308  	3.000000	0.367308  	3.000000	0.363197  	3.000000	0.000221756
3.500000	0.288294  	3.500000	0.326118  	3.500000	0.33214   	3.500000	0.33214   	3.500000	0.325924  	3.500000	0.000193457
4.000000	0.262345  	4.000000	0.296369  	4.000000	0.303211  	4.000000	0.303211  	4.000000	0.296197  	4.000000	0.000171836
4.500000	0.240934  	4.500000	0.27191   	4.500000	0.279026  	4.500000	0.279026  	4.500000	0.271755  	4.500000	0.000154752
5.000000	0.222953  	5.000000	0.251364  	5.000000	0.258524  	5.000000	0.258524  	5.000000	0.251223  	5.000000	0.000140894
5.500000	0.207629  	5.500000	0.234054  	5.500000	0.240926  	5.500000	0.240926  	5.500000	0.233925  	5.500000	0.000129415
6.000000	0.194406  	6.000000	0.219087  	6.000000	0.225659  	6.000000	0.225659  	6.000000	0.218968  	6.000000	0.000119744
6.500000	0.182875  	6.500000	0.206008  	6.500000	0.212289  	6.500000	0.212289  	6.500000	0.205897  	6.500000	0.000111477
