*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0158804 	0.001000	0.0236262 	0.001000	0.0310151 	0.001000	0.0310151 	0.001000	0.0203098 	0.001000	0.00331647
0.002000	0.0193041 	0.002000	0.0281825 	0.002000	0.0352359 	0.002000	0.0352359 	0.002000	0.025886  	0.002000	0.00229651
0.005000	0.0256506 	0.005000	0.0369636 	0.005000	0.0427092 	0.005000	0.0427092 	0.005000	0.0356734 	0.005000	0.00129017
0.008000	0.0299283 	0.008000	0.0429853 	0.008000	0.0475166 	0.008000	0.0475166 	0.008000	0.042052  	0.008000	0.000933363
0.010000	0.0322422 	0.010000	0.0462635 	0.010000	0.0500514 	0.010000	0.0500514 	0.010000	0.0454679 	0.010000	0.000795591
0.015000	0.0389273 	0.015000	0.0533872 	0.015000	0.0550977 	0.015000	0.0550977 	0.015000	0.0528    	0.015000	0.000587249
0.020000	0.0443969 	0.020000	0.059148  	0.020000	0.0590477 	0.020000	0.0590477 	0.020000	0.0586756 	0.020000	0.000472391
0.025000	0.0489177 	0.025000	0.0639564 	0.025000	0.0623336 	0.025000	0.0623336 	0.025000	0.0635587 	0.025000	0.000397742
0.030000	0.0526308 	0.030000	0.0680283 	0.030000	0.0654989 	0.030000	0.0654989 	0.030000	0.0676833 	0.030000	0.000344953
0.035000	0.0556284 	0.035000	0.0714931 	0.035000	0.0681438 	0.035000	0.0681438 	0.035000	0.0711876 	0.035000	0.000305458
0.040000	0.0579831 	0.040000	0.0744375 	0.040000	0.0703563 	0.040000	0.0703563 	0.040000	0.0741628 	0.040000	0.000274692
0.045000	0.0597597 	0.045000	0.0769241 	0.045000	0.0722003 	0.045000	0.0722003 	0.045000	0.0766741 	0.045000	0.000249985
0.050000	0.0610206 	0.050000	0.0790017 	0.050000	0.0737249 	0.050000	0.0737249 	0.050000	0.0787721 	0.050000	0.000229668
0.055000	0.0618272 	0.055000	0.0807106 	0.055000	0.0749699 	0.055000	0.0749699 	0.055000	0.080498  	0.055000	0.000212639
0.060000	0.0622398 	0.060000	0.0820854 	0.060000	0.0759681 	0.060000	0.0759681 	0.060000	0.0818873 	0.060000	0.00019814
0.070000	0.0621134 	0.070000	0.0839545 	0.070000	0.0773324 	0.070000	0.0773324 	0.070000	0.0837797 	0.070000	0.000174727
0.080000	0.0610648 	0.080000	0.0848298 	0.080000	0.0780017 	0.080000	0.0780017 	0.080000	0.0846732 	0.080000	0.000156594
0.090000	0.0594427 	0.090000	0.0849048 	0.090000	0.0781207 	0.090000	0.0781207 	0.090000	0.0847626 	0.090000	0.000142102
0.100000	0.0575112 	0.100000	0.0843502 	0.100000	0.0778061 	0.100000	0.0778061 	0.100000	0.08422   	0.100000	0.000130232
0.120000	0.0533996 	0.120000	0.0819246 	0.120000	0.07624   	0.120000	0.07624   	0.120000	0.0818127 	0.120000	0.000111902
0.140000	0.0495433 	0.140000	0.0784789 	0.140000	0.0738768 	0.140000	0.0738768 	0.140000	0.0783805 	0.140000	9.83623e-05
0.160000	0.0461954 	0.160000	0.0746232 	0.160000	0.0710977 	0.160000	0.0710977 	0.160000	0.0745353 	0.160000	8.7921e-05
0.180000	0.0433668 	0.180000	0.0707231 	0.180000	0.0681508 	0.180000	0.0681508 	0.180000	0.0706435 	0.180000	7.96057e-05
0.200000	0.0409867 	0.200000	0.0669774 	0.200000	0.0651928 	0.200000	0.0651928 	0.200000	0.0669046 	0.200000	7.28154e-05
0.250000	0.0364667 	0.250000	0.0587709 	0.250000	0.0582718 	0.250000	0.0582718 	0.250000	0.0587107 	0.250000	6.02352e-05
0.300000	0.0332437 	0.300000	0.052279  	0.300000	0.0523776 	0.300000	0.0523776 	0.300000	0.0522275 	0.300000	5.15461e-05
0.350000	0.0307689 	0.350000	0.0471829 	0.350000	0.0475129 	0.350000	0.0475129 	0.350000	0.0471378 	0.350000	4.51608e-05
0.400000	0.0287621 	0.400000	0.0431271 	0.400000	0.0435152 	0.400000	0.0435152 	0.400000	0.0430868 	0.400000	4.02573e-05
0.450000	0.0270731 	0.450000	0.0398348 	0.450000	0.0402067 	0.450000	0.0402067 	0.450000	0.0397984 	0.450000	3.63658e-05
0.500000	0.0256153 	0.500000	0.0371079 	0.500000	0.0374369 	0.500000	0.0374369 	0.500000	0.0370747 	0.500000	3.31973e-05
0.600000	0.0231952 	0.600000	0.0328341 	0.600000	0.0330709 	0.600000	0.0330709 	0.600000	0.0328058 	0.600000	2.83395e-05
0.700000	0.0212446 	0.700000	0.0296075 	0.700000	0.0297778 	0.700000	0.0297778 	0.700000	0.0295827 	0.700000	2.47802e-05
0.800000	0.0196267 	0.800000	0.027059  	0.800000	0.0271904 	0.800000	0.0271904 	0.800000	0.0270369 	0.800000	2.20535e-05
0.900000	0.0182578 	0.900000	0.0249783 	0.900000	0.0250907 	0.900000	0.0250907 	0.900000	0.0249584 	0.900000	1.98938e-05
1.000000	0.0170817 	1.000000	0.023237  	1.000000	0.0233432 	1.000000	0.0233432 	1.000000	0.0232189 	1.000000	1.81385e-05
1.250000	0.0147507 	1.250000	0.0198849 	1.250000	0.020003  	1.250000	0.020003  	1.250000	0.01987   	1.250000	1.49074e-05
1.500000	0.0130141 	1.500000	0.0174518 	1.500000	0.0175942 	1.500000	0.0175942 	1.500000	0.0174391 	1.500000	1.26928e-05
1.750000	0.011666  	1.750000	0.0155902 	1.750000	0.0157567 	1.750000	0.0157567 	1.750000	0.0155791 	1.750000	1.10753e-05
2.000000	0.0105868 	2.000000	0.0141129 	2.000000	0.0142999 	2.000000	0.0142999 	2.000000	0.014103  	2.000000	9.83917e-06
2.250000	0.00970186	2.250000	0.0129084 	2.250000	0.013112  	2.250000	0.013112  	2.250000	0.0128995 	2.250000	8.86222e-06
2.500000	0.00892357	2.500000	0.0119055 	2.500000	0.012122  	2.500000	0.012122  	2.500000	0.0118974 	2.500000	8.06963e-06
3.000000	0.00779187	3.000000	0.0103268 	3.000000	0.0105607 	3.000000	0.0105607 	3.000000	0.01032   	3.000000	6.8597e-06
3.500000	0.00693297	3.500000	0.00913697	3.500000	0.00938054	3.500000	0.00938054	3.500000	0.009131  	3.500000	5.97758e-06
4.000000	0.00625698	4.000000	0.00820558	4.000000	0.00845383	4.000000	0.00845383	4.000000	0.00820028	4.000000	5.30455e-06
4.500000	0.00570996	4.500000	0.00745526	4.500000	0.00770504	4.500000	0.00770504	4.500000	0.00745049	4.500000	4.7733e-06
5.000000	0.00525749	5.000000	0.006837  	5.000000	0.00708627	5.000000	0.00708627	5.000000	0.00683266	5.000000	4.34278e-06
5.500000	0.00487654	5.500000	0.00631817	5.500000	0.00656563	5.500000	0.00656563	5.500000	0.00631418	5.500000	3.98648e-06
6.000000	0.00455106	6.000000	0.00587617	6.000000	0.00612097	6.000000	0.00612097	6.000000	0.00587248	6.000000	3.68649e-06
6.500000	0.00426952	6.500000	0.00549482	6.500000	0.00573643	6.500000	0.00573643	6.500000	0.00549139	6.500000	3.43027e-06
7.000000	0.0040234 	7.000000	0.00516223	7.000000	0.00540032	7.000000	0.00540032	7.000000	0.00515902	7.000000	3.20877e-06
7.500000	0.00380629	7.500000	0.00486946	7.500000	0.00510383	7.500000	0.00510383	7.500000	0.00486644	7.500000	3.01529e-06
