*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	4.13429   	0.001000	0.953611  	0.001000	0.929491  	0.001000	0.929491  	0.001000	0.2743    	0.001000	0.679311
0.002000	4.18166   	0.002000	1.06447   	0.002000	1.03833   	0.002000	1.03833   	0.002000	0.379936  	0.002000	0.684531
0.005000	4.3393    	0.005000	1.18979   	0.005000	1.16474   	0.005000	1.16474   	0.005000	0.584442  	0.005000	0.605344
0.008000	4.56776   	0.008000	1.26154   	0.008000	1.2402    	0.008000	1.2402    	0.008000	0.728917  	0.008000	0.532618
0.010000	4.72716   	0.010000	1.30307   	0.010000	1.28465   	0.010000	1.28465   	0.010000	0.809517  	0.010000	0.493553
0.015000	5.3471    	0.015000	1.39897   	0.015000	1.3884    	0.015000	1.3884    	0.015000	0.979464  	0.015000	0.419509
0.020000	5.94108   	0.020000	1.53114   	0.020000	1.53319   	0.020000	1.53319   	0.020000	1.16387   	0.020000	0.367276
0.025000	6.64765   	0.025000	1.69219   	0.025000	1.71428   	0.025000	1.71428   	0.025000	1.36396   	0.025000	0.328231
0.030000	7.29674   	0.030000	1.85745   	0.030000	1.8664    	0.030000	1.8664    	0.030000	1.55968   	0.030000	0.297769
0.035000	7.86927   	0.035000	2.02409   	0.035000	2.02039   	0.035000	2.02039   	0.035000	1.75086   	0.035000	0.273229
0.040000	8.36466   	0.040000	2.1902    	0.040000	2.17453   	0.040000	2.17453   	0.040000	1.93723   	0.040000	0.252965
0.045000	8.77337   	0.045000	2.3544    	0.045000	2.32762   	0.045000	2.32762   	0.045000	2.1185    	0.045000	0.235901
0.050000	9.09447   	0.050000	2.5157    	0.050000	2.47877   	0.050000	2.47877   	0.050000	2.2944    	0.050000	0.2213
0.055000	9.61454   	0.055000	2.67338   	0.055000	2.62737   	0.055000	2.62737   	0.055000	2.46474   	0.055000	0.208641
0.060000	10.0831   	0.060000	2.82692   	0.060000	2.77293   	0.060000	2.77293   	0.060000	2.62937   	0.060000	0.197544
0.070000	10.8709   	0.070000	3.1202    	0.070000	3.05364   	0.070000	3.05364   	0.070000	2.94124   	0.070000	0.17896
0.080000	11.7086   	0.080000	3.39394   	0.080000	3.31917   	0.080000	3.31917   	0.080000	3.22998   	0.080000	0.163962
0.090000	12.4182   	0.090000	3.64778   	0.090000	3.5688    	0.090000	3.5688    	0.090000	3.49622   	0.090000	0.151566
0.100000	13.0261   	0.100000	3.88221   	0.100000	3.80246   	0.100000	3.80246   	0.100000	3.74108   	0.100000	0.141123
0.120000	13.702    	0.120000	4.29693   	0.120000	4.22357   	0.120000	4.22357   	0.120000	4.17248   	0.120000	0.124443
0.140000	14.2303   	0.140000	4.6501    	0.140000	4.58707   	0.140000	4.58707   	0.140000	4.5395    	0.140000	0.110599
0.160000	14.714    	0.160000	4.96309   	0.160000	4.90249   	0.160000	4.90249   	0.160000	4.86252   	0.160000	0.100569
0.180000	15.1758   	0.180000	5.23166   	0.180000	5.17602   	0.180000	5.17602   	0.180000	5.13929   	0.180000	0.0923698
0.200000	15.637    	0.200000	5.46448   	0.200000	5.41446   	0.200000	5.41446   	0.200000	5.37895   	0.200000	0.085528
0.250000	16.2823   	0.250000	5.9325    	0.250000	5.89357   	0.250000	5.89357   	0.250000	5.86001   	0.250000	0.0724806
0.300000	17.1195   	0.300000	6.36595   	0.300000	6.2562    	0.300000	6.2562    	0.300000	6.30279   	0.300000	0.0631637
0.350000	17.9006   	0.350000	6.74195   	0.350000	6.54364   	0.350000	6.54364   	0.350000	6.68581   	0.350000	0.0561428
0.400000	18.5505   	0.400000	7.04582   	0.400000	6.8404    	0.400000	6.8404    	0.400000	6.99518   	0.400000	0.0506427
0.450000	19.084    	0.450000	7.29631   	0.450000	7.33466   	0.450000	7.33466   	0.450000	7.2501    	0.450000	0.0462058
0.500000	19.6541   	0.500000	7.55154   	0.500000	7.68257   	0.500000	7.68257   	0.500000	7.509     	0.500000	0.0425433
0.600000	20.0262   	0.600000	8.05964   	0.600000	8.03878   	0.600000	8.03878   	0.600000	8.02281   	0.600000	0.0368343
0.700000	19.9778   	0.700000	8.43255   	0.700000	8.29486   	0.700000	8.29486   	0.700000	8.39997   	0.700000	0.0325735
0.800000	20.4387   	0.800000	8.70768   	0.800000	8.48082   	0.800000	8.48082   	0.800000	8.67842   	0.800000	0.0292607
0.900000	20.6206   	0.900000	8.86658   	0.900000	8.6153    	0.900000	8.6153    	0.900000	8.83998   	0.900000	0.0266045
1.000000	20.6739   	1.000000	8.96792   	1.000000	8.71082   	1.000000	8.71082   	1.000000	8.9435    	1.000000	0.0244231
1.250000	20.4618   	1.250000	9.08747   	1.250000	8.83153   	1.250000	8.83153   	1.250000	9.06711   	1.250000	0.0203501
1.500000	19.9121   	1.500000	9.03904   	1.500000	8.80434   	1.500000	8.80434   	1.500000	9.02153   	1.500000	0.0175111
1.750000	19.2142   	1.750000	8.89787   	1.750000	8.69512   	1.750000	8.69512   	1.750000	8.88246   	1.750000	0.01541
2.000000	18.4578   	2.000000	8.70787   	2.000000	8.57347   	2.000000	8.57347   	2.000000	8.69409   	2.000000	0.0137873
2.250000	17.7825   	2.250000	8.52236   	2.250000	8.44463   	2.250000	8.44463   	2.250000	8.50986   	2.250000	0.0124934
2.500000	19.6458   	2.500000	8.31812   	2.500000	8.31215   	2.500000	8.31215   	2.500000	8.30669   	2.500000	0.0114357
3.000000	18.3377   	3.000000	7.95115   	3.000000	8.04515   	3.000000	8.04515   	3.000000	7.94135   	3.000000	0.00980604
