*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0374558 	0.001000	0.0391311 	0.001000	0.0473297 	0.001000	0.0473297 	0.001000	0.0241994 	0.001000	0.0149317 	
0.002000	0.0488947 	0.002000	0.0503145 	0.002000	0.0606702 	0.002000	0.0606702 	0.002000	0.0394845 	0.002000	0.01083   	
0.005000	0.0765456 	0.005000	0.0780022 	0.005000	0.0902754 	0.005000	0.0902754 	0.005000	0.0716288 	0.005000	0.00637343	
0.008000	0.0970865 	0.008000	0.0990356 	0.008000	0.111204  	0.008000	0.111204  	0.008000	0.0943619 	0.008000	0.00467379	
0.010000	0.108338  	0.010000	0.110727  	0.010000	0.122444  	0.010000	0.122444  	0.010000	0.106718  	0.010000	0.00400881	
0.015000	0.138332  	0.015000	0.134095  	0.015000	0.145054  	0.015000	0.145054  	0.015000	0.131107  	0.015000	0.00298807	
0.020000	0.163406  	0.020000	0.153105  	0.020000	0.163082  	0.020000	0.163082  	0.020000	0.150693  	0.020000	0.00241172	
0.025000	0.184777  	0.025000	0.169324  	0.025000	0.178514  	0.025000	0.178514  	0.025000	0.167285  	0.025000	0.00203897	
0.030000	0.203096  	0.030000	0.183555  	0.030000	0.190458  	0.030000	0.190458  	0.030000	0.181781  	0.030000	0.00177376	
0.035000	0.21875   	0.035000	0.196262  	0.035000	0.200964  	0.035000	0.200964  	0.035000	0.194688  	0.035000	0.00157444	
0.040000	0.232011  	0.040000	0.207731  	0.040000	0.210356  	0.040000	0.210356  	0.040000	0.206313  	0.040000	0.00141863	
0.045000	0.243094  	0.045000	0.21815   	0.045000	0.218842  	0.045000	0.218842  	0.045000	0.216856  	0.045000	0.00129314	
0.050000	0.252192  	0.050000	0.227643  	0.050000	0.226565  	0.050000	0.226565  	0.050000	0.226454  	0.050000	0.0011897 	
0.055000	0.259492  	0.055000	0.236304  	0.055000	0.233622  	0.055000	0.233622  	0.055000	0.235201  	0.055000	0.00110282	
0.060000	0.265181  	0.060000	0.2442    	0.060000	0.240086  	0.060000	0.240086  	0.060000	0.243171  	0.060000	0.00102872	
0.070000	0.272457  	0.070000	0.257903  	0.070000	0.251443  	0.070000	0.251443  	0.070000	0.256994  	0.070000	0.000908802	
0.080000	0.275433  	0.080000	0.269095  	0.080000	0.260951  	0.080000	0.260951  	0.080000	0.268279  	0.080000	0.000815696	
0.090000	0.275363  	0.090000	0.278056  	0.090000	0.268832  	0.090000	0.268832  	0.090000	0.277315  	0.090000	0.000741132	
0.100000	0.27327   	0.100000	0.285038  	0.100000	0.275261  	0.100000	0.275261  	0.100000	0.284358  	0.100000	0.000679955	
0.120000	0.265925  	0.120000	0.294009  	0.120000	0.284352  	0.120000	0.284352  	0.120000	0.293424  	0.120000	0.000585285	
0.140000	0.257248  	0.140000	0.297749  	0.140000	0.289277  	0.140000	0.289277  	0.140000	0.297234  	0.140000	0.000515192	
0.160000	0.248882  	0.160000	0.297725  	0.160000	0.290944  	0.160000	0.290944  	0.160000	0.297264  	0.160000	0.00046104	
0.180000	0.241341  	0.180000	0.295094  	0.180000	0.290125  	0.180000	0.290125  	0.180000	0.294676  	0.180000	0.000417848	
0.200000	0.234666  	0.200000	0.290727  	0.200000	0.287464  	0.200000	0.287464  	0.200000	0.290345  	0.200000	0.000382531	
0.250000	0.220886  	0.250000	0.275931  	0.250000	0.275885  	0.250000	0.275885  	0.250000	0.275614  	0.250000	0.000316984	
0.300000	0.209633  	0.300000	0.259515  	0.300000	0.261165  	0.300000	0.261165  	0.300000	0.259243  	0.300000	0.000271616	
0.350000	0.199712  	0.350000	0.243708  	0.350000	0.246006  	0.350000	0.246006  	0.350000	0.24347   	0.350000	0.000238221	
0.400000	0.190625  	0.400000	0.229238  	0.400000	0.231602  	0.400000	0.231602  	0.400000	0.229025  	0.400000	0.000212542	
0.450000	0.182186  	0.450000	0.216238  	0.450000	0.218398  	0.450000	0.218398  	0.450000	0.216046  	0.450000	0.00019214	
0.500000	0.174323  	0.500000	0.204624  	0.500000	0.206484  	0.500000	0.206484  	0.500000	0.204449  	0.500000	0.000175514	
0.600000	0.160196  	0.600000	0.184944  	0.600000	0.186224  	0.600000	0.186224  	0.600000	0.184794  	0.600000	0.000149992	
0.700000	0.147998  	0.700000	0.169004  	0.700000	0.169884  	0.700000	0.169884  	0.700000	0.168873  	0.700000	0.000131269	
0.800000	0.137467  	0.800000	0.155862  	0.800000	0.156515  	0.800000	0.156515  	0.800000	0.155746  	0.800000	0.00011691	
0.900000	0.128339  	0.900000	0.144837  	0.900000	0.145385  	0.900000	0.145385  	0.900000	0.144731  	0.900000	0.000105526	
1.000000	0.120376  	1.000000	0.135441  	1.000000	0.135963  	1.000000	0.135963  	1.000000	0.135344  	1.000000	9.62675e-05	
1.250000	0.104353  	1.250000	0.117     	1.250000	0.117614  	1.250000	0.117614  	1.250000	0.116921  	1.250000	7.92059e-05	
1.500000	0.0922545 	1.500000	0.103366  	1.500000	0.104128  	1.500000	0.104128  	1.500000	0.103298  	1.500000	6.74973e-05	
1.750000	0.0827787 	1.750000	0.0927962 	1.750000	0.0936896 	1.750000	0.0936896 	1.750000	0.0927373 	1.750000	5.89364e-05	
2.000000	0.0751418 	2.000000	0.0843221 	2.000000	0.0853154 	2.000000	0.0853154 	2.000000	0.0842697 	2.000000	5.23891e-05	
2.250000	0.0688474 	2.250000	0.0773555 	2.250000	0.0784193 	2.250000	0.0784193 	2.250000	0.0773083 	2.250000	4.72108e-05	
2.500000	0.0625012 	2.500000	0.0715163 	2.500000	0.0726268 	2.500000	0.0726268 	2.500000	0.0714733 	2.500000	4.30072e-05	
3.000000	0.0545541 	3.000000	0.0622599 	3.000000	0.0634139 	3.000000	0.0634139 	3.000000	0.0622234 	3.000000	3.65855e-05	
3.500000	0.0485299 	3.500000	0.0552393 	3.500000	0.056396  	3.500000	0.056396  	3.500000	0.0552074 	3.500000	3.18998e-05	
4.000000	0.043792  	4.000000	0.0497242 	4.000000	0.0508619 	4.000000	0.0508619 	4.000000	0.0496958 	4.000000	2.83222e-05	
4.500000	0.0399599 	4.500000	0.0452726 	4.500000	0.0463803 	4.500000	0.0463803 	4.500000	0.0452471 	4.500000	2.54967e-05	
5.000000	0.0367912 	5.000000	0.0416006 	5.000000	0.042673  	5.000000	0.042673  	5.000000	0.0415774 	5.000000	2.32057e-05	
5.500000	0.034124  	5.500000	0.0385172 	5.500000	0.0395525 	5.500000	0.0395525 	5.500000	0.0384959 	5.500000	2.13089e-05	
6.000000	0.0318454 	6.000000	0.0358894 	6.000000	0.0368872 	6.000000	0.0368872 	6.000000	0.0358697 	6.000000	1.97112e-05	
6.500000	0.0298747 	6.500000	0.0336213 	6.500000	0.0345825 	6.500000	0.0345825 	6.500000	0.0336029 	6.500000	1.83462e-05	
7.000000	0.0281521 	7.000000	0.0316424 	7.000000	0.0325685 	7.000000	0.0325685 	7.000000	0.0316252 	7.000000	1.71657e-05	
7.500000	0.0266326 	7.500000	0.0298995 	7.500000	0.0307921 	7.500000	0.0307921 	7.500000	0.0298834 	7.500000	1.61343e-05	
8.000000	0.0252817 	8.000000	0.028352  	8.000000	0.0292127 	8.000000	0.0292127 	8.000000	0.0283368 	8.000000	1.5225e-05	
8.500000	0.0240721 	8.500000	0.0269679 	8.500000	0.0277985 	8.500000	0.0277985 	8.500000	0.0269535 	8.500000	1.44169e-05	
9.000000	0.0229823 	9.000000	0.025722  	9.000000	0.0265242 	9.000000	0.0265242 	9.000000	0.0257083 	9.000000	1.3694e-05	
9.500000	0.0219951 	9.500000	0.0245942 	9.500000	0.0253695 	9.500000	0.0253695 	9.500000	0.0245812 	9.500000	1.30431e-05	
10.000000	0.0210963 	10.000000	0.0242891 	10.000000	0.024318  	10.000000	0.024318  	10.000000	0.0242767 	10.000000	1.24539e-05	
11.000000	0.0195196 	11.000000	0.0224851 	11.000000	0.0224528 	11.000000	0.0224541 	11.000000	0.0224737 	11.000000	1.14282e-05	
12.000000	0.0181806 	12.000000	0.0209491 	12.000000	0.0208714 	12.000000	0.0208736 	12.000000	0.0209385 	12.000000	1.05648e-05	
13.000000	0.0170284 	13.000000	0.0196247 	13.000000	0.0195136 	13.000000	0.019516  	13.000000	0.0196149 	13.000000	9.82776e-06	
14.000000	0.0160259 	14.000000	0.0184704 	14.000000	0.0183348 	14.000000	0.0183371 	14.000000	0.0184612 	14.000000	9.19077e-06	
15.000000	0.0151451 	15.000000	0.0174548 	15.000000	0.0173013 	15.000000	0.0173036 	15.000000	0.0174462 	15.000000	8.63453e-06	
16.000000	0.0143647 	16.000000	0.016554  	16.000000	0.016388  	16.000000	0.0163902 	16.000000	0.0165458 	16.000000	8.1444e-06	
17.000000	0.0136683 	17.000000	0.0157492 	17.000000	0.0155754 	17.000000	0.0155773 	17.000000	0.0157415 	17.000000	7.7091e-06	
18.000000	0.0130426 	18.000000	0.0150257 	18.000000	0.0148477 	18.000000	0.0148492 	18.000000	0.0150184 	18.000000	7.31981e-06	
19.000000	0.0124774 	19.000000	0.0143715 	19.000000	0.0141924 	19.000000	0.0141935 	19.000000	0.0143646 	19.000000	6.96949e-06	
20.000000	0.011964  	20.000000	0.013777  	20.000000	0.0135989 	20.000000	0.0136    	20.000000	0.0137704 	20.000000	6.65251e-06	
