Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.348504  	0.001000	0.330693  	0.001000	0.343032  	0.001000	0.343032  	0.001000	0.13716   	0.001000	0.193533  	
0.002000	0.360721  	0.002000	0.333057  	0.002000	0.34967   	0.002000	0.34967   	0.002000	0.179714  	0.002000	0.153344  	
0.005000	0.40607   	0.005000	0.355881  	0.005000	0.381222  	0.005000	0.381222  	0.005000	0.257103  	0.005000	0.0987777 	
0.008000	0.44891   	0.008000	0.384224  	0.008000	0.416067  	0.008000	0.416067  	0.008000	0.309075  	0.008000	0.0751493 	
0.010000	0.474807  	0.010000	0.402733  	0.010000	0.438312  	0.010000	0.438312  	0.010000	0.337341  	0.010000	0.0653916 	
0.015000	0.556742  	0.015000	0.449321  	0.015000	0.491661  	0.015000	0.491661  	0.015000	0.399198  	0.015000	0.0501228 	
0.020000	0.629506  	0.020000	0.500874  	0.020000	0.55487   	0.020000	0.55487   	0.020000	0.459745  	0.020000	0.0411285 	
0.025000	0.711973  	0.025000	0.561428  	0.025000	0.618893  	0.025000	0.618893  	0.025000	0.526538  	0.025000	0.0348902 	
0.030000	0.785619  	0.030000	0.620965  	0.030000	0.67725   	0.030000	0.67725   	0.030000	0.590458  	0.030000	0.0305063 	
0.035000	0.849455  	0.035000	0.678751  	0.035000	0.734241  	0.035000	0.734241  	0.035000	0.651507  	0.035000	0.0272434 	
0.040000	0.901422  	0.040000	0.733881  	0.040000	0.789529  	0.040000	0.789529  	0.040000	0.709213  	0.040000	0.024668  	
0.045000	0.941926  	0.045000	0.784779  	0.045000	0.842965  	0.045000	0.842965  	0.045000	0.762201  	0.045000	0.0225779 	
0.050000	0.972261  	0.050000	0.833     	0.050000	0.894454  	0.050000	0.894454  	0.050000	0.812156  	0.050000	0.020844  	
0.055000	1.02382   	0.055000	0.885639  	0.055000	0.943936  	0.055000	0.943936  	0.055000	0.866259  	0.055000	0.01938   	
0.060000	1.06922   	0.060000	0.936203  	0.060000	0.991378  	0.060000	0.991378  	0.060000	0.918077  	0.060000	0.0181255 	
0.070000	1.14274   	0.070000	1.03076   	0.070000	1.08009   	0.070000	1.08009   	0.070000	1.01467   	0.070000	0.0160837 	
0.080000	1.22029   	0.080000	1.1151    	0.080000	1.16067   	0.080000	1.16067   	0.080000	1.10061   	0.080000	0.0144883 	
0.090000	1.28547   	0.090000	1.19188   	0.090000	1.23334   	0.090000	1.23334   	0.090000	1.17868   	0.090000	0.0132038 	
0.100000	1.33977   	0.100000	1.26095   	0.100000	1.29847   	0.100000	1.29847   	0.100000	1.24881   	0.100000	0.0121454 	
0.120000	1.3907    	0.120000	1.37714   	0.120000	1.40801   	0.120000	1.40801   	0.120000	1.36664   	0.120000	0.0104989 	
0.140000	1.42368   	0.140000	1.46546   	0.140000	1.49334   	0.140000	1.49334   	0.140000	1.45618   	0.140000	0.00927287	
0.160000	1.44854   	0.160000	1.53107   	0.160000	1.55859   	0.160000	1.55859   	0.160000	1.52275   	0.160000	0.00832126	
0.180000	1.46797   	0.180000	1.57519   	0.180000	1.60758   	0.180000	1.60758   	0.180000	1.56763   	0.180000	0.00755937	
0.200000	1.48879   	0.200000	1.60804   	0.200000	1.64363   	0.200000	1.64363   	0.200000	1.6011    	0.200000	0.00693442	
0.250000	1.49808   	0.250000	1.64912   	0.250000	1.69407   	0.250000	1.69407   	0.250000	1.64335   	0.250000	0.00576946	
0.300000	1.52021   	0.300000	1.67584   	0.300000	1.71004   	0.300000	1.71004   	0.300000	1.67088   	0.300000	0.00495899	
0.350000	1.54432   	0.350000	1.69652   	0.350000	1.70841   	0.350000	1.70841   	0.350000	1.69216   	0.350000	0.00436007	
0.400000	1.56058   	0.400000	1.70749   	0.400000	1.69805   	0.400000	1.69805   	0.400000	1.70359   	0.400000	0.00389806	
0.450000	1.56994   	0.450000	1.71311   	0.450000	1.701     	0.450000	1.701     	0.450000	1.70958   	0.450000	0.00353002	
0.500000	1.57666   	0.500000	1.71882   	0.500000	1.69949   	0.500000	1.69949   	0.500000	1.71559   	0.500000	0.00322941	
