Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.956114  	0.001000	0.184623  	0.001000	0.156321  	0.001000	0.156321  	0.001000	0.128505  	0.001000	0.0561183 	
0.002000	1.03426   	0.002000	0.23313   	0.002000	0.196845  	0.002000	0.196845  	0.002000	0.177993  	0.002000	0.0551369 	
0.005000	1.23503   	0.005000	0.320693  	0.005000	0.27095   	0.005000	0.27095   	0.005000	0.273801  	0.005000	0.0468916 	
0.008000	1.39784   	0.008000	0.38191   	0.008000	0.323839  	0.008000	0.323839  	0.008000	0.341485  	0.008000	0.0404249 	
0.010000	1.49191   	0.010000	0.416358  	0.010000	0.35398   	0.010000	0.35398   	0.010000	0.379245  	0.010000	0.0371137 	
0.015000	1.71708   	0.015000	0.489914  	0.015000	0.419132  	0.015000	0.419132  	0.015000	0.458862  	0.015000	0.0310517 	
0.020000	1.89159   	0.020000	0.552205  	0.020000	0.475026  	0.020000	0.475026  	0.020000	0.525295  	0.020000	0.0269101 	
0.025000	2.09064   	0.025000	0.604809  	0.025000	0.52832   	0.025000	0.52832   	0.025000	0.580934  	0.025000	0.0238752 	
0.030000	2.26224   	0.030000	0.648495  	0.030000	0.632464  	0.030000	0.632464  	0.030000	0.626955  	0.030000	0.0215401 	
0.035000	2.4033    	0.035000	0.691946  	0.035000	0.704063  	0.035000	0.704063  	0.035000	0.672267  	0.035000	0.0196784 	
0.040000	2.51457   	0.040000	0.735558  	0.040000	0.757096  	0.040000	0.757096  	0.040000	0.717404  	0.040000	0.0181536 	
0.045000	2.59725   	0.045000	0.776307  	0.045000	0.801691  	0.045000	0.801691  	0.045000	0.759429  	0.045000	0.0168781 	
0.050000	2.65301   	0.050000	0.81423   	0.050000	0.842173  	0.050000	0.842173  	0.050000	0.798438  	0.050000	0.0157926 	
0.055000	2.76775   	0.055000	0.849478  	0.055000	0.88003   	0.055000	0.88003   	0.055000	0.834622  	0.055000	0.014856  	
0.060000	2.88964   	0.060000	0.882235  	0.060000	0.915703  	0.060000	0.915703  	0.060000	0.868196  	0.060000	0.0140381 	
0.070000	3.08859   	0.070000	0.950337  	0.070000	0.980886  	0.070000	0.980886  	0.070000	0.937661  	0.070000	0.0126753 	
0.080000	3.29521   	0.080000	1.02054   	0.080000	1.03812   	0.080000	1.03812   	0.080000	1.00896   	0.080000	0.0115816 	
0.090000	3.45973   	0.090000	1.08079   	0.090000	1.08789   	0.090000	1.08789   	0.090000	1.07011   	0.090000	0.0106817 	
0.100000	3.59145   	0.100000	1.13233   	0.100000	1.13089   	0.100000	1.13089   	0.100000	1.12241   	0.100000	0.00992651	
0.120000	3.6786    	0.120000	1.21203   	0.120000	1.19942   	0.120000	1.19942   	0.120000	1.20339   	0.120000	0.00864473	
0.140000	3.71218   	0.140000	1.2581    	0.140000	1.24952   	0.140000	1.24952   	0.140000	1.25036   	0.140000	0.0077391 	
0.160000	3.73514   	0.160000	1.29078   	0.160000	1.28582   	0.160000	1.28582   	0.160000	1.28375   	0.160000	0.00702133	
0.180000	3.75917   	0.180000	1.3138    	0.180000	1.31201   	0.180000	1.31201   	0.180000	1.30737   	0.180000	0.0064369 	
