*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0408415 	0.001000	0.0434502 	0.001000	0.0516489 	0.001000	0.0516489 	0.001000	0.0241994 	0.001000	0.0192507 	
0.002000	0.0507661 	0.002000	0.0528084 	0.002000	0.0631642 	0.002000	0.0631642 	0.002000	0.0394845 	0.002000	0.013324  	
0.005000	0.0773437 	0.005000	0.0790901 	0.005000	0.0913633 	0.005000	0.0913633 	0.005000	0.0716288 	0.005000	0.00746129	
0.008000	0.0975561 	0.008000	0.0997124 	0.008000	0.111881  	0.008000	0.111881  	0.008000	0.0943619 	0.008000	0.00535056	
0.010000	0.108742  	0.010000	0.11126   	0.010000	0.122977  	0.010000	0.122977  	0.010000	0.106718  	0.010000	0.00454237	
0.015000	0.138601  	0.015000	0.134467  	0.015000	0.145426  	0.015000	0.145426  	0.015000	0.131107  	0.015000	0.00336014	
0.020000	0.163608  	0.020000	0.15339   	0.020000	0.163367  	0.020000	0.163367  	0.020000	0.150693  	0.020000	0.00269672	
0.025000	0.184939  	0.025000	0.169552  	0.025000	0.178742  	0.025000	0.178742  	0.025000	0.167285  	0.025000	0.00226697	
0.030000	0.20323   	0.030000	0.183745  	0.030000	0.190648  	0.030000	0.190648  	0.030000	0.181781  	0.030000	0.00196376	
0.035000	0.218866  	0.035000	0.196425  	0.035000	0.201127  	0.035000	0.201127  	0.035000	0.194688  	0.035000	0.0017373 	
0.040000	0.232112  	0.040000	0.207874  	0.040000	0.210498  	0.040000	0.210498  	0.040000	0.206313  	0.040000	0.00156113	
0.045000	0.243184  	0.045000	0.218276  	0.045000	0.218969  	0.045000	0.218969  	0.045000	0.216856  	0.045000	0.00141981	
0.050000	0.252273  	0.050000	0.227757  	0.050000	0.226679  	0.050000	0.226679  	0.050000	0.226454  	0.050000	0.0013037 	
0.055000	0.259566  	0.055000	0.236408  	0.055000	0.233726  	0.055000	0.233726  	0.055000	0.235201  	0.055000	0.00120646	
0.060000	0.265248  	0.060000	0.244295  	0.060000	0.240181  	0.060000	0.240181  	0.060000	0.243171  	0.060000	0.00112373	
0.070000	0.272514  	0.070000	0.257984  	0.070000	0.251524  	0.070000	0.251524  	0.070000	0.256994  	0.070000	0.000990233	
0.080000	0.275484  	0.080000	0.269166  	0.080000	0.261022  	0.080000	0.261022  	0.080000	0.268279  	0.080000	0.000886948	
0.090000	0.275408  	0.090000	0.278119  	0.090000	0.268895  	0.090000	0.268895  	0.090000	0.277315  	0.090000	0.000804467	
0.100000	0.273311  	0.100000	0.285095  	0.100000	0.275318  	0.100000	0.275318  	0.100000	0.284358  	0.100000	0.000736957	
0.120000	0.265958  	0.120000	0.294056  	0.120000	0.284399  	0.120000	0.284399  	0.120000	0.293424  	0.120000	0.000632786	
0.140000	0.257277  	0.140000	0.29779   	0.140000	0.289318  	0.140000	0.289318  	0.140000	0.297234  	0.140000	0.000555907	
0.160000	0.248907  	0.160000	0.297761  	0.160000	0.29098   	0.160000	0.29098   	0.160000	0.297264  	0.160000	0.000496666	
0.180000	0.241364  	0.180000	0.295126  	0.180000	0.290157  	0.180000	0.290157  	0.180000	0.294676  	0.180000	0.000449515	
0.200000	0.234686  	0.200000	0.290756  	0.200000	0.287492  	0.200000	0.287492  	0.200000	0.290345  	0.200000	0.000411032	
0.250000	0.220903  	0.250000	0.275954  	0.250000	0.275908  	0.250000	0.275908  	0.250000	0.275614  	0.250000	0.000339785	
0.300000	0.209646  	0.300000	0.259534  	0.300000	0.261184  	0.300000	0.261184  	0.300000	0.259243  	0.300000	0.000290616	
0.350000	0.199723  	0.350000	0.243724  	0.350000	0.246022  	0.350000	0.246022  	0.350000	0.24347   	0.350000	0.000254507	
0.400000	0.190635  	0.400000	0.229252  	0.400000	0.231616  	0.400000	0.231616  	0.400000	0.229025  	0.400000	0.000226793	
0.450000	0.182195  	0.450000	0.216251  	0.450000	0.21841   	0.450000	0.21841   	0.450000	0.216046  	0.450000	0.000204807	
0.500000	0.174332  	0.500000	0.204636  	0.500000	0.206495  	0.500000	0.206495  	0.500000	0.204449  	0.500000	0.000186914	
0.600000	0.160203  	0.600000	0.184953  	0.600000	0.186234  	0.600000	0.186234  	0.600000	0.184794  	0.600000	0.000159493	
0.700000	0.148004  	0.700000	0.169013  	0.700000	0.169892  	0.700000	0.169892  	0.700000	0.168873  	0.700000	0.000139412	
0.800000	0.137472  	0.800000	0.15587   	0.800000	0.156522  	0.800000	0.156522  	0.800000	0.155746  	0.800000	0.000124035	
0.900000	0.128343  	0.900000	0.144843  	0.900000	0.145391  	0.900000	0.145391  	0.900000	0.144731  	0.900000	0.00011186	
1.000000	0.12038   	1.000000	0.135446  	1.000000	0.135969  	1.000000	0.135969  	1.000000	0.135344  	1.000000	0.000101968	
1.250000	0.104356  	1.250000	0.117005  	1.250000	0.117619  	1.250000	0.117619  	1.250000	0.116921  	1.250000	8.3766e-05	
1.500000	0.0922572 	1.500000	0.103369  	1.500000	0.104131  	1.500000	0.104131  	1.500000	0.103298  	1.500000	7.12974e-05	
1.750000	0.082781  	1.750000	0.0927995 	1.750000	0.0936928 	1.750000	0.0936928 	1.750000	0.0927373 	1.750000	6.21936e-05	
