*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
21000.000000	3.85666e+07	21000.000000	4.87505e+07	21000.000000	6.487e+07 	21000.000000	6.49375e+07	21000.000000	157264    	21000.000000	442293    	21000.000000	182938    	21000.000000	177989    	21000.000000	285208    	
22000.000000	3.92871e+07	22000.000000	5.0192e+07	22000.000000	6.77111e+07	22000.000000	6.77808e+07	22000.000000	160511    	22000.000000	468989    	22000.000000	188062    	22000.000000	182805    	22000.000000	293160    	
23000.000000	3.99661e+07	23000.000000	5.15893e+07	23000.000000	7.05379e+07	23000.000000	7.06099e+07	23000.000000	163665    	23000.000000	496085    	23000.000000	193130    	23000.000000	187548    	23000.000000	300995    	
24000.000000	4.06071e+07	24000.000000	5.29451e+07	24000.000000	7.33512e+07	24000.000000	7.34255e+07	24000.000000	166734    	24000.000000	523572    	24000.000000	198146    	24000.000000	192224    	24000.000000	308724    	
25000.000000	4.12131e+07	25000.000000	5.4262e+07	25000.000000	7.61517e+07	25000.000000	7.62283e+07	25000.000000	169722    	25000.000000	551420    	25000.000000	203114    	25000.000000	196840    	25000.000000	316357    	
26000.000000	4.17869e+07	26000.000000	5.55421e+07	26000.000000	7.89402e+07	26000.000000	7.90189e+07	26000.000000	172637    	26000.000000	579610    	26000.000000	208035    	26000.000000	201400    	26000.000000	323901    	
27000.000000	4.23309e+07	27000.000000	5.67875e+07	27000.000000	8.1717e+07	27000.000000	8.1798e+07	27000.000000	175481    	27000.000000	608150    	27000.000000	212913    	27000.000000	205907    	27000.000000	331362    	
28000.000000	4.28473e+07	28000.000000	5.8e+07   	28000.000000	8.44829e+07	28000.000000	8.45661e+07	28000.000000	178261    	28000.000000	637047    	28000.000000	217749    	28000.000000	210367    	28000.000000	338747    	
29000.000000	4.33381e+07	29000.000000	5.91815e+07	29000.000000	8.72382e+07	29000.000000	8.73236e+07	29000.000000	180980    	29000.000000	666300    	29000.000000	222545    	29000.000000	214781    	29000.000000	346061    	
30000.000000	4.38052e+07	30000.000000	6.03334e+07	30000.000000	8.99836e+07	30000.000000	9.00711e+07	30000.000000	183641    	30000.000000	695904    	30000.000000	227302    	30000.000000	219152    	30000.000000	353307    	
32000.000000	4.46744e+07	32000.000000	6.25547e+07	32000.000000	9.5446e+07	32000.000000	9.55375e+07	32000.000000	188805    	32000.000000	756123    	32000.000000	236702    	32000.000000	227774    	32000.000000	367614    	
34000.000000	4.54665e+07	34000.000000	6.46743e+07	34000.000000	1.00873e+08	34000.000000	1.00968e+08	34000.000000	193775    	34000.000000	817626    	34000.000000	245956    	34000.000000	236249    	34000.000000	381692    	
36000.000000	4.61909e+07	36000.000000	6.67015e+07	36000.000000	1.06268e+08	36000.000000	1.06366e+08	36000.000000	198571    	36000.000000	880347    	36000.000000	255070    	36000.000000	244589    	36000.000000	395561    	
38000.000000	4.68557e+07	38000.000000	6.86442e+07	38000.000000	1.11632e+08	38000.000000	1.11734e+08	38000.000000	203207    	38000.000000	944245    	38000.000000	264049    	38000.000000	252801    	38000.000000	409236    	
40000.000000	4.74677e+07	40000.000000	7.05092e+07	40000.000000	1.16967e+08	40000.000000	1.17072e+08	40000.000000	207699    	40000.000000	1.00929e+06	40000.000000	272894    	40000.000000	260895    	40000.000000	422728    	
42000.000000	4.80328e+07	42000.000000	7.23029e+07	42000.000000	1.22276e+08	42000.000000	1.22384e+08	42000.000000	212059    	42000.000000	1.07546e+06	42000.000000	281608    	42000.000000	268875    	42000.000000	436047    	
44000.000000	4.85559e+07	44000.000000	7.40305e+07	44000.000000	1.2756e+08	44000.000000	1.27671e+08	44000.000000	216296    	44000.000000	1.14273e+06	44000.000000	290195    	44000.000000	276746    	44000.000000	449200    	
46000.000000	4.90415e+07	46000.000000	7.56969e+07	46000.000000	1.3282e+08	46000.000000	1.32934e+08	46000.000000	220420    	46000.000000	1.21109e+06	46000.000000	298657    	46000.000000	284512    	46000.000000	462194    	
48000.000000	4.94932e+07	48000.000000	7.73065e+07	48000.000000	1.38058e+08	48000.000000	1.38175e+08	48000.000000	224440    	48000.000000	1.28052e+06	48000.000000	306995    	48000.000000	292176    	48000.000000	475034    	
50000.000000	4.99142e+07	50000.000000	7.8863e+07	50000.000000	1.43276e+08	50000.000000	1.43395e+08	50000.000000	228362    	50000.000000	1.35099e+06	50000.000000	315213    	50000.000000	299742    	50000.000000	487724    	
