*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
330.000000	469940    	330.000000	464384    	330.000000	465634    	330.000000	466073    	330.000000	5588.16   	330.000000	2633.52   	330.000000	4993.47   	330.000000	3841.11   	330.000000	5370.39   	
340.000000	492896    	340.000000	487079    	340.000000	488458    	340.000000	488923    	340.000000	5834.41   	340.000000	2751.5    	340.000000	5217.87   	340.000000	4015.66   	340.000000	5623.87   	
350.000000	516189    	350.000000	510101    	350.000000	511616    	350.000000	512108    	350.000000	6082.32   	350.000000	2870.75   	350.000000	5444.14   	350.000000	4192      	350.000000	5880.36   	
360.000000	539810    	360.000000	533443    	360.000000	535100    	360.000000	535618    	360.000000	6331.75   	360.000000	2991.23   	360.000000	5672.17   	360.000000	4370.05   	360.000000	6139.71   	
370.000000	563750    	370.000000	557094    	370.000000	558899    	370.000000	559444    	370.000000	6582.57   	370.000000	3112.83   	370.000000	5901.85   	370.000000	4549.73   	370.000000	6401.82   	
380.000000	588001    	380.000000	581046    	380.000000	583005    	380.000000	583577    	380.000000	6834.67   	380.000000	3235.48   	380.000000	6133.05   	380.000000	4730.96   	380.000000	6666.57   	
390.000000	612555    	390.000000	605290    	390.000000	607409    	390.000000	608008    	390.000000	7087.92   	390.000000	3359.16   	390.000000	6365.69   	390.000000	4913.67   	390.000000	6933.83   	
400.000000	637404    	400.000000	629818    	400.000000	632102    	400.000000	632728    	400.000000	7342.22   	400.000000	3483.85   	400.000000	6599.65   	400.000000	5097.79   	400.000000	7203.52   	
410.000000	662540    	410.000000	654622    	410.000000	657075    	410.000000	657730    	410.000000	7597.47   	410.000000	3609.51   	410.000000	6834.85   	410.000000	5283.25   	410.000000	7475.51   	
420.000000	687957    	420.000000	679695    	420.000000	682322    	420.000000	683004    	420.000000	7853.56   	420.000000	3736.06   	420.000000	7071.2    	420.000000	5469.98   	420.000000	7749.7    	
430.000000	713648    	430.000000	705029    	430.000000	707833    	430.000000	708544    	430.000000	8110.41   	430.000000	3863.41   	430.000000	7308.61   	430.000000	5657.92   	430.000000	8026      	
440.000000	739605    	440.000000	730617    	440.000000	733603    	440.000000	734342    	440.000000	8367.93   	440.000000	3991.58   	440.000000	7547      	440.000000	5847.02   	440.000000	8304.33   	
450.000000	765823    	450.000000	756453    	450.000000	759624    	450.000000	760391    	450.000000	8626.04   	450.000000	4120.59   	450.000000	7786.31   	450.000000	6037.21   	450.000000	8584.59   	
460.000000	792294    	460.000000	782529    	460.000000	785887    	460.000000	786684    	460.000000	8884.64   	460.000000	4250.44   	460.000000	8026.43   	460.000000	6228.43   	460.000000	8866.67   	
470.000000	819013    	470.000000	808840    	470.000000	812386    	470.000000	813213    	470.000000	9143.62   	470.000000	4381.06   	470.000000	8267.3    	470.000000	6420.63   	470.000000	9150.5    	
480.000000	845974    	480.000000	835379    	480.000000	839114    	480.000000	839974    	480.000000	9402.91   	480.000000	4512.42   	480.000000	8508.84   	480.000000	6613.74   	480.000000	9435.97   	
490.000000	873171    	490.000000	862140    	490.000000	866064    	490.000000	866957    	490.000000	9662.45   	490.000000	4644.42   	490.000000	8750.98   	490.000000	6807.72   	490.000000	9723.02   	
500.000000	900597    	500.000000	889118    	500.000000	893231    	500.000000	894158    	500.000000	9922.2    	500.000000	4777.06   	500.000000	8993.67   	500.000000	7002.53   	500.000000	10011.6   	
520.000000	956120    	520.000000	943700    	520.000000	948194    	520.000000	949187    	520.000000	10442.1   	520.000000	5044.29   	520.000000	9480.5    	520.000000	7394.45   	520.000000	10592.9   	
540.000000	1.0125e+06	540.000000	999084    	540.000000	1.00396e+06	540.000000	1.00502e+06	540.000000	10962.1   	540.000000	5314.1    	540.000000	9968.88   	540.000000	7789.15   	540.000000	11179.5   	
560.000000	1.0697e+06	560.000000	1.05523e+06	560.000000	1.06048e+06	560.000000	1.06161e+06	560.000000	11481.9   	560.000000	5586.11   	560.000000	10458.4   	560.000000	8186.32   	560.000000	11770.7   	
580.000000	1.12767e+06	580.000000	1.11209e+06	580.000000	1.11772e+06	580.000000	1.11892e+06	580.000000	12001.1   	580.000000	5860.15   	580.000000	10948.7   	580.000000	8585.66   	580.000000	12366.2   	
600.000000	1.18639e+06	600.000000	1.16965e+06	600.000000	1.17564e+06	600.000000	1.17691e+06	600.000000	12519.4   	600.000000	6136.16   	600.000000	11439.6   	600.000000	8986.91   	600.000000	12965.4   	
620.000000	1.24582e+06	620.000000	1.22786e+06	620.000000	1.23421e+06	620.000000	1.23555e+06	620.000000	13036.6   	620.000000	6414.02   	620.000000	11930.6   	620.000000	9389.82   	620.000000	13568.1   	
640.000000	1.30593e+06	640.000000	1.28669e+06	640.000000	1.29339e+06	640.000000	1.2948e+06	640.000000	13552.3   	640.000000	6693.64   	640.000000	12421.5   	640.000000	9794.15   	640.000000	14173.8   	
660.000000	1.36668e+06	660.000000	1.34611e+06	660.000000	1.35316e+06	660.000000	1.35464e+06	660.000000	14066.4   	660.000000	6974.92   	660.000000	12912.1   	660.000000	10199.7   	660.000000	14782.1   	
680.000000	1.42806e+06	680.000000	1.4061e+06	680.000000	1.41348e+06	680.000000	1.41503e+06	680.000000	14578.6   	680.000000	7257.78   	680.000000	13402.1   	680.000000	10606.3   	680.000000	15392.8   	
700.000000	1.49002e+06	700.000000	1.46663e+06	700.000000	1.47433e+06	700.000000	1.47595e+06	700.000000	15088.9   	700.000000	7542.14   	700.000000	13891.4   	700.000000	11013.6   	700.000000	16005.5   	
720.000000	1.55254e+06	720.000000	1.52767e+06	720.000000	1.53568e+06	720.000000	1.53737e+06	720.000000	15596.8   	720.000000	7827.93   	720.000000	14379.8   	720.000000	11421.7   	720.000000	16620     	
740.000000	1.61561e+06	740.000000	1.58919e+06	740.000000	1.5975e+06	740.000000	1.59927e+06	740.000000	16102.4   	740.000000	8115.02   	740.000000	14867     	740.000000	11830.1   	740.000000	17235.9   	
760.000000	1.67918e+06	760.000000	1.65118e+06	760.000000	1.65977e+06	760.000000	1.66162e+06	760.000000	16605.5   	760.000000	8403.27   	760.000000	15352.9   	760.000000	12238.9   	760.000000	17853     	
780.000000	1.74325e+06	780.000000	1.71362e+06	780.000000	1.72247e+06	780.000000	1.7244e+06	780.000000	17106     	780.000000	8692.56   	780.000000	15837.5   	780.000000	12647.9   	780.000000	18471.1   	
800.000000	1.80778e+06	800.000000	1.77648e+06	800.000000	1.78558e+06	800.000000	1.7876e+06	800.000000	17604     	800.000000	8982.91   	800.000000	16320.6   	800.000000	13057     	800.000000	19090     	
820.000000	1.87276e+06	820.000000	1.83974e+06	820.000000	1.84909e+06	820.000000	1.85118e+06	820.000000	18099.1   	820.000000	9274.38   	820.000000	16802     	820.000000	13466.1   	820.000000	19709.5   	
840.000000	1.93817e+06	840.000000	1.90339e+06	840.000000	1.91296e+06	840.000000	1.91513e+06	840.000000	18591.5   	840.000000	9566.97   	840.000000	17281.7   	840.000000	13875     	840.000000	20329.4   	
860.000000	2.00399e+06	860.000000	1.96741e+06	860.000000	1.97719e+06	860.000000	1.97944e+06	860.000000	19081     	860.000000	9860.67   	860.000000	17759.6   	860.000000	14283.6   	860.000000	20949.5   	
880.000000	2.07019e+06	880.000000	2.03177e+06	880.000000	2.04175e+06	880.000000	2.04409e+06	880.000000	19567.6   	880.000000	10155.4   	880.000000	18235.7   	880.000000	14691.9   	880.000000	21569.7   	
900.000000	2.13676e+06	900.000000	2.09647e+06	900.000000	2.10663e+06	900.000000	2.10905e+06	900.000000	20051.2   	900.000000	10451     	900.000000	18709.7   	900.000000	15099.7   	900.000000	22189.9   	
920.000000	2.20369e+06	920.000000	2.16149e+06	920.000000	2.17182e+06	920.000000	2.17432e+06	920.000000	20531.8   	920.000000	10747.5   	920.000000	19181.7   	920.000000	15507     	920.000000	22809.8   	
940.000000	2.27095e+06	940.000000	2.22681e+06	940.000000	2.2373e+06	940.000000	2.23989e+06	940.000000	21009.3   	940.000000	11044.8   	940.000000	19651.7   	940.000000	15913.8   	940.000000	23429.3   	
960.000000	2.33854e+06	960.000000	2.29242e+06	960.000000	2.30306e+06	960.000000	2.30573e+06	960.000000	21483.8   	960.000000	11342.7   	960.000000	20119.5   	960.000000	16319.8   	960.000000	24048.3   	
980.000000	2.40643e+06	980.000000	2.35831e+06	980.000000	2.36908e+06	980.000000	2.37183e+06	980.000000	21955.2   	980.000000	11641.4   	980.000000	20585.1   	980.000000	16725.1   	980.000000	24666.8   	
1000.000000	2.47461e+06	1000.000000	2.42446e+06	1000.000000	2.43536e+06	1000.000000	2.43819e+06	1000.000000	22423.5   	1000.000000	11940.7   	1000.000000	21048.5   	1000.000000	17129.6   	1000.000000	25284.5   	
1020.000000	2.54306e+06	1020.000000	2.49087e+06	1020.000000	2.50187e+06	1020.000000	2.50478e+06	1020.000000	22888.7   	1020.000000	12240.7   	1020.000000	21509.6   	1020.000000	17533.3   	1020.000000	25901.4   	
1040.000000	2.61178e+06	1040.000000	2.55751e+06	1040.000000	2.56861e+06	1040.000000	2.5716e+06	1040.000000	23350.7   	1040.000000	12541.3   	1040.000000	21968.5   	1040.000000	17936     	1040.000000	26517.4   	
1060.000000	2.68075e+06	1060.000000	2.62438e+06	1060.000000	2.63557e+06	1060.000000	2.63865e+06	1060.000000	23809.7   	1060.000000	12842.5   	1060.000000	22425     	1060.000000	18337.8   	1060.000000	27132.4   	
1080.000000	2.74996e+06	1080.000000	2.69147e+06	1080.000000	2.70274e+06	1080.000000	2.70589e+06	1080.000000	24265.5   	1080.000000	13144.4   	1080.000000	22879.2   	1080.000000	18738.6   	1080.000000	27746.4   	
1100.000000	2.81939e+06	1100.000000	2.75877e+06	1100.000000	2.7701e+06	1100.000000	2.77334e+06	1100.000000	24718.2   	1100.000000	13446.8   	1100.000000	23331     	1100.000000	19138.4   	1100.000000	28359.1   	
1120.000000	2.88903e+06	1120.000000	2.82626e+06	1120.000000	2.83765e+06	1120.000000	2.84097e+06	1120.000000	25167.7   	1120.000000	13749.8   	1120.000000	23780.5   	1120.000000	19537     	1120.000000	28970.7   	
1140.000000	2.95888e+06	1140.000000	2.89394e+06	1140.000000	2.90538e+06	1140.000000	2.90879e+06	1140.000000	25614.2   	1140.000000	14053.4   	1140.000000	24227.6   	1140.000000	19934.6   	1140.000000	29581     	
1160.000000	3.02891e+06	1160.000000	2.96179e+06	1160.000000	2.97328e+06	1160.000000	2.97677e+06	1160.000000	26057.6   	1160.000000	14357.5   	1160.000000	24672.2   	1160.000000	20331     	1160.000000	30189.9   	
1180.000000	3.09913e+06	1180.000000	3.02982e+06	1180.000000	3.04134e+06	1180.000000	3.04491e+06	1180.000000	26497.8   	1180.000000	14662.1   	1180.000000	25114.5   	1180.000000	20726.2   	1180.000000	30797.3   	
1200.000000	3.16951e+06	1200.000000	3.09801e+06	1200.000000	3.10956e+06	1200.000000	3.11321e+06	1200.000000	26935.1   	1200.000000	14967.3   	1200.000000	25554.4   	1200.000000	21120.2   	1200.000000	31403.4   	
1220.000000	3.24006e+06	1220.000000	3.16635e+06	1220.000000	3.17793e+06	1220.000000	3.18166e+06	1220.000000	27369.2   	1220.000000	15272.9   	1220.000000	25991.8   	1220.000000	21513     	1220.000000	32007.9   	
1240.000000	3.31076e+06	1240.000000	3.23484e+06	1240.000000	3.24643e+06	1240.000000	3.25025e+06	1240.000000	27800.4   	1240.000000	15579.1   	1240.000000	26426.9   	1240.000000	21904.5   	1240.000000	32610.9   	
1260.000000	3.3816e+06	1260.000000	3.30346e+06	1260.000000	3.31507e+06	1260.000000	3.31897e+06	1260.000000	28228.6   	1260.000000	15885.7   	1260.000000	26859.5   	1260.000000	22294.7   	1260.000000	33212.2   	
1280.000000	3.45257e+06	1280.000000	3.37221e+06	1280.000000	3.38383e+06	1280.000000	3.38782e+06	1280.000000	28653.7   	1280.000000	16192.8   	1280.000000	27289.7   	1280.000000	22683.7   	1280.000000	33811.9   	
1300.000000	3.52366e+06	1300.000000	3.44109e+06	1300.000000	3.45272e+06	1300.000000	3.45678e+06	1300.000000	29076     	1300.000000	16500.4   	1300.000000	27717.6   	1300.000000	23071.3   	1300.000000	34410     	
1320.000000	3.59488e+06	1320.000000	3.51008e+06	1320.000000	3.52172e+06	1320.000000	3.52587e+06	1320.000000	29495.2   	1320.000000	16808.4   	1320.000000	28143     	1320.000000	23457.6   	1320.000000	35006.3   	
1340.000000	3.6662e+06	1340.000000	3.57918e+06	1340.000000	3.59083e+06	1340.000000	3.59506e+06	1340.000000	29911.5   	1340.000000	17116.9   	1340.000000	28566     	1340.000000	23842.5   	1340.000000	35600.9   	
1360.000000	3.73762e+06	1360.000000	3.64839e+06	1360.000000	3.66004e+06	1360.000000	3.66435e+06	1360.000000	30324.9   	1360.000000	17425.7   	1360.000000	28986.7   	1360.000000	24226.1   	1360.000000	36193.6   	
1380.000000	3.80913e+06	1380.000000	3.71769e+06	1380.000000	3.72934e+06	1380.000000	3.73374e+06	1380.000000	30735.4   	1380.000000	17735     	1380.000000	29404.9   	1380.000000	24608.3   	1380.000000	36784.6   	
1400.000000	3.88073e+06	1400.000000	3.78709e+06	1400.000000	3.79874e+06	1400.000000	3.80323e+06	1400.000000	31143.1   	1400.000000	18044.7   	1400.000000	29820.8   	1400.000000	24989.1   	1400.000000	37373.8   	
1420.000000	3.95241e+06	1420.000000	3.85657e+06	1420.000000	3.86823e+06	1420.000000	3.8728e+06	1420.000000	31547.9   	1420.000000	18354.9   	1420.000000	30234.3   	1420.000000	25368.5   	1420.000000	37961     	
1440.000000	4.02416e+06	1440.000000	3.92613e+06	1440.000000	3.9378e+06	1440.000000	3.94246e+06	1440.000000	31949.9   	1440.000000	18665.4   	1440.000000	30645.5   	1440.000000	25746.5   	1440.000000	38546.4   	
1460.000000	4.09597e+06	1460.000000	3.99577e+06	1460.000000	4.00744e+06	1460.000000	4.0122e+06	1460.000000	32349.1   	1460.000000	18976.2   	1460.000000	31054.4   	1460.000000	26123.1   	1460.000000	39130     	
1480.000000	4.16785e+06	1480.000000	4.06548e+06	1480.000000	4.07716e+06	1480.000000	4.08201e+06	1480.000000	32745.6   	1480.000000	19287.5   	1480.000000	31460.9   	1480.000000	26498.3   	1480.000000	39711.6   	
1500.000000	4.23978e+06	1500.000000	4.13525e+06	1500.000000	4.14695e+06	1500.000000	4.15189e+06	1500.000000	33139.4   	1500.000000	19599.2   	1500.000000	31865.2   	1500.000000	26872.1   	1500.000000	40291.3   	
1520.000000	4.31175e+06	1520.000000	4.20509e+06	1520.000000	4.21681e+06	1520.000000	4.22184e+06	1520.000000	33530.5   	1520.000000	19911.3   	1520.000000	32267.1   	1520.000000	27244.4   	1520.000000	40869.1   	
1540.000000	4.38377e+06	1540.000000	4.27498e+06	1540.000000	4.28674e+06	1540.000000	4.29185e+06	1540.000000	33919     	1540.000000	20223.8   	1540.000000	32666.8   	1540.000000	27615.3   	1540.000000	41444.9   	
1560.000000	4.45582e+06	1560.000000	4.34493e+06	1560.000000	4.35672e+06	1560.000000	4.36192e+06	1560.000000	34304.8   	1560.000000	20536.6   	1560.000000	33064.3   	1560.000000	27984.8   	1560.000000	42018.8   	
1580.000000	4.5279e+06	1580.000000	4.41492e+06	1580.000000	4.42676e+06	1580.000000	4.43205e+06	1580.000000	34688.1   	1580.000000	20849.8   	1580.000000	33459.5   	1580.000000	28352.9   	1580.000000	42590.8   	
1600.000000	4.60001e+06	1600.000000	4.48496e+06	1600.000000	4.49685e+06	1600.000000	4.50224e+06	1600.000000	35068.7   	1600.000000	21163.5   	1600.000000	33852.5   	1600.000000	28719.6   	1600.000000	43160.8   	
1620.000000	4.67214e+06	1620.000000	4.55504e+06	1620.000000	4.56699e+06	1620.000000	4.57247e+06	1620.000000	35446.9   	1620.000000	21477.5   	1620.000000	34243.3   	1620.000000	29084.8   	1620.000000	43728.8   	
1640.000000	4.74428e+06	1640.000000	4.62515e+06	1640.000000	4.63718e+06	1640.000000	4.64274e+06	1640.000000	35822.5   	1640.000000	21791.9   	1640.000000	34631.9   	1640.000000	29448.6   	1640.000000	44294.9   	
1660.000000	4.81644e+06	1660.000000	4.69529e+06	1660.000000	4.70741e+06	1660.000000	4.71307e+06	1660.000000	36195.7   	1660.000000	22106.6   	1660.000000	35018.3   	1660.000000	29811     	1660.000000	44859     	
1680.000000	4.8886e+06	1680.000000	4.76547e+06	1680.000000	4.77769e+06	1680.000000	4.78343e+06	1680.000000	36566.4   	1680.000000	22421.8   	1680.000000	35402.6   	1680.000000	30171.9   	1680.000000	45421.1   	
1700.000000	4.96076e+06	1700.000000	4.83567e+06	1700.000000	4.848e+06 	1700.000000	4.85383e+06	1700.000000	36934.7   	1700.000000	22737.3   	1700.000000	35784.8   	1700.000000	30531.5   	1700.000000	45981.2   	
1750.000000	5.14115e+06	1750.000000	5.01126e+06	1750.000000	5.02393e+06	1750.000000	5.02999e+06	1750.000000	37844.9   	1750.000000	23527.7   	1750.000000	36731     	1750.000000	31424.1   	1750.000000	47372.9   	
1800.000000	5.32145e+06	1800.000000	5.18695e+06	1800.000000	5.20005e+06	1800.000000	5.20633e+06	1800.000000	38740.5   	1800.000000	24320.2   	1800.000000	37664.3   	1800.000000	32307.9   	1800.000000	48752.2   	
1850.000000	5.50162e+06	1850.000000	5.36267e+06	1850.000000	5.37632e+06	1850.000000	5.38282e+06	1850.000000	39622     	1850.000000	25114.6   	1850.000000	38584.9   	1850.000000	33183     	1850.000000	50119.1   	
1900.000000	5.6816e+06	1900.000000	5.53841e+06	1900.000000	5.55271e+06	1900.000000	5.55943e+06	1900.000000	40489.6   	1900.000000	25910.8   	1900.000000	39493.1   	1900.000000	34049.3   	1900.000000	51473.8   	
1950.000000	5.86133e+06	1950.000000	5.7141e+06	1950.000000	5.72919e+06	1950.000000	5.73613e+06	1950.000000	41343.9   	1950.000000	26708.9   	1950.000000	40389.3   	1950.000000	34907.1   	1950.000000	52816.2   	
2000.000000	6.04078e+06	2000.000000	5.88973e+06	2000.000000	5.90574e+06	2000.000000	5.9129e+06	2000.000000	42185.1   	2000.000000	27508.7   	2000.000000	41273.6   	2000.000000	35756.4   	2000.000000	54146.4   	
2100.000000	6.39863e+06	2100.000000	6.24065e+06	2100.000000	6.25895e+06	2100.000000	6.26654e+06	2100.000000	43830.1   	2100.000000	29114.1   	2100.000000	43008     	2100.000000	37429.8   	2100.000000	56770.9   	
2200.000000	6.75485e+06	2200.000000	6.59092e+06	2200.000000	6.61217e+06	2200.000000	6.62019e+06	2200.000000	45427.3   	2200.000000	30727.5   	2200.000000	44698.3   	2200.000000	39070.5   	2200.000000	59348.1   	
2300.000000	7.10918e+06	2300.000000	6.94035e+06	2300.000000	6.96527e+06	2300.000000	6.97372e+06	2300.000000	46979.4   	2300.000000	32349.3   	2300.000000	46346.8   	2300.000000	40679.4   	2300.000000	61879.1   	
2400.000000	7.46139e+06	2400.000000	7.28877e+06	2400.000000	7.31814e+06	2400.000000	7.32702e+06	2400.000000	48488.9   	2400.000000	33979.2   	2400.000000	47955.3   	2400.000000	42257.3   	2400.000000	64365.1   	
2500.000000	7.81129e+06	2500.000000	7.63603e+06	2500.000000	7.67068e+06	2500.000000	7.67998e+06	2500.000000	49958.1   	2500.000000	35616.7   	2500.000000	49525.9   	2500.000000	43805.4   	2500.000000	66807.2   	
2600.000000	8.15872e+06	2600.000000	7.98199e+06	2600.000000	8.02279e+06	2600.000000	8.03252e+06	2600.000000	51388.9   	2600.000000	37261.1   	2600.000000	51060     	2600.000000	45324.4   	2600.000000	69206.6   	
2700.000000	8.50355e+06	2700.000000	8.32657e+06	2700.000000	8.3744e+06	2700.000000	8.38454e+06	2700.000000	52783.1   	2700.000000	38912.1   	2700.000000	52559.4   	2700.000000	46815.1   	2700.000000	71564.2   	
2800.000000	8.84564e+06	2800.000000	8.66966e+06	2800.000000	8.72545e+06	2800.000000	8.736e+06 	2800.000000	54142.6   	2800.000000	40569.9   	2800.000000	54025.6   	2800.000000	48278.5   	2800.000000	73881.4   	
2900.000000	9.18491e+06	2900.000000	9.01118e+06	2900.000000	9.0759e+06	2900.000000	9.08686e+06	2900.000000	55469.3   	2900.000000	42234.5   	2900.000000	55460.2   	2900.000000	49715.6   	2900.000000	76159.3   	
3000.000000	9.52129e+06	3000.000000	9.35106e+06	3000.000000	9.42572e+06	3000.000000	9.43709e+06	3000.000000	56764.7   	3000.000000	43906.3   	3000.000000	56864.6   	3000.000000	51127.2   	3000.000000	78399.3   	
3200.000000	1.01851e+07	3200.000000	1.00257e+07	3200.000000	1.01234e+07	3200.000000	1.01355e+07	3200.000000	59268.1   	3200.000000	47272     	3200.000000	59588.3   	3200.000000	53877.4   	3200.000000	82770.2   	
3400.000000	1.08366e+07	3400.000000	1.06933e+07	3400.000000	1.08182e+07	3400.000000	1.08312e+07	3400.000000	61663.9   	3400.000000	50667.4   	3400.000000	62206.7   	3400.000000	56535.8   	3400.000000	87003.3   	
3600.000000	1.14757e+07	3600.000000	1.13535e+07	3600.000000	1.15102e+07	3600.000000	1.15239e+07	3600.000000	63961.9   	3600.000000	54092.5   	3600.000000	64728.6   	3600.000000	59108.6   	3600.000000	91107.2   	
3800.000000	1.21022e+07	3800.000000	1.20061e+07	3800.000000	1.21992e+07	3800.000000	1.22138e+07	3800.000000	66170.6   	3800.000000	57546.7   	3800.000000	67162.1   	3800.000000	61601.3   	3800.000000	95090     	
4000.000000	1.27161e+07	4000.000000	1.26512e+07	4000.000000	1.28853e+07	4000.000000	1.29006e+07	4000.000000	68297.6   	4000.000000	61029.6   	4000.000000	69514.2   	4000.000000	64019.3   	4000.000000	98959.4   	
4200.000000	1.33175e+07	4200.000000	1.32886e+07	4200.000000	1.35685e+07	4200.000000	1.35846e+07	4200.000000	70349.3   	4200.000000	64540.7   	4200.000000	71791.3   	4200.000000	66367.3   	4200.000000	102722    	
4400.000000	1.39065e+07	4400.000000	1.39184e+07	4400.000000	1.42488e+07	4400.000000	1.42656e+07	4400.000000	72331.7   	4400.000000	68079.9   	4400.000000	73999.1   	4400.000000	68649.7   	4400.000000	106385    	
4600.000000	1.44833e+07	4600.000000	1.45406e+07	4600.000000	1.49262e+07	4600.000000	1.49438e+07	4600.000000	74250     	4600.000000	71646.8   	4600.000000	76142.7   	4600.000000	70870.7   	4600.000000	109954    	
4800.000000	1.5048e+07	4800.000000	1.51552e+07	4800.000000	1.56008e+07	4800.000000	1.56191e+07	4800.000000	76108.8   	4800.000000	75241.5   	4800.000000	78226.9   	4800.000000	73033.9   	4800.000000	113434    	
5000.000000	1.56009e+07	5000.000000	1.57623e+07	5000.000000	1.62727e+07	5000.000000	1.62917e+07	5000.000000	77912.3   	5000.000000	78863.7   	5000.000000	80255.6   	5000.000000	75142.8   	5000.000000	116830    	
5250.000000	1.62758e+07	5250.000000	1.65109e+07	5250.000000	1.71088e+07	5250.000000	1.71287e+07	5250.000000	80094.5   	5250.000000	83430     	5250.000000	82719.5   	5250.000000	77707.4   	5250.000000	120966    	
5500.000000	1.69331e+07	5500.000000	1.7248e+07	5500.000000	1.79407e+07	5500.000000	1.79616e+07	5500.000000	82202.6   	5500.000000	88038.8   	5500.000000	85109.5   	5500.000000	80197.7   	5500.000000	124987    	
6000.000000	1.8197e+07	6000.000000	1.86892e+07	6000.000000	1.95929e+07	6000.000000	1.96155e+07	6000.000000	86219     	6000.000000	97383.2   	6000.000000	89691.1   	6000.000000	84975.6   	6000.000000	132714    	
6500.000000	1.93966e+07	6500.000000	2.00877e+07	6500.000000	2.12302e+07	6500.000000	2.12545e+07	6500.000000	90000.2   	6500.000000	106894    	6500.000000	94040.7   	6500.000000	89512.3   	6500.000000	140067    	
7000.000000	2.0536e+07	7000.000000	2.14455e+07	7000.000000	2.28536e+07	7000.000000	2.28796e+07	7000.000000	93577.3   	7000.000000	116568    	7000.000000	98191.4   	7000.000000	93837.5   	7000.000000	147090    	
7500.000000	2.16193e+07	7500.000000	2.27645e+07	7500.000000	2.4464e+07	7500.000000	2.44916e+07	7500.000000	96975.6   	7500.000000	126402    	7500.000000	102170    	7500.000000	97976.2   	7500.000000	153821    	
8000.000000	2.265e+07 	8000.000000	2.40466e+07	8000.000000	2.60621e+07	8000.000000	2.60913e+07	8000.000000	100216    	8000.000000	136392    	8000.000000	105999    	8000.000000	101949    	8000.000000	160293    	
8500.000000	2.36317e+07	8500.000000	2.52937e+07	8500.000000	2.76487e+07	8500.000000	2.76795e+07	8500.000000	103315    	8500.000000	146536    	8500.000000	109696    	8500.000000	105775    	8500.000000	166532    	
9000.000000	2.45676e+07	9000.000000	2.65076e+07	9000.000000	2.92245e+07	9000.000000	2.92569e+07	9000.000000	106288    	9000.000000	156830    	9000.000000	113278    	9000.000000	109469    	9000.000000	172564    	
9500.000000	2.54607e+07	9500.000000	2.76897e+07	9500.000000	3.07901e+07	9500.000000	3.08241e+07	9500.000000	109146    	9500.000000	167272    	9500.000000	116757    	9500.000000	113044    	9500.000000	178407    	
10000.000000	2.63137e+07	10000.000000	2.88418e+07	10000.000000	3.2346e+07	10000.000000	3.23816e+07	10000.000000	111902    	10000.000000	177857    	10000.000000	120146    	10000.000000	116512    	10000.000000	184081    	
11000.000000	2.79098e+07	11000.000000	3.10612e+07	11000.000000	3.54311e+07	11000.000000	3.54697e+07	11000.000000	117137    	11000.000000	199448    	11000.000000	126688    	11000.000000	123166    	11000.000000	194980    	
12000.000000	2.9374e+07	12000.000000	3.31765e+07	12000.000000	3.84835e+07	12000.000000	3.8525e+07	12000.000000	122054    	12000.000000	221589    	12000.000000	132967    	12000.000000	129498    	12000.000000	205366    	
13000.000000	3.07217e+07	13000.000000	3.51969e+07	13000.000000	4.15063e+07	13000.000000	4.15505e+07	13000.000000	126698    	13000.000000	244262    	13000.000000	139032    	13000.000000	135561    	13000.000000	215320    	
14000.000000	3.19662e+07	14000.000000	3.71306e+07	14000.000000	4.45019e+07	14000.000000	4.45489e+07	14000.000000	131106    	14000.000000	267435    	14000.000000	144919    	14000.000000	141395    	14000.000000	224909    	
15000.000000	3.31187e+07	15000.000000	3.89848e+07	15000.000000	4.74725e+07	15000.000000	4.75225e+07	15000.000000	135306    	15000.000000	291079    	15000.000000	150657    	15000.000000	147033    	15000.000000	234184    	
16000.000000	3.4189e+07	16000.000000	4.07658e+07	16000.000000	5.04202e+07	16000.000000	5.04733e+07	16000.000000	139323    	16000.000000	315179    	16000.000000	156268    	16000.000000	152503    	16000.000000	243188    	
17000.000000	3.51855e+07	17000.000000	4.24792e+07	17000.000000	5.33466e+07	17000.000000	5.34029e+07	17000.000000	143177    	17000.000000	339726    	17000.000000	161770    	17000.000000	157827    	17000.000000	251957    	
18000.000000	3.61156e+07	18000.000000	4.41301e+07	18000.000000	5.62534e+07	18000.000000	5.63128e+07	18000.000000	146884    	18000.000000	364716    	18000.000000	167177    	18000.000000	163024    	18000.000000	260521    	
19000.000000	3.69855e+07	19000.000000	4.57231e+07	19000.000000	5.91422e+07	19000.000000	5.92045e+07	19000.000000	150460    	19000.000000	390145    	19000.000000	172502    	19000.000000	168108    	19000.000000	268904    	
20000.000000	3.78009e+07	20000.000000	4.7262e+07	20000.000000	6.2014e+07	20000.000000	6.2079e+07	20000.000000	153916    	20000.000000	416006    	20000.000000	177753    	20000.000000	173093    	20000.000000	277128    	
