*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	4.19999   	0.001000	0.904073  	0.001000	0.882288  	0.001000	0.882288  	0.001000	0.247755  	0.001000	0.656318
0.002000	4.22712   	0.002000	0.992373  	0.002000	0.968768  	0.002000	0.968768  	0.002000	0.343168  	0.002000	0.649205
0.005000	4.36276   	0.005000	1.08571   	0.005000	1.06309   	0.005000	1.06309   	0.005000	0.527883  	0.005000	0.557823
0.008000	4.58356   	0.008000	1.14182   	0.008000	1.12255   	0.008000	1.12255   	0.008000	0.658377  	0.008000	0.483442
0.010000	4.74014   	0.010000	1.17608   	0.010000	1.15944   	0.010000	1.15944   	0.010000	0.731176  	0.010000	0.444903
0.015000	5.35607   	0.015000	1.25841   	0.015000	1.24887   	0.015000	1.24887   	0.015000	0.884678  	0.015000	0.373737
0.020000	5.94792   	0.020000	1.37596   	0.020000	1.37781   	0.020000	1.37781   	0.020000	1.05123   	0.020000	0.324728
0.025000	6.65318   	0.025000	1.5206    	0.025000	1.54055   	0.025000	1.54055   	0.025000	1.23196   	0.025000	0.288635
0.030000	7.30138   	0.030000	1.66951   	0.030000	1.6776    	0.030000	1.6776    	0.030000	1.40874   	0.030000	0.260769
0.035000	7.87327   	0.035000	1.81992   	0.035000	1.81658   	0.035000	1.81658   	0.035000	1.58143   	0.035000	0.238495
0.040000	8.36816   	0.040000	1.96997   	0.040000	1.95582   	0.040000	1.95582   	0.040000	1.74976   	0.040000	0.220214
0.045000	8.77648   	0.045000	2.11838   	0.045000	2.09419   	0.045000	2.09419   	0.045000	1.91348   	0.045000	0.204896
0.050000	9.09727   	0.050000	2.2642    	0.050000	2.23085   	0.050000	2.23085   	0.050000	2.07236   	0.050000	0.191844
0.055000	9.61708   	0.055000	2.40678   	0.055000	2.36522   	0.055000	2.36522   	0.055000	2.22622   	0.055000	0.180567
0.060000	10.0854   	0.060000	2.54563   	0.060000	2.49686   	0.060000	2.49686   	0.060000	2.37492   	0.060000	0.170711
0.070000	10.8729   	0.070000	2.81087   	0.070000	2.75075   	0.070000	2.75075   	0.070000	2.65661   	0.070000	0.154267
0.080000	11.7104   	0.080000	3.05845   	0.080000	2.99092   	0.080000	2.99092   	0.080000	2.9174    	0.080000	0.141053
0.090000	12.4198   	0.090000	3.28804   	0.090000	3.2167    	0.090000	3.2167    	0.090000	3.15787   	0.090000	0.130167
0.100000	13.0275   	0.100000	3.50007   	0.100000	3.42803   	0.100000	3.42803   	0.100000	3.37904   	0.100000	0.121023
0.120000	13.7032   	0.120000	3.87416   	0.120000	3.8079    	0.120000	3.8079    	0.120000	3.76869   	0.120000	0.105463
0.140000	14.2313   	0.140000	4.19467   	0.140000	4.13774   	0.140000	4.13774   	0.140000	4.10019   	0.140000	0.0944814
0.160000	14.7149   	0.160000	4.47772   	0.160000	4.42299   	0.160000	4.42299   	0.160000	4.39195   	0.160000	0.0857668
0.180000	15.1765   	0.180000	4.72061   	0.180000	4.67035   	0.180000	4.67035   	0.180000	4.64194   	0.180000	0.0786643
0.200000	15.6377   	0.200000	4.93116   	0.200000	4.88598   	0.200000	4.88598   	0.200000	4.85841   	0.200000	0.0727519
0.250000	16.2829   	0.250000	5.35443   	0.250000	5.31927   	0.250000	5.31927   	0.250000	5.29292   	0.250000	0.0615123
0.300000	17.1199   	0.300000	5.74636   	0.300000	5.64722   	0.300000	5.64722   	0.300000	5.69284   	0.300000	0.0535145
