*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	5.05062   	0.001000	1.60507   	0.001000	1.58512   	0.001000	1.58512   	0.001000	0.310397  	0.001000	1.29467
0.002000	5.10849   	0.002000	1.66269   	0.002000	1.6435    	0.002000	1.6435    	0.002000	0.429933  	0.002000	1.23275
0.005000	5.30107   	0.005000	1.66208   	0.005000	1.65016   	0.005000	1.65016   	0.005000	0.661352  	0.005000	1.00073
0.008000	5.58016   	0.008000	1.68939   	0.008000	1.68131   	0.008000	1.68131   	0.008000	0.84651   	0.008000	0.842881
0.010000	5.77489   	0.010000	1.73201   	0.010000	1.72463   	0.010000	1.72463   	0.010000	0.966161  	0.010000	0.765853
0.015000	6.53224   	0.015000	1.91266   	0.015000	1.87698   	0.015000	1.87698   	0.015000	1.28294   	0.015000	0.629725
0.020000	7.25786   	0.020000	2.13978   	0.020000	2.07081   	0.020000	2.07081   	0.020000	1.60005   	0.020000	0.539735
0.025000	8.12104   	0.025000	2.36923   	0.025000	2.29232   	0.025000	2.29232   	0.025000	1.89411   	0.025000	0.475129
0.030000	8.91399   	0.030000	2.60351   	0.030000	2.51946   	0.030000	2.51946   	0.030000	2.17739   	0.030000	0.426126
0.035000	9.61342   	0.035000	2.83515   	0.035000	2.74784   	0.035000	2.74784   	0.035000	2.44768   	0.035000	0.387474
0.040000	10.2186   	0.040000	3.05962   	0.040000	2.97249   	0.040000	2.97249   	0.040000	2.70353   	0.040000	0.356082
0.045000	10.7179   	0.045000	3.27442   	0.045000	3.19032   	0.045000	3.19032   	0.045000	2.94442   	0.045000	0.329999
0.050000	11.1102   	0.050000	3.4786    	0.050000	3.39968   	0.050000	3.39968   	0.050000	3.17067   	0.050000	0.30793
0.055000	11.7455   	0.055000	3.67773   	0.055000	3.59995   	0.055000	3.59995   	0.055000	3.38875   	0.055000	0.288976
0.060000	12.3179   	0.060000	3.86747   	0.060000	3.79115   	0.060000	3.79115   	0.060000	3.59498   	0.060000	0.272496
0.070000	13.2803   	0.070000	4.22198   	0.070000	4.14827   	0.070000	4.14827   	0.070000	3.97681   	0.070000	0.245174
0.080000	14.3037   	0.080000	4.56317   	0.080000	4.47626   	0.080000	4.47626   	0.080000	4.3398    	0.080000	0.223375
0.090000	15.1706   	0.090000	4.88283   	0.090000	4.77874   	0.090000	4.77874   	0.090000	4.67923   	0.090000	0.2036
0.100000	15.9132   	0.100000	5.18906   	0.100000	5.06431   	0.100000	5.06431   	0.100000	5.0002    	0.100000	0.18886
0.120000	16.739    	0.120000	5.71756   	0.120000	5.59086   	0.120000	5.59086   	0.120000	5.55207   	0.120000	0.165488
0.140000	17.3843   	0.140000	6.20722   	0.140000	6.07062   	0.140000	6.07062   	0.140000	6.0595    	0.140000	0.147721
0.160000	17.9752   	0.160000	6.66156   	0.160000	6.51204   	0.160000	6.51204   	0.160000	6.52786   	0.160000	0.133708
