*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0461536 	0.001000	0.020491  	0.001000	0.0267495 	0.001000	0.0267495 	0.001000	0.0181298 	0.001000	0.0023612 	
0.002000	0.056104  	0.002000	0.0267734 	0.002000	0.0353227 	0.002000	0.0353227 	0.002000	0.024766  	0.002000	0.00200737	
0.005000	0.0745493 	0.005000	0.0388073 	0.005000	0.0517195 	0.005000	0.0517195 	0.005000	0.037405  	0.005000	0.00140227	
0.008000	0.0869815 	0.008000	0.0473182 	0.008000	0.0632716 	0.008000	0.0632716 	0.008000	0.046215  	0.008000	0.00110314	
0.010000	0.0937066 	0.010000	0.0520701 	0.010000	0.0697087 	0.010000	0.0697087 	0.010000	0.0510967 	0.010000	0.00097337	
0.015000	0.113136  	0.015000	0.0672676 	0.015000	0.0832567 	0.015000	0.0832567 	0.015000	0.0665047 	0.015000	0.000762934	
0.020000	0.129032  	0.020000	0.0804628 	0.020000	0.0945299 	0.020000	0.0945299 	0.020000	0.0798281 	0.020000	0.000634682	
0.025000	0.142171  	0.025000	0.0918807 	0.025000	0.10436   	0.025000	0.10436   	0.025000	0.0913335 	0.025000	0.000547144	
0.030000	0.152962  	0.030000	0.101653  	0.030000	0.111501  	0.030000	0.111501  	0.030000	0.10117   	0.030000	0.000483048	
0.035000	0.161675  	0.035000	0.109888  	0.035000	0.117338  	0.035000	0.117338  	0.035000	0.109454  	0.035000	0.000433812	
0.040000	0.168518  	0.040000	0.116693  	0.040000	0.12206   	0.040000	0.12206   	0.040000	0.116302  	0.040000	0.000390981	
0.045000	0.173681  	0.045000	0.122195  	0.045000	0.125826  	0.045000	0.125826  	0.045000	0.121836  	0.045000	0.000359362	
0.050000	0.177346  	0.050000	0.126516  	0.050000	0.128758  	0.050000	0.128758  	0.050000	0.126183  	0.050000	0.000332945	
0.055000	0.17969   	0.055000	0.129786  	0.055000	0.130966  	0.055000	0.130966  	0.055000	0.129475  	0.055000	0.000310506	
0.060000	0.18089   	0.060000	0.132137  	0.060000	0.132544  	0.060000	0.132544  	0.060000	0.131846  	0.060000	0.000291181	
0.070000	0.180522  	0.070000	0.134577  	0.070000	0.134143  	0.070000	0.134143  	0.070000	0.134318  	0.070000	0.000259532	
0.080000	0.177475  	0.080000	0.134745  	0.080000	0.13413   	0.080000	0.13413   	0.080000	0.13451   	0.080000	0.000234631	
0.090000	0.17276   	0.090000	0.133378  	0.090000	0.132957  	0.090000	0.132957  	0.090000	0.133164  	0.090000	0.000214472	
0.100000	0.167146  	0.100000	0.131036  	0.100000	0.130979  	0.100000	0.130979  	0.100000	0.130838  	0.100000	0.000197785	
0.120000	0.155197  	0.120000	0.124911  	0.120000	0.125622  	0.120000	0.125622  	0.120000	0.12474   	0.120000	0.000171684	
