*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.249769  	0.001000	0.226935  	0.001000	0.226489  	0.001000	0.226489  	0.001000	0.123035  	0.001000	0.1039
0.002000	0.2729    	0.002000	0.240657  	0.002000	0.240433  	0.002000	0.240433  	0.002000	0.161214  	0.002000	0.0794425
0.005000	0.330553  	0.005000	0.279905  	0.005000	0.280867  	0.005000	0.280867  	0.005000	0.230652  	0.005000	0.0492532
0.008000	0.376262  	0.008000	0.314192  	0.008000	0.316475  	0.008000	0.316475  	0.008000	0.277287  	0.008000	0.0369057
0.010000	0.402454  	0.010000	0.334564  	0.010000	0.337728  	0.010000	0.337728  	0.010000	0.302651  	0.010000	0.0319129
0.015000	0.468877  	0.015000	0.378672  	0.015000	0.384168  	0.015000	0.384168  	0.015000	0.35449   	0.015000	0.0241825
0.020000	0.521946  	0.020000	0.41611   	0.020000	0.431231  	0.020000	0.431231  	0.020000	0.396488  	0.020000	0.0196226
0.025000	0.580508  	0.025000	0.45931   	0.025000	0.477385  	0.025000	0.477385  	0.025000	0.442668  	0.025000	0.0166418
0.030000	0.630143  	0.030000	0.500033  	0.030000	0.517831  	0.030000	0.517831  	0.030000	0.485494  	0.030000	0.0145398
0.035000	0.670949  	0.035000	0.538288  	0.035000	0.556449  	0.035000	0.556449  	0.035000	0.525339  	0.035000	0.0129494
0.040000	0.703111  	0.040000	0.574113  	0.040000	0.593266  	0.040000	0.593266  	0.040000	0.562413  	0.040000	0.0116996
0.045000	0.726966  	0.045000	0.607534  	0.045000	0.628313  	0.045000	0.628313  	0.045000	0.596845  	0.045000	0.0106889
0.050000	0.743005  	0.050000	0.638578  	0.050000	0.661622  	0.050000	0.661622  	0.050000	0.628725  	0.050000	0.00985284
0.055000	0.77536   	0.055000	0.672772  	0.055000	0.693224  	0.055000	0.693224  	0.055000	0.663623  	0.055000	0.00914862
0.060000	0.80292   	0.060000	0.705125  	0.060000	0.723154  	0.060000	0.723154  	0.060000	0.696579  	0.060000	0.00854649
0.070000	0.845019  	0.070000	0.764335  	0.070000	0.778155  	0.070000	0.778155  	0.070000	0.756766  	0.070000	0.00756891
0.080000	0.890192  	0.080000	0.815511  	0.080000	0.826964  	0.080000	0.826964  	0.080000	0.808704  	0.080000	0.00680725
0.090000	0.925679  	0.090000	0.860257  	0.090000	0.869968  	0.090000	0.869968  	0.090000	0.854061  	0.090000	0.00619551
0.100000	0.954141  	0.100000	0.8999    	0.100000	0.907588  	0.100000	0.907588  	0.100000	0.894207  	0.100000	0.00569238
0.120000	0.97143   	0.120000	0.963717  	0.120000	0.968421  	0.120000	0.968421  	0.120000	0.958805  	0.120000	0.00491155
0.140000	0.978301  	0.140000	1.00861   	0.140000	1.01293   	0.140000	1.01293   	0.140000	1.00428   	0.140000	0.00433157
0.160000	0.980735  	0.160000	1.03815   	0.160000	1.04435   	0.160000	1.04435   	0.160000	1.03427   	0.160000	0.00388235
