*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0678606 	0.001000	0.036246  	0.001000	0.0424826 	0.001000	0.0424826 	0.001000	0.0180655 	0.001000	0.0181805 	
0.002000	0.084351  	0.002000	0.0449908 	0.002000	0.0557829 	0.002000	0.0557829 	0.002000	0.0312625 	0.002000	0.0137283 	
0.005000	0.128511  	0.005000	0.069639  	0.005000	0.0907796 	0.005000	0.0907796 	0.005000	0.061241  	0.005000	0.00839802	
0.008000	0.162095  	0.008000	0.0901404 	0.008000	0.119096  	0.008000	0.119096  	0.008000	0.0838813 	0.008000	0.0062591 	
0.010000	0.180681  	0.010000	0.102025  	0.010000	0.13538   	0.010000	0.13538   	0.010000	0.0966249 	0.010000	0.00540038	
0.015000	0.230295  	0.015000	0.13804   	0.015000	0.170246  	0.015000	0.170246  	0.015000	0.133957  	0.015000	0.00408367	
0.020000	0.271844  	0.020000	0.170328  	0.020000	0.199762  	0.020000	0.199762  	0.020000	0.167035  	0.020000	0.00329327	
0.025000	0.307287  	0.025000	0.199235  	0.025000	0.226076  	0.025000	0.226076  	0.025000	0.196439  	0.025000	0.0027959 	
0.030000	0.337679  	0.030000	0.224942  	0.030000	0.2466    	0.030000	0.2466    	0.030000	0.222502  	0.030000	0.00243973	
0.035000	0.363659  	0.035000	0.247627  	0.035000	0.264333  	0.035000	0.264333  	0.035000	0.245456  	0.035000	0.00217078	
0.040000	0.385669  	0.040000	0.267464  	0.040000	0.279714  	0.040000	0.279714  	0.040000	0.265504  	0.040000	0.00195976	
0.045000	0.404065  	0.045000	0.284635  	0.045000	0.293064  	0.045000	0.293064  	0.045000	0.282846  	0.045000	0.0017893 	
0.050000	0.419166  	0.050000	0.29934   	0.050000	0.30463   	0.050000	0.30463   	0.050000	0.297691  	0.050000	0.00164845	
0.055000	0.431284  	0.055000	0.311788  	0.055000	0.314615  	0.055000	0.314615  	0.055000	0.310258  	0.055000	0.0015299 	
0.060000	0.440725  	0.060000	0.322197  	0.060000	0.323188  	0.060000	0.323188  	0.060000	0.320769  	0.060000	0.00142861	
0.070000	0.452799  	0.070000	0.33777   	0.070000	0.336682  	0.070000	0.336682  	0.070000	0.336505  	0.070000	0.00126432	
0.080000	0.457733  	0.080000	0.347708  	0.080000	0.346122  	0.080000	0.346122  	0.080000	0.346572  	0.080000	0.00113644	
0.090000	0.457607  	0.090000	0.353448  	0.090000	0.352333  	0.090000	0.352333  	0.090000	0.352414  	0.090000	0.00103382	
0.100000	0.454122  	0.100000	0.356148  	0.100000	0.355994  	0.100000	0.355994  	0.100000	0.355199  	0.100000	0.000949472	
0.120000	0.441906  	0.120000	0.355777  	0.120000	0.357799  	0.120000	0.357799  	0.120000	0.354959  	0.120000	0.000818681	
0.140000	0.427481  	0.140000	0.351247  	0.140000	0.35485   	0.140000	0.35485   	0.140000	0.350525  	0.140000	0.000721622	
0.160000	0.413574  	0.160000	0.344916  	0.160000	0.349248  	0.160000	0.349248  	0.160000	0.344269  	0.160000	0.0006465 	
0.180000	0.40104   	0.180000	0.337906  	0.180000	0.342275  	0.180000	0.342275  	0.180000	0.33732   	0.180000	0.000586491	
0.200000	0.389945  	0.200000	0.33073   	0.200000	0.334687  	0.200000	0.334687  	0.200000	0.330193  	0.200000	0.000537361	
0.250000	0.367043  	0.250000	0.313222  	0.250000	0.315418  	0.250000	0.315418  	0.250000	0.312776  	0.250000	0.000446017	
0.300000	0.34834   	0.300000	0.296855  	0.300000	0.297409  	0.300000	0.297409  	0.300000	0.296472  	0.300000	0.000382662	
0.350000	0.331852  	0.350000	0.281688  	0.350000	0.281134  	0.350000	0.281134  	0.350000	0.281352  	0.350000	0.000335955	
0.400000	0.316751  	0.400000	0.26768   	0.400000	0.2665    	0.400000	0.2665    	0.400000	0.26738   	0.400000	0.000299993	
0.450000	0.302727  	0.450000	0.254787  	0.450000	0.253322  	0.450000	0.253322  	0.450000	0.254516  	0.450000	0.00027139	
0.500000	0.289662  	0.500000	0.242952  	0.500000	0.241418  	0.500000	0.241418  	0.500000	0.242704  	0.500000	0.000248058	
0.600000	0.266186  	0.600000	0.222169  	0.600000	0.220826  	0.600000	0.220826  	0.600000	0.221957  	0.600000	0.000212206	
0.700000	0.245917  	0.700000	0.204707  	0.700000	0.20371   	0.700000	0.20371   	0.700000	0.204521  	0.700000	0.00018587	
0.800000	0.228418  	0.800000	0.189948  	0.800000	0.189304  	0.800000	0.189304  	0.800000	0.189782  	0.800000	0.000165652	
0.900000	0.21325   	0.900000	0.177362  	0.900000	0.177029  	0.900000	0.177029  	0.900000	0.177212  	0.900000	0.000149611	
1.000000	0.200019  	1.000000	0.16652   	1.000000	0.166446  	1.000000	0.166446  	1.000000	0.166384  	1.000000	0.000136554	
1.250000	0.173395  	1.250000	0.145019  	1.250000	0.145388  	1.250000	0.145388  	1.250000	0.144907  	1.250000	0.000112469	
1.500000	0.153291  	1.500000	0.128993  	1.500000	0.129604  	1.500000	0.129604  	1.500000	0.128897  	1.500000	9.59204e-05	
