*TeleNo     ParticleNo              Z              A      X(i),Y(i)       ***         X(20),Y(20)
*TeleNo     ParticleNo              Z              A      X(i),Y(i)       ***         X(20),Y(20)
0    0    1    1   168.364   11.1376   174.577   10.5046   193.215   9.80127   205.641   9.20342   221.172   8.46489    239.81   7.79671   264.661   7.23402   292.618   6.77684   314.363   6.42516    342.32   6.00315   385.809   5.54596   426.192   5.15912   472.787   4.77227   522.489   4.35026   597.041   4.03375   668.487   3.68207   736.827   3.47106    836.23   3.15455   916.995   2.97871   1038.14   2.76771

0    1    1    2   162.152   15.9205   202.534   14.5138   236.704   13.1774   286.406   11.9113   323.682   10.8211    376.49   9.69577   404.447   8.71107   454.149    7.6912   559.765   6.56583   659.168   5.82731   767.891   5.26462   882.826   4.77227   1003.97   4.31509   1140.65   3.85791   1255.59   3.68207   1392.27    3.4359   1510.31   3.29522   1625.24   3.11939   1737.07   2.97871   1855.11   2.87321

0    2    1    3   165.755   18.8816   211.078   17.6439   249.927   16.2607   292.013   15.1686   363.236   13.2029   440.933   11.6012   505.681   10.3636   573.666   9.16233   641.651   7.99747   738.773   7.12383   855.319   6.39579   975.103   5.84977   1088.41   5.37654   1211.43   4.97612   1366.83    4.5757   1538.41   4.13888   1674.38   3.95687   1868.62   3.70206   2101.72   3.41085   2431.93   3.11963

0    3    2    3   169.416   44.9906   220.896   42.2153   281.736   39.6456   356.616   36.7675   459.576   33.5811   585.937   30.1891   712.297   27.2082   833.977   25.1524   965.017    23.405    1133.5   20.8353   1245.82   19.6018   1353.46   18.6767   1470.46   17.4432   1620.22   16.3126   1709.14   15.6958   1849.54   14.7707    2022.7   13.8456   2177.14   12.8178   2354.98    12.201   2635.78   11.0664

0    4    2    4   169.416   50.7876   216.216   48.1037   286.416    45.062   342.576   42.6465   417.456   39.7837   497.017   37.6367   576.577   35.2212   721.657   31.8216   890.137   28.7799    1086.7   25.6488   1353.46    22.607   1676.38   19.5653   1961.86   17.4182   2228.62   15.8079   2476.66   14.5555   2729.38   13.5714   2991.46   12.4978   3202.06   11.7821   3492.22   11.0664   3890.02   10.0824

0    5    2    6   164.736    62.008   244.296   57.2097   314.496   53.4584   417.456   49.3581   534.457   45.6939   665.497   41.6809   852.697   37.4933   1049.26   33.7419   1241.14   30.9502    1461.1   28.2458   1667.02   25.9775   1877.62   24.2327    2069.5   22.5751    2303.5   21.0048   2551.54   19.5217   2860.42   17.9513    3169.3   16.6427   3417.34   15.5958   3670.06    14.549   3950.86   13.6765

0    6    3    6   164.736   98.0687   244.296   92.0487   342.576   86.1568   468.936    80.393   585.937   75.6538   712.297   71.0428   866.737   66.3036   1067.98   61.1802    1273.9   56.5692   1479.82   53.1109    1695.1   49.6526   1915.06   46.6506   2167.78   43.2686    2397.1   40.7513   2635.78   38.6783   2916.58   36.4572   3197.38   33.9399   3529.66   32.0149   3838.54    30.238   3955.54   29.6457

0    7    3    7   164.736   105.904   211.536   101.314   300.456    95.391   403.416    89.468   553.177   82.8046   735.697   76.1413   922.897   70.6625   1138.18   65.0356   1353.46   60.4453   1592.14   56.1511   1821.46   52.4493   2041.42   49.4878   2275.42   46.5263   2523.46   44.0771    2748.1   41.6693    3028.9   39.3882   3290.98   37.1071   3557.74   35.2062    3847.9   33.7447   3955.54   33.0166

0    8    3    8   169.416   112.143   258.336   104.591   356.616   98.4263   450.216   93.3403   576.577   87.7919   716.977   82.3977   904.177   76.5411   1077.34   71.9174   1245.82    67.602   1447.06   63.4614   1657.66   59.7266   1863.58   56.4067   2078.86   53.0869   2331.58    50.182   2598.34   47.0005   2874.46   44.5106   3141.22   41.8824   3398.62   39.9458   3688.78   38.0093   3932.14    36.626

