# Fitting the markers with func = [0]/x + pol6
# TeleNo     ParticleNo       Z         A          a0             a1             a2           a3             a4             a5             a6             a7
   10             11         4         9        954.408        171.636     -0.0875204    3.94002e-05   -8.36867e-09   -1.35019e-12    9.72852e-16   -1.25505e-19
   10             12         4        10        1188.27        179.442     -0.0933579    4.72106e-05   -1.25369e-08   -9.70007e-13    1.26306e-15   -1.85823e-19
   11              0         1         1        -197.61        20.4224     -0.0764041    0.000131416   -8.44784e-08   -1.77819e-11    4.24231e-14   -1.28406e-17
   11              1         1         2       -20.0223        21.6182     -0.0486056    4.89736e-05   -1.80248e-08   -2.80835e-12    3.49342e-15   -6.32548e-19
   11              2         1         3         248.23        21.1872      -0.032401    2.09461e-05   -3.74398e-09   -1.36294e-12    5.43009e-16   -3.98244e-20
   11              3         2         3        371.056         48.659     -0.0482206    2.89098e-05   -7.31176e-09   -9.33869e-13    8.32085e-16   -1.14037e-19
   11              4         2         4        515.409        53.3152     -0.0448912     2.2527e-05   -4.83634e-09   -3.43186e-13    3.10514e-16   -3.52784e-20
   11              5         2         6        496.193        64.8992     -0.0517601    2.67514e-05   -6.24183e-09   -4.13223e-13    4.48338e-16   -5.52679e-20
   11              6         3         6        528.464         104.57     -0.0700131    3.60846e-05   -9.00249e-09    -9.2182e-13    9.77516e-16   -1.41934e-19
   11              7         3         7        845.645        109.974     -0.0691119    3.37361e-05   -7.91308e-09   -6.72306e-13    6.88142e-16   -9.12449e-20
   11              8         3         8        1478.78        110.637     -0.0531888    1.21113e-05    2.22485e-09   -8.85527e-13   -2.98664e-16    9.02961e-20
   11              9         3         9        601.817        126.624     -0.0871406    5.28444e-05   -1.58285e-08   -1.91533e-12    2.36181e-15   -3.97742e-19
   11             10         4         7        644.488         159.33      -0.110955    8.61993e-05   -3.63026e-08   -7.16522e-12    1.20332e-14   -2.91687e-18
   11             11         4         9        572.633        177.602      -0.112176    7.04969e-05    -2.0751e-08   -4.37874e-12    4.17747e-15   -7.01492e-19
   11             12         4        10        1733.29        175.803     -0.0849871    3.67848e-05   -7.82675e-09   -1.65664e-12    1.37106e-15   -2.30153e-19
   12              0         1         1       -509.705        25.6816      -0.100818    0.000175821   -1.11501e-07   -2.98442e-11    6.26886e-14   -1.90041e-17
   12              1         1         2        43.0635        21.0103     -0.0470456    4.76547e-05    -1.7496e-08   -3.17183e-12    3.72568e-15   -6.81063e-19
   12              2         1         3        367.993        20.2436     -0.0308849    2.10368e-05   -4.95897e-09   -9.58638e-13    6.53329e-16   -8.49084e-20
   12              3         2         3        546.334        46.7347     -0.0437601    2.37197e-05   -5.29614e-09   -5.99346e-13    4.68711e-16   -5.69481e-20
   12              4         2         4        932.225        49.2723     -0.0392782    1.83321e-05   -3.56157e-09   -3.07577e-13    2.22473e-16   -2.36256e-20
   12              5         2         6        810.955        61.5956     -0.0463386    2.23508e-05    -4.8016e-09   -3.78972e-13    3.36866e-16   -3.93684e-20
   12              6         3         6        1234.25        99.2319     -0.0601079    2.59755e-05   -5.15084e-09   -4.95701e-13     3.8191e-16   -4.41084e-20
   12              7         3         7        1074.96        107.255     -0.0655722     2.9542e-05   -6.20233e-09   -4.77612e-13    4.28788e-16   -5.02022e-20
   12              8         3         8        894.942        116.014     -0.0741482    3.63232e-05   -8.32966e-09   -5.46513e-13      5.776e-16   -6.95623e-20
   12              9         3         9        1240.85        119.462     -0.0707703     3.2374e-05    -6.8548e-09   -6.42718e-13    5.27507e-16   -6.20675e-20
   12             10         4         7        867.057        153.152     -0.0905581    4.72344e-05   -1.16248e-08   -1.98145e-12    1.62932e-15   -2.32772e-19
   12             11         4         9        1875.79        162.924       -0.07369    2.43489e-05   -2.64537e-09   -7.70733e-13    1.76278e-16    -8.4832e-22
   12             12         4        10           1862        172.677     -0.0820525     3.0923e-05   -4.69435e-09   -8.36654e-13    3.29178e-16   -2.14826e-20
   12             13         5        10        2146.37          223.5     -0.0955295    3.73424e-05   -6.63974e-09   -1.86525e-12    1.12835e-15   -1.52309e-19
   12             14         5        11        1029.66        241.183      -0.116747    5.45779e-05   -1.21768e-08    -1.9748e-12    1.48966e-15   -1.97451e-19
   12             15         5        12        4531.25          228.9     -0.0716665    7.33488e-06    7.20352e-09   -1.10911e-12   -1.14269e-15    2.92835e-19   
   13              0         1         1        15.7425        18.1821     -0.0682841     0.00011802   -7.53108e-08   -1.76791e-11    3.94805e-14   -1.18809e-17
   13              1         1         2        58.7359         20.712      -0.045206    4.42923e-05   -1.51682e-08    -3.7816e-12    3.77377e-15   -6.85937e-19
   13              2         1         3        362.465        20.4229      -0.031722     2.1948e-05   -5.10142e-09   -1.14535e-12     7.3664e-16   -9.44126e-20
   13              3         2         3        582.273        45.9096      -0.041341    2.18545e-05    -4.8665e-09   -5.43918e-13    4.39204e-16   -5.49333e-20
   13              4         2         4        453.697        52.9198     -0.0454556    2.31628e-05   -5.07732e-09   -3.23916e-13    3.19899e-16   -3.70352e-20
   13              5         2         6        604.604        63.2447     -0.0498567    2.50179e-05   -5.50566e-09   -4.07577e-13    3.78726e-16   -4.43454e-20
   13              6         3         6         1138.4        98.4285     -0.0578761    2.38202e-05   -4.31383e-09   -5.50053e-13    3.40368e-16   -3.66033e-20
   13              7         3         7        747.191        109.208       -0.06951    3.34086e-05   -7.65595e-09   -4.36553e-13     5.0931e-16   -6.19229e-20
   13              8         3         8        1080.01        113.847     -0.0692805    3.25049e-05   -7.23245e-09   -5.52568e-13    5.29009e-16   -6.34581e-20
   13              9         3         9        1153.19        119.213     -0.0705483    3.30981e-05   -7.39214e-09   -6.00444e-13    5.63476e-16   -6.85477e-20
   13             10         4         7        1084.12        152.864     -0.0925137     5.2782e-05   -1.58809e-08   -1.39887e-12    2.05395e-15   -3.38525e-19
   13             11         4         9        1321.06         166.45     -0.0848074    3.65511e-05   -7.48293e-09   -8.70138e-13    6.74326e-16   -8.42376e-20
   13             12         4        10        1597.39        174.159     -0.0875707    3.79643e-05   -7.85627e-09   -7.82796e-13    6.21306e-16    -7.3132e-20
   13             13         5        11        5651.91        212.437     -0.0540345   -1.11408e-06    6.18907e-09   -1.88898e-13    -9.1326e-16    2.06438e-19
   14              0         1         1       -226.807        21.5916     -0.0920636    0.000180205   -1.26257e-07   -5.46336e-11    1.14453e-13    -4.0738e-17
   14              1         1         2        7.98938        21.1216     -0.0529537    5.99757e-05   -2.44972e-08   -5.85497e-12    7.43007e-15   -1.57986e-18
   14              2         1         3        331.347         20.167     -0.0339523    2.41978e-05   -4.63082e-09   -2.25744e-12    1.06409e-15   -1.11053e-19
   14              3         2         3        515.875         46.676     -0.0507863    3.36822e-05   -9.53161e-09   -1.34761e-12    1.37945e-15   -2.16941e-19
   14              4         2         4        786.689        49.9733     -0.0450053    2.44193e-05   -5.78222e-09   -4.06631e-13    4.33211e-16   -5.44251e-20
   14              5         2         6        578.926        63.0403     -0.0564951     3.2379e-05   -8.15807e-09   -6.03904e-13    6.71759e-16   -8.72257e-20
   14              6         3         6        997.305        99.1998     -0.0697506    3.64224e-05   -8.91307e-09    -1.0408e-12    9.85604e-16   -1.37482e-19
   14              7         3         7        1125.72         105.46     -0.0694109    3.33294e-05   -7.29924e-09   -9.16703e-13    7.31427e-16    -9.3599e-20
   14              8         3         8        1161.33        111.632     -0.0711926    3.28179e-05   -6.52635e-09   -1.06759e-12    6.79211e-16   -7.81221e-20
   14              9         3         9        1192.62        118.825     -0.0780614    3.89114e-05   -8.60595e-09   -1.37708e-12    1.02179e-15   -1.33281e-19
   14             10         4         7        1055.45        149.745     -0.0905522     4.7074e-05   -1.20002e-08   -3.69231e-12    3.56884e-15   -7.12261e-19
   14             11         4         9        868.947        170.792      -0.109565    6.43061e-05   -1.87582e-08   -2.48096e-12    2.87298e-15   -4.77238e-19
   14             12         4        10        1531.25        175.089      -0.102601    5.29916e-05   -1.25801e-08   -2.62304e-12    2.02264e-15   -2.92284e-19
   14             13         5        11        1932.28         232.77       -0.11115     4.9168e-05   -6.57736e-09   -7.19972e-12    3.52562e-15   -4.21097e-19
   15              0         1         1        121.978        17.3353     -0.0575681    8.78307e-05   -4.95155e-08   -9.58491e-12    1.94238e-14   -5.12388e-18
   15              1         1         2       -141.377        22.9409     -0.0467226    4.27325e-05     -1.409e-08   -2.58545e-12    2.65566e-15   -4.46646e-19
   15              2         1         3        280.212        21.7568     -0.0313259    2.02567e-05   -4.64908e-09   -7.04029e-13     4.8319e-16   -5.80808e-20
   15              3         2         3        446.412        48.4701      -0.042884    2.28493e-05   -5.22889e-09   -4.54008e-13    4.08476e-16   -4.94466e-20
   15              4         2         4        667.319        52.9467     -0.0413957    1.91411e-05   -3.67855e-09   -2.85729e-13    2.07678e-16   -2.12133e-20
   15              5         2         6        844.378        62.6396      -0.041403    1.69765e-05   -2.94211e-09   -3.07986e-13      1.834e-16   -1.81228e-20
   15              6         3         6        1164.89        102.154     -0.0560417     2.2323e-05   -4.20734e-09   -3.32304e-13    2.63883e-16   -2.91863e-20
   15              7         3         7        980.192        109.851     -0.0614392    2.59769e-05   -5.07646e-09   -4.27932e-13    3.26302e-16    -3.5264e-20
   15              8         3         8        1513.17        112.608      -0.055001    1.98402e-05   -3.27148e-09   -3.68602e-13    2.20601e-16   -2.31061e-20
   15              9         3         9        1260.97        121.984      -0.066452    2.95562e-05   -6.45416e-09   -4.02054e-13    4.25279e-16   -5.08287e-20
   15             10         4         7        737.788        155.582     -0.0792003    3.37554e-05   -6.64708e-09   -6.82156e-13    4.74838e-16   -5.07301e-20
   15             11         4         9        1564.46         169.07     -0.0763289    2.98369e-05    -5.5798e-09    -5.5546e-13    3.76175e-16    -3.9097e-20
   15             12         4        10        1188.58        181.619     -0.0883833    3.90836e-05    -8.4739e-09   -6.76027e-13    6.17651e-16   -7.34096e-20
   15             13         5        10        3067.37        218.503     -0.0658686    9.72345e-06    3.09182e-09   -7.63347e-13   -3.16946e-16    8.18226e-20
   15             14         5        11        3093.79        232.422      -0.082243    2.77963e-05   -4.72203e-09   -8.29921e-13    4.93409e-16   -5.74686e-20
   15             15         5        12        7654.41        220.474     -0.0496784    3.06846e-06    2.08306e-09   -1.98687e-13   -1.25413e-16    2.09332e-20
   16              0         1         1       -372.406        23.4928     -0.0967058    0.000182289   -1.28959e-07   -2.71082e-11    7.42667e-14   -2.44803e-17
   16              1         1         2        45.8471         20.177      -0.044527    4.42773e-05    -1.5466e-08   -3.57861e-12    3.65682e-15   -6.54916e-19
   16              2         1         3        231.161        20.8351     -0.0325055    2.23853e-05   -5.06391e-09   -1.22826e-12    7.37375e-16   -8.86944e-20
   16              3         2         3        443.388        46.2783     -0.0427319    2.33747e-05   -5.37116e-09   -6.50121e-13    5.28217e-16   -6.77302e-20
   16              4         2         4        457.534        51.8955     -0.0432588    2.12629e-05   -4.47074e-09   -2.95735e-13     2.6924e-16   -3.00423e-20
   16              5         2         6        680.078        61.2317     -0.0443506    1.98841e-05   -3.89485e-09   -2.78747e-13    2.25854e-16   -2.42188e-20
   16              6         3         6        649.042        100.941      -0.064214    2.96102e-05   -6.27993e-09   -4.47142e-13    4.07717e-16   -4.64313e-20
   16              7         3         7        933.856        105.947      -0.062072    2.67476e-05   -5.44974e-09   -3.61524e-13     3.3543e-16    -3.8022e-20
   16              8         3         8        643.169         115.34     -0.0723866    3.51113e-05   -8.08825e-09   -4.82025e-13    5.43622e-16   -6.57487e-20
   16              9         3         9         979.88        119.293      -0.069821    3.18565e-05   -6.80712e-09    -5.3112e-13    4.70788e-16   -5.43954e-20
   16             10         4         7        722.629        153.808     -0.0931137    4.95616e-05   -1.23558e-08   -1.39261e-12    1.26925e-15   -1.66673e-19
   16             11         4         9        1099.76        167.983     -0.0876457    3.89439e-05    -8.2443e-09   -7.49884e-13    6.12389e-16    -7.0199e-20
   16             12         4        10         1235.8         176.19     -0.0925239     4.1835e-05   -8.84189e-09   -8.49784e-13    6.68963e-16   -7.64167e-20
   16             13         5        11        2360.35        227.204      -0.074706    8.29856e-06    7.31617e-09   -1.35093e-12   -1.07531e-15    2.93347e-19
   17              0         1         1        29.3637         19.561     -0.0722331    0.000118658   -7.07619e-08   -1.77226e-11    3.52338e-14   -1.01033e-17
   17              1         1         2       -119.695        23.4064     -0.0519623    5.14126e-05   -1.84629e-08   -3.65303e-12    4.16471e-15   -7.76789e-19
   17              2         1         3        261.218        22.3639     -0.0348857    2.33381e-05   -4.77637e-09   -1.44001e-12    7.35814e-16   -7.90402e-20
   17              3         2         3        401.954          49.89     -0.0474609    2.67329e-05   -6.28921e-09   -8.61862e-13    6.93865e-16   -9.15972e-20
   17              4         2         4        609.901        54.7689     -0.0450593     2.1916e-05   -4.58732e-09   -3.52171e-13    3.03321e-16   -3.46526e-20
   17              5         2         6         790.74         64.858     -0.0471838    2.14317e-05   -4.16616e-09   -4.03831e-13    2.84477e-16   -3.07947e-20
   17              6         3         6        1149.42        101.858     -0.0545908    1.97773e-05   -3.03923e-09    -4.3508e-13    2.22974e-16   -2.23196e-20
   17              7         3         7        997.299        110.702     -0.0607851    2.44039e-05   -4.55012e-09    -4.2521e-13    3.00481e-16   -3.19931e-20
   17              8         3         8         1028.9        118.286     -0.0641018    2.57814e-05   -4.93945e-09   -3.98371e-13    3.19407e-16   -3.55013e-20
   17              9         3         9        733.728         127.95     -0.0748646      3.459e-05   -7.53286e-09   -6.65511e-13    5.78925e-16   -6.87745e-20
   17             10         4         7        861.354        157.729     -0.0795473    2.98774e-05   -2.89925e-09   -1.68499e-12    3.68801e-16    4.82957e-21
   17             11         4         9        1097.45        174.845     -0.0839299    3.61726e-05   -7.86673e-09   -9.11366e-13    7.59124e-16   -9.79306e-20
   17             12         4        10        1311.76        182.159      -0.085096    3.59036e-05   -7.74128e-09   -7.19266e-13    6.49388e-16    -8.1858e-20
   17             13         5        11        3528.17        231.075     -0.0625086    2.77558e-06    5.47623e-09   -4.65891e-13   -6.83247e-16    1.47968e-19
   18              0         1         1        83.2964        10.2083     -0.0381989    6.22688e-05    -3.7312e-08   -6.62047e-12     1.5186e-14   -4.19125e-18
   18              1         1         2        13.5218        12.7527     -0.0310184    3.31207e-05   -1.28334e-08    -2.2229e-12    2.83998e-15   -5.39677e-19
   18              2         1         3        330.584        11.1348      -0.018019    1.24765e-05   -2.70674e-09   -7.68473e-13    4.27632e-16   -4.97232e-20
   18              3         2         3        485.071        27.1016     -0.0293575    1.80306e-05   -4.51658e-09   -5.61862e-13    4.91368e-16   -6.61927e-20  
   18              4         2         4        665.357        29.5011     -0.0271885    1.41842e-05   -3.13325e-09   -1.89911e-13    1.92568e-16   -2.21028e-20
   18              5         2         6        585.421        36.7231     -0.0322567    1.68601e-05   -3.70553e-09   -2.94825e-13    2.55473e-16   -2.92267e-20
   18              6         3         6        757.655        59.5895     -0.0423462    1.99667e-05   -4.19037e-09   -2.93438e-13    2.63439e-16   -2.96366e-20
   18              7         3         7        972.407        62.6762      -0.042041    1.90994e-05    -3.7883e-09   -3.91022e-13    2.80306e-16   -3.13474e-20
   18              8         3         8        836.767        67.7763     -0.0457896    2.11804e-05    -4.2985e-09   -3.93222e-13    2.96828e-16   -3.26496e-20
   18              9         3         9         1374.1        67.8761     -0.0407833    1.69057e-05   -3.01696e-09   -3.73885e-13    2.23336e-16   -2.32599e-20
   18             10         4         7        966.632        90.3876     -0.0576886    2.88908e-05    -6.5881e-09   -1.21675e-12    9.46373e-16   -1.34898e-19
   18             11         4         9        925.618        101.227     -0.0613089    2.90507e-05    -6.2939e-09   -7.35088e-13    5.74192e-16   -7.04588e-20
   18             12         4        10        906.795        107.125     -0.0661421    3.24209e-05   -7.28966e-09   -6.02098e-13    5.42613e-16   -6.41183e-20
   18             13         5        10        2659.53        124.299     -0.0421417     2.0479e-06    5.49797e-09   -5.36809e-13   -9.68544e-16    2.46169e-19
   18             14         5        11        1842.37        133.501     -0.0475509    3.97626e-06    5.28594e-09   -6.10537e-13   -8.03198e-16    1.89088e-19
   18             15         5        12        5683.14        124.175      -0.028876   -5.50451e-06    4.86301e-09    5.51986e-13   -7.97892e-16    1.27211e-19
   19              0         1         1        599.452        2.10325    -0.00467758     3.9843e-06    7.67701e-10   -1.24944e-12   -6.75564e-16    4.82348e-19
   19              1         1         2        160.099        10.5224     -0.0280686    3.28416e-05   -1.37106e-08   -2.82377e-12    3.75959e-15    -7.8131e-19
   19              2         1         3        242.911        11.2102     -0.0222557    1.98615e-05   -6.31344e-09   -1.34525e-12    1.28497e-15   -2.16001e-19
   19              3         2         3        616.549        24.3691     -0.0289371    1.94081e-05   -5.27667e-09   -7.16196e-13    6.81267e-16   -1.00218e-19
   19              4         2         4        667.175        27.6179     -0.0291817    1.72326e-05   -4.19078e-09   -2.90759e-13    3.04847e-16   -3.73045e-20   
   19              5         2         6        457.811          35.64     -0.0371751    2.27047e-05    -5.8517e-09   -3.78027e-13    4.54603e-16   -5.87082e-20
   19              6         3         6        989.896        54.6044     -0.0425055    2.11319e-05   -4.28884e-09   -6.14774e-13    3.98679e-16   -4.54787e-20
   19              7         3         7        789.529        61.1851     -0.0508461    2.79961e-05   -6.76615e-09   -4.01169e-13    4.66293e-16   -5.68521e-20
   19              8         3         8        898.489        64.2324     -0.0516802    2.82167e-05   -6.72602e-09   -5.43359e-13    5.28944e-16   -6.48671e-20
   19              9         3         9        979.817        68.0733     -0.0563093     3.2748e-05   -8.22052e-09   -9.05964e-13    8.33048e-16   -1.10314e-19
   19             10         4         7        599.641         89.807     -0.0737232    4.34609e-05   -9.11937e-09   -3.37658e-12    1.85217e-15   -2.12917e-19
   19             11         4         9        1100.89        96.1014     -0.0691656    3.78488e-05   -9.40621e-09   -1.18798e-12    1.11586e-15   -1.59737e-19
   19             12         4        10        1330.15        99.6792     -0.0696557    3.84566e-05   -9.86273e-09   -1.01966e-12    1.05446e-15   -1.48107e-19
   19             13         5        11        3062.29        122.166     -0.0480587    4.44153e-06    5.86948e-09    -8.5612e-13   -9.86144e-16    2.67585e-19
   20              0         1         1        234.813        8.84688     -0.0341958    5.57631e-05   -3.24949e-08   -6.65143e-12    1.35579e-14   -3.65843e-18
   20              1         1         2        101.278        12.5121     -0.0327166    3.68091e-05   -1.43263e-08   -4.00913e-12    4.53095e-15   -9.28009e-19
   20              2         1         3        382.643        11.2469     -0.0207001    1.65921e-05   -4.54778e-09   -1.04075e-12    8.08567e-16   -1.19641e-19
   20              3         2         3        563.586        27.0718     -0.0315347    2.01432e-05   -5.15557e-09   -6.04007e-13    5.41294e-16   -7.21595e-20
   20              4         2         4        712.651        29.3863     -0.0293959    1.62762e-05   -3.74605e-09   -2.50777e-13    2.50919e-16   -2.95489e-20
   20              5         2         6        849.386        35.1979     -0.0321138    1.72132e-05   -3.88423e-09   -2.92893e-13    2.68603e-16   -3.11356e-20
   20              6         3         6        1095.16        57.8174     -0.0425151    1.99108e-05   -3.88482e-09   -4.25417e-13    2.79415e-16   -2.95378e-20
   20              7         3         7        1099.41        62.3711     -0.0450947    2.13412e-05   -4.36347e-09   -3.80804e-13    2.93632e-16   -3.21575e-20
   20              8         3         8        1216.58        65.6481     -0.0458337     2.1494e-05   -4.39819e-09   -4.24721e-13    3.22563e-16   -3.63733e-20
   20              9         3         9        1213.24        70.0465     -0.0489386    2.30252e-05   -4.65207e-09   -4.86548e-13    3.46905e-16   -3.82382e-20
   20             10         4         7        1237.47        88.3485     -0.0574483     2.7687e-05   -5.79814e-09   -1.13722e-12    7.69749e-16   -9.99104e-20
   20             11         4         9        1399.46        98.4214     -0.0594378    2.61834e-05   -5.18917e-09   -4.96396e-13    3.69329e-16   -4.12294e-20
   20             12         4        10        1570.39        102.181     -0.0595626    2.56146e-05   -4.90332e-09   -4.99282e-13    3.42878e-16   -3.68288e-20
   20             13         5        10       -1991.28        149.513     -0.0954113    4.65456e-05   -8.97284e-09   -2.57792e-12    1.50773e-15   -1.95512e-19
   20             14         5        11       -3020.12        158.469      -0.100536     4.8059e-05   -8.78622e-09   -2.51695e-12    1.34698e-15   -1.60697e-19
   20             15         5        12        5867.41        122.647      -0.034488    9.14505e-07    2.66707e-09   -1.78864e-13   -2.50749e-16    4.72295e-20
   20             16         5        13        12083.4        108.377     -0.0158312   -5.67988e-06    1.93556e-09    4.35647e-13   -2.06099e-16    1.66713e-20
   20             17         6        12          20851        98.7015      0.0134649   -9.07699e-06   -3.11413e-09      7.496e-13    6.65244e-16   -1.71878e-19
   20             18         6        13        32547.4        89.9627       0.012889   -6.04203e-06    -2.2317e-09    3.06819e-13    3.42552e-16   -6.76506e-20
   20             19         6        14        86434.2        43.4749      0.0128212    1.42571e-06   -7.26753e-10   -4.65117e-13    -8.8196e-17    5.95251e-20
   21              0         1         1        217.618        8.48156     -0.0262546    3.52092e-05   -1.71589e-08   -2.57941e-12    4.69413e-15   -1.05396e-18
   21              1         1         2        217.156        10.9172     -0.0228612    2.12594e-05   -7.07025e-09   -1.29347e-12    1.33426e-15   -2.24328e-19
   21              2         1         3        430.311        10.7916     -0.0162917    1.10617e-05   -2.68457e-09   -4.04785e-13    2.99299e-16   -3.79343e-20
   21              3         2         3        785.419        25.0194       -0.02304     1.2006e-05   -2.55394e-09   -2.68041e-13    2.03535e-16   -2.38085e-20
   21              4         2         4        830.753        28.5349     -0.0249885    1.28052e-05   -2.77838e-09   -1.91645e-13     1.7725e-16   -2.01918e-20
   21              5         2         6        775.878        35.6287     -0.0303161    1.58827e-05   -3.55368e-09   -2.45298e-13    2.32959e-16   -2.67421e-20
   21              6         3         6        1152.48        56.5306     -0.0374308    1.67128e-05   -3.23103e-09   -2.95453e-13    2.07456e-16    -2.1679e-20
   21              7         3         7        1197.75        61.2862     -0.0415904    1.99631e-05   -4.34159e-09    -2.6887e-13    2.68477e-16   -3.06763e-20
   21              8         3         8        1455.35        63.6112     -0.0401896    1.81287e-05    -3.6777e-09   -3.39002e-13    2.64653e-16   -3.01781e-20
   21              9         3         9        1533.83        67.3047     -0.0422482    1.88344e-05    -3.6773e-09   -3.05167e-13    2.24037e-16   -2.32834e-20
   21             10         4         7        1293.37        87.9819     -0.0561969    2.93403e-05   -7.12481e-09   -1.03278e-12    8.95073e-16   -1.26021e-19
   21             11         4         9        1703.87        95.8734     -0.0535868     2.3347e-05   -4.70308e-09   -4.60933e-13    3.59238e-16    -4.2083e-20
   21             12         4        10        1595.79        102.165     -0.0596779    2.79898e-05   -6.09562e-09   -5.22524e-13    4.58754e-16   -5.45465e-20
   21             13         5        10         2741.3        122.923     -0.0438851    4.97377e-06    3.57005e-09   -5.58328e-13   -4.21256e-16    9.69964e-20
   21             14         5        11        4675.92        120.845     -0.0361604    2.12409e-06    2.82061e-09   -2.45769e-13   -2.84998e-16    5.51343e-20
   21             15         5        12        7816.73        116.652     -0.0283057   -4.20964e-07    2.33627e-09   -4.18905e-14   -2.19403e-16    3.58103e-20
   22              0         1         1       -115.713        12.6163     -0.0442281    6.61024e-05   -3.56052e-08   -7.13464e-12    1.32483e-14   -3.34325e-18
   22              1         1         2        122.421        12.1676     -0.0283855    2.90231e-05   -1.07328e-08   -1.81244e-12    2.19502e-15   -3.99113e-19
   22              2         1         3        325.926        11.7396      -0.019999    1.55013e-05   -4.37916e-09   -7.87698e-13    7.00871e-16   -1.08113e-19
   22              3         2         3        791.987        24.8668     -0.0240201    1.27472e-05   -2.69307e-09   -2.59257e-13    1.90426e-16   -2.07024e-20
   22              4         2         4        804.438        28.6452     -0.0265737    1.40672e-05   -3.06082e-09   -2.29693e-13    1.97515e-16   -2.19035e-20
   22              5         2         6        859.078         35.065      -0.030654     1.6287e-05     -3.687e-09   -2.62079e-13    2.51438e-16   -2.94722e-20
   22              6         3         6        1095.97        56.7717     -0.0401304    1.90322e-05   -3.95039e-09   -3.72719e-13     2.9435e-16   -3.40367e-20
   22              7         3         7        1384.74        60.1693     -0.0418671    2.04149e-05   -4.54061e-09   -2.57547e-13    2.81843e-16   -3.29661e-20
   22              8         3         8        1290.09        64.5669     -0.0441614    2.12021e-05   -4.53243e-09   -3.41662e-13    3.03917e-16   -3.49274e-20
   22              9         3         9        1210.42        69.5316     -0.0492862    2.47619e-05   -5.62778e-09   -2.97546e-13    3.46579e-16   -4.09877e-20
   22             10         4         7        1466.06         85.896     -0.0523142    2.37037e-05   -4.86489e-09   -5.44172e-13    4.15522e-16   -5.04087e-20
   22             11         4         9        2872.19        86.3793     -0.0347805    6.12598e-06    9.79763e-10   -2.63204e-13   -7.66199e-17    1.67996e-20
   22             12         4        10        2339.78        96.3497     -0.0502531    1.94563e-05   -3.21259e-09   -4.14681e-13    2.22973e-16    -2.1951e-20
   22             13         5        10       -2085.69        153.491      -0.117913    7.60073e-05    -1.9248e-08   -7.29388e-12    5.36863e-15   -8.65826e-19
   22             14         5        11        1881.24        131.399     -0.0519652    5.90832e-06    6.18502e-09   -9.25203e-13   -1.05978e-15    2.74076e-19
   22             15         5        12        6639.41        118.225     -0.0298942   -2.13677e-06    3.65795e-09     5.5176e-14   -4.97591e-16    9.25314e-20   
   23              0         1         1        168.897        8.40465     -0.0313385    5.12286e-05   -3.09249e-08   -4.66597e-12    1.17126e-14    -3.2124e-18
   23              1         1         2        133.762        11.2354     -0.0281868    3.11232e-05   -1.23657e-08   -2.35204e-12    2.99277e-15   -5.83395e-19
   23              2         1         3        326.191        10.9441       -0.01968     1.5924e-05   -4.69953e-09   -7.44721e-13    7.09626e-16   -1.09422e-19
   23              3         2         3        577.205        25.8051     -0.0293063    1.85415e-05   -4.79585e-09   -4.93539e-13    4.78197e-16   -6.41901e-20
   23              4         2         4        721.969         27.882     -0.0267304    1.43828e-05   -3.21515e-09   -2.12301e-13    2.03719e-16   -2.31805e-20
   23              5         2         6        754.865        34.1921     -0.0305926    1.60835e-05   -3.57759e-09   -2.31111e-13    2.25495e-16   -2.57961e-20
   23              6         3         6        896.153        56.9203      -0.043243    2.14296e-05   -4.63392e-09   -2.94801e-13    2.80234e-16   -3.13215e-20
   23              7         3         7        816.665        61.8672      -0.047313    2.42472e-05   -5.51224e-09    -2.8639e-13     3.2791e-16   -3.78993e-20
   23              8         3         8        1045.18        64.6102     -0.0470402    2.35267e-05   -5.34933e-09   -2.63905e-13    3.20763e-16   -3.78246e-20
   23              9         3         9        1260.23        67.9193     -0.0491212    2.45457e-05   -5.39419e-09   -4.07888e-13    3.68144e-16   -4.23357e-20
   23             10         4         7        922.716        87.3299     -0.0589076     2.9113e-05   -6.52658e-09   -6.12468e-13    5.43933e-16   -6.79377e-20
   23             11         4         9        1416.79        95.6464     -0.0597234    2.75301e-05   -5.72132e-09   -4.38117e-13    3.73607e-16   -4.20929e-20
   23             12         4        10        1328.86        101.448      -0.064783    3.15803e-05   -7.13163e-09   -4.95015e-13    5.06094e-16   -6.15808e-20
   23             13         5        10         327.92        137.017     -0.0836023    4.03652e-05   -7.53193e-09   -2.60079e-12    1.46773e-15   -1.91917e-19
   23             14         5        11        482.118        139.354     -0.0759554    3.08508e-05   -4.28741e-09   -1.63102e-12    6.81525e-16   -7.06122e-20
   23             15         5        12        4773.12        124.292      -0.041562    3.08454e-06    3.72355e-09   -3.95389e-13   -4.34585e-16    9.11471e-20
   23             16         5        13          11244        108.721     -0.0224022   -2.20331e-06    2.06495e-09    1.09524e-13   -1.94626e-16    2.53163e-20
   23             17         6        12        17084.1        101.639      0.0110521   -9.83173e-06   -2.71102e-09    8.22007e-13    5.70528e-16   -1.47212e-19
   23             18         6        13        24808.1        100.478     0.00775511   -8.09867e-06   -1.81026e-09    6.33407e-13    3.66833e-16   -9.58572e-20
   23             19         6        14        49374.6        75.4463       0.012142   -4.05727e-06   -1.77953e-09    1.52755e-13    2.45815e-16   -4.40745e-20
   24              0         1         1        876.889        1.09935     -0.0030144    3.01194e-06    3.43269e-10   -8.75987e-13   -3.87386e-16    2.94709e-19
