* Fitting the markers with func = [0]/x + pol6
*TeleNo     ParticleNo       Z         A          a0             a1             a2           a3             a4             a5             a6             a7
   34              8         4         9      -0.910187        30.6967      -0.633187      0.0049268    7.01926e-05   -8.04195e-07   -1.89523e-08    2.35358e-10
   34              9         4        10       -1.17387        32.0749      -0.634679      0.0047572     6.5885e-05   -6.98395e-07   -1.75327e-08    2.10956e-10
   34             10         5        11      -0.330413        42.7225      -0.610341     0.00267856     5.6636e-05   -3.48267e-07   -1.17437e-08    1.16596e-10
   35              0         1         1       0.443195         1.6809      -0.187418     -0.0277411     0.00191378    0.000726545    5.46607e-05    -1.4597e-05
   35              1         1         2       0.931648        1.97804      -0.130331     -0.0199876     0.00055017    0.000263995    1.78983e-05   -3.17443e-06
   35              2         1         3      0.0345783        3.84031       -0.59422      0.0241319     0.00410675   -0.000196222   -4.65841e-05    3.31965e-06
   35              3         2         4       0.231677        9.72895      -0.614753      0.0149863    0.000395389   -1.35287e-05   -7.21062e-07    2.23778e-08
   35              4         2         6        0.19934        11.3562      -0.601357      0.0128213    0.000280501   -8.98458e-06   -3.81861e-07    1.07739e-08
   35              5         3         6      -0.750076         18.791      -0.600287     0.00631346    0.000137742   -1.75438e-06   -6.45038e-08    9.63294e-10
   35              6         3         7     -0.0323619        20.0516      -0.647308     0.00882928    8.86969e-05   -1.98404e-06   -4.36656e-08    7.36603e-10
   35              7         4         7        1.08452         26.687      -0.515355     0.00209433    6.58451e-05   -1.73552e-07   -1.24199e-08    8.72484e-11
   35              8         4         9       0.104737        30.6601      -0.589281      0.0039111    5.23087e-05   -4.45785e-07   -1.14176e-08    1.19095e-10
   35              9         4        10       0.182359        32.1252      -0.605633     0.00415476    5.30058e-05   -4.97707e-07   -1.20508e-08    1.32588e-10
   35             10         5        11     -0.0187968        42.8758      -0.582644     0.00227769    5.14092e-05   -3.12585e-07   -1.03627e-08    1.07584e-10
   36              0         1         1       0.334217        1.97813      -0.249957     -0.0367126     0.00250037     0.00103967    8.50684e-05   -2.27007e-05
   36              1         1         2       0.613316        2.22128      -0.166108     -0.0204484     0.00072437    0.000273396    1.79726e-05   -2.99992e-06
   36              2         1         3       0.613316        2.22128      -0.166108     -0.0204484     0.00072437    0.000273396    1.79726e-05   -2.99992e-06
   36              3         1         3         1.1728        2.34576      -0.105281      -0.018066    0.000228447    0.000171918    1.18221e-05   -1.51745e-06
   36              3         2         4       0.554039        9.33397      -0.594055      0.0151815    0.000392345   -1.51705e-05   -7.60801e-07    2.54241e-08
   36              4         2         6         2.1316        10.1595       -0.46297     0.00569685    0.000319344   -3.90377e-06   -3.60992e-07    7.50941e-09
   36              5         3         7         1.3853        18.9754      -0.573145     0.00648436    0.000100113   -1.56546e-06   -4.44194e-08    6.83562e-10
   36              6         4         9        0.97813        29.7634      -0.576688     0.00343872    6.54559e-05    -4.7264e-07   -1.51471e-08    1.58612e-10
   36              7         4        10        2.53966        30.6201      -0.562277     0.00326513    6.14835e-05    -4.6525e-07   -1.39289e-08    1.51084e-10
   36              8         5        11         1.4055         42.007      -0.606876     0.00291911    6.31914e-05   -5.02352e-07   -1.49079e-08     1.6664e-10
   37              0         1         1       0.827491        1.36811       -0.10044     -0.0225719    0.000577604    0.000465954    4.22432e-05   -9.11126e-06
   37              1         1         2       0.643769        2.24721      -0.172122     -0.0222021    0.000873868    0.000308293    1.87157e-05    -3.6448e-06
   37              2         1         3       0.878359        2.60033      -0.134814     -0.0214671    0.000304097    0.000209082    1.38743e-05    -1.9248e-06
   37              3         2         4       0.487855        9.35797      -0.550409      0.0115729    0.000347859   -9.52147e-06   -5.42441e-07    1.52959e-08
   37              4         2         6       0.509986         11.269      -0.623252      0.0149466     0.00032257   -1.26208e-05   -5.22467e-07    1.62955e-08
   37              5         3         6       0.400469         18.575      -0.625034     0.00853881    8.43523e-05    -1.8524e-06   -3.99979e-08    6.61146e-10
   37              5         3         6      -0.237818        18.8789      -0.623433     0.00806463    8.14162e-05   -1.60916e-06   -3.40643e-08    5.29909e-10
   37              6         3         7       0.995398        19.4108      -0.583063     0.00699611    6.44336e-05   -1.25525e-06   -2.45844e-08    3.82841e-10
   37              7         4         7      -0.542567        28.2366      -0.677413     0.00662579     5.9735e-05     -9.684e-07   -1.75475e-08    2.37699e-10
   37              8         4         9       0.272775        30.5536      -0.609686     0.00453771    5.26135e-05   -5.56414e-07   -1.25185e-08    1.43954e-10
   37              9         4        10       0.682634        31.9007       -0.62592     0.00507948    4.89526e-05   -6.43381e-07   -1.23748e-08    1.54391e-10
   37             10         5        10       0.377106        40.9962      -0.566032     0.00162539    5.11563e-05   -1.11687e-07   -8.43978e-09    6.02344e-11
   37             11         5        11       0.674518        42.6639      -0.586333     0.00233909    4.67702e-05   -2.37297e-07   -8.48493e-09    7.73123e-11
   37             12         5        12        1.20973        43.9269      -0.586217     0.00220091     5.3321e-05   -2.69589e-07   -1.07986e-08    1.01893e-10
   37             13         6        12       0.772692        54.1011      -0.547941     0.00033689    4.48557e-05    3.83766e-08   -5.72597e-09    2.06033e-11
   37             14         6        13       0.527183        55.8473      -0.534591   -0.000296541    4.09782e-05    2.33122e-07    -2.8385e-09   -3.70852e-11
   37             15         6        14         0.3529        57.6705      -0.563228    0.000273341    5.15478e-05     3.9093e-08   -7.19134e-09    2.61131e-11
   38              0         1         1        0.70005        1.44069      -0.116376     -0.0224056    0.000677893    0.000450542    3.93304e-05   -8.46261e-06
   38              1         1         2       0.596888        2.22777      -0.164007     -0.0177755    0.000664205    0.000216868    1.27411e-05   -2.31407e-06
   38              2         1         3       0.621769        2.79112      -0.179965     -0.0160948    0.000658693    0.000162488    7.81492e-06   -1.39214e-06
   38              3         2         4       0.193681        9.82667      -0.613117      0.0147135    0.000348208    -1.1925e-05   -5.90029e-07    1.80812e-08
   38              4         2         6       0.019958        11.7899      -0.660873      0.0151658    0.000306083   -1.04472e-05    -4.2553e-07    1.19761e-08
   38              5         3         6       0.588094        18.6471      -0.603625     0.00778583    7.60955e-05   -1.57268e-06   -3.36941e-08    5.39965e-10
   38              6         3         7       0.697648        19.8859      -0.608927     0.00775089    6.88817e-05   -1.44818e-06   -2.99556e-08    4.72187e-10
   38              7         3         8         1.5624        20.6377      -0.579866     0.00656092    7.14821e-05   -1.23682e-06   -2.74602e-08    4.10232e-10
   38              8         4         7       0.643096        28.3668      -0.633301     0.00506895    5.55435e-05   -5.60153e-07   -1.27745e-08    1.37169e-10
   38              9         4         9       0.161494        31.0142      -0.598925     0.00401973    5.21209e-05   -4.41907e-07   -1.12401e-08    1.15369e-10
   38             10         4        10       0.218683         32.482      -0.625045     0.00479097    5.02969e-05   -5.96289e-07   -1.23359e-08     1.5113e-10
   38             11         5        11       0.818426        43.3599      -0.577931     0.00178753    4.91617e-05   -1.08078e-07   -7.56234e-09    4.45962e-11
