*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.0807641 	0.001000	0.0807641 	0.001000	0.0658809 	0.001000	0.0658809 	0.001000	0         	0.001000	0         	0.001000	0.000188486	0.001000	0.000297155	0.001000	0.00014242
0.002000	0.164617  	0.002000	0.161528  	0.002000	0.131762  	0.002000	0.131762  	0.002000	0.0154394 	0.002000	0.0154394 	0.002000	0.000551978	0.002000	0.000840686	0.002000	0.000433021
0.005000	0.335363  	0.005000	0.325985  	0.005000	0.259653  	0.005000	0.259653  	0.005000	0.0170373 	0.005000	0.0170373 	0.005000	0.00147263	0.005000	0.0022062 	0.005000	0.00117426
0.008000	0.45451   	0.008000	0.440744  	0.008000	0.34678   	0.008000	0.34678   	0.008000	0.0170613 	0.008000	0.0170613 	0.008000	0.00221588	0.008000	0.00329228	0.008000	0.00178084
0.010000	0.520147  	0.010000	0.503963  	0.010000	0.394436  	0.010000	0.394436  	0.010000	0.0171297 	0.010000	0.0171297 	0.010000	0.00266847	0.010000	0.00394946	0.010000	0.00215226
0.015000	0.651742  	0.015000	0.630711  	0.015000	0.493472  	0.015000	0.493472  	0.015000	0.017413  	0.015000	0.017413  	0.015000	0.00373593	0.015000	0.00549066	0.015000	0.00303249
0.020000	0.753661  	0.020000	0.728876  	0.020000	0.575134  	0.020000	0.575134  	0.020000	0.0177415 	0.020000	0.0177415 	0.020000	0.00475755	0.020000	0.00695708	0.020000	0.00387905
0.025000	0.838532  	0.025000	0.810622  	0.025000	0.646042  	0.025000	0.646042  	0.025000	0.0180611 	0.025000	0.0180611 	0.025000	0.00576528	0.025000	0.00839703	0.025000	0.0047172
0.030000	0.912408  	0.030000	0.881776  	0.030000	0.70986   	0.030000	0.70986   	0.030000	0.0183632 	0.030000	0.0183632 	0.030000	0.00677801	0.030000	0.00983816	0.030000	0.00556233
0.035000	0.978684  	0.035000	0.945611  	0.035000	0.768887  	0.035000	0.768887  	0.035000	0.0186516 	0.035000	0.0186516 	0.035000	0.00780621	0.035000	0.0112954 	0.035000	0.0064231
0.040000	1.03947   	0.040000	1.00416   	0.040000	0.824316  	0.040000	0.824316  	0.040000	0.0189275 	0.040000	0.0189275 	0.040000	0.00885519	0.040000	0.0127766 	0.040000	0.00730382
0.045000	1.09617   	0.045000	1.05877   	0.045000	0.876961  	0.045000	0.876961  	0.045000	0.0191928 	0.045000	0.0191928 	0.045000	0.00993085	0.045000	0.01429   	0.045000	0.0082094
0.050000	1.14977   	0.050000	1.1104    	0.050000	0.927409  	0.050000	0.927409  	0.050000	0.0194494 	0.050000	0.0194979 	0.050000	0.0110303 	0.050000	0.0158318 	0.050000	0.00913724
0.055000	1.20099   	0.055000	1.15973   	0.055000	0.976099  	0.055000	0.976099  	0.055000	0.0196993 	0.055000	0.0198144 	0.055000	0.0121587 	0.055000	0.0174091 	0.055000	0.0100918
0.060000	1.25036   	0.060000	1.20728   	0.060000	1.02337   	0.060000	1.02337   	0.060000	0.019944  	0.060000	0.0201161 	0.060000	0.013316  	0.060000	0.019022  	0.060000	0.0110731
0.070000	1.34511   	0.070000	1.29854   	0.070000	1.11469   	0.070000	1.11469   	0.070000	0.0204241 	0.070000	0.0206887 	0.070000	0.0157192 	0.070000	0.0223564 	0.070000	0.013117
0.080000	1.43636   	0.080000	1.38643   	0.080000	1.20295   	0.080000	1.20295   	0.080000	0.0208991 	0.080000	0.0212356 	0.080000	0.0181392 	0.080000	0.0256984 	0.080000	0.0151821
0.090000	1.5256    	0.090000	1.47238   	0.090000	1.28924   	0.090000	1.28924   	0.090000	0.0213765 	0.090000	0.0217701 	0.090000	0.0203512 	0.090000	0.0287409 	0.090000	0.0170745
0.100000	1.61378   	0.100000	1.55732   	0.100000	1.37434   	0.100000	1.37434   	0.100000	0.021862  	0.100000	0.0223012 	0.100000	0.0223852 	0.100000	0.0315259 	0.100000	0.01882
0.120000	1.78944   	0.120000	1.72651   	0.120000	1.54308   	0.120000	1.54308   	0.120000	0.022874  	0.120000	0.0233774 	0.120000	0.0261312 	0.120000	0.0366232 	0.120000	0.0220473
0.140000	1.96645   	0.140000	1.897     	0.140000	1.71219   	0.140000	1.71219   	0.140000	0.0239609 	0.140000	0.0244985 	0.140000	0.0295297 	0.140000	0.0412105 	0.140000	0.0249898
0.160000	2.14629   	0.160000	2.07021   	0.160000	1.88341   	0.160000	1.88341   	0.160000	0.0251384 	0.160000	0.0256835 	0.160000	0.0326105 	0.160000	0.0449331 	0.160000	0.0276699
0.180000	2.32967   	0.180000	2.24683   	0.180000	2.05779   	0.180000	2.05779   	0.180000	0.0264156 	0.180000	0.0269426 	0.180000	0.0353831 	0.180000	0.0481999 	0.180000	0.0300927
0.200000	2.51695   	0.200000	2.42722   	0.200000	2.23595   	0.200000	2.23595   	0.200000	0.0277973 	0.200000	0.0282808 	0.200000	0.0378551 	0.200000	0.0510713 	0.200000	0.0322622
0.250000	3.00333   	0.250000	2.89569   	0.250000	2.69995   	0.250000	2.69995   	0.250000	0.0317137 	0.250000	0.0319778 	0.250000	0.044037  	0.250000	0.0582529 	0.250000	0.0377102
0.300000	3.51675   	0.300000	3.3902    	0.300000	3.19233   	0.300000	3.19233   	0.300000	0.0362696 	0.300000	0.036157  	0.300000	0.0498782 	0.300000	0.0649701 	0.300000	0.0428912
0.350000	4.05815   	0.350000	3.91165   	0.350000	3.71388   	0.350000	3.71388   	0.350000	0.0414244 	0.350000	0.0407803 	0.350000	0.0551001 	0.350000	0.0709108 	0.350000	0.0475552
0.400000	4.62829   	0.400000	4.4608    	0.400000	4.26485   	0.400000	4.26485   	0.400000	0.0471389 	0.400000	0.045811  	0.400000	0.0603242 	0.400000	0.0768401 	0.400000	0.0522418
0.450000	5.22778   	0.450000	5.0382    	0.450000	4.84525   	0.450000	4.84525   	0.450000	0.0533813 	0.450000	0.0512195 	0.450000	0.0653674 	0.450000	0.0825128 	0.450000	0.0567871
0.500000	5.85704   	0.500000	5.64428   	0.500000	5.45504   	0.500000	5.45504   	0.500000	0.060127  	0.500000	0.056982  	0.500000	0.0703238 	0.500000	0.088088  	0.500000	0.0612744
0.600000	7.20575   	0.600000	6.94331   	0.600000	6.7623    	0.600000	6.7623    	0.600000	0.075054  	0.600000	0.069495  	0.600000	0.0799475 	0.600000	0.0988215 	0.600000	0.070039
0.700000	8.67493   	0.700000	8.35838   	0.700000	8.18518   	0.700000	8.18518   	0.700000	0.0917999 	0.700000	0.0832276 	0.700000	0.0894232 	0.700000	0.109327  	0.700000	0.0787295
0.800000	10.2637   	0.800000	9.88861   	0.800000	9.72175   	0.800000	9.72175   	0.800000	0.110274  	0.800000	0.098084  	0.800000	0.0989562 	0.800000	0.119844  	0.800000	0.0875236
0.900000	11.9703   	0.900000	11.5324   	0.900000	11.3699   	0.900000	11.3699   	0.900000	0.130401  	0.900000	0.113986  	0.900000	0.108579  	0.900000	0.1304    	0.900000	0.0964451
1.000000	13.7929   	1.000000	13.2878   	1.000000	13.1273   	1.000000	13.1273   	1.000000	0.152121  	1.000000	0.130871  	1.000000	0.11843   	1.000000	0.141185  	1.000000	0.105619
1.250000	18.8434   	1.250000	18.1523   	1.250000	17.9862   	1.250000	17.9862   	1.250000	0.213078  	1.250000	0.177602  	1.250000	0.144257  	1.250000	0.169253  	1.250000	0.129809
1.500000	24.5769   	1.500000	23.6747   	1.500000	23.4881   	1.500000	23.4881   	1.500000	0.283126  	1.500000	0.232761  	1.500000	0.172265  	1.500000	0.19946   	1.500000	0.156202
1.750000	30.9701   	1.750000	29.8323   	1.750000	29.6116   	1.750000	29.6116   	1.750000	0.361917  	1.750000	0.29493   	1.750000	0.202775  	1.750000	0.232091  	1.750000	0.185061
2.000000	38.0039   	2.000000	36.6071   	2.000000	36.3398   	2.000000	36.3398   	2.000000	0.449227  	2.000000	0.362975  	2.000000	0.235904  	2.000000	0.267245  	2.000000	0.21648
2.250000	45.6628   	2.250000	43.9839   	2.250000	43.6592   	2.250000	43.6592   	2.250000	0.544898  	2.250000	0.436289  	2.250000	0.271688  	2.250000	0.304969  	2.250000	0.250486
2.500000	53.9355   	2.500000	51.9501   	2.500000	51.5582   	2.500000	51.5582   	2.500000	0.6488    	2.500000	0.514521  	2.500000	0.310201  	2.500000	0.345266  	2.500000	0.287132
3.000000	71.8599   	3.000000	69.607    	3.000000	69.0553   	3.000000	69.0553   	3.000000	0.880846  	3.000000	0.684877  	3.000000	0.39528   	3.000000	0.433487  	3.000000	0.368219
3.500000	91.9952   	3.500000	89.4996   	3.500000	88.7607   	3.500000	88.7607   	3.500000	1.14452   	3.500000	0.872669  	3.500000	0.486017  	3.500000	0.531643  	3.500000	0.455078
4.000000	114.285   	4.000000	111.561   	4.000000	110.613   	4.000000	110.613   	4.000000	1.43901   	4.000000	1.07689   	4.000000	0.586589  	4.000000	0.638697  	4.000000	0.551437
4.500000	138.682   	4.500000	135.733   	4.500000	134.56    	4.500000	134.56    	4.500000	1.76358   	4.500000	1.29683   	4.500000	0.698944  	4.500000	0.75072   	4.500000	0.659047
