*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.0521966 	0.001000	0.0521966 	0.001000	0.0422237 	0.001000	0.0422237 	0.001000	0         	0.001000	0         	0.001000	9.40195e-05	0.001000	0.000152454	0.001000	6.95605e-05
0.002000	0.106138  	0.002000	0.104393  	0.002000	0.0844474 	0.002000	0.0844474 	0.002000	0.00664021	0.002000	0.00664021	0.002000	0.000275323	0.002000	0.000431271	0.002000	0.000212232
0.005000	0.244292  	0.005000	0.238078  	0.005000	0.191133  	0.005000	0.191133  	0.005000	0.00783351	0.005000	0.00783351	0.005000	0.000940113	0.005000	0.00142449	0.005000	0.000750131
0.008000	0.362881  	0.008000	0.352832  	0.008000	0.282314  	0.008000	0.282314  	0.008000	0.00788293	0.008000	0.00788293	0.008000	0.00168272	0.008000	0.0025069 	0.008000	0.00136424
0.010000	0.435037  	0.010000	0.422654  	0.010000	0.33783   	0.010000	0.33783   	0.010000	0.00805656	0.010000	0.00805656	0.010000	0.00220243	0.010000	0.00325559	0.010000	0.00179816
0.015000	0.598442  	0.015000	0.580773  	0.015000	0.464024  	0.015000	0.464024  	0.015000	0.00895187	0.015000	0.00895187	0.015000	0.00355439	0.015000	0.00518276	0.015000	0.00293626
0.020000	0.733737  	0.020000	0.711692  	0.020000	0.572464  	0.020000	0.572464  	0.020000	0.0100061 	0.020000	0.0100061 	0.020000	0.00487672	0.020000	0.007055  	0.020000	0.00405505
0.025000	0.846233  	0.025000	0.820549  	0.025000	0.666338  	0.025000	0.666338  	0.025000	0.0109423 	0.025000	0.0109423 	0.025000	0.00612586	0.025000	0.00881803	0.025000	0.00511442
0.030000	0.942867  	0.030000	0.914057  	0.030000	0.749912  	0.030000	0.749912  	0.030000	0.0117471 	0.030000	0.0117471 	0.030000	0.00731767	0.030000	0.0104952 	0.030000	0.00612738
0.035000	1.02817   	0.035000	0.996605  	0.035000	0.82616   	0.035000	0.82616   	0.035000	0.0124498 	0.035000	0.0124498 	0.035000	0.00847217	0.035000	0.0121151 	0.035000	0.00711084
0.040000	1.1051    	0.040000	1.07105   	0.040000	0.89671   	0.040000	0.89671   	0.040000	0.0130688 	0.040000	0.0130688 	0.040000	0.00959979	0.040000	0.0136932 	0.040000	0.00807323
0.045000	1.1757    	0.045000	1.13936   	0.045000	0.962745  	0.045000	0.962745  	0.045000	0.0136213 	0.045000	0.0136213 	0.045000	0.0107092 	0.045000	0.0152422 	0.045000	0.00902177
0.050000	1.24143   	0.050000	1.20296   	0.050000	1.02515   	0.050000	1.02515   	0.050000	0.0141211 	0.050000	0.0140222 	0.050000	0.0118068 	0.050000	0.0167711 	0.050000	0.00996171
0.055000	1.30344   	0.055000	1.26297   	0.055000	1.08459   	0.055000	1.08459   	0.055000	0.0145793 	0.055000	0.0143332 	0.055000	0.0128985 	0.055000	0.0182886 	0.055000	0.0108981
0.060000	1.36253   	0.060000	1.32015   	0.060000	1.14159   	0.060000	1.14159   	0.060000	0.0150043 	0.060000	0.0146208 	0.060000	0.0139889 	0.060000	0.019801  	0.060000	0.0118348
0.070000	1.47416   	0.070000	1.42816   	0.070000	1.2499    	0.070000	1.2499    	0.070000	0.0157803 	0.070000	0.0151452 	0.070000	0.0160107 	0.070000	0.0225994 	0.070000	0.0135743
0.080000	1.57966   	0.080000	1.53025   	0.080000	1.35256   	0.080000	1.35256   	0.080000	0.0164875 	0.080000	0.015624  	0.080000	0.0177211 	0.080000	0.0249628 	0.080000	0.0150476
