*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
38.000000	0.0736813 	38.000000	0.0722468 	38.000000	0.0706419 	38.000000	0.0706594 	38.000000	0.0722153 	38.000000	3.14704e-05
41.000000	0.06933   	41.000000	0.0680101 	41.000000	0.0665735 	41.000000	0.0665677 	41.000000	0.0679807 	41.000000	2.9377e-05
44.000000	0.0655298 	44.000000	0.0643062 	44.000000	0.0630036 	44.000000	0.0629867 	44.000000	0.0642786 	44.000000	2.75553e-05
47.000000	0.0621805 	47.000000	0.0610393 	47.000000	0.0598546 	47.000000	0.0598248 	47.000000	0.0610134 	47.000000	2.59549e-05
50.000000	0.0592049 	50.000000	0.0581356 	50.000000	0.0570571 	50.000000	0.0570112 	50.000000	0.0581111 	50.000000	2.45374e-05
55.000000	0.0549177 	55.000000	0.0539509 	55.000000	0.0530072 	55.000000	0.0529503 	55.000000	0.0539284 	55.000000	2.25024e-05
60.000000	0.0512971 	60.000000	0.0504167 	60.000000	0.0495787 	60.000000	0.0495145 	60.000000	0.0503959 	60.000000	2.0791e-05
65.000000	0.0481961 	65.000000	0.0473908 	65.000000	0.0466427 	65.000000	0.0465677 	65.000000	0.0473715 	65.000000	1.93307e-05
70.000000	0.0455083 	70.000000	0.0447698 	70.000000	0.0440875 	70.000000	0.044011  	70.000000	0.0447517 	70.000000	1.80695e-05
75.000000	0.0431547 	75.000000	0.0424766 	75.000000	0.0418561 	75.000000	0.0417708 	75.000000	0.0424596 	75.000000	1.69688e-05
80.000000	0.0410754 	80.000000	0.0404528 	80.000000	0.0398784 	80.000000	0.0397908 	80.000000	0.0404368 	80.000000	1.59994e-05
85.000000	0.0392242 	85.000000	0.0386529 	85.000000	0.0381166 	85.000000	0.0380278 	85.000000	0.0386378 	85.000000	1.51388e-05
90.000000	0.0375646 	90.000000	0.0370415 	90.000000	0.0365373 	90.000000	0.0364474 	90.000000	0.0370272 	90.000000	1.43694e-05
95.000000	0.0360678 	95.000000	0.0355901 	95.000000	0.035113  	95.000000	0.0350224 	95.000000	0.0355765 	95.000000	1.36774e-05
100.000000	0.0347103 	100.000000	0.0342758 	100.000000	0.0338219 	100.000000	0.0337306 	100.000000	0.0342628 	100.000000	1.30515e-05
105.000000	0.0334733 	105.000000	0.0330799 	105.000000	0.0326458 	105.000000	0.0325541 	105.000000	0.0330674 	105.000000	1.24825e-05
110.000000	0.0323409 	110.000000	0.0319869 	110.000000	0.0315698 	110.000000	0.0314779 	110.000000	0.0319749 	110.000000	1.19628e-05
115.000000	0.0313001 	115.000000	0.0309839 	115.000000	0.0305823 	115.000000	0.0304896 	115.000000	0.0309724 	115.000000	1.14864e-05
120.000000	0.0303399 	120.000000	0.0300603 	120.000000	0.0296697 	120.000000	0.0295788 	120.000000	0.0300492 	120.000000	1.10478e-05
125.000000	0.0294512 	125.000000	0.0292068 	125.000000	0.0288248 	125.000000	0.0287367 	125.000000	0.0291961 	125.000000	1.06428e-05
130.000000	0.0286259 	130.000000	0.0284157 	130.000000	0.0280442 	130.000000	0.0279556 	130.000000	0.0284054 	130.000000	1.02675e-05
135.000000	0.0278575 	135.000000	0.0276803 	135.000000	0.027318  	135.000000	0.0272292 	135.000000	0.0276704 	135.000000	9.91882e-06
140.000000	0.02714   	140.000000	0.026995  	140.000000	0.0266407 	140.000000	0.0265519 	140.000000	0.0269854 	140.000000	9.59392e-06
145.000000	0.0264685 	145.000000	0.0263547 	145.000000	0.0260077 	145.000000	0.0259189 	145.000000	0.0263454 	145.000000	9.29042e-06
150.000000	0.0258385 	150.000000	0.0257552 	150.000000	0.0254146 	150.000000	0.0253259 	150.000000	0.0257462 	150.000000	9.00627e-06
155.000000	0.0249514 	155.000000	0.0251926 	155.000000	0.0248583 	155.000000	0.0247692 	155.000000	0.0251838 	155.000000	8.73963e-06
160.000000	0.0244315 	160.000000	0.0246636 	160.000000	0.024334  	160.000000	0.0242456 	160.000000	0.0246551 	160.000000	8.48893e-06
165.000000	0.0239412 	165.000000	0.0241653 	165.000000	0.0238384 	165.000000	0.0237523 	165.000000	0.024157  	165.000000	8.25275e-06
170.000000	0.023478  	170.000000	0.0236951 	170.000000	0.0233717 	170.000000	0.0232867 	170.000000	0.023687  	170.000000	8.02985e-06
175.000000	0.0230398 	175.000000	0.0232506 	175.000000	0.0229318 	175.000000	0.0228465 	175.000000	0.0232428 	175.000000	7.81914e-06
180.000000	0.0226245 	180.000000	0.0228298 	180.000000	0.0225149 	180.000000	0.0224297 	180.000000	0.0228222 	180.000000	7.61961e-06
185.000000	0.0222303 	185.000000	0.0224309 	185.000000	0.0221196 	185.000000	0.0220344 	185.000000	0.0224234 	185.000000	7.4304e-06
190.000000	0.0218557 	190.000000	0.0220521 	190.000000	0.0217445 	190.000000	0.0216592 	190.000000	0.0220448 	190.000000	7.25072e-06
195.000000	0.0214992 	195.000000	0.021692  	195.000000	0.0213868 	195.000000	0.0213024 	195.000000	0.0216849 	195.000000	7.07985e-06
200.000000	0.0211595 	200.000000	0.0213493 	200.000000	0.0210454 	200.000000	0.0209628 	200.000000	0.0213424 	200.000000	6.91715e-06
210.000000	0.020526  	210.000000	0.0207111 	210.000000	0.0204122 	210.000000	0.0203304 	210.000000	0.0207045 	210.000000	6.614e-06
220.000000	0.019947  	220.000000	0.0201289 	220.000000	0.0198352 	220.000000	0.0197536 	220.000000	0.0201226 	220.000000	6.33724e-06
230.000000	0.0194157 	230.000000	0.0195958 	230.000000	0.0193071 	230.000000	0.0192254 	230.000000	0.0195898 	230.000000	6.08354e-06
240.000000	0.0189264 	240.000000	0.0191058 	240.000000	0.0188197 	240.000000	0.01874   	240.000000	0.0191    	240.000000	5.85008e-06
250.000000	0.0184743 	250.000000	0.0186539 	250.000000	0.018371  	250.000000	0.0182926 	250.000000	0.0186483 	250.000000	5.63452e-06
260.000000	0.0180553 	260.000000	0.0182359 	260.000000	0.0179573 	260.000000	0.0178788 	260.000000	0.0182305 	260.000000	5.43484e-06
270.000000	0.0176659 	270.000000	0.0178481 	270.000000	0.0175733 	270.000000	0.017495  	270.000000	0.0178428 	270.000000	5.24934e-06
280.000000	0.017303  	280.000000	0.0174874 	280.000000	0.017216  	280.000000	0.0171382 	280.000000	0.0174823 	280.000000	5.07653e-06
290.000000	0.0169641 	290.000000	0.017151  	290.000000	0.016882  	290.000000	0.0168058 	290.000000	0.0171461 	290.000000	4.91514e-06
300.000000	0.0166468 	300.000000	0.0168367 	300.000000	0.0165706 	300.000000	0.0164952 	300.000000	0.016832  	300.000000	4.76407e-06
310.000000	0.0163492 	310.000000	0.0165424 	310.000000	0.01628   	310.000000	0.0162045 	310.000000	0.0165378 	310.000000	4.62233e-06
320.000000	0.0160694 	320.000000	0.0162662 	320.000000	0.0160074 	320.000000	0.015932  	320.000000	0.0162617 	320.000000	4.48909e-06
330.000000	0.015806  	330.000000	0.0160066 	330.000000	0.0157501 	330.000000	0.0156759 	330.000000	0.0160022 	330.000000	4.36359e-06
340.000000	0.0155576 	340.000000	0.0157621 	340.000000	0.0155078 	340.000000	0.0154349 	340.000000	0.0157578 	340.000000	4.24516e-06
350.000000	0.0153229 	350.000000	0.0155315 	350.000000	0.0152804 	350.000000	0.0152078 	350.000000	0.0155273 	350.000000	4.13323e-06
360.000000	0.0151009 	360.000000	0.0153136 	360.000000	0.0150662 	360.000000	0.0149933 	360.000000	0.0153096 	360.000000	4.02725e-06
370.000000	0.0148905 	370.000000	0.0151075 	370.000000	0.0148633 	370.000000	0.0147906 	370.000000	0.0151036 	370.000000	3.92677e-06
380.000000	0.0146909 	380.000000	0.0149123 	380.000000	0.0146705 	380.000000	0.0145988 	380.000000	0.0149085 	380.000000	3.83136e-06
390.000000	0.0145014 	390.000000	0.0147272 	390.000000	0.0144875 	390.000000	0.0144169 	390.000000	0.0147234 	390.000000	3.74064e-06
400.000000	0.0143211 	400.000000	0.0145513 	400.000000	0.0143145 	400.000000	0.0142443 	400.000000	0.0145477 	400.000000	3.65427e-06
410.000000	0.0141495 	410.000000	0.0143841 	410.000000	0.0141506 	410.000000	0.0140804 	410.000000	0.0143806 	410.000000	3.57195e-06
420.000000	0.0139859 	420.000000	0.014225  	420.000000	0.0139948 	420.000000	0.0139244 	420.000000	0.0142215 	420.000000	3.49338e-06
430.000000	0.0138299 	430.000000	0.0140734 	430.000000	0.0138461 	430.000000	0.013776  	430.000000	0.01407   	430.000000	3.41832e-06
440.000000	0.0136809 	440.000000	0.0139288 	440.000000	0.0137037 	440.000000	0.0136345 	440.000000	0.0139255 	440.000000	3.34653e-06
450.000000	0.0135385 	450.000000	0.0137908 	450.000000	0.0135678 	450.000000	0.0134995 	450.000000	0.0137875 	450.000000	3.2778e-06
460.000000	0.0134023 	460.000000	0.013659  	460.000000	0.0134387 	460.000000	0.0133707 	460.000000	0.0136557 	460.000000	3.21194e-06
470.000000	0.0132718 	470.000000	0.0135329 	470.000000	0.0133156 	470.000000	0.0132476 	470.000000	0.0135297 	470.000000	3.14877e-06
480.000000	0.0131469 	480.000000	0.0134122 	480.000000	0.0131976 	480.000000	0.0131298 	480.000000	0.0134091 	480.000000	3.08813e-06
490.000000	0.0130271 	490.000000	0.0132966 	490.000000	0.0130841 	490.000000	0.0130171 	490.000000	0.0132936 	490.000000	3.02986e-06
500.000000	0.0129121 	500.000000	0.0131858 	500.000000	0.0129754 	500.000000	0.0129092 	500.000000	0.0131828 	500.000000	2.97382e-06
520.000000	0.0126957 	520.000000	0.0129776 	520.000000	0.0127724 	520.000000	0.0127066 	520.000000	0.0129747 	520.000000	2.86796e-06
