#TeleNo     ParticleNo              Z              A      X(i),Y(i)       ***         X(20),Y(20)
#TeleNo     ParticleNo              Z              A      X(i),Y(i)       ***         X(20),Y(20)
#TeleNo     ParticleNo              Z              A      X(i),Y(i)       ***         X(20),Y(20)
0    0    1    1   2.97733   5.60706   3.30095   5.37507   3.67851   5.16629   4.00213    5.0039   4.32575   4.84151   4.64937   4.67912   4.86512   4.51673   5.24268   4.33115   5.67418   4.16876   5.67418   4.16876   6.53717   3.86718    7.0226   3.72799   7.61591    3.5192   8.15528   3.35681   2.76158   5.79265   8.10135   3.35681    7.4541    3.5192   6.91473   3.70479   5.94386   4.07596   8.64072   3.19442

0    1    1    2   3.40882   6.72058   3.89426    6.4886   4.48756   6.23342   5.13481   6.02463   5.67418   5.79265   6.26749   5.60706   6.96867   5.42147   7.56198   5.25908   8.26316   5.07349   9.44977   4.88791   10.2588   4.67912   11.3376   4.53993   12.4702   4.33115   13.3332   4.16876   14.2502   4.07596   15.0592   3.98317   15.9762   3.93677   16.8931   3.82078     17.81   3.72799   18.7269   3.61199

0    2    1    3   2.97733   8.04289   4.05607   7.46293   3.57063   7.71811   4.64937   7.16135   5.40449   6.88297    5.9978   6.65099   6.86079     6.419   7.83166   6.16382   8.64072   5.95503   9.77339   5.76945     10.96   5.53746   12.2006   5.35188   13.6569   5.16629   15.0053   5.07349   16.2458   4.88791   17.4325   4.72552   18.5112   4.60953   19.6439   4.47034   20.7226   4.37754   22.3947   4.23835

0    3    2    3   3.83798   17.2692   5.07912    16.688   5.93836   15.9906   7.37045   15.4094   8.99347    14.712    10.521   14.1695    12.335   13.5883   14.5309   12.9296   16.9177   12.3872    19.018   11.7673   21.3094   11.2248   23.7916   10.7211   26.2739   10.2561   28.7562   9.79119   31.2385   9.40373   33.7207    9.1325    36.394   8.70629   39.0672   8.51256   40.6902   8.16384   43.1725   7.81513

0    4    2    4   7.88337    17.392   9.35102   16.7735   11.1332   15.9342   13.0201   15.4041   14.2781   14.9181   16.1651   14.5206   17.7376   13.9021   19.9391   13.2395   22.5599   12.7094    24.342   12.1792   26.6483   11.7375   29.7933   11.1632   32.6238   10.5447   35.3494   10.2355   38.4943   9.83793   42.1635   9.39617   44.7843   9.08694   47.6147   8.82189   50.0259   8.38013    56.211   7.93838

0    5    2    6   18.0896   17.5684   20.5992   16.6018   22.9081   16.0035   25.3174   15.4972    28.329   14.8528   31.2402   14.1624   33.9506   13.6561   36.4602   13.2419   39.6726   12.6895   42.8849   12.1833   46.2981   11.6309   49.7112   11.3548   53.0239   10.8025   56.4371   10.4342   58.8463   10.1581    61.356   9.92795   63.5645   9.78987   65.1707   9.55974   66.9776   9.37563   68.8849   9.37563

0    6    3    6   2.77461   47.6388   6.43344   44.5252   10.0923   42.2897   13.2937    40.214   17.5624   37.9785   21.0687   36.2221   25.6423   33.9867   30.8256   31.5915   34.9418   29.9948   39.3629   28.2384   45.4609   26.2425   50.9492   24.6457   57.0472   22.6498   64.5173   20.8934   70.4629   19.3765   75.9512   18.0192    81.287   17.0612   87.2325   16.0233     95.16   14.9854   104.917   13.6282

0    7    3    7   3.68932   50.5129   5.51873   48.8364    7.5006   46.7606   11.4643   45.0042   14.5134   42.8486   19.0869   40.5333   25.3374   37.3398   31.4354   34.5455   38.7531   31.5915   45.6134   29.3561   52.1688   27.2005    57.257   25.6763   64.8754   23.8461   72.3246   22.0921   80.9589   20.1857   89.2545    18.508   97.2116   17.0591   106.354   15.6864   115.496   14.7713   118.543   14.5425

0    8    3    8   6.11415   51.2861   10.0472   49.1081   12.5501   47.1915   17.0195    44.578   21.6677    42.313    27.031   39.4381   31.8579   37.4344   37.5788    34.908   45.8025    31.946   53.3111   29.4196   61.5348   27.1545   68.8646   25.4993   76.7307   23.5827   83.5242   22.2759   91.0328   20.7949   98.3627   19.4882   105.156   18.3557   109.318   17.8415    114.53   17.0826   120.918   16.2478

0    9    3    9   11.0224   51.1507   14.0057   49.1617    17.617    46.878   21.6994    44.668   26.2528   42.4579   31.2772   40.1742   35.9876   38.1852   41.0121   36.1225   45.5655   34.6492   49.9619   33.2495   56.0855   31.2605    61.581   29.7135   66.9194   28.0928    73.514   26.6195   80.5797   24.9988   86.2322   23.9674   92.8268   22.9361   99.2644   21.7574   105.545   20.5787   117.007   18.8844

0   10    4    7   21.1302    59.961   24.2892   57.8387   28.5012   55.6154   32.3622   53.8973   37.9782   51.1687   43.9452   48.1369   52.0183    45.105   56.9323   43.0838   62.1973   41.2647   67.4623   39.4456   72.7273   37.8286   79.3963   36.1106   86.7673   34.2915   93.7873   32.4724   103.264   30.7543   113.794   28.7331   120.814   27.6214   129.238   26.0045   140.119   24.6907   157.318   22.5684

0   11    4    9   12.0042   73.8064   16.5672   70.5724   21.4812   67.7427   26.0442    64.913   29.7685   62.5837    34.273   60.7012   38.5523   58.5679   42.1559   56.6855   45.9847    54.803   50.7144   52.7952   56.1198   50.5363   64.0027   47.7754   72.1108   45.2655    81.345   42.5047   89.2279   40.4968    100.94   37.6104   117.832   34.0966   134.723   31.0848   151.841   28.8259   175.039    26.065

0   12    4   10   11.7505   78.0194   14.8122   75.5589   20.0772    72.165   25.6932   68.6769   33.0642   64.6231   42.1902   60.0036   52.3693   55.7613   62.5483   51.6132   73.4293   48.0308   85.0123   44.5426   99.4033   40.7716   112.039   37.9434   125.377   35.3037   139.417   33.0411   150.298   31.2499   158.722   30.1186   167.497    28.893   173.815   28.0446   181.186   27.5732   187.855   26.7247

