* Fitting the markers with func = [0]/x + pol6
* TeleNo     ParticleNo       Z         A          a0             a1             a2           a3             a4             a5             a6             a7
   23             19         6        14         -25388        213.034     -0.0641484   -2.33083e-07    5.09949e-09   -3.20875e-14   -4.32021e-16     6.1814e-20
   24              0         1         1        773.422        2.38711    -0.00847568     1.2762e-05   -6.70169e-09   -5.79268e-13    1.53419e-15   -3.44854e-19
   24              1         1         2        194.336        11.5547     -0.0305009    3.48863e-05    -1.3498e-08   -4.51303e-12    4.85581e-15   -1.00384e-18
   24              2         1         3        437.404        10.6969     -0.0196937    1.56237e-05   -3.99385e-09   -1.20143e-12    8.26301e-16   -1.19841e-19
   24              3         2         3        732.953        24.8152     -0.0271637    1.58869e-05   -3.73425e-09    -2.9145e-13    2.69228e-16   -3.15767e-20
   24              4         2         4        1054.08         26.584     -0.0261952    1.45882e-05   -3.33594e-09   -2.86564e-13    2.51338e-16   -2.97392e-20
   24              5         2         6        1066.87        33.2284      -0.030974    1.69588e-05   -3.89884e-09   -2.92813e-13    2.78375e-16   -3.31636e-20
   24              6         3         6        1310.38        55.4121     -0.0431175    2.16462e-05   -4.71663e-09   -3.85846e-13    3.37381e-16   -3.93468e-20
   24              7         3         7        1471.98        58.9662      -0.044495     2.2258e-05   -4.91342e-09   -3.41315e-13    3.27351e-16   -3.80929e-20
   24              8         3         8        1240.55         65.107     -0.0519765    2.78906e-05   -6.53249e-09   -4.62639e-13    4.64535e-16   -5.53494e-20
   24              9         3         9        1597.19        65.8905     -0.0480326     2.3884e-05   -5.27866e-09    -3.5993e-13    3.48784e-16   -4.03504e-20
   24             10         4         7        1723.96        83.3459     -0.0534849    2.31619e-05   -4.02764e-09   -6.35016e-13     3.3706e-16   -3.40383e-20
   24             11         4         9        1754.67        94.4364     -0.0613888    2.89562e-05   -6.16761e-09   -4.91389e-13    4.26472e-16   -4.88098e-20
   24             12         4        10        2166.58        97.3814     -0.0604428    2.71506e-05   -5.33235e-09   -5.16747e-13    3.64094e-16   -3.85927e-20
   24             13         5        10         2429.4        125.658      -0.066307    2.60537e-05   -4.28227e-09   -6.56406e-13    3.33167e-16   -3.26126e-20
   24             14         5        11        2395.74        130.886     -0.0676845    2.65304e-05   -4.49549e-09   -6.25444e-13    3.46866e-16   -3.57136e-20
   24             15         5        12         3373.5        131.042     -0.0593134    1.85711e-05   -1.97971e-09   -6.26274e-13    2.17348e-16   -1.87163e-20
   25              0         1         1         134.89        8.91756     -0.0301627    4.44328e-05   -2.40481e-08    -3.3763e-12    7.43538e-15   -1.83271e-18
   25              1         1         2        305.585        9.90557     -0.0230591    2.36274e-05   -8.21594e-09   -2.30537e-12    2.23654e-15    -4.0715e-19
   25              2         1         3        414.352        10.4381     -0.0173052    1.28225e-05   -3.35922e-09   -6.22669e-13    4.87962e-16   -6.87488e-20
   25              3         2         3        713.749        24.7336     -0.0248673     1.3785e-05   -3.11862e-09   -2.47766e-13    2.18649e-16   -2.51286e-20
   25              4         2         4        752.399        28.0333     -0.0258913    1.34442e-05   -2.85592e-09   -2.36376e-13     1.8937e-16   -2.07425e-20
   25              5         2         6        954.985        33.6577     -0.0290696    1.49388e-05   -3.21354e-09   -2.39231e-13    2.06329e-16   -2.29962e-20
   25              6         3         6        1074.87        56.4082     -0.0417524    2.05767e-05   -4.43211e-09   -3.25371e-13    2.88146e-16   -3.23509e-20
   25              7         3         7        1023.15        61.2706     -0.0450302    2.23558e-05   -4.96367e-09   -2.61199e-13     2.9255e-16    -3.3764e-20
   25              8         3         8        1146.98        64.8169     -0.0469392    2.32544e-05   -4.99307e-09   -3.95968e-13    3.33069e-16   -3.71206e-20
   25              9         3         9         1231.9        68.0607     -0.0484773    2.46159e-05   -5.64862e-09   -3.65675e-13    3.83306e-16   -4.56419e-20
   25             10         4         7        861.551         88.861     -0.0604846    2.95402e-05   -6.36419e-09   -4.66318e-13    4.08251e-16   -4.53148e-20
   25             11         4         9        1818.67        92.8576     -0.0526431    2.18764e-05   -3.95927e-09   -4.61541e-13    2.79358e-16    -2.8407e-20
   25             12         4        10        1873.71        97.9895     -0.0559743    2.42872e-05   -4.80464e-09   -4.15638e-13    3.17372e-16   -3.43912e-20
   25             13         5        10        707.655        132.089     -0.0675717    2.55558e-05   -3.99942e-09   -6.34535e-13    3.05782e-16   -2.88592e-20
   25             14         5        11        1289.81        134.068     -0.0626453    2.03905e-05   -1.95611e-09   -7.40232e-13    1.97746e-16   -1.14019e-20
   25             15         5        12       -244.915         144.92     -0.0747065    3.07321e-05   -5.91676e-09   -5.81176e-13      4.246e-16   -4.69429e-20
   26              0         1         1       -106.524        12.6748     -0.0456473    6.99702e-05   -3.87286e-08   -8.45563e-12    1.59139e-14   -4.19224e-18
   26              1         1         2        279.423        10.9355     -0.0260192    2.68679e-05   -9.48561e-09   -2.59915e-12    2.57341e-15   -4.71001e-19
   26              2         1         3        401.135         10.992     -0.0178846    1.27481e-05    -3.1812e-09   -5.43566e-13    4.00961e-16    -5.2752e-20
   26              3         2         3        856.513        24.7769     -0.0244397    1.30901e-05   -2.87092e-09   -2.23994e-13    1.93887e-16   -2.20128e-20
   26              4         2         4        738.712          29.59     -0.0287358    1.55967e-05   -3.48242e-09   -2.48137e-13    2.26807e-16   -2.56786e-20
   26              5         2         6        890.218        35.4592     -0.0314483    1.62035e-05   -3.42865e-09     -2.677e-13    2.15734e-16   -2.32343e-20
   26              6         3         6        1108.18        57.9046      -0.042247    2.01155e-05   -4.15916e-09   -3.38641e-13    2.76647e-16   -3.10733e-20
   26              7         3         7        1376.27        60.5148     -0.0408605      1.836e-05   -3.63196e-09   -2.68621e-13    2.15956e-16   -2.31843e-20
   26              8         3         8         1111.8        67.5661     -0.0505365    2.60902e-05   -6.00533e-09   -3.22375e-13    3.68207e-16   -4.29112e-20
   26              9         3         9        1506.93        69.4028     -0.0503959    2.64781e-05   -6.35015e-09   -3.52385e-13     4.2793e-16    -5.2383e-20
   26             10         4         7        1195.65        89.2638      -0.058183    2.73697e-05   -5.79654e-09   -4.47994e-13    3.89624e-16   -4.44461e-20
   26             11         4         9        1739.42        96.4207     -0.0556894    2.35795e-05   -4.52207e-09   -3.59682e-13    2.75335e-16   -2.95955e-20
   26             12         4        10        1914.38         100.65     -0.0579533    2.54027e-05   -5.05267e-09   -4.48769e-13    3.42318e-16   -3.75449e-20
   26             13         5        10       -883.839        143.759     -0.0831797    3.49122e-05   -5.33088e-09   -1.41939e-12    6.22134e-16   -6.23077e-20
   26             14         5        11        1309.39        138.504     -0.0683381    2.57448e-05   -3.87539e-09   -8.50781e-13    3.86849e-16   -3.84722e-20
   26             15         5        12        5204.25        124.565     -0.0380723    3.79201e-06    1.73961e-09   -2.27233e-13   -1.25092e-16     2.3015e-20
   27              0         1         1        393.009        1.61558    -0.00277402    1.50121e-06    3.03862e-10   -2.50712e-13    -1.1948e-16    5.68205e-20
   27              1         1         2        486.331         2.8843    -0.00359151    1.44057e-06    2.75868e-10   -1.63537e-13   -6.83376e-17    2.60322e-20
   27              2         1         3        628.786        3.46838    -0.00374063    1.39506e-06    1.99101e-10   -1.26936e-13   -4.29337e-17    1.54673e-20
   27              3         2         3        670.843         14.593     -0.0160357    9.46474e-06   -2.27096e-09   -1.66573e-13    1.66407e-16   -2.00641e-20
   27              4         2         4        692.452        17.1082     -0.0182937    1.09041e-05   -2.67099e-09   -1.73709e-13    1.88773e-16   -2.28199e-20
   27              5         2         6        744.479        21.4273     -0.0214518    1.21334e-05   -2.80266e-09   -2.03728e-13    1.89838e-16    -2.1749e-20
   27              6         3         6        1412.17        33.1333     -0.0249778    1.17746e-05   -2.32839e-09   -2.56039e-13    1.81524e-16   -2.08054e-20
   27              7         3         7        1152.78        38.0393     -0.0309432    1.58758e-05   -3.53079e-09   -1.97532e-13    2.13957e-16   -2.48145e-20
   27              8         3         8        1136.28        41.1939     -0.0343546    1.85163e-05   -4.35731e-09   -2.38746e-13    2.82604e-16   -3.39665e-20
   27              9         3         9        1372.75        42.5138     -0.0338076    1.77121e-05   -4.04138e-09   -2.35782e-13     2.5446e-16   -2.95211e-20
   27             10         4         7        1220.68        55.8272     -0.0405777    1.90848e-05   -3.73199e-09   -3.81692e-13    2.65204e-16   -2.89762e-20
   27             11         4         9        980.143        64.5888     -0.0493153    2.59709e-05   -6.02807e-09   -3.74239e-13    4.03713e-16   -4.81139e-20
   27             12         4        10        2691.81        57.7308     -0.0315991    1.13046e-05   -1.48155e-09   -2.86763e-13    1.11903e-16   -9.58615e-21
   27             13         5        10        1718.14        76.6418     -0.0295022    2.95977e-06    1.85972e-09   -2.17742e-13   -1.57266e-16    2.95181e-20
   27             14         5        11        3360.14        74.9328     -0.0257217    1.93927e-06    1.57404e-09   -1.41937e-13   -1.24762e-16    2.19617e-20
   28              0         1         1        426.658        1.57602    -0.00299645    1.66313e-06    5.93759e-10   -3.98893e-13   -2.75197e-16    1.35534e-19
   28              1         1         2        470.654        3.36281    -0.00502419    2.42349e-06    4.92611e-10   -3.81009e-13   -1.73004e-16    8.01087e-20
   28              2         1         3        512.574        4.55531    -0.00593324    2.57408e-06    4.86602e-10   -3.44121e-13   -1.45456e-16    6.21275e-20
   28              3         2         3        586.142        16.4021     -0.0191765    1.19023e-05   -3.01702e-09   -1.74949e-13    2.10562e-16   -2.58735e-20
   28              4         2         4        664.775        18.6675     -0.0199383    1.14153e-05   -2.61851e-09   -1.82855e-13    1.69174e-16   -1.89881e-20
   28              5         2         6         682.01        23.0944     -0.0230378    1.29322e-05   -3.05057e-09   -2.06892e-13    2.12316e-16   -2.53094e-20
   28              6         3         6        859.098        39.0838     -0.0324532    1.64576e-05   -3.47891e-09   -2.86424e-13    2.26734e-16   -2.45394e-20
   28              7         3         7        818.116        42.4472      -0.034549    1.72425e-05   -3.53339e-09   -3.22118e-13    2.32309e-16   -2.44307e-20
   28              8         3         8        1062.24        43.5875     -0.0324004    1.48068e-05   -2.75899e-09   -2.78686e-13    1.74115e-16   -1.73156e-20
   28              9         3         9        1547.87        43.6867     -0.0299747    1.28666e-05   -2.20045e-09   -2.71687e-13    1.41486e-16   -1.29096e-20
   28             10         4         7        665.431        62.2065      -0.046341    2.26486e-05   -4.87316e-09   -2.94326e-13    2.95538e-16   -3.39548e-20
   28             11         4         9        1453.09        64.5794     -0.0408928    1.81873e-05   -3.56931e-09   -5.06394e-13    3.40801e-16   -4.03728e-20
   28             12         4        10        1424.11        68.8416      -0.044041      1.908e-05   -3.29699e-09   -5.56516e-13    2.92492e-16    -3.0265e-20
   28             13         5        10        876.111        79.6631     -0.0240387   -4.96643e-07    2.01022e-09   -3.49496e-14    -1.8103e-16    2.99571e-20
   28             14         5        11        224.898         83.022     -0.0244272   -3.16593e-07    1.95592e-09   -1.65092e-14   -1.91374e-16    3.14059e-20
   29              0         1         1        521.715       0.811098   -0.000799163    -5.1836e-07     3.5667e-10    6.08321e-13    2.46389e-16   -4.28822e-19
   29              1         1         2        554.606        2.76868    -0.00400929    1.90352e-06    5.17995e-10   -3.56364e-13   -1.97136e-16    9.26764e-20
   29              2         1         3         594.87        4.01189    -0.00514664    2.16193e-06    6.03519e-10   -3.45701e-13   -1.87493e-16    7.81793e-20
   29              3         2         3        705.027        15.1896     -0.0178016    1.10723e-05   -2.76926e-09     -1.865e-13    2.00127e-16   -2.42598e-20
   29              4         2         4        984.873        15.9011     -0.0162259    9.40732e-06   -2.19796e-09   -2.59027e-13    2.07642e-16   -2.58438e-20
   29              5         2         6        966.868        20.6565     -0.0202784    1.12168e-05    -2.5648e-09   -2.52575e-13    2.13144e-16   -2.58408e-20
   29              6         3         6        968.994        37.4126     -0.0339152    1.90504e-05   -4.58564e-09   -3.14848e-13    3.33355e-16   -4.07467e-20
   29              7         3         7        1071.84        40.2236     -0.0357505    1.97328e-05   -4.54251e-09   -3.57538e-13    3.25981e-16   -3.80792e-20
   29              8         3         8        1267.12        41.9225     -0.0356077    1.90606e-05   -4.29491e-09   -2.94906e-13    2.77786e-16   -3.13448e-20
   29              9         3         9        1654.49        42.4909     -0.0342791     1.7833e-05   -3.90772e-09   -3.13862e-13    2.69526e-16   -3.05511e-20
   29             10         4         7        970.387        60.1499     -0.0523241    3.02798e-05   -7.26854e-09   -7.49663e-13    6.47263e-16   -8.02375e-20
   29             11         4         9        965.285        66.2571      -0.051921    2.74947e-05    -6.0099e-09   -7.38677e-13    5.45518e-16   -6.54404e-20
   29             12         4        10        724.874        71.7823     -0.0586874    3.20431e-05   -7.18342e-09   -7.90731e-13    6.19078e-16   -7.43953e-20
   29             13         5        11        9714.19        52.0972     0.00263761   -7.95408e-06   -1.52541e-09    1.16627e-12    6.51923e-16    -2.5506e-19
   30              0         1         1        286.008        2.03828    -0.00369581    2.10817e-06    7.86646e-10   -6.35953e-13   -4.62079e-16    2.77284e-19
   30              1         1         2        345.189         3.5319    -0.00499308    2.32722e-06    4.54712e-10    -3.4829e-13   -1.53331e-16    7.02276e-20
   30              2         1         3         258.69        6.25476     -0.0123664    1.24689e-05   -5.01974e-09   -6.23368e-13     1.0094e-15   -1.99083e-19
   30              3         2         3        364.426        16.6002     -0.0200483    1.29517e-05   -3.45964e-09   -1.31889e-13    2.23927e-16   -2.82215e-20
   30              4         2         4        403.786        18.8845     -0.0210393    1.28041e-05   -3.21118e-09    -1.4739e-13    2.00077e-16   -2.40716e-20
   30              5         2         6        373.251        23.8842      -0.025064     1.4827e-05    -3.6804e-09   -1.53746e-13    2.20128e-16   -2.63021e-20
   30              6         3         6        591.059        38.7707     -0.0335417    1.78872e-05   -3.99368e-09   -3.22588e-13    2.79686e-16   -3.20481e-20
   30              7         3         7        626.187        41.7235     -0.0358791    1.97691e-05   -4.75902e-09   -2.47673e-13    3.04818e-16   -3.65722e-20
   30              8         3         8        534.105        45.0516     -0.0384665     2.1113e-05   -5.09264e-09   -2.18005e-13    3.04903e-16   -3.64694e-20
   30              9         3         9        656.965        46.6478     -0.0379186    2.00619e-05   -4.64793e-09   -2.41049e-13    2.83127e-16   -3.31026e-20
   30             10         4         7        784.145        59.1101     -0.0444725    2.34104e-05   -5.62088e-09   -3.10701e-13    3.82724e-16   -4.72575e-20
   30             11         4         9        941.654        64.5708     -0.0436768    2.06188e-05   -4.28582e-09   -3.97497e-13    3.06491e-16   -3.40126e-20
   30             12         4        10        1676.81        63.9592     -0.0373968    1.46118e-05   -2.15351e-09   -4.33644e-13    1.80489e-16   -1.56156e-20
   30             13         5        10        424.802        80.3173     -0.0272828    4.40309e-08    2.67232e-09   -4.63022e-14   -2.81985e-16    4.61958e-20
   30             14         5        11       -3962.21        92.5644     -0.0340505    1.29493e-06    2.99161e-09   -1.28659e-13   -3.03257e-16    5.11011e-20  
   33              0         1         1        452.415        1.06277    -0.00194764    1.14952e-06    3.18769e-10   -2.54081e-13   -1.49313e-16     7.6119e-20
   33              1         1         2        533.745        2.40382    -0.00324783     1.4484e-06    2.96148e-10   -2.06662e-13   -8.96385e-17    3.92515e-20
   33              2         1         3        592.511        3.49196     -0.0044026    1.83445e-06    5.19529e-10   -3.01286e-13   -1.60484e-16    6.80939e-20
   33              3         2         3        852.891        13.1549     -0.0151593    9.49741e-06   -2.44977e-09   -1.22592e-13    1.66732e-16   -2.07975e-20
   33              4         2         4        690.836        16.9497     -0.0196413    1.22069e-05   -3.05854e-09   -2.15945e-13     2.3031e-16   -2.85563e-20
   33              5         2         6        876.876        20.1154     -0.0216764    1.32912e-05   -3.38703e-09   -1.71625e-13    2.24929e-16   -2.75054e-20
   33              6         3         6         1116.2        35.0616      -0.032875    1.85758e-05   -4.39297e-09   -2.76152e-13    2.90562e-16   -3.39487e-20
   33              7         3         7        1229.87        37.0153     -0.0331651    1.86136e-05   -4.44786e-09   -2.99739e-13    3.14838e-16   -3.78707e-20
   33              8         3         8        1354.05        39.2135     -0.0345875    1.93562e-05   -4.68788e-09   -2.37697e-13    3.00352e-16   -3.62131e-20
   33              9         3         9        1655.62          39.39     -0.0319639    1.67112e-05   -3.75304e-09   -2.59286e-13    2.52955e-16   -2.97228e-20
   33             10         4         7        1046.07        56.9287     -0.0503563    2.91044e-05   -7.40105e-09   -3.29022e-13    4.89849e-16    -6.1673e-20
   33             11         4         9        1128.58        63.4215     -0.0535147     2.9795e-05   -7.05912e-09   -5.00006e-13     5.0121e-16   -5.95332e-20
   33             12         4        10        1608.18        63.3531     -0.0481235    2.46417e-05   -5.46372e-09   -3.86844e-13    3.61669e-16    -4.1334e-20
   33             13         5        10        3224.66        70.7373     -0.0288218    3.47755e-06     1.6787e-09   -2.28569e-13   -1.41703e-16    2.71229e-20
   33             14         5        11        4359.76        70.2032     -0.0260804    2.81618e-06    1.42462e-09   -1.90307e-13   -1.09435e-16    2.09191e-20
   34              0         1         1        324.433        1.70135    -0.00281666    1.49127e-06    2.88008e-10   -2.34515e-13   -1.05277e-16    4.83355e-20
   34              1         1         2          390.2        3.13982    -0.00428933     1.9047e-06    3.66031e-10   -2.56613e-13   -1.12207e-16    4.76805e-20
   34              2         1         3        317.745        5.74107     -0.0109167    1.04371e-05   -3.97768e-09   -3.90865e-13    6.48433e-16   -1.18307e-19
   34              3         2         3        561.843         14.894     -0.0171871    1.06664e-05    -2.7015e-09   -1.63401e-13    1.91065e-16   -2.34359e-20
   34              4         2         4        473.259        18.2671     -0.0213015    1.37077e-05   -3.60113e-09   -2.48581e-13    2.86462e-16   -3.67213e-20
   34              5         2         6        632.127        21.5997     -0.0225516    1.33714e-05   -3.26541e-09   -2.37801e-13    2.44435e-16   -2.99273e-20
   34              6         3         6        753.601        37.1514     -0.0337313    1.91267e-05   -4.63783e-09   -3.21646e-13    3.40483e-16   -4.17546e-20
   34              7         3         7        830.229        39.4943     -0.0338853    1.82683e-05   -4.20802e-09   -3.13723e-13    3.00376e-16   -3.56924e-20
   34              8         3         8        895.677        41.9501     -0.0352434    1.87656e-05   -4.32724e-09   -2.18425e-13    2.58735e-16   -3.02188e-20
   34              9         3         9        847.455        45.0675     -0.0388393    2.16306e-05    -5.1843e-09   -2.54936e-13    3.16091e-16   -3.70373e-20
   34             10         4         7        719.701        58.8986     -0.0489534    2.73382e-05   -6.73745e-09   -3.18547e-13    4.36054e-16   -5.36673e-20
   34             11         4         9        546.231        66.6959     -0.0526045    2.79778e-05   -6.59122e-09   -3.36451e-13    4.17501e-16   -5.02883e-20
   34             12         4        10        1348.47         65.135     -0.0457455    2.22755e-05   -4.81055e-09   -3.25372e-13     3.1083e-16   -3.58067e-20
   34             13         5        10        2480.16        72.4571     -0.0241734    1.10703e-06    1.60153e-09   -9.27982e-14   -1.32215e-16    2.25403e-20
   34             14         5        11        3176.19        73.8657     -0.0241322    1.30668e-06    1.55407e-09   -1.19641e-13   -1.27485e-16    2.32656e-20
   35              0         1         1        505.691         1.0924    -0.00180762    8.70426e-07    3.02424e-10   -1.63766e-13    -1.0916e-16    4.69183e-20
   35              1         1         2        585.453        2.59186    -0.00333658    1.36984e-06    2.43063e-10    -1.4974e-13   -5.97181e-17    2.27138e-20
   35              2         1         3        627.229        3.76121     -0.0043374    1.70324e-06     2.6665e-10   -1.76234e-13   -6.44441e-17    2.46788e-20
   35              3         2         3        872.093        14.2935     -0.0152926    8.81767e-06   -2.04166e-09   -1.74047e-13    1.52495e-16   -1.78124e-20
   35              4         2         4        868.808         17.198     -0.0181696    1.06587e-05   -2.55834e-09   -1.89834e-13    1.86969e-16   -2.23347e-20
   35              5         2         6        1016.14        20.5436     -0.0189798    1.00372e-05   -2.18112e-09   -1.91086e-13    1.55065e-16   -1.75032e-20
   35              6         3         6        945.269        38.3052     -0.0335311    1.81024e-05   -4.21151e-09   -2.55663e-13    2.76071e-16    -3.2527e-20
   35              7         3         7        1124.71        40.0468     -0.0326082     1.6453e-05   -3.51063e-09   -2.71211e-13    2.30482e-16   -2.56375e-20
   35              8         3         8        1293.04        41.9835     -0.0333883    1.69313e-05   -3.65261e-09   -2.96485e-13    2.49819e-16   -2.80439e-20
   35              9         3         9        1220.97        45.2923     -0.0369558    1.93734e-05   -4.37318e-09   -2.74718e-13    2.78584e-16   -3.19545e-20
   35             10         4         7        1352.54        57.1725     -0.0415132    1.99325e-05   -4.06653e-09   -3.87471e-13    2.91294e-16    -3.2433e-20
   35             11         4         9        1624.12        63.1409     -0.0428895    1.97329e-05   -3.87313e-09   -4.52254e-13    3.05337e-16   -3.38001e-20
   35             12         4        10        1947.27        64.5388     -0.0410227    1.77671e-05   -3.28674e-09   -3.70078e-13    2.34857e-16   -2.45686e-20
   35             13         5        10        11961.5        47.8604   -0.000632882   -4.58573e-06   -3.38306e-10    4.35909e-13    1.51533e-16   -5.47932e-20
   35             14         5        11        13955.1        48.0294   -0.000578049   -4.16756e-06   -3.38503e-10    3.70226e-13    1.32581e-16   -4.52945e-20
