*SSDNum  CHNum    mean     sigma   mean+5sigma      Chi2      Xmin      Xmax
    0    0        73.7191  0.530621   76.3722   3382.72   68.8158   78.6372
    0    1         66.873  0.530942   69.5277   1581.63    63.302   72.0896
    0    2        76.7969  0.543899   79.5163   2295.05   70.8835   82.7726
    0    3        72.0988  0.534877   74.7731   406.972   67.6096   78.4649
    0    4        77.3801  0.538275   80.0715   2871.99   73.6404   83.1172
    0    5        80.3744  0.538994   83.0694   2945.32   76.2249   84.4956
    0    6        93.4278  0.540325   96.1294   3425.09   87.9417   97.5909
    0    7        81.3753  0.552183   84.1362   2441.44   77.2588   88.9756
    0    8         95.774  0.522542   98.3867   3276.37   90.8709   101.382
    0    9        75.6516  0.530578   78.3045   3649.34   70.7112   81.5664
    0   10         112.94  0.521708   115.548   592.286   108.274   116.717
    0   11        72.9109  0.524429   75.5331   1144.63   66.9204   78.6372
    0   12        54.1823  0.519761   56.7811   1906.69   50.5514   59.8559
    0   13        89.3165   0.53053   91.9692   2900.05   85.5294   96.3847
    0   14        81.1751  0.525443   83.8023   1236.76   75.1911   87.4248
    0   15        71.7131  0.530056   74.3634   3519.35    65.542   77.4311
    1    0        77.9651  0.562162   80.7759   1119.42   72.4342   85.5294
    1    1        80.8947  0.560866   83.6991    2096.9    75.708   87.2525
    1    2        79.5438  0.587485   82.4812    5939.4   72.2619   86.5633
    1    3         71.223  0.581631   74.1312   2606.56   65.3697   79.6711
    1    4        100.716  0.579241   103.612   3960.48   93.1109   107.068
    1    5        93.3083  0.574351   96.1801   4199.12   87.5971   100.692
    1    6        74.4493  0.584025   77.3694   5952.01   66.4035    81.911
    1    7        86.8137  0.579694   89.7122   2114.97   79.3264   93.9724
    1    8        97.1506  0.566729   99.9842   13026.5   91.7325   105.517
    1    9        73.0817  0.561286   75.8881   18691.2   66.9204   80.0157
    1   10        91.5829  0.589147   94.5286   9962.69   87.0802   98.2801
    1   11        95.7311  0.576915   98.6157   14530.8   88.9756   103.966
    1   12        75.7897  0.554771   78.5635   6910.26    69.505   80.5326
    1   13        80.1342  0.553394   82.9011   1898.21   74.5019   87.0802
    1   14        104.806  0.561346   107.612    4904.2   99.3139   111.375
    1   15        102.626  0.568543   105.469   5240.73   95.6955   108.446
    2    0        102.431  0.530496   105.084   3314.58   94.1447   110.686
    2    1        82.1717  0.524026   84.7918    2032.3   74.8465   89.1479
    2    2        92.2261  0.525988   94.8561   2530.82   84.6679   100.348
    2    3        63.6822  0.534339   66.3539      3549   58.1328   69.8496
    2    4        80.9523  0.522468   83.5646   290.281   74.8465   88.4586
    2    5        71.7731   0.52378    74.392   3200.73   65.8866   80.0157
    2    6        73.3796  0.539171   76.0755   3153.71   68.1266   81.7387
    2    7        73.0827  0.523791   75.7016   488.599    67.265   79.4987
    2    8        91.3753  0.507432   93.9125   8310.97   85.5294   97.2462
    2    9        74.5375   0.50995   77.0872   9526.63   68.9881   82.6003
    2   10         69.204   0.50799    71.744   1111.75   63.4743   77.2588
    2   11        87.4403  0.510979   89.9952    3266.7   80.3603   95.6955
    2   12        82.6899  0.509424    85.237   4526.74   75.8803   91.3878
    2   13        74.5563  0.509721   77.1049   4378.77   69.1604   83.4618
    2   14        109.057   0.49808   111.547   349.074   101.726   118.957
    2   15        61.7267  0.515912   64.3062   3753.03   56.0652   67.9543
    3    0         101.64  0.586035    104.57   2104.09   92.2494   111.548
    3    1        95.5378  0.591244    98.494   2186.67    88.114   104.655
    3    2        90.2878  0.606483   93.3202   1394.38   85.0125   98.1078
    3    3        78.5685  0.612569   81.6314   2297.91   70.7112    86.391
    3    4        78.9475   0.59409    81.918   474.642   73.2957   85.7018
    3    5        92.6112   0.67521   95.9872   652.841   84.6679   99.8308
    3    6        105.302  0.602441   108.314      1416   98.2801   112.926
    3    7        95.5089  0.665009   98.8339   1028.55   89.4925   103.622
    3    8        96.4552  0.810984    100.51   3817.15    88.631   104.655
    3    9        87.5482  0.580566    90.451   5609.89   81.3941    94.317
    3   10        104.368  0.609224   107.414   2078.56   96.9016   113.271
    3   11        100.064  0.591834   103.023   4837.33   92.4217   108.446
    3   12        108.088  0.566095   110.919   423.306   99.3139   119.991
    3   13        102.603    0.5446   105.326   3351.23   93.8001   110.169
    3   14        104.066   0.55499   106.841   228.407   96.7293   112.754
    3   15        109.319  0.596383   112.301   1698.74   101.554   119.818
