*SSDNum  CHNum    mean     sigma   mean+5sigma      Chi2      Xmin      Xmax
    0    0        114.306  0.595797   117.285    168702   106.895   121.197
    0    1        61.9803  0.608019   65.0204    282833   57.4436   69.1604
    0    2        97.3528  0.604927   100.377    142954   87.9417   107.412
    0    3        62.3661  0.598052   65.3563    112199   57.4436   67.9543
    0    4        78.0339  0.593515   81.0015    317364   70.3665   83.9787
    0    5        61.7362  0.613627   64.8043    221283   55.8929    67.782
    0    6        98.1498  0.593596   101.118    283323   92.7663       105
    0    7        60.9845  0.610371   64.0363    310829   55.5482   66.4035
    0    8        98.8456  0.628092   101.986    266255   92.7663   105.689
    0    9        97.1418  0.595672    100.12    270171   87.7694   106.206
    0   10         100.28  0.605891   103.309    212188   92.4217   107.757
    0   11        96.8414  0.639177   100.037    340715   91.3878   104.138
    0   12        74.1977  0.588002   77.1377    167371   69.3327   82.9449
    0   13        91.8611  0.619707   94.9597    284939   85.1848   100.692
    0   14        137.078  0.610406    140.13    283673   130.674   143.424
    0   15        84.1703  0.598177   87.1612    255136   78.1203   90.1817
    1    0        125.462  0.550208   128.213   7965.67   119.474    131.19
    1    1        56.5021  0.543978    59.222   9810.22   51.9298    63.302
    1    2        86.3756  0.545935   89.1053   7153.01   79.8434    94.317
    1    3        80.8628  0.536648    83.546    8245.2   73.8127   87.7694
    1    4        63.4313  0.535524   66.1089   9808.69   57.9605   70.7112
    1    5        65.7574  0.530882   68.4118   12862.4   60.0282   72.2619
    1    6        62.0351  0.536274   64.7165   1144.39   54.3421    69.505
    1    7        57.9769  0.523761   60.5957   3195.75   54.5144   60.8897
    1    8        58.4776  0.544262   61.1989   10485.5   53.8252   65.0251
    1    9        87.8279  0.540692   90.5314   9224.85    81.911   93.2832
    1   10        94.1534  0.534697   96.8269   1321.03   88.2863   100.865
    1   11        84.6843  0.542359   87.3961   12224.8   79.3264   87.2525
    1   12        100.643  0.554127   103.414   16374.5   94.6617   106.206
    1   13        76.9929  0.540719   79.6965   3859.95   73.1234   82.4279
    1   14        73.5761  0.538402   76.2681   10973.8   68.4712   80.8772
    1   15        75.9476  0.468828   78.2918   8331.43    71.745   82.4279
    2    0        96.9764  0.568597   99.8194   870.269   91.9048   103.105
    2    1        84.4806  0.565467   87.3079   17385.9   79.3264    90.354
    2    2        103.329  0.568588   106.172   13509.1   97.2462   110.686
    2    3        102.631  0.561933   105.441   15708.3   97.2462   108.618
    2    4         112.51  0.575029   115.385     14957   105.862   121.197
    2    5        54.4452  0.582795   57.3592   16884.5   51.2406   60.7174
    2    6        86.2163  0.577062   89.1016   6604.92   79.1541   94.4893
    2    7        68.1127  0.563697   70.9312   3707.18   62.6128   75.5357
    2    8        101.967   0.56795   104.807   4246.24   96.0401   112.926
    2    9        97.5314  0.564368   100.353   16511.6   92.0771   103.966
    2   10        77.1199  0.575769   79.9987   2455.14   72.6065   81.3941
    2   11        83.9563  0.553752   86.7251   729.717    77.948   90.6986
    2   12        104.315  0.582893    107.23    9313.5   97.4185   112.065
    2   13        96.8517  0.567022   99.6868   4616.31   90.6986   105.689
    2   14        107.017  0.580091   109.918   764.633    100.52   113.443
    2   15        92.5089  0.574602   95.3819   12216.1   87.2525    98.797
    3    0        109.144  0.781118   113.049   24245.1   102.588   115.855
    3    1        97.9669  0.684854   101.391   496.792   91.5602   105.517
    3    2        126.445  0.754049   130.215   558.692   119.301   134.292
    3    3        83.6501   0.65928   86.9465   2276.19   78.4649   90.8709
    3    4        115.714  0.658391   119.006   1733.43   110.341   123.437
    3    5        117.431  0.656074   120.712   2172.91   109.652    125.16
    3    6        106.943   0.66714   110.279    709.09   101.382   113.098
    3    7        150.225  0.670149   153.576   1428.71   143.596   157.209
    3    8        122.237  0.721654   125.845   483.342   115.338   128.089
    3    9        127.322  0.657089   130.608   1863.68    120.68   134.809
    3   10        122.861  0.668112   126.201   891.395   117.578   128.951
    3   11        110.824  0.655306   114.101    1212.2   105.517   116.889
    3   12        113.471  0.657956   116.761   1549.61   110.169   120.163
    3   13        118.014  0.653854   121.283   494.019   111.375   125.504
    3   14         100.78  0.818273   104.871   234.027   95.0063   108.446
    3   15        108.677  0.674313   112.049    1469.6   102.071   117.578
