*SSDNum  CHNum    mean     sigma   mean+5sigma      Chi2      Xmin      Xmax
    0    0        101.874   2.12923    112.52   9.72909   95.0063   108.963
    0    1        94.0138   2.14147   104.721   37.1076   86.2187    102.76
    0    2        85.4793   2.16162   96.2874   15.0644   78.8095   93.6278
    0    3        121.324   2.14036   132.026   11.3581    113.96   128.261
    0    4        80.1452   2.12943   90.7924   71.5224   71.5727   88.4586
    0    5        111.616   2.16529   122.442   32.1034   103.966   119.129
    0    6        117.791   2.18448   128.713   35.8885   111.375   126.366
    0    7        105.102   2.15134   115.858   318.507   96.2124   113.098
    0    8         92.882   2.12957    103.53   15.4206   85.7018   102.415
    0    9         87.691   2.14826   98.4323   18.4036   80.0157   97.0739
    0   10         107.91   2.15031   118.661   17.5133   100.692   115.511
    0   11        80.1104   2.13267   90.7737     46.05   72.0896    88.631
    0   12        111.621   2.16942   122.468   23.1466   103.622   120.852
    0   13        107.198   2.15351   117.966   60.2725    98.797   116.372
    0   14        101.313   2.14491   112.037   31.8034   93.1109   111.375
    0   15        111.574   2.13131   122.231   25.2535   103.622   122.747
    1    0        74.6881   1.68876   83.1319   26.0482    69.505   84.8402
    1    1        97.8868   1.70152   106.394   10.3277   88.4586   107.412
    1    2         81.508    1.7189   90.1025   20.3687   74.6742   89.1479
    1    3        89.8297   1.71204   98.3899   42.2402   80.8772   101.037
    1    4        99.6421   1.69121   108.098   32.5634   91.9048   110.686
    1    5        75.4423   1.69595   83.9221   99.3773   66.5758   85.7018
    1    6         106.02   1.70378   114.539   15.0342   99.8308   114.649
    1    7         101.17   1.71215    109.73   35.8271   92.0771   111.203
    1    8        89.9232   1.78192   98.8328   648.019   80.3603   102.243
    1    9        104.252   1.71132   112.808   1519.49   96.2124   112.409
    1   10        98.9118   1.71173    107.47   119.606   91.9048   107.068
    1   11        91.0137   1.72252   99.6263   109.944   83.8064   100.003
    1   12        84.9126   1.68822   93.3537   16.3022   76.5695   94.4893
    1   13        100.533    1.6963   109.014   31.6911   90.6986   111.203
    1   14        83.9656    1.6851   92.3911   16.2739   76.2249   93.2832
    1   15        83.3212   1.69378   91.7901   22.3234   75.1911   92.7663
    2    0        81.7636  0.817725   85.8523   139.505   75.3634   87.2525
    2    1        84.2452  0.791073   88.2006   34.4828   78.2926   91.2155
    2    2        82.3588  0.771734   86.2175   55.5741   77.6034   90.1817
    2    3        90.1799   0.76692   94.0145    54.244    84.151   95.8678
    2    4        92.0843  0.766258   95.9156   48.1381   85.3571   98.1078
    2    5        101.015  0.770326   104.866   99.2025   95.0063   107.412
    2    6        100.086  0.770326   103.937   25.0594    92.594   107.929
    2    7        110.165  0.785158    114.09   119.428   101.554   120.163
    2    8        91.5182  0.752437   95.2804    34.997    84.151   100.175
    2    9        85.9056  0.753822   89.6747   86.5296   78.9818   93.4555
    2   10        109.985  0.758639   113.778   53.6128   103.449   116.717
    2   11        92.6179  0.763522   96.4355   21.9482   85.3571   100.003
    2   12        101.746  0.754094   105.516   53.3956   95.1786   108.274
    2   13        94.1461  0.757119   97.9317   38.7914   85.3571    102.76
    2   14         110.62  0.775741   114.498   78.3498   103.105   119.991
    2   15        83.0202  0.788089   86.9606   112.363   76.7419    92.594
    3    0        115.071  0.663379   118.388   111.281    109.48    122.92
    3    1        78.1156  0.892958   82.5804   284.267    71.745   83.8064
    3    2        85.2604  0.855574   89.5383   61.3433   79.4987   90.6986
    3    3        81.6107  0.833401   85.7777   9.57887   77.2588    88.114
    3    4        96.3955  0.795189   100.371   35.2348   90.0094   107.068
    3    5        77.5339    0.7881   81.4744   31.8366   71.2281   84.3233
    3    6        79.5163  0.799617   83.5143   32.6365   72.9511   86.5633
    3    7        79.6499  0.809121   83.6955   52.2481    73.985   86.7356
    3    8         75.591  0.745906   79.3206   94.1503   69.3327   84.3233
    3    9        74.4106  0.747253   78.1469   109.237   70.0219   81.3941
    3   10        101.745  0.745345   105.472   173.804   95.6955    109.48
    3   11        78.6768  0.736358   82.3586   121.759   73.2957    86.391
    3   12        103.554  0.747078    107.29   55.5973   96.9016   111.375
    3   13        82.3766  0.748926   86.1212   79.0181   76.5695   88.4586
    3   14        81.8147  0.744726   85.5384   27.3814   76.2249   89.1479
    3   15        75.9988  0.776186   79.8797   42.7382   70.7112   82.0833
