*EntryIndex         SSDNum     CHNum   ECh_Cut       ECh
408700              3         2   101.445       267
408700              4        10   147.035       308
408800              2         7   78.1233       677
408800              3         1   114.034       439
408800              3        15    124.42       935
408900              2         5    79.497       191
408900              2         7   78.1233       451
408900              3        11    94.393       141
408900              4         6   137.113       248
409000              1         4   80.3077        95
409000              1        14   110.452       906
409000              2        10   104.049       155
409100              3         1   114.034       181
409100              3         2   101.445       161
409100              3         3   120.387       151
409100              3         4   119.489       179
409100              3         5   129.761      1061
409100              3         7   103.528      1271
409100              3         8   85.0236       129
409100              3         9   119.005       138
409100              3        10   114.462       150
409100              3        11    94.393       149
409100              3        12   100.569       165
409100              3        13   121.802       192
409100              3        14   113.862       213
409100              3        15    124.42       226
409100              3        16   109.747       177
409300              1         7   115.958       345
409300              2         2   72.8214       898
409300              3         4   119.489       165
409300              3         6    71.929       468
409400              1        13   91.8378      1520
409400              2        11   110.194       515
409500              1         5   95.8393       768
409500              1        10   115.012       129
409500              4        12   130.483       277
409600              1        13   91.8378       135
409600              2         3   102.754       479
409600              4        11   142.904      3727
409700              1         5   95.8393        96
409700              2         1   141.968       219
409700              4        15   125.328       614
409800              1         5   95.8393       106
409800              1        10   115.012       194
409800              2         4   96.9622       198
409900              3         9   119.005       571
410000              4         1   132.578      1008
410100              1         9   117.688       524
410100              4         9   143.887       573
410100              4        10   147.035       766
410100              4        12   130.483       531
410100              4        13    133.21       253
410200              2         6   81.6839      1208
410200              2        11   110.194       606
410200              3         2   101.445       130
410300              1         2   80.2209       423
410300              1        10   115.012       145
410300              2         2   72.8214       354
410300              4        14    137.63       234
410400              3         2   101.445       652
410400              3        10   114.462       300
410600              3        10   114.462       459
410600              4        16   128.906       203
410700              3        13   121.802       178
410700              4         1   132.578      1662
410800              1         1    132.18       135
410800              2         2   72.8214       163
410800              2         3   102.754       225
410800              2         7   78.1233       793
410900              4         9   143.887       711
410900              4        11   142.904      1415
410900              4        16   128.906       222
411000              1         3   115.501       379
411000              1         8   79.2956       308
411100              2         3   102.754       390
411100              2        11   110.194       313
411200              2         9   74.8055       461
411200              3         5   129.761       659
411200              4         8   170.329       755
411300              1         1    132.18      2159
411300              3        11    94.393       149
411700              2         5    79.497       900
411700              3         6    71.929        94
411800              3         5   129.761       600
411800              3         6    71.929       330
411900              3         1   114.034       130
411900              3         2   101.445       115
411900              3         3   120.387       466
411900              3         5   129.761       536
411900              3         6    71.929        72
411900              3         7   103.528       109
411900              3         8   85.0236        98
411900              3         9   119.005       137
411900              3        10   114.462       134
411900              3        11    94.393       114
411900              3        12   100.569       121
411900              3        13   121.802       142
411900              3        14   113.862       134
411900              3        15    124.42       144
411900              3        16   109.747       125
412000              3         1   114.034      2800
412000              3         2   101.445      1112
412000              3         3   120.387       983
412000              3         4   119.489       883
412000              3         5   129.761       845
412000              3         6    71.929       829
412000              3         7   103.528       895
412000              3         8   85.0236       704
412000              3         9   119.005       729
412000              3        10   114.462       717
412000              3        11    94.393       716
412000              3        12   100.569       788
412000              3        13   121.802       930
412000              3        14   113.862       945
412000              3        15    124.42      1159
412000              3        16   109.747      2494
412100              2        15   89.7282       318
412100              4         5   135.466       793
412200              1         7   115.958       124
412200              1         8   79.2956       307
412200              3        10   114.462       406
412300              2        10   104.049      1720
412300              2        11   110.194       254
412300              3         3   120.387       221
412500              1         8   79.2956       197
412500              1         9   117.688       356
412500              3         1   114.034       152
412500              4        14    137.63       285
412600              3         4   119.489      1176
412600              4         8   170.329       297
412700              1         5   95.8393       208
412700              3        15    124.42      1115
412800              2        10   104.049       741
412800              3        16   109.747       235
413000              3         4   119.489       381
413000              3        11    94.393       336
413100              1         1    132.18       591
413100              2         2   72.8214      1196
413100              2         6   81.6839       489
413100              3         1   114.034       144
413400              2         3   102.754       622
413400              2         4   96.9622       113
413400              3        11    94.393       397
413500              1        12   116.017       398
413500              4         4   103.428       563
413600              2         8   73.6897       804
413600              4         2   118.513       628
413800              1        15    155.39       457
413800              2         7   78.1233       111
413900              1        16   102.116       274
413900              2         6   81.6839       334
414000              1        14   110.452       355
414000              4         3   149.066       278
414000              4         4   103.428       266
414100              1         2   80.2209       129
414100              1         8   79.2956       395
414200              1        12   116.017       325
414200              3         9   119.005       601
414300              3         9   119.005       192
414400              3         1   114.034       188
414400              4        14    137.63       315
414500              2         7   78.1233       219
414500              4         5   135.466       360
414600              2         9   74.8055       525
414600              3        15    124.42      1011
414700              1         6    80.145      1049
414700              2         6   81.6839       470
414800              1         2   80.2209       340
414800              1        10   115.012       863
414800              3         9   119.005       241
414800              3        15    124.42       517
414800              4        13    133.21       415
414900              2         6   81.6839       721
414900              3        14   113.862       491
414900              4        12   130.483       952
415000              2         8   73.6897       589
415000              3         4   119.489       482
415000              4         3   149.066       378
415200              1         2   80.2209       669
415200              1         3   115.501       391
415300              1        11   118.457       486
415300              2         1   141.968       610
415400              4        12   130.483       749
415500              4        15   125.328       209
415600              3         2   101.445       435
415600              4         2   118.513       138
415700              2         2   72.8214       929
415700              2        14   93.2145       690
415800              1        10   115.012       431
415800              3        15    124.42      1914
416000              1         8   79.2956      1759
416000              1         9   117.688       337
416000              2        10   104.049       178
416000              2        14   93.2145       200
416000              3        16   109.747       224
416000              4        11   142.904       793
416200              1         1    132.18       741
416200              2         5    79.497      1022
416300              1        14   110.452       360
416400              1         3   115.501       297
416400              4         2   118.513       927
416600              1         1    132.18       512
416600              2        13   117.267       792
416600              2        16   90.0124       138
416600              4        16   128.906       152
416800              1         1    132.18       344
416800              2        11   110.194       293
417000              3         9   119.005       289
417000              4         5   135.466       366
417000              4         9   143.887       168
417100              2         8   73.6897       457
417100              3         1   114.034       136
417100              3        14   113.862       182
417200              2         3   102.754       195
417200              2         8   73.6897      1427
417200              2        15   89.7282       750
417200              2        16   90.0124       424
417200              3         2   101.445       711
417200              4        11   142.904       809
417300              1        11   118.457       431
417300              2        11   110.194       459
417300              3         4   119.489       136
417400              1        12   116.017       604
417400              3         3   120.387       481
417500              2         2   72.8214       973
417900              2         3   102.754       486
418000              2         7   78.1233       920
418100              2         2   72.8214       130
418100              3         1   114.034      2046
418100              4         6   137.113       171
418100              4         7   126.957       824
418200              2        16   90.0124       292
418200              3         5   129.761       468
418200              3         9   119.005       969
418300              4        15   125.328       596
418400              3         2   101.445       500
418400              3        10   114.462       312
418400              4         2   118.513       119
418400              4         9   143.887       238
418600              1         9   117.688       813
418600              2         2   72.8214      1259
418600              4        13    133.21       361
418600              4        16   128.906       436
418700              4        14    137.63       856
418700              4        15   125.328       178
418800              4         3   149.066       881
418800              4        14    137.63       666
418900              2         8   73.6897       245
418900              4         2   118.513       894
419000              1        10   115.012       762
419000              1        12   116.017       349
419000              3        11    94.393       337
419000              4         6   137.113       918
419100              1         2   80.2209       829
419100              1         8   79.2956      1058
419200              3        11    94.393      2739
419300              1         8   79.2956       296
419300              1        13   91.8378       382
419300              4        14    137.63       222
419400              1         8   79.2956       117
419400              3        13   121.802       161
419500              4         2   118.513      1070
419500              4         3   149.066      2955
419600              1        15    155.39       628
419600              2         1   141.968       387
419600              2        15   89.7282       858
419600              4         8   170.329       695
419700              3        12   100.569       497
419700              4         8   170.329       256
419800              1         8   79.2956       367
419800              1        16   102.116       863
419900              4         8   170.329      1063
420000              1         9   117.688       372
420000              2         3   102.754       620
420100              1        13   91.8378       507
420100              4        14    137.63       279
420200              2        11   110.194       146
420300              3        12   100.569       626
420300              3        15    124.42       160
420300              4        16   128.906      1259
420400              1         7   115.958       352
420400              2         1   141.968       449
420400              3        15    124.42       500
420400              4        16   128.906       749
420500              1         1    132.18       573
420500              4        16   128.906       567
420600              1         2   80.2209       452
420600              2        13   117.267      1042
420600              4         8   170.329       297
420600              4        13    133.21       170
420700              3         9   119.005       177
420700              4         1   132.578       265
420700              4        10   147.035       484
420800              1         1    132.18       214
420900              1        16   102.116       319
420900              4         4   103.428       116
421000              4         6   137.113      3949
421100              1         8   79.2956       757
421100              1         9   117.688       723
421100              4        13    133.21       645
421200              1         8   79.2956       249
421200              3         8   85.0236       733
421300              2         1   141.968       191
421300              2         9   74.8055      1033
421300              4         2   118.513      1104
421600              2         8   73.6897       475
421700              3        10   114.462       447
421800              1         2   80.2209       108
421800              2        15   89.7282       179
421800              4        11   142.904       617
422000              3         3   120.387      3662
422000              3         6    71.929       325
422100              3         9   119.005       300
422100              3        15    124.42       792
422100              4         1   132.578       169
422200              3        11    94.393       526
422200              4         7   126.957       142
422200              4         9   143.887      3284
422400              1        13   91.8378       331
422400              2        15   89.7282      3052
422500              1         1    132.18       685
422500              2         2   72.8214        75
422600              2         8   73.6897       322
422600              2        15   89.7282       684
422600              4        11   142.904       525
422900              2         5    79.497       787
422900              4         7   126.957       199
422900              4        15   125.328       170
423000              2         8   73.6897       440
423000              4         2   118.513       254
423100              1         9   117.688       326
423100              2         1   141.968       166
423100              2        10   104.049       338
423300              1         3   115.501       444
423300              2         8   73.6897       620
423400              4        15   125.328       490
423500              1        10   115.012       294
423600              4        15   125.328       635
423700              1         3   115.501       242
423700              2         8   73.6897       144
423700              3        11    94.393       704
423800              3        11    94.393       143
423800              4        15   125.328       458
423900              2         2   72.8214       376
423900              2         6   81.6839       150
424000              3         3   120.387       151
424000              3        10   114.462       926
424000              3        12   100.569       764
424000              4         2   118.513      2833
424000              4        12   130.483       198
424100              2        12   100.955       119
424200              3         6    71.929       483
424200              3        11    94.393       174
424300              1         6    80.145       790
424300              1        10   115.012       190
424300              2         7   78.1233      2233
424300              3         3   120.387       376
424300              4        14    137.63       157
424500              1        14   110.452       463
424500              2         3   102.754       920
424600              2         7   78.1233       739
424600              2        11   110.194       114
424600              3         7   103.528       506
424700              2         4   96.9622       410
424700              4         1   132.578      1313
424800              3         9   119.005       758
424800              4         5   135.466      2372
424900              2         4   96.9622       471
424900              2         5    79.497       532
425000              3         1   114.034       770
425000              3         2   101.445       159
425100              1         1    132.18       285
425100              2         9   74.8055       572
425200              1         7   115.958       251
425200              1        15    155.39       354
425200              3         3   120.387       515
425300              1        14   110.452       479
425300              2         3   102.754       189
425300              3        16   109.747      2525
425400              1         1    132.18      1296
425400              2         5    79.497       199
425400              3        16   109.747       137
425400              4         5   135.466       652
425500              3         1   114.034       635
425500              3         5   129.761      1017
425600              1         4   80.3077       373
425600              1        13   91.8378       471
425700              1        14   110.452       540
425700              4        11   142.904      1486
425800              3         1   114.034       159
425800              3         2   101.445       714
425800              3         4   119.489       610
425800              3         5   129.761       142
425800              3         6    71.929        88
425800              3         7   103.528       127
425800              3         8   85.0236       115
425800              3         9   119.005       156
425800              3        10   114.462       153
425800              3        11    94.393       133
425800              3        12   100.569       139
425800              3        13   121.802       159
425800              3        14   113.862       151
425800              3        15    124.42       160
425800              3        16   109.747       137
425800              4         8   170.329       576
425900              2         3   102.754       551
425900              3        16   109.747       147
425900              4         6   137.113       483
426000              3         1   114.034       137
426000              3         2   101.445       132
426000              3         3   120.387       149
426000              3         4   119.489       150
426000              3         5   129.761       158
426000              3         6    71.929       101
426000              3         7   103.528       124
426000              3         8   85.0236       101
426000              3         9   119.005       126
426000              3        10   114.462       117
426000              3        11    94.393       494
426000              3        13   121.802       565
426000              3        14   113.862       119
426000              3        15    124.42       140
426000              3        16   109.747       129
426000              4         9   143.887       781
426100              1         7   115.958       254
426100              2         4   96.9622       417
426200              1         5   95.8393      3585
426200              4         8   170.329      1593
426400              2         1   141.968      1119
426400              3        16   109.747      1118
426500              1         6    80.145       456
426500              1        14   110.452       382
426500              3         3   120.387      1140
426500              3         5   129.761       381
426600              1         9   117.688       291
426600              2         9   74.8055       113
426600              4        11   142.904       285
426700              2         7   78.1233       225
426700              3         6    71.929       455
426800              2         2   72.8214       630
427000              3         6    71.929       382
427000              4         9   143.887      1080
427100              1         5   95.8393       100
427100              4        11   142.904      1289
427100              4        14    137.63       232
427200              2        14   93.2145       105
427300              1        14   110.452       364
427300              3         3   120.387       605
427400              2        10   104.049       291
427400              2        11   110.194       206
427400              2        13   117.267       499
427500              2         6   81.6839        91
427500              3        16   109.747       192
427500              4         2   118.513       149
427500              4        11   142.904       865
427600              1         1    132.18       146
427600              4         2   118.513       806
427700              3         5   129.761       455
427700              3        13   121.802       177
427800              3         8   85.0236       424
427800              3        10   114.462       181
427900              2        13   117.267      2607
428000              1         3   115.501       473
428000              3         2   101.445       114
428100              4        16   128.906       965
428200              1        16   102.116       701
428200              3         6    71.929        83
428200              3        11    94.393       682
428300              4         4   103.428       188
428300              4        16   128.906       580
428400              2         1   141.968       143
428400              2         2   72.8214        76
428400              2         3   102.754      1027
428400              2         4   96.9622       732
428400              2         5    79.497        81
428400              2         6   81.6839        85
428400              2         8   73.6897       113
428500              1         2   80.2209       186
428500              4        14    137.63       422
428600              1        10   115.012      1196
428600              2         1   141.968       150
428600              2         2   72.8214       195
428600              4        14    137.63       175
428700              1         2   80.2209       624
428700              2         8   73.6897       453
428700              4        16   128.906       315
428800              1         7   115.958       122
428800              3         4   119.489       478
428800              4         9   143.887      1587
428900              1        11   118.457       423
428900              2         5    79.497      1522
429000              2         3   102.754       283
429000              4        12   130.483       314
429200              2        10   104.049      1092
429300              1        16   102.116       104
429300              3         3   120.387      1038
429300              3         4   119.489       360
429400              1        12   116.017       311
429400              2         5    79.497       857
429400              4         1   132.578       238
429500              4         9   143.887       227
429600              2         4   96.9622       154
429600              4         7   126.957      1161
429800              2         3   102.754       543
429900              2         1   141.968       144
429900              3         3   120.387       445
429900              3        15    124.42       186
429900              4         8   170.329      1358
429900              4         9   143.887       352
429900              4        13    133.21       635
430000              3         1   114.034      1696
430000              3         2   101.445       761
430000              3         3   120.387       674
430000              3         4   119.489       609
430000              3         5   129.761       575
430000              3         6    71.929       520
430000              3         7   103.528       544
430000              3         8   85.0236       466
430000              3         9   119.005       504
430000              3        10   114.462       496
430000              3        11    94.393       492
430000              3        12   100.569       535
430000              3        13   121.802       614
430000              3        14   113.862       653
430000              3        15    124.42       772
430000              3        16   109.747      1469
430100              2        10   104.049       671
430100              3         2   101.445       116
430100              4        12   130.483       341
430200              2        10   104.049       867
430200              3        12   100.569       150
430200              4        10   147.035      1072
430300              2        14   93.2145       274
430300              3         4   119.489       217
430300              3         9   119.005       177
430300              3        10   114.462       138
430400              4         4   103.428      2359
430400              4        10   147.035       996
430500              2         3   102.754       432
430500              2        11   110.194      1511
430500              4        11   142.904       277
430600              1         2   80.2209       514
430600              2        12   100.955       885
430600              4        15   125.328       594
430700              4        12   130.483       158
430700              4        14    137.63       151
430800              2         6   81.6839      1565
430800              4         9   143.887       219
430900              2         1   141.968       532
431200              3         2   101.445      3521
431300              4         5   135.466       146
431300              4         7   126.957       600
431300              4        14    137.63       271
431400              2         5    79.497       381
431500              2        15   89.7282       114
431500              3         5   129.761       143
431500              4         4   103.428       596
431600              2        10   104.049      2146
431600              3         6    71.929      2675
431600              4         8   170.329       236
431700              1        14   110.452       949
431700              4         4   103.428       532
431800              1         7   115.958       310
431800              2         1   141.968       239
431800              2        11   110.194       253
431900              2        11   110.194       775
432000              2         1   141.968       917
432000              4         7   126.957       495
432000              4         9   143.887       363
432100              3        11    94.393       252
432100              4         9   143.887      1594
432200              2         8   73.6897       133
432200              2        11   110.194      1569
432200              3         9   119.005       228
432300              1         7   115.958       337
432300              1        11   118.457       428
432500              1         1    132.18      1756
432500              2         3   102.754       170
432500              2        11   110.194       478
432500              4        13    133.21       243
432600              1         8   79.2956       393
432600              4        12   130.483      1394
432700              2        10   104.049       535
432700              3        10   114.462       233
432700              3        12   100.569       230
432700              4        12   130.483       441
432800              1        15    155.39       249
432800              4        16   128.906      3657
433100              1        11   118.457       466
433100              3         1   114.034      3664
433100              4         4   103.428       462
433100              4        10   147.035       262
433200              2         8   73.6897       934
433200              3         5   129.761      1566
433300              2         9   74.8055      1066
433300              2        13   117.267       384
433400              1        15    155.39       330
433400              4        13    133.21      1186
433500              2        15   89.7282       198
433500              3         8   85.0236       272
433500              3         9   119.005       256
433500              3        14   113.862       750
433600              1        11   118.457       164
433600              2        12   100.955       337
433700              3         8   85.0236        94
433700              4         5   135.466       904
433700              4        12   130.483       339
433800              1        11   118.457       534
433800              2        16   90.0124       694
433900              2         8   73.6897       304
433900              3         8   85.0236       210
434000              1         7   115.958      2399
434000              4        15   125.328       203
434100              2         9   74.8055        95
434200              1         7   115.958      3183
434200              4         5   135.466       269
434300              1        16   102.116       542
434400              1        11   118.457       816
434400              2         4   96.9622       617
434400              2         5    79.497       349
434500              1         8   79.2956       178
434500              3        14   113.862       173
434500              4         6   137.113       459
434600              3         9   119.005      1153
434600              4         8   170.329       263
434700              2         2   72.8214       607
434700              3         6    71.929       906
434800              3         9   119.005      3222
434900              2         9   74.8055        77
434900              2        10   104.049       315
434900              3        13   121.802       450
435000              1        13   91.8378       316
435000              2         3   102.754       415
435000              2        12   100.955      1331
435000              3         1   114.034       117
435100              2         2   72.8214       570
435100              2        16   90.0124       484
435200              1         4   80.3077       598
435300              1         3   115.501       458
435300              1         5   95.8393       238
435300              3         6    71.929       208
435300              3         8   85.0236       159
435400              4        11   142.904       869
435400              4        14    137.63       169
435500              2         3   102.754      1722
435600              2        16   90.0124       140
435600              3         4   119.489       209
435600              3         7   103.528       675
435600              3         9   119.005       749
435600              3        16   109.747       430
435700              4         4   103.428       815
435800              4        14    137.63       603
435900              4        10   147.035       869
436000              1        13   91.8378       150
436000              4         2   118.513      1244
436100              3         6    71.929       440
436100              3        11    94.393      1119
436200              1         7   115.958       120
436200              1         9   117.688       912
436300              1        14   110.452       184
436300              2         5    79.497       870
436300              2        12   100.955       425
436500              3        13   121.802      2047
436500              4        15   125.328      1141
436600              2         2   72.8214       330
436600              3         1   114.034       141
436600              3         2   101.445       129
436600              3         3   120.387       136
436600              3         4   119.489       129
436600              3         5   129.761       588
436600              3         7   103.528       639
436600              3         9   119.005       128
436600              3        10   114.462       132
436600              3        11    94.393       117
436600              3        12   100.569       133
436600              3        13   121.802       156
436600              3        14   113.862       150
436600              3        15    124.42       161
436600              3        16   109.747       142
436700              3         5   129.761       244
436700              3         6    71.929      2356
436700              3        15    124.42       474
436800              2         3   102.754       943
436800              3        11    94.393       491
436800              4         8   170.329       194
436900              1         6    80.145       365
437000              1         4   80.3077       101
437000              2         4   96.9622       391
437000              2         7   78.1233      1052
437100              3         8   85.0236       472
437100              3        15    124.42      2311
437200              4         2   118.513       714
437300              4        12   130.483       664
437400              1        15    155.39       890
437400              3        14   113.862       333
437500              1        14   110.452       229
437500              2         2   72.8214        80
437500              3        15    124.42       158
437600              1        15    155.39      1983
437600              2        14   93.2145       116
437600              3         8   85.0236       810
437700              4         3   149.066       707
438000              1         2   80.2209       116
438000              1         4   80.3077       243
438000              2        13   117.267       765
438000              3         7   103.528       145
438100              2         2   72.8214       222
438100              2         3   102.754       220
438100              3         7   103.528       456
438100              3        12   100.569       556
438100              4        10   147.035       233
438200              1         3   115.501       198
438200              1        15    155.39       474
438300              1         7   115.958       499
438300              1        12   116.017       235
438300              2        15   89.7282       201
438400              1         6    80.145       275
438400              1         9   117.688       174
438500              2         9   74.8055       174
438600              4        12   130.483       370
438700              2         1   141.968       194
438700              2        12   100.955       405
438700              4        16   128.906       643
438900              2         1   141.968       538
438900              2         8   73.6897       893
439000              2         1   141.968       227
439000              2         2   72.8214        75
439000              2         3   102.754       104
439000              2         8   73.6897        75
439000              2        14   93.2145        94
439000              2        15   89.7282        93
439000              2        16   90.0124       160
439000              3        13   121.802      1766
439000              4         5   135.466       170
439100              1        11   118.457       891
439100              2         8   73.6897       335
439100              2        12   100.955       127
439100              4        10   147.035       236
439200              1         8   79.2956       160
439300              3         5   129.761       714
439300              3        10   114.462       784
439300              4         2   118.513       567
439300              4        13    133.21       314
439400              1        15    155.39       466
439400              2        15   89.7282       405
439600              1        13   91.8378       528
439600              2         7   78.1233       429
439700              4        10   147.035       159
439700              4        11   142.904       301
439700              4        12   130.483       735
439700              4        14    137.63       739
439700              4        15   125.328       251
439700              4        16   128.906       187
439800              2        10   104.049      1075
440000              2         2   72.8214       685
440000              2         7   78.1233       106
440000              3         3   120.387       511
440100              1         9   117.688       470
440100              3         2   101.445       521
440100              3         5   129.761       169
440100              4        16   128.906      1390
440300              1        12   116.017       893
440300              4         3   149.066       296
440400              1         9   117.688       777
440400              3         1   114.034       476
440400              3        11    94.393       516
440500              1        13   91.8378       361
440500              1        14   110.452       127
440500              2         7   78.1233       292
440500              3         1   114.034       161
440500              3        15    124.42       665
440600              1         9   117.688       316
440600              2         6   81.6839       712
440600              2         7   78.1233       195
440600              4         6   137.113      1099
440600              4         8   170.329      1081
440800              1        12   116.017       784
440800              4        14    137.63       320
440900              3         3   120.387       458
440900              3         5   129.761       407
441000              4         7   126.957       337
441100              2         7   78.1233        80
441100              2         9   74.8055       112
441100              4        16   128.906       520
441200              1        13   91.8378       634
441200              2         1   141.968       469
441200              4         3   149.066       679
441200              4         5   135.466       147
441200              4         6   137.113       585
441300              1        11   118.457       406
441300              1        12   116.017       190
441300              2         4   96.9622       660
441400              3        13   121.802       582
441400              3        14   113.862       451
441400              4        14    137.63       843
441500              1         1    132.18       601
441700              3         3   120.387       410
441800              1         8   79.2956       687
441800              3        13   121.802       238
441800              4        16   128.906       256
441900              2         2   72.8214       843
441900              4        15   125.328       154
442300              1        16   102.116       489
442300              2        10   104.049       815
442400              1         7   115.958       564
442500              1        14   110.452       327
442500              2         7   78.1233       349
442500              2         9   74.8055       201
442500              2        15   89.7282       781
442500              3        14   113.862       993
442600              2        12   100.955       568
442600              3        12   100.569       197
442600              4         7   126.957      1474
442600              4        11   142.904       307
442700              1        12   116.017       572
442700              2        12   100.955       151
442700              4         6   137.113       197
442700              4        14    137.63       434
442800              1         4   80.3077       103
442800              2         1   141.968       189
442800              2        12   100.955       511
442800              3         3   120.387      3574
442800              4         5   135.466       166
442900              1         7   115.958       278
442900              2        15   89.7282       333
442900              3         1   114.034       350
443000              1         7   115.958       285
443000              2         5    79.497       541
443100              1         9   117.688       171
443100              2         8   73.6897       264
443100              4        14    137.63       348
443100              4        15   125.328       437
443300              1        10   115.012       495
443300              3         3   120.387       189
443300              4         4   103.428       365
443400              3         8   85.0236       504
443400              4        14    137.63       343
443500              2         7   78.1233       477
443500              2        15   89.7282       442
443500              3        13   121.802       600
443600              2        12   100.955       323
443600              4         3   149.066       343
443700              1         2   80.2209       518
443700              3        12   100.569       362
443800              3         9   119.005      1180
443800              3        13   121.802       668
443900              1         9   117.688       134
443900              3         3   120.387       562
443900              3        15    124.42       343
443900              4         8   170.329       795
443900              4        10   147.035       221
443900              4        12   130.483      1063
444000              1        13   91.8378      1371
444000              2         2   72.8214       303
444000              2         9   74.8055        94
444100              1        10   115.012       257
444100              2        16   90.0124       671
444100              4        10   147.035       908
444100              4        15   125.328       264
444400              4         7   126.957       821
444400              4        12   130.483       195
444400              4        15   125.328      2756
444500              1         5   95.8393       227
444500              1        16   102.116       734
444500              2        16   90.0124       143
444500              4         1   132.578       241
