*EntryIndex         SSDNum     CHNum   ECh_Cut       ECh
2989800              1        12   116.017       523
2989800              3        12   100.569       158
2989900              1        14   110.452       540
2989900              1        15    155.39       190
2989900              4         4   103.428       133
2990000              3         2   101.445       677
2990000              4         8   170.329       574
2990200              1         1    132.18       501
2990200              1        11   118.457       250
2990300              3         4   119.489      1053
2990300              3        10   114.462       276
2990400              1        14   110.452       302
2990400              2         7   78.1233       190
2990500              4        10   147.035       524
2990600              2         8   73.6897        85
2990600              4         6   137.113       362
2990700              1         3   115.501       137
2990800              3         5   129.761       195
2990800              3         6    71.929       100
2990800              3         7   103.528       708
2990800              4        12   130.483       598
2990900              1         8   79.2956       402
2990900              2         4   96.9622       531
2991000              1         5   95.8393       358
2991000              4        12   130.483       843
2991100              2         2   72.8214       131
2991100              2         3   102.754       176
2991100              3         1   114.034      1438
2991100              4        11   142.904       184
2991200              3        10   114.462       418
2991200              4         6   137.113      1172
2991200              4         7   126.957       139
2991200              4        15   125.328       465
2991400              4        13    133.21       650
2991500              4        10   147.035       271
2991700              2         2   72.8214       841
2991700              2         6   81.6839        84
2991700              2         7   78.1233       216
2991700              4         3   149.066       356
2991800              1         5   95.8393       706
2991800              3        14   113.862       736
2991900              1        16   102.116       131
2991900              2         2   72.8214       379
2991900              3         2   101.445       170
2992000              1         4   80.3077        97
2992000              2        12   100.955       210
2992100              3         2   101.445       415
2992100              3        14   113.862       777
2992100              4        14    137.63       970
2992200              1        16   102.116       824
2992200              2         7   78.1233       539
2992200              4        14    137.63       242
2992400              3         2   101.445       377
2992500              1        16   102.116       648
2992500              2        14   93.2145       906
2992600              1        16   102.116       364
2992600              2         3   102.754       561
2992600              3        14   113.862       389
2992600              4         3   149.066       665
2992600              4        12   130.483       469
2992800              1         5   95.8393       376
2992800              1         7   115.958       306
2992800              1         8   79.2956       181
2992800              1        15    155.39       362
2993000              2         5    79.497        92
2993100              4        12   130.483       899
2993100              4        13    133.21       714
2993200              1         9   117.688       525
2993200              2        14   93.2145       433
2993300              1        15    155.39       182
2993300              2         8   73.6897       731
2993300              2        10   104.049       189
2993300              4         2   118.513      3694
2993400              1         3   115.501       553
2993400              2         6   81.6839       114
2993400              2        10   104.049       258
2993500              2        16   90.0124       525
2993600              4         9   143.887       907
2993600              4        14    137.63       252
2993700              1        12   116.017       332
2993700              2         6   81.6839       420
2993800              3         3   120.387       127
2994000              4        11   142.904       568
2994100              3         5   129.761       506
2994100              4        10   147.035       189
2994100              4        15   125.328      1486
2994200              2         5    79.497        93
2994300              3         6    71.929       827
2994300              4        14    137.63       296
2994400              1        15    155.39       170
2994400              2         4   96.9622       424
2994500              2         5    79.497      1289
2994600              1        13   91.8378       434
2994600              3         8   85.0236       553
2994700              3         5   129.761       644
2994700              3         6    71.929       214
2994700              4         2   118.513       447
2994800              1        12   116.017       381
2994800              2        14   93.2145       123
2994800              3         6    71.929       483
2994900              3         7   103.528       785
2994900              4         2   118.513       231
2995000              1        11   118.457       152
2995000              3        10   114.462       824
2995000              3        14   113.862       386
2995100              4         7   126.957       378
2995200              3         6    71.929        84
2995200              4         9   143.887      1479
2995200              4        11   142.904       150
2995300              2        11   110.194       385
2995300              3         8   85.0236       234
2995400              4        13    133.21       467
2995400              4        14    137.63       647
2995500              2         6   81.6839       278
2995600              2        11   110.194       250
2995600              4         8   170.329       300
2995600              4        12   130.483      2650
2995700              4         6   137.113      1570
2995800              1        11   118.457       121
2995800              1        13   91.8378       135
2995800              2        15   89.7282       148
2995800              3         1   114.034       220
2996000              2        14   93.2145       741
2996000              3         7   103.528      1031
2996000              4        14    137.63       471
2996100              1         7   115.958       392
2996100              2         2   72.8214       406
2996300              1        13   91.8378       300
2996300              3         7   103.528       936
2996500              4         8   170.329       175
2996700              4        10   147.035       320
2996800              1        15    155.39       251
2996800              4         7   126.957       562
2997100              2        12   100.955       517
2997100              4        16   128.906       202
2997200              1         8   79.2956       421
2997200              2         5    79.497       653
2997200              2        14   93.2145       492
2997300              1         6    80.145       810
2997300              4        10   147.035       739
2997300              4        12   130.483       724
2997400              4        11   142.904       822
2997500              1         3   115.501      2610
2997500              3        15    124.42      1186
2997600              1         9   117.688       211
2997600              2         7   78.1233       315
2997600              4        15   125.328       142
2997700              1         1    132.18       445
2997700              2         1   141.968       876
2997700              4        13    133.21       390
2997800              2         4   96.9622       559
2997800              3         5   129.761       392
2997800              3         6    71.929      4075
2998100              1         2   80.2209       180
2998100              4        12   130.483       291
2998200              1        16   102.116       120
2998200              2         7   78.1233       516
2998300              4         8   170.329       686
2998400              4        13    133.21       549
2998400              4        15   125.328       149
2998500              3         2   101.445       916
2998500              3        12   100.569       118
2998500              4         4   103.428       616
2998600              3         4   119.489       414
2998600              3        15    124.42       157
2998700              1        16   102.116       210
2998700              4        13    133.21       257
2998800              2         3   102.754       419
2998800              3         2   101.445       395
2998800              4        13    133.21       311
2998900              1        16   102.116       634
2998900              2         6   81.6839       152
2998900              4         4   103.428      1374
2999000              1         6    80.145        94
2999000              2         2   72.8214       126
2999000              2         4   96.9622       590
2999000              2         7   78.1233       546
2999000              3         6    71.929       130
2999100              1         2   80.2209       408
2999100              2         6   81.6839       727
2999100              2        11   110.194       482
2999100              4         2   118.513       168
2999100              4        14    137.63       566
2999200              2        12   100.955       498
2999200              4         1   132.578      1393
2999400              4        11   142.904       523
2999500              2         2   72.8214        74
2999500              2         7   78.1233       119
2999500              3         2   101.445       104
2999600              4         8   170.329       558
2999700              1         8   79.2956      2476
2999800              3        12   100.569       460
2999800              4         9   143.887       515
3000000              4        14    137.63       648
3000100              2         9   74.8055       629
3000100              2        11   110.194      1409
3000200              2         4   96.9622       487
3000200              4         2   118.513       283
3000300              2         8   73.6897       458
3000300              3         1   114.034       289
3000300              3         4   119.489       131
3000400              1         3   115.501       784
3000400              2         3   102.754       175
3000400              2         8   73.6897       500
3000400              2        12   100.955       669
3000400              4         1   132.578       235
3000500              1         5   95.8393       296
3000500              2         6   81.6839       430
3000600              4        11   142.904       492
3000800              1         5   95.8393       459
3000900              1         3   115.501       118
3000900              2         4   96.9622       216
3000900              3        13   121.802       944
3001000              1        14   110.452       701
3001000              2         2   72.8214       867
3001000              3         1   114.034      1135
3001000              4         2   118.513       453
3001200              2         3   102.754       140
3001300              1        12   116.017       490
3001300              1        15    155.39       170
3001300              3         7   103.528       253
3001300              3         8   85.0236       208
3001400              1         2   80.2209       146
3001400              3         1   114.034      1038
3001400              3         7   103.528       159
3001500              1         1    132.18       638
3001600              2        10   104.049      1684
3001600              4        15   125.328       276
3001700              2         2   72.8214       152
3001700              2        11   110.194       618
3001800              1         7   115.958       884
3002000              1        16   102.116       558
3002000              2        12   100.955       628
3002000              4        11   142.904       213
3002100              2        12   100.955      1919
3002100              4        10   147.035       304
3002300              4         5   135.466      1096
3002300              4        11   142.904       333
3002400              1         9   117.688       308
3002400              2         9   74.8055       700
3002500              1        14   110.452       788
3002500              3         2   101.445       519
3002500              4         4   103.428       158
3002500              4         7   126.957       152
3002600              1         1    132.18      4025
3002600              1         5   95.8393       629
3002600              1         8   79.2956        97
3002700              3         2   101.445       144
3002700              4         4   103.428       789
3002700              4        14    137.63       229
3002800              2        15   89.7282       236
3002800              3         3   120.387       600
3002800              4         2   118.513      1523
3002900              1         8   79.2956       242
3003000              2         2   72.8214       422
3003000              2        10   104.049      3318
3003000              3         3   120.387       132
3003000              4         8   170.329       431
3003300              1         2   80.2209       454
3003300              2        14   93.2145       575
3003300              4         7   126.957       132
3003400              4        13    133.21       508
3003600              1         2   80.2209       110
3003700              3        15    124.42       226
3003700              4         3   149.066       254
3003700              4        10   147.035       483
3003900              1        10   115.012       344
3003900              2        10   104.049       123
3004000              3         5   129.761      3317
3004000              4        15   125.328      1005
3004200              2        12   100.955       838
3004200              4         3   149.066       379
3004300              2         4   96.9622       565
3004300              3        14   113.862       436
3004400              1        11   118.457      2611
3004400              3         7   103.528       276
3004500              4         8   170.329       839
3004500              4        11   142.904       279
3004600              1         6    80.145       244
3004600              2        10   104.049       819
3004600              4         1   132.578       180
3004700              1         3   115.501       672
3004700              1        15    155.39       649
3004700              4        10   147.035       380
3004900              2         4   96.9622       590
3004900              2        12   100.955       649
3004900              4         4   103.428       142
3005100              3         1   114.034      1094
3005100              3         3   120.387      1239
3005100              3         4   119.489       185
3005100              3         5   129.761       160
3005100              3         6    71.929       121
3005100              3         7   103.528       162
3005100              3         8   85.0236       146
3005100              3         9   119.005       184
3005100              3        10   114.462       179
3005100              3        11    94.393       157
3005100              3        12   100.569       162
3005100              3        13   121.802       180
3005100              3        14   113.862       171
3005100              3        15    124.42       179
3005100              3        16   109.747       151
3005100              4        15   125.328       460
3005200              1         7   115.958       276
3005200              2        13   117.267       175
3005200              4         2   118.513       587
3005200              4        10   147.035       164
3005200              4        11   142.904       353
3005200              4        15   125.328       800
3005300              1         6    80.145       182
3005300              1        14   110.452       384
3005300              2         4   96.9622       237
3005300              2        14   93.2145       181
3005300              4         9   143.887       206
3005400              1         5   95.8393       122
3005400              2         1   141.968       739
3005700              3        11    94.393       113
3005700              3        12   100.569       291
3005700              4         3   149.066       230
3005900              1        14   110.452       563
3005900              2         2   72.8214        82
3005900              2         4   96.9622       151
3005900              2         6   81.6839       106
3005900              3        13   121.802       777
3006000              1         5   95.8393       153
3006100              4         9   143.887       650
3006200              1         1    132.18       255
3006200              1         2   80.2209        83
3006200              1         3   115.501       116
3006200              1        15    155.39       157
3006200              1        16   102.116       204
3006200              2        13   117.267       634
3006300              2         1   141.968       762
3006300              3         5   129.761       434
3006300              3        10   114.462       140
3006400              1         8   79.2956       187
3006400              2         1   141.968      1159
3006400              2         5    79.497       869
3006500              2         5    79.497       516
3006500              4        12   130.483       304
3006600              1        16   102.116       181
3006600              2        14   93.2145       584
3006600              2        15   89.7282       640
3006700              3         5   129.761       229
3006700              3        16   109.747      1211
3006700              4        14    137.63       218
3006800              1        11   118.457       372
3006800              2         1   141.968       233
3006900              3         3   120.387       309
3006900              3         9   119.005      1181
3006900              4        14    137.63       710
3007000              2        10   104.049       421
3007000              4         4   103.428       947
3007100              1         3   115.501       530
3007100              1        16   102.116       431
3007100              3         3   120.387       380
3007200              4         8   170.329       835
3007400              1        12   116.017       164
3007500              2        16   90.0124       719
3007500              3         2   101.445       327
3007500              3         7   103.528      1088
3007500              3         8   85.0236      2608
3007600              1         9   117.688       212
3007600              1        12   116.017       591
3007600              3         1   114.034      1134
3007700              2         1   141.968       550
3007700              3         1   114.034       212
3007800              2         4   96.9622       679
3007800              4         1   132.578       761
3008000              1        16   102.116       721
3008000              2         6   81.6839       249
3008000              2        11   110.194       544
3008100              4        13    133.21       620
3008200              1        12   116.017       136
3008200              2         7   78.1233       788
3008300              2         3   102.754       482
3008400              1         1    132.18       598
3008400              1        16   102.116       820
3008400              2        12   100.955       789
3008500              1         9   117.688       164
3008500              1        13   91.8378       393
3008500              3        12   100.569      1308
3008600              1         6    80.145        99
3008600              2         3   102.754       209
3008600              3         8   85.0236       297
3008600              4         8   170.329       973
3008600              4        12   130.483       712
3008700              1        14   110.452       814
3008700              2         3   102.754       557
3008700              4        10   147.035       565
3008800              2        12   100.955       152
3008900              4         4   103.428       864
3008900              4         5   135.466       881
3009000              2         6   81.6839       132
3009000              4        11   142.904       152
3009200              1        14   110.452       168
3009200              2         3   102.754       790
3009200              2         7   78.1233        80
3009300              4         1   132.578       230
3009400              1         5   95.8393       309
3009400              1        10   115.012       163
3009400              3         9   119.005       338
3009500              4         4   103.428       676
3009500              4         5   135.466       268
3009700              1         7   115.958       619
3009700              3         3   120.387       151
3009700              4         5   135.466       547
3009800              2         3   102.754       133
3009800              2         4   96.9622       176
3009800              2         9   74.8055       723
3009900              2         8   73.6897       358
3009900              2        11   110.194       545
3009900              4        12   130.483       280
3010000              1         1    132.18       182
3010000              2         8   73.6897       804
3010000              3         1   114.034       272
3010000              3        13   121.802       787
3010000              4         6   137.113       772
3010000              4         7   126.957       641
3010100              1        14   110.452       743
3010100              2         2   72.8214       464
3010100              4        12   130.483      3591
3010200              2         2   72.8214       388
3010200              2        10   104.049       435
3010200              4        15   125.328       219
3010500              1         6    80.145       349
3010500              4        14    137.63       832
3010600              3        13   121.802       384
3010600              4        14    137.63       483
3010700              2         9   74.8055       523
3010700              4         1   132.578       230
3010700              4        12   130.483       510
3010800              4        10   147.035      2442
3011100              4        14    137.63       552
3011200              2        10   104.049       791
3011200              2        15   89.7282       458
3011200              4        11   142.904       283
3011400              3         6    71.929       103
3011500              1        15    155.39       419
3011500              2         1   141.968       485
3011500              2         7   78.1233       736
3011700              1         1    132.18       264
3011700              1         4   80.3077        94
3011700              2        16   90.0124       288
3011800              3         9   119.005       306
3011800              3        11    94.393       111
3011800              4        10   147.035       739
3011900              2         6   81.6839       182
3011900              2        11   110.194       641
3011900              4         7   126.957       305
3011900              4        11   142.904       757
3012000              4         9   143.887       209
3012100              3         1   114.034       182
3012100              3         2   101.445      1022
3012100              3        12   100.569       219
3012300              1         1    132.18       155
3012300              2         9   74.8055       500
3012300              2        15   89.7282       169
3012300              4         6   137.113       928
3012400              4         8   170.329       233
3012400              4        10   147.035       189
3012500              2         9   74.8055       173
3012500              3        13   121.802       393
3012500              4        13    133.21       722
3012600              3         9   119.005       402
3012600              4         8   170.329       737
3012700              2         7   78.1233       260
3012700              2         8   73.6897      1029
3012700              3         7   103.528       126
3012700              4        10   147.035       178
3012900              1         4   80.3077       447
3012900              2         1   141.968       222
3012900              2         2   72.8214        77
3012900              2         3   102.754       105
3012900              2         4   96.9622        98
3012900              2         8   73.6897        78
3012900              2        13   117.267       121
3012900              2        14   93.2145        95
3012900              2        15   89.7282        94
3012900              2        16   90.0124       165
3013000              4         7   126.957       468
3013000              4        14    137.63       334
3013100              1         7   115.958       553
3013100              3         1   114.034      1329
3013100              4         2   118.513      1594
3013200              2         2   72.8214       163
3013200              2         8   73.6897      1096
3013400              1        11   118.457       879
3013400              3         6    71.929       137
3013400              3        16   109.747       427
3013700              2        15   89.7282       166
3013700              3         8   85.0236       111
3013700              3        10   114.462       361
3013700              3        11    94.393       457
3013900              2         4   96.9622       185
3013900              4         7   126.957       602
3014000              2        13   117.267       225
3014000              3         6    71.929       965
3014100              2        16   90.0124       622
3014100              4         3   149.066      1014
3014400              2        12   100.955       260
3014400              4         8   170.329       582
3014400              4        16   128.906       278
3014500              3         1   114.034       917
3014700              3         3   120.387       381
3014700              3         7   103.528       175
3014700              3        15    124.42      2695
3014800              1        16   102.116       148
3014900              2         5    79.497       190
3014900              2        12   100.955       818
3014900              4         7   126.957       215
3014900              4        11   142.904       171
3015100              2        15   89.7282      1072
3015100              3         5   129.761       759
3015300              2         8   73.6897       590
3015300              3         3   120.387       591
3015600              1         1    132.18       851
3015700              1         7   115.958       221
3015700              4        15   125.328       472
3015800              1         1    132.18       134
3015800              1         9   117.688       869
3015900              1         9   117.688       672
3015900              1        14   110.452       132
3015900              2        15   89.7282       906
3015900              4         2   118.513       435
3016000              4        13    133.21       606
3016100              1         5   95.8393       981
3016100              4         6   137.113      1099
3016300              3         8   85.0236       112
3016300              4         1   132.578       641
3016300              4         6   137.113       339
3016400              2         6   81.6839       846
3016400              2         8   73.6897       172
3016400              3         6    71.929        87
3016500              2        10   104.049       433
3016500              3        12   100.569      3943
3016500              4         6   137.113      1648
3016700              1        11   118.457       246
3016800              1         4   80.3077       230
3016800              4         6   137.113       198
3016800              4        13    133.21       399
3017000              4        12   130.483       223
3017000              4        15   125.328      1309
3017100              4        15   125.328      1555
3017200              4         8   170.329       174
3017300              3         6    71.929       224
3017400              1        14   110.452       235
3017400              3         6    71.929       843
3017500              2        11   110.194       397
3017600              1        13   91.8378       300
3017600              2         3   102.754       119
3017600              2         7   78.1233       137
3017800              2         5    79.497       167
3017900              1         5   95.8393       251
3017900              1         9   117.688       307
3018000              1        13   91.8378       448
3018000              2        13   117.267       214
3018000              4         5   135.466       899
3018100              4         5   135.466       972
3018200              3         7   103.528       675
3018200              3        14   113.862       356
3018300              1        13   91.8378       149
3018300              4        11   142.904       985
3018500              2        16   90.0124       387
3018500              4         8   170.329       550
3018600              1         8   79.2956       803
3018600              1        11   118.457       290
3018600              2        16   90.0124       457
3018600              4         6   137.113       177
3018700              2        13   117.267       126
3018700              4        16   128.906      2085
3018800              1        10   115.012       311
3018800              3         8   85.0236      1203
3018900              2        11   110.194       340
3018900              4         5   135.466       179
3018900              4         7   126.957       168
3019000              4        10   147.035       536
3019100              1        16   102.116       468
3019100              4         9   143.887       859
3019200              3        12   100.569       444
3019300              1         4   80.3077        91
3019300              1        11   118.457       456
3019300              3         7   103.528       133
3019300              3        10   114.462       475
3019300              3        15    124.42       850
3019300              4        14    137.63       460
3019400              4         6   137.113       139
3019500              1         8   79.2956       694
3019500              1        12   116.017       133
3019500              4         8   170.329       280
3019600              2         6   81.6839       934
3019700              2        12   100.955       127
3019700              4         9   143.887       845
3019800              1        11   118.457       120
3019800              2        13   117.267       259
3019800              4         7   126.957       250
3019900              1         6    80.145       437
3019900              3         4   119.489       943
3020000              3        11    94.393       597
3020000              3        13   121.802       255
3020100              1         6    80.145       386
3020100              1         8   79.2956       105
3020100              2         2   72.8214       109
3020100              2        15   89.7282       541
3020100              3         7   103.528       116
3020100              4         7   126.957      3359
3020200              4        12   130.483       171
3020300              1        14   110.452       153
3020300              4         5   135.466       467
3020400              2        12   100.955       638
3020400              4        11   142.904       673
3020500              1        16   102.116      3028
3020500              4        11   142.904       234
3020600              1         2   80.2209        96
3020600              3        12   100.569       879
3020600              4         5   135.466       203
3020600              4         7   126.957       222
3020600              4         9   143.887      1534
3020600              4        13    133.21       169
3020700              3         8   85.0236       504
3020700              4         6   137.113       793
3020900              1         4   80.3077      3297
3020900              3         6    71.929       513
3021000              4         1   132.578      1073
3021100              1         4   80.3077      1701
3021100              4         4   103.428       316
3021200              1         7   115.958       154
3021200              3         6    71.929       206
3021200              3        14   113.862       316
3021300              3        13   121.802       381
3021300              4         9   143.887       923
3021400              3         1   114.034      2256
3021400              3         8   85.0236      3485
3021400              3         9   119.005       866
3021600              1         5   95.8393       305
3021600              3         3   120.387       601
3021700              1         9   117.688       314
3021700              2         4   96.9622       717
3021700              3        13   121.802       150
3021700              3        14   113.862       186
3021800              4         6   137.113      1306
3021900              2         3   102.754       172
3021900              3        14   113.862      2650
3021900              4         9   143.887       479
3022000              2        15   89.7282       668
3022000              3         8   85.0236       762
3022000              4        10   147.035       506
3022100              1         4   80.3077       154
3022100              3        16   109.747      1363
3022200              1        12   116.017       364
3022200              1        15    155.39       526
3022300              3         9   119.005       637
3022300              4        14    137.63       916
3022400              1         2   80.2209       258
3022400              1         3   115.501       179
3022400              2         1   141.968       752
3022400              3        15    124.42      1216
3022500              1        13   91.8378       158
3022500              2         8   73.6897      1023
3022500              3         5   129.761      2108
3022500              3         7   103.528       360
3022600              1         2   80.2209       564
3022700              1         8   79.2956       784
3022800              2         5    79.497       709
3022800              4         6   137.113      3153
3022900              3         1   114.034      1842
3022900              3         3   120.387      2102
3022900              3         4   119.489       323
3022900              3         5   129.761       238
3022900              3         6    71.929       218
3022900              3         7   103.528       279
3022900              3         8   85.0236       268
3022900              3         9   119.005       319
3022900              3        10   114.462       308
3022900              3        11    94.393       291
3022900              3        12   100.569       293
3022900              3        13   121.802       305
3022900              3        14   113.862       293
3022900              3        15    124.42       294
3022900              3        16   109.747       239
3023000              4         2   118.513       926
3023100              1         4   80.3077       532
3023100              2         4   96.9622       782
3023100              2         7   78.1233       357
3023100              4         2   118.513       172
3023200              2         7   78.1233       826
3023200              4         5   135.466       774
3023300              2         3   102.754      3076
3023300              2        15   89.7282       477
3023400              1         1    132.18       435
3023400              2         3   102.754       441
3023500              2        13   117.267       828
3023500              3        10   114.462       670
3023600              4         3   149.066      1332
3023700              2         3   102.754      2790
3023700              3         4   119.489       735
3023800              2         7   78.1233       262
3023800              2        11   110.194       781
3023800              4         2   118.513       129
3023900              3        11    94.393       441
3023900              4         3   149.066      1251
3024000              3         1   114.034      1109
3024000              4         1   132.578       969
3024100              1         1    132.18       175
3024100              2         1   141.968      1162
3024200              1        10   115.012       772
3024300              4         9   143.887       737
3024500              3        10   114.462       212
3024500              4         1   132.578       320
3024600              1         8   79.2956      1331
3024600              3         5   129.761       139
3024600              4        11   142.904       666
3024700              2         7   78.1233        84
3024700              4         8   170.329       618
3024800              3         1   114.034       448
3024800              3        13   121.802      1193
3024800              4        13    133.21       344
3025000              2         6   81.6839      2774
3025000              3         4   119.489       278
3025100              2        10   104.049       118
3025200              2         6   81.6839       137
3025200              3         1   114.034       172
3025200              3         9   119.005      1475
3025200              4         8   170.329       353
3025300              1        15    155.39       386
3025300              2         6   81.6839      1533
3025300              4        10   147.035       542
3025500              2         6   81.6839       169
3025500              3         7   103.528       656
3025600              3         9   119.005       643
3025700              2         1   141.968       318
3025700              2        11   110.194       239
3025800              1         1    132.18       603
3025800              1         4   80.3077       119
3025800              4         6   137.113       583
3025800              4         7   126.957       164
3026000              1         3   115.501       284
3026000              4         2   118.513       226
3026000              4         3   149.066       378
3026100              1         1    132.18       158
3026100              2        15   89.7282       594
3026200              1         8   79.2956       173
3026200              3        12   100.569       607
3026300              1         3   115.501       305
3026300              2        13   117.267       570
3026400              1         4   80.3077       813
3026400              1         6    80.145       121
3026400              2         5    79.497        96
3026400              3         7   103.528       146
3026400              4        13    133.21       480
3026500              4        11   142.904       312
3026700              3         3   120.387       123
3026700              3        10   114.462       434
3026700              3        11    94.393       523
3026800              1         3   115.501       317
3026800              1         5   95.8393       296
3026800              1        12   116.017       149
3026900              4        13    133.21       532
3027100              3         7   103.528       703
3027100              3        10   114.462       352
3027200              1        16   102.116      1361
3027200              2        10   104.049       834
3027200              4        13    133.21       339
3027300              1         2   80.2209       109
3027300              2         1   141.968      1877
3027300              3         6    71.929       611
3027500              1        12   116.017       347
3027500              3        11    94.393       414
3027600              1        15    155.39      2732
3027600              2         4   96.9622       715
3027700              2         2   72.8214       369
3027700              2         9   74.8055       951
3027700              4        10   147.035       372
3027900              3         5   129.761       195
3027900              3         7   103.528       105
3027900              3         8   85.0236        91
3027900              3         9   119.005       129
3027900              3        10   114.462       126
3027900              3        11    94.393       106
3027900              3        12   100.569       113
3027900              3        13   121.802       133
3027900              3        14   113.862       126
3027900              3        15    124.42       137
3027900              3        16   109.747       120
3027900              4        14    137.63       679
3028000              3         3   120.387       424
3028100              1         3   115.501       222
3028100              2        10   104.049       255
3028100              4        15   125.328       210
3028300              4        10   147.035       613
3028500              1         8   79.2956       298
3028500              3         2   101.445       290
3028500              3        13   121.802       444
3028500              3        15    124.42       769
3028500              4        15   125.328       477
3028600              2        16   90.0124       771
3028600              3        10   114.462       280
3028700              1        12   116.017       533
3028700              4         4   103.428       160
3028900              2         3   102.754       759
3028900              2         9   74.8055       100
3028900              4         7   126.957       631
3029000              3         1   114.034       460
3029000              4        13    133.21       242
3029100              3        10   114.462       543
3029100              4        13    133.21       310
3029200              3         3   120.387       774
3029300              2         3   102.754       105
3029400              1        13   91.8378       125
3029400              3         3   120.387       498
3029400              3        13   121.802       128
3029500              1         7   115.958       231
3029500              1        13   91.8378       517
3029500              2         4   96.9622       459
3029500              3         7   103.528       255
3029700              4        10   147.035       580
3029900              1        16   102.116       241
3029900              3         1   114.034       923
3029900              3         8   85.0236       475
3030200              1         8   79.2956       534
3030200              2         7   78.1233       172
3030500              1         7   115.958       256
3030500              2         9   74.8055       269
3030600              1         5   95.8393       399
3030600              2         8   73.6897      2794
3030800              1         4   80.3077      1685
3030800              1         5   95.8393      1094
3030900              4         2   118.513       871
3031000              1        12   116.017       863
3031000              2        15   89.7282       131
3031000              4         9   143.887       293
3031100              1        12   116.017       137
3031100              3         7   103.528       135
3031100              4         7   126.957       528
3031200              1         4   80.3077       185
3031200              2         5    79.497       892
3031200              2         9   74.8055      1924
3031200              3         1   114.034       179
3031200              3         2   101.445       150
3031200              3        14   113.862      1122
3031300              2        10   104.049       138
3031300              3        15    124.42       503
3031300              4         9   143.887       328
3031400              1        14   110.452       495
3031400              2         3   102.754       144
3031400              4         2   118.513      1516
3031500              1         3   115.501      2805
3031600              1         7   115.958      3350
3031600              3         2   101.445       417
3031700              1        10   115.012       185
