Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.347385  	0.001000	0.193323  	0.001000	0.210729  	0.001000	0.210729  	0.001000	0.112078  	0.001000	0.0812452 	
0.002000	0.381978  	0.002000	0.210671  	0.002000	0.230358  	0.002000	0.230358  	0.002000	0.145347  	0.002000	0.0653234 	
0.005000	0.468369  	0.005000	0.247706  	0.005000	0.270194  	0.005000	0.270194  	0.005000	0.204944  	0.005000	0.0427621 	
0.008000	0.535936  	0.008000	0.277189  	0.008000	0.300842  	0.008000	0.300842  	0.008000	0.244444  	0.008000	0.0327445 	
0.010000	0.574409  	0.010000	0.294348  	0.010000	0.318444  	0.010000	0.318444  	0.010000	0.265779  	0.010000	0.0285692 	
0.015000	0.670876  	0.015000	0.340617  	0.015000	0.362311  	0.015000	0.362311  	0.015000	0.318625  	0.015000	0.0219921 	
0.020000	0.747226  	0.020000	0.415902  	0.020000	0.425168  	0.020000	0.425168  	0.020000	0.397809  	0.020000	0.018093  	
0.025000	0.830934  	0.025000	0.488155  	0.025000	0.487187  	0.025000	0.487187  	0.025000	0.472677  	0.025000	0.0154772 	
0.030000	0.901381  	0.030000	0.556236  	0.030000	0.540667  	0.030000	0.540667  	0.030000	0.542775  	0.030000	0.0134618 	
0.035000	0.951407  	0.035000	0.617337  	0.035000	0.590661  	0.035000	0.590661  	0.035000	0.605301  	0.035000	0.0120361 	
0.040000	0.988558  	0.040000	0.66951   	0.040000	0.636992  	0.040000	0.636992  	0.040000	0.658602  	0.040000	0.0109086 	
0.045000	1.01444   	0.045000	0.716311  	0.045000	0.679678  	0.045000	0.679678  	0.045000	0.706319  	0.045000	0.00999209	
0.050000	1.02993   	0.050000	0.757851  	0.050000	0.71878   	0.050000	0.71878   	0.050000	0.74862   	0.050000	0.00923086	
0.055000	1.06847   	0.055000	0.794354  	0.055000	0.754403  	0.055000	0.754403  	0.055000	0.785767  	0.055000	0.0085874 	
0.060000	1.10065   	0.060000	0.826131  	0.060000	0.786683  	0.060000	0.786683  	0.060000	0.818096  	0.060000	0.00803556	
0.070000	1.14803   	0.070000	0.877018  	0.070000	0.84189   	0.070000	0.84189   	0.070000	0.869882  	0.070000	0.00713632	
0.080000	1.20063   	0.080000	0.913728  	0.080000	0.885904  	0.080000	0.885904  	0.080000	0.907295  	0.080000	0.00643278	
0.090000	1.23987   	0.090000	0.93941   	0.090000	0.920335  	0.090000	0.920335  	0.090000	0.933545  	0.090000	0.00586583	
0.100000	1.26931   	0.100000	0.956813  	0.100000	0.946756  	0.100000	0.946756  	0.100000	0.951415  	0.100000	0.00539823	
0.120000	1.27952   	0.120000	0.975181  	0.120000	0.981155  	0.120000	0.981155  	0.120000	0.970511  	0.120000	0.00467012	
0.140000	1.28656   	0.140000	0.987142  	0.140000	0.998467  	0.140000	0.998467  	0.140000	0.983015  	0.140000	0.00412731	
0.160000	1.28957   	0.160000	0.991258  	0.160000	1.00523   	0.160000	1.00523   	0.160000	0.987552  	0.160000	0.00370565	
0.180000	1.29277   	0.180000	0.99116   	0.180000	1.00571   	0.180000	1.00571   	0.180000	0.987792  	0.180000	0.00336781	
0.200000	1.29755   	0.200000	0.988858  	0.200000	1.00256   	0.200000	1.00256   	0.200000	0.985768  	0.200000	0.00309052	
0.250000	1.28224   	0.250000	0.984835  	0.250000	0.987851  	0.250000	0.987851  	0.250000	0.982262  	0.250000	0.00257322	
0.300000	1.27724   	0.300000	0.981344  	0.300000	0.97058   	0.300000	0.97058   	0.300000	0.979131  	0.300000	0.00221298	
0.350000	1.2737    	0.350000	0.976887  	0.350000	0.954454  	0.350000	0.954454  	0.350000	0.97494   	0.350000	0.00194658	
0.400000	1.27992   	0.400000	0.97903   	0.400000	0.946329  	0.400000	0.946329  	0.400000	0.977289  	0.400000	0.00174096	
0.450000	1.2825    	0.450000	0.979485  	0.450000	0.93596   	0.450000	0.93596   	0.450000	0.977908  	0.450000	0.00157708	
0.500000	1.28088   	0.500000	0.977003  	0.500000	0.924192  	0.500000	0.924192  	0.500000	0.975559  	0.500000	0.00144317	
0.600000	1.22874   	0.600000	0.970015  	0.600000	0.897322  	0.600000	0.897322  	0.600000	0.968778  	0.600000	0.00123696	
0.700000	1.15376   	0.700000	0.945483  	0.700000	0.868089  	0.700000	0.868089  	0.700000	0.944398  	0.700000	0.00108512	
0.800000	1.11081   	0.800000	0.909503  	0.800000	0.839762  	0.800000	0.839762  	0.800000	0.908535  	0.800000	0.000968331	
0.900000	1.06812   	0.900000	0.874719  	0.900000	0.812591  	0.900000	0.812591  	0.900000	0.873844  	0.900000	0.000875519	
1.000000	1.02616   	1.000000	0.841113  	1.000000	0.786684  	1.000000	0.786684  	1.000000	0.840313  	1.000000	0.000799866	
1.250000	0.928105  	1.250000	0.765806  	1.250000	0.725368  	1.250000	0.725368  	1.250000	0.765146  	1.250000	0.000660053	
1.500000	0.842257  	1.500000	0.70052   	1.500000	0.671567  	1.500000	0.671567  	1.500000	0.699956  	1.500000	0.000563771	
1.750000	0.76764   	1.750000	0.643739  	1.750000	0.625933  	1.750000	0.625933  	1.750000	0.643245  	1.750000	0.000493181	
2.000000	0.705894  	2.000000	0.597128  	2.000000	0.586407  	2.000000	0.586407  	2.000000	0.596689  	2.000000	0.000439073	
2.250000	0.654779  	2.250000	0.557864  	2.250000	0.551737  	2.250000	0.551737  	2.250000	0.557468  	2.250000	0.000396199	
2.500000	0.600287  	2.500000	0.523985  	2.500000	0.521053  	2.500000	0.521053  	2.500000	0.523624  	2.500000	0.000361339	
3.000000	0.532403  	3.000000	0.466635  	3.000000	0.469199  	3.000000	0.469199  	3.000000	0.466327  	3.000000	0.000307979	
3.500000	0.479017  	3.500000	0.422859  	3.500000	0.427118  	3.500000	0.427118  	3.500000	0.422591  	3.500000	0.000268956	
4.000000	0.435902  	4.000000	0.387802  	4.000000	0.392337  	4.000000	0.392337  	4.000000	0.387562  	4.000000	0.000239107	
4.500000	0.400326  	4.500000	0.358837  	4.500000	0.363134  	4.500000	0.363134  	4.500000	0.358621  	4.500000	0.000215495	
5.000000	0.37045   	5.000000	0.334381  	5.000000	0.338281  	5.000000	0.338281  	5.000000	0.334185  	5.000000	0.000196326	
5.500000	0.344988  	5.500000	0.313396  	5.500000	0.316869  	5.500000	0.316869  	5.500000	0.313215  	5.500000	0.000180435	
6.000000	0.323018  	6.000000	0.295158  	6.000000	0.298227  	6.000000	0.298227  	6.000000	0.294991  	6.000000	0.000167036	
6.500000	0.303857  	6.500000	0.279141  	6.500000	0.281845  	6.500000	0.281845  	6.500000	0.278985  	6.500000	0.000155578	
7.000000	0.286993  	7.000000	0.26495   	7.000000	0.267331  	7.000000	0.267331  	7.000000	0.264804  	7.000000	0.000145661	
7.500000	0.272029  	7.500000	0.252279  	7.500000	0.254377  	7.500000	0.254377  	7.500000	0.252142  	7.500000	0.000136989	
8.000000	0.258658  	8.000000	0.240892  	8.000000	0.24274   	8.000000	0.24274   	8.000000	0.240762  	8.000000	0.000129338	
8.500000	0.246634  	8.500000	0.230596  	8.500000	0.232224  	8.500000	0.232224  	8.500000	0.230473  	8.500000	0.000122536	
9.000000	0.23576   	9.000000	0.221237  	9.000000	0.222672  	9.000000	0.222672  	9.000000	0.221121  	9.000000	0.000116445	
9.500000	0.225877  	9.500000	0.212691  	9.500000	0.213954  	9.500000	0.213954  	9.500000	0.21258   	9.500000	0.00011096	
10.000000	0.216852  	10.000000	0.205775  	10.000000	0.205962  	10.000000	0.205962  	10.000000	0.205669  	10.000000	0.000105991	
11.000000	0.200963  	11.000000	0.191713  	11.000000	0.191498  	11.000000	0.191603  	11.000000	0.191616  	11.000000	9.73338e-05	
12.000000	0.187412  	12.000000	0.179543  	12.000000	0.179057  	12.000000	0.179228  	12.000000	0.179453  	12.000000	9.00416e-05	
13.000000	0.175713  	13.000000	0.168911  	13.000000	0.168229  	13.000000	0.168443  	13.000000	0.168827  	13.000000	8.38107e-05	
14.000000	0.165505  	14.000000	0.159543  	14.000000	0.15871   	14.000000	0.158952  	14.000000	0.159465  	14.000000	7.8422e-05	
15.000000	0.156516  	15.000000	0.151229  	15.000000	0.150272  	15.000000	0.150529  	15.000000	0.151155  	15.000000	7.37133e-05	
16.000000	0.148537  	16.000000	0.1438    	16.000000	0.142733  	16.000000	0.142999  	16.000000	0.14373   	16.000000	6.95618e-05	
17.000000	0.141404  	17.000000	0.137121  	17.000000	0.135953  	17.000000	0.136222  	17.000000	0.137055  	17.000000	6.58726e-05	
18.000000	0.134988  	18.000000	0.131083  	18.000000	0.129823  	18.000000	0.130088  	18.000000	0.131021  	18.000000	6.25717e-05	
19.000000	0.129183  	19.000000	0.125599  	19.000000	0.12425   	19.000000	0.124507  	19.000000	0.125539  	19.000000	5.95998e-05	
20.000000	0.123905  	20.000000	0.120595  	20.000000	0.119157  	20.000000	0.119406  	20.000000	0.120538  	20.000000	5.69094e-05	
21.000000	0.119085  	21.000000	0.11601   	21.000000	0.114483  	21.000000	0.114723  	21.000000	0.115955  	21.000000	5.44619e-05	
22.000000	0.114664  	22.000000	0.111793  	22.000000	0.110181  	22.000000	0.110409  	22.000000	0.11174   	22.000000	5.22251e-05	
23.000000	0.110594  	23.000000	0.107901  	23.000000	0.106206  	23.000000	0.10642   	23.000000	0.107851  	23.000000	5.01727e-05	
24.000000	0.106834  	24.000000	0.104298  	24.000000	0.102518  	24.000000	0.10272   	24.000000	0.104249  	24.000000	4.82825e-05	
25.000000	0.103349  	25.000000	0.100952  	25.000000	0.0990874 	25.000000	0.0992785 	25.000000	0.100905  	25.000000	4.65356e-05	
27.000000	0.0970905 	27.000000	0.0949279 	27.000000	0.0929001 	27.000000	0.0930679 	27.000000	0.0948845 	27.000000	4.34104e-05	
29.000000	0.0916271 	29.000000	0.0896542 	29.000000	0.0874772 	29.000000	0.0876155 	29.000000	0.0896136 	29.000000	4.06949e-05	
31.000000	0.0868138 	31.000000	0.0849975 	31.000000	0.0828482 	31.000000	0.0829551 	31.000000	0.0849592 	31.000000	3.83124e-05	
33.000000	0.0825393 	33.000000	0.0808542 	33.000000	0.0788804 	33.000000	0.0789618 	33.000000	0.080818  	33.000000	3.62044e-05	
35.000000	0.0787164 	35.000000	0.0771429 	35.000000	0.0753337 	35.000000	0.0753833 	35.000000	0.0771085 	35.000000	3.43254e-05	
38.000000	0.0736813 	38.000000	0.0722472 	38.000000	0.0706422 	38.000000	0.0706598 	38.000000	0.0722153 	38.000000	3.18599e-05	
41.000000	0.06933   	41.000000	0.0680104 	41.000000	0.0665739 	41.000000	0.0665681 	41.000000	0.0679807 	41.000000	2.9738e-05	
44.000000	0.0655298 	44.000000	0.0643065 	44.000000	0.0630039 	44.000000	0.0629871 	44.000000	0.0642786 	44.000000	2.78917e-05	
47.000000	0.0621805 	47.000000	0.0610396 	47.000000	0.0598549 	47.000000	0.0598252 	47.000000	0.0610134 	47.000000	2.62698e-05	
50.000000	0.0592049 	50.000000	0.0581359 	50.000000	0.0570574 	50.000000	0.0570115 	50.000000	0.0581111 	50.000000	2.48334e-05	
55.000000	0.0549177 	55.000000	0.0539511 	55.000000	0.0530075 	55.000000	0.0529506 	55.000000	0.0539284 	55.000000	2.27715e-05	
60.000000	0.0512971 	60.000000	0.050417  	60.000000	0.0495789 	60.000000	0.0495147 	60.000000	0.0503959 	60.000000	2.10377e-05	
65.000000	0.0481961 	65.000000	0.0473911 	65.000000	0.0466429 	65.000000	0.0465679 	65.000000	0.0473715 	65.000000	1.95585e-05	
70.000000	0.0455083 	70.000000	0.04477   	70.000000	0.0440877 	70.000000	0.0440112 	70.000000	0.0447517 	70.000000	1.8281e-05	
75.000000	0.0431547 	75.000000	0.0424768 	75.000000	0.0418563 	75.000000	0.041771  	75.000000	0.0424596 	75.000000	1.71662e-05	
80.000000	0.0410754 	80.000000	0.0404529 	80.000000	0.0398786 	80.000000	0.039791  	80.000000	0.0404368 	80.000000	1.61844e-05	
85.000000	0.0392242 	85.000000	0.0386531 	85.000000	0.0381168 	85.000000	0.0380279 	85.000000	0.0386378 	85.000000	1.53129e-05	
90.000000	0.0375646 	90.000000	0.0370417 	90.000000	0.0365374 	90.000000	0.0364476 	90.000000	0.0370272 	90.000000	1.45339e-05	
95.000000	0.0360678 	95.000000	0.0355903 	95.000000	0.0351132 	95.000000	0.0350225 	95.000000	0.0355765 	95.000000	1.38332e-05	
100.000000	0.0347103 	100.000000	0.034276  	100.000000	0.033822  	100.000000	0.0337308 	100.000000	0.0342628 	100.000000	1.31995e-05	
105.000000	0.0334733 	105.000000	0.03308   	105.000000	0.032646  	105.000000	0.0325542 	105.000000	0.0330674 	105.000000	1.26234e-05	
110.000000	0.0323409 	110.000000	0.031987  	110.000000	0.03157   	110.000000	0.031478  	110.000000	0.0319749 	110.000000	1.20974e-05	
115.000000	0.0313001 	115.000000	0.0309841 	115.000000	0.0305825 	115.000000	0.0304898 	115.000000	0.0309724 	115.000000	1.16151e-05	
120.000000	0.0303399 	120.000000	0.0300604 	120.000000	0.0296698 	120.000000	0.0295789 	120.000000	0.0300492 	120.000000	1.11712e-05	
125.000000	0.0294512 	125.000000	0.0292069 	125.000000	0.028825  	125.000000	0.0287368 	125.000000	0.0291961 	125.000000	1.07612e-05	
130.000000	0.0286259 	130.000000	0.0284158 	130.000000	0.0280444 	130.000000	0.0279557 	130.000000	0.0284054 	130.000000	1.03814e-05	
135.000000	0.0278575 	135.000000	0.0276804 	135.000000	0.0273181 	135.000000	0.0272293 	135.000000	0.0276704 	135.000000	1.00285e-05	
140.000000	0.02714   	140.000000	0.0269951 	140.000000	0.0266408 	140.000000	0.026552  	140.000000	0.0269854 	140.000000	9.69965e-06	
145.000000	0.0264685 	145.000000	0.0263548 	145.000000	0.0260078 	145.000000	0.025919  	145.000000	0.0263454 	145.000000	9.39251e-06	
150.000000	0.0258385 	150.000000	0.0257553 	150.000000	0.0254147 	150.000000	0.025326  	150.000000	0.0257462 	150.000000	9.10495e-06	
155.000000	0.0249514 	155.000000	0.0251927 	155.000000	0.0248584 	155.000000	0.0247693 	155.000000	0.0251838 	155.000000	8.83513e-06	
160.000000	0.0244315 	160.000000	0.0246637 	160.000000	0.0243341 	160.000000	0.0242457 	160.000000	0.0246551 	160.000000	8.58144e-06	
165.000000	0.0239412 	165.000000	0.0241654 	165.000000	0.0238385 	165.000000	0.0237524 	165.000000	0.024157  	165.000000	8.34246e-06	
170.000000	0.023478  	170.000000	0.0236951 	170.000000	0.0233718 	170.000000	0.0232868 	170.000000	0.023687  	170.000000	8.11693e-06	
175.000000	0.0230398 	175.000000	0.0232507 	175.000000	0.0229318 	175.000000	0.0228466 	175.000000	0.0232428 	175.000000	7.90372e-06	
180.000000	0.0226245 	180.000000	0.0228299 	180.000000	0.0225149 	180.000000	0.0224297 	180.000000	0.0228222 	180.000000	7.70185e-06	
185.000000	0.0222303 	185.000000	0.0224309 	185.000000	0.0221197 	185.000000	0.0220345 	185.000000	0.0224234 	185.000000	7.51042e-06	
190.000000	0.0218557 	190.000000	0.0220522 	190.000000	0.0217446 	190.000000	0.0216592 	190.000000	0.0220448 	190.000000	7.32862e-06	
195.000000	0.0214992 	195.000000	0.0216921 	195.000000	0.0213868 	195.000000	0.0213025 	195.000000	0.0216849 	195.000000	7.15575e-06	
200.000000	0.0211595 	200.000000	0.0213494 	200.000000	0.0210454 	200.000000	0.0209629 	200.000000	0.0213424 	200.000000	6.99116e-06	
210.000000	0.020526  	210.000000	0.0207112 	210.000000	0.0204122 	210.000000	0.0203304 	210.000000	0.0207045 	210.000000	6.68448e-06	
220.000000	0.019947  	220.000000	0.020129  	220.000000	0.0198353 	220.000000	0.0197536 	220.000000	0.0201226 	220.000000	6.40452e-06	
230.000000	0.0194157 	230.000000	0.0195959 	230.000000	0.0193072 	230.000000	0.0192255 	230.000000	0.0195898 	230.000000	6.14789e-06	
240.000000	0.0189264 	240.000000	0.0191059 	240.000000	0.0188198 	240.000000	0.0187401 	240.000000	0.0191    	240.000000	5.91176e-06	
250.000000	0.0184743 	250.000000	0.018654  	250.000000	0.018371  	250.000000	0.0182926 	250.000000	0.0186483 	250.000000	5.69373e-06	
260.000000	0.0180553 	260.000000	0.0182359 	260.000000	0.0179574 	260.000000	0.0178788 	260.000000	0.0182305 	260.000000	5.49178e-06	
270.000000	0.0176659 	270.000000	0.0178481 	270.000000	0.0175733 	270.000000	0.0174951 	270.000000	0.0178428 	270.000000	5.30416e-06	
280.000000	0.017303  	280.000000	0.0174874 	280.000000	0.0172156 	280.000000	0.0171383 	280.000000	0.0174823 	280.000000	5.1294e-06	
290.000000	0.0169641 	290.000000	0.0171511 	290.000000	0.0168819 	290.000000	0.0168058 	290.000000	0.0171461 	290.000000	4.96619e-06	
300.000000	0.0166468 	300.000000	0.0168368 	300.000000	0.0165707 	300.000000	0.0164953 	300.000000	0.016832  	300.000000	4.81341e-06	
310.000000	0.0163492 	310.000000	0.0165424 	310.000000	0.0162801 	310.000000	0.0162046 	310.000000	0.0165378 	310.000000	4.67008e-06	
320.000000	0.0160694 	320.000000	0.0162662 	320.000000	0.0160075 	320.000000	0.015932  	320.000000	0.0162617 	320.000000	4.53535e-06	
330.000000	0.015806  	330.000000	0.0160066 	330.000000	0.0157502 	330.000000	0.0156759 	330.000000	0.0160022 	330.000000	4.40844e-06	
340.000000	0.0155576 	340.000000	0.0157621 	340.000000	0.0155079 	340.000000	0.015435  	340.000000	0.0157578 	340.000000	4.2887e-06	
350.000000	0.0153229 	350.000000	0.0155315 	350.000000	0.0152805 	350.000000	0.0152078 	350.000000	0.0155273 	350.000000	4.17552e-06	
360.000000	0.0151009 	360.000000	0.0153137 	360.000000	0.0150662 	360.000000	0.0149934 	360.000000	0.0153096 	360.000000	4.06837e-06	
370.000000	0.0148905 	370.000000	0.0151076 	370.000000	0.0148634 	370.000000	0.0147907 	370.000000	0.0151036 	370.000000	3.96678e-06	
380.000000	0.0146909 	380.000000	0.0149124 	380.000000	0.0146705 	380.000000	0.0145988 	380.000000	0.0149085 	380.000000	3.87031e-06	
390.000000	0.0145014 	390.000000	0.0147272 	390.000000	0.0144875 	390.000000	0.0144169 	390.000000	0.0147234 	390.000000	3.7786e-06	
400.000000	0.0143211 	400.000000	0.0145514 	400.000000	0.0143145 	400.000000	0.0142444 	400.000000	0.0145477 	400.000000	3.69128e-06	
410.000000	0.0141495 	410.000000	0.0143842 	410.000000	0.0141506 	410.000000	0.0140804 	410.000000	0.0143806 	410.000000	3.60805e-06	
420.000000	0.0139859 	420.000000	0.0142251 	420.000000	0.0139948 	420.000000	0.0139245 	420.000000	0.0142215 	420.000000	3.52862e-06	
430.000000	0.0138299 	430.000000	0.0140735 	430.000000	0.0138461 	430.000000	0.013776  	430.000000	0.01407   	430.000000	3.45274e-06	
440.000000	0.0136809 	440.000000	0.0139289 	440.000000	0.0137037 	440.000000	0.0136345 	440.000000	0.0139255 	440.000000	3.38017e-06	
450.000000	0.0135385 	450.000000	0.0137909 	450.000000	0.0135679 	450.000000	0.0134996 	450.000000	0.0137875 	450.000000	3.3107e-06	
460.000000	0.0134023 	460.000000	0.013659  	460.000000	0.0134387 	460.000000	0.0133707 	460.000000	0.0136557 	460.000000	3.24412e-06	
470.000000	0.0132718 	470.000000	0.0135329 	470.000000	0.0133156 	470.000000	0.0132476 	470.000000	0.0135297 	470.000000	3.18027e-06	
480.000000	0.0131469 	480.000000	0.0134122 	480.000000	0.0131976 	480.000000	0.0131299 	480.000000	0.0134091 	480.000000	3.11896e-06	
490.000000	0.0130271 	490.000000	0.0132966 	490.000000	0.0130842 	490.000000	0.0130172 	490.000000	0.0132936 	490.000000	3.06006e-06	
500.000000	0.0129121 	500.000000	0.0131858 	500.000000	0.0129755 	500.000000	0.0129092 	500.000000	0.0131828 	500.000000	3.00343e-06	
520.000000	0.0126957 	520.000000	0.0129776 	520.000000	0.0127724 	520.000000	0.0127066 	520.000000	0.0129747 	520.000000	2.89643e-06	
540.000000	0.0124956 	540.000000	0.0127855 	540.000000	0.0125859 	540.000000	0.0125199 	540.000000	0.0127827 	540.000000	2.79704e-06	
560.000000	0.0123103 	560.000000	0.0126079 	560.000000	0.0124131 	560.000000	0.0123475 	560.000000	0.0126052 	560.000000	2.70448e-06	
580.000000	0.0121383 	580.000000	0.0124434 	580.000000	0.0122524 	580.000000	0.012188  	580.000000	0.0124407 	580.000000	2.61806e-06	
600.000000	0.0119783 	600.000000	0.0122906 	600.000000	0.0121038 	600.000000	0.01204   	600.000000	0.012288  	600.000000	2.53717e-06	
620.000000	0.0118292 	620.000000	0.0121484 	620.000000	0.0119663 	620.000000	0.0119025 	620.000000	0.0121459 	620.000000	2.4613e-06	
640.000000	0.0116901 	640.000000	0.0120159 	640.000000	0.0118383 	640.000000	0.0117744 	640.000000	0.0120135 	640.000000	2.38999e-06	
660.000000	0.0115601 	660.000000	0.0118923 	660.000000	0.0117185 	660.000000	0.011655  	660.000000	0.0118899 	660.000000	2.32283e-06	
680.000000	0.0114384 	680.000000	0.0117767 	680.000000	0.0116061 	680.000000	0.0115435 	680.000000	0.0117744 	680.000000	2.25947e-06	
700.000000	0.0113243 	700.000000	0.0116685 	700.000000	0.0115011 	700.000000	0.0114391 	700.000000	0.0116663 	700.000000	2.19959e-06	
720.000000	0.0112173 	720.000000	0.0115671 	720.000000	0.0114031 	720.000000	0.0113413 	720.000000	0.0115649 	720.000000	2.14291e-06	
740.000000	0.0111168 	740.000000	0.0114719 	740.000000	0.0113115 	740.000000	0.0112496 	740.000000	0.0114698 	740.000000	2.08917e-06	
760.000000	0.0110223 	760.000000	0.0113825 	760.000000	0.0112253 	760.000000	0.0111634 	760.000000	0.0113805 	760.000000	2.03816e-06	
