*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.127263  	0.001000	0.127263  	0.001000	0.0969208 	0.001000	0.0969208 	0.001000	0         	0.001000	0         	0.001000	0.000344323	0.001000	0.000530286	0.001000	0.000264732
0.002000	0.257209  	0.002000	0.254525  	0.002000	0.193842  	0.002000	0.193842  	0.002000	0.0136768 	0.002000	0.0136768 	0.002000	0.00100841	0.002000	0.00150041	0.002000	0.000802697
0.005000	0.537936  	0.005000	0.529455  	0.005000	0.400999  	0.005000	0.400999  	0.005000	0.0153715 	0.005000	0.0153715 	0.005000	0.00292438	0.005000	0.00425653	0.005000	0.00237474
0.008000	0.75227   	0.008000	0.739362  	0.008000	0.558213  	0.008000	0.558213  	0.008000	0.0154128 	0.008000	0.0154128 	0.008000	0.00471536	0.008000	0.0067801 	0.008000	0.00386893
0.010000	0.87617   	0.010000	0.860703  	0.010000	0.648902  	0.010000	0.648902  	0.010000	0.0155437 	0.010000	0.0155437 	0.010000	0.00588092	0.010000	0.00840775	0.010000	0.00484796
0.015000	1.1348    	0.015000	1.11399   	0.015000	0.845922  	0.015000	0.845922  	0.015000	0.0161563 	0.015000	0.0161563 	0.015000	0.00875393	0.015000	0.0123889 	0.015000	0.00727484
0.020000	1.34335   	0.020000	1.31823   	0.020000	1.01549   	0.020000	1.01549   	0.020000	0.0169386 	0.020000	0.0169386 	0.020000	0.0115923 	0.020000	0.0162914 	0.020000	0.00968576
0.025000	1.52197   	0.025000	1.49317   	0.025000	1.16707   	0.025000	1.16707   	0.025000	0.0177445 	0.025000	0.0177445 	0.025000	0.0144232 	0.025000	0.020162  	0.025000	0.0120997
0.030000	1.68099   	0.030000	1.6489    	0.030000	1.30667   	0.030000	1.30667   	0.030000	0.0185381 	0.030000	0.0185381 	0.030000	0.0172809 	0.030000	0.0240502 	0.030000	0.0145448
0.035000	1.82645   	0.035000	1.79136   	0.035000	1.43836   	0.035000	1.43836   	0.035000	0.019321  	0.035000	0.019321  	0.035000	0.0201965 	0.035000	0.0279807 	0.035000	0.0170473
0.040000	1.96225   	0.040000	1.92435   	0.040000	1.56424   	0.040000	1.56424   	0.040000	0.0200913 	0.040000	0.0200913 	0.040000	0.0229967 	0.040000	0.0314242 	0.040000	0.0194561
0.045000	2.09105   	0.045000	2.05049   	0.045000	1.68583   	0.045000	1.68583   	0.045000	0.0208517 	0.045000	0.0208517 	0.045000	0.0254111 	0.045000	0.0343228 	0.045000	0.0215351
0.050000	2.21477   	0.050000	2.17166   	0.050000	1.80422   	0.050000	1.80422   	0.050000	0.0216063 	0.050000	0.0221609 	0.050000	0.0276354 	0.050000	0.0369282 	0.050000	0.0234526
0.055000	2.33484   	0.055000	2.28924   	0.055000	1.92028   	0.055000	1.92028   	0.055000	0.0223593 	0.055000	0.0236861 	0.055000	0.0297246 	0.055000	0.0393278 	0.055000	0.0252556
0.060000	2.45233   	0.060000	2.40431   	0.060000	2.03468   	0.060000	2.03468   	0.060000	0.0231151 	0.060000	0.0251162 	0.060000	0.031709  	0.060000	0.0415741 	0.060000	0.0269703
0.070000	2.68284   	0.070000	2.63006   	0.070000	2.26056   	0.070000	2.26056   	0.070000	0.0246505 	0.070000	0.0277928 	0.070000	0.0355368 	0.070000	0.0458268 	0.070000	0.0302831
0.080000	2.91123   	0.080000	2.85374   	0.080000	2.48518   	0.080000	2.48518   	0.080000	0.0262402 	0.080000	0.0303327 	0.080000	0.0392594 	0.080000	0.0498861 	0.080000	0.0335126
0.090000	3.14074   	0.090000	3.0785    	0.090000	2.71085   	0.090000	2.71085   	0.090000	0.0279071 	0.090000	0.0328194 	0.090000	0.0428687 	0.090000	0.0537714 	0.090000	0.0366529
0.100000	3.37354   	0.100000	3.30649   	0.100000	2.93926   	0.100000	2.93926   	0.100000	0.0296697 	0.100000	0.0353062 	0.100000	0.0463167 	0.100000	0.0574449 	0.100000	0.0396623
0.120000	3.85447   	0.120000	3.77749   	0.120000	3.40899   	0.120000	3.40899   	0.120000	0.0335387 	0.120000	0.0404137 	0.120000	0.0530104 	0.120000	0.0644991 	0.120000	0.0455287
0.140000	4.36105   	0.140000	4.27361   	0.140000	3.90109   	0.140000	3.90109   	0.140000	0.0379316 	0.140000	0.0458328 	0.140000	0.0594251 	0.140000	0.0712096 	0.140000	0.0511819
0.160000	4.89634   	0.160000	4.79784   	0.160000	4.4193    	0.160000	4.4193    	0.160000	0.0428938 	0.160000	0.0516494 	0.160000	0.065567  	0.160000	0.0776185 	0.160000	0.0566243
0.180000	5.46138   	0.180000	5.35121   	0.180000	4.96564   	0.180000	4.96564   	0.180000	0.0484409 	0.180000	0.0578984 	0.180000	0.0714667 	0.180000	0.083758  	0.180000	0.0618792
0.200000	6.05623   	0.200000	5.93378   	0.200000	5.54099   	0.200000	5.54099   	0.200000	0.0545679 	0.200000	0.0645846 	0.200000	0.0770859 	0.200000	0.089625  	0.200000	0.0669114
0.250000	7.67042   	0.250000	7.51463   	0.250000	7.10681   	0.250000	7.10681   	0.250000	0.0722855 	0.250000	0.0831077 	0.250000	0.0917525 	0.250000	0.104901  	0.250000	0.0801172
0.300000	9.45753   	0.300000	9.26483   	0.300000	8.8495    	0.300000	8.8495    	0.300000	0.0930894 	0.300000	0.1039    	0.300000	0.10674   	0.300000	0.120528  	0.300000	0.09372
0.350000	11.4075   	0.350000	11.1745   	0.350000	10.7596   	0.350000	10.7596   	0.350000	0.116574  	0.350000	0.126576  	0.350000	0.121644  	0.350000	0.136156  	0.350000	0.107353
0.400000	13.5121   	0.400000	13.2357   	0.400000	12.8276   	0.400000	12.8276   	0.400000	0.142422  	0.400000	0.150836  	0.400000	0.137184  	0.400000	0.152451  	0.400000	0.12164
