Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
6460.675028	5.35203e+06	5.5181e+06	6.00121e+06	6.03986e+06	13099.3   	15960     	4903.86   	5171.09   	7320.99   
6554.307985	5.41326e+06	5.58901e+06	6.08986e+06	6.12904e+06	13205.1   	16239.9   	4947.09   	5220.97   	7394.52   
6647.940942	5.4732e+06	5.659e+06 	6.17826e+06	6.21798e+06	13308.6   	16522.1   	4989.51   	5269.88   	7466.72   
6741.573899	5.53314e+06	5.72899e+06	6.26666e+06	6.30692e+06	13412.1   	16804.3   	5031.92   	5318.8    	7538.91   
6835.206856	5.59308e+06	5.79899e+06	6.35506e+06	6.39586e+06	13515.6   	17086.5   	5074.33   	5367.72   	7611.11   
6928.839813	5.65302e+06	5.86898e+06	6.44346e+06	6.4848e+06	13619.1   	17368.7   	5116.75   	5416.64   	7683.3    
7022.472770	5.71227e+06	5.93848e+06	6.53173e+06	6.5736e+06	13721.4   	17652.2   	5158.75   	5465.07   	7754.82   
7116.105727	5.76933e+06	6.0064e+06	6.61958e+06	6.66198e+06	13820.1   	17939.8   	5199.46   	5511.98   	7824.18   
7209.738684	5.82639e+06	6.07433e+06	6.70743e+06	6.75035e+06	13918.7   	18227.4   	5240.17   	5558.88   	7893.54   
7303.371640	5.88345e+06	6.14226e+06	6.79527e+06	6.83873e+06	14017.3   	18515.1   	5280.88   	5605.79   	7962.9    
7397.004597	5.94051e+06	6.21019e+06	6.88312e+06	6.9271e+06	14116     	18802.7   	5321.59   	5652.69   	8032.26   
7490.637554	5.99758e+06	6.27811e+06	6.97097e+06	7.01548e+06	14214.6   	19090.3   	5362.3    	5699.6    	8101.61   
7584.270511	6.05221e+06	6.34428e+06	7.05835e+06	7.10338e+06	14309.4   	19382.7   	5401.67   	5744.88   	8168.69   
7677.903468	6.10658e+06	6.41025e+06	7.14567e+06	7.19122e+06	14403.7   	19675.7   	5440.89   	5789.99   	8235.51   
7771.536425	6.16095e+06	6.47621e+06	7.233e+06 	7.27907e+06	14498.1   	19968.6   	5480.11   	5835.1    	8302.33   
7865.169382	6.21533e+06	6.54218e+06	7.32032e+06	7.36691e+06	14592.4   	20261.6   	5519.33   	5880.21   	8369.16   
7958.802339	6.2697e+06	6.60815e+06	7.40765e+06	7.45476e+06	14686.7   	20554.5   	5558.55   	5925.32   	8435.98   
8052.435296	6.32266e+06	6.67307e+06	7.4947e+06	7.54232e+06	14778.9   	20850.3   	5597.03   	5969.53   	8501.52   
8146.068253	6.37451e+06	6.73718e+06	7.58153e+06	7.62967e+06	14869.4   	21148.4   	5634.94   	6013.03   	8566.06   
8239.701210	6.42637e+06	6.80129e+06	7.66836e+06	7.71701e+06	14959.9   	21446.5   	5672.84   	6056.53   	8630.6    
8333.334167	6.47822e+06	6.8654e+06	7.75519e+06	7.80436e+06	15050.4   	21744.6   	5710.74   	6100.03   	8695.14   
8426.967124	6.53008e+06	6.9295e+06	7.84202e+06	7.8917e+06	15140.8   	22042.7   	5748.65   	6143.52   	8759.68   
8520.600081	6.58141e+06	6.99322e+06	7.92875e+06	7.97894e+06	15230.6   	22341.9   	5786.29   	6186.7    	8823.76   
8614.233037	6.63092e+06	7.05556e+06	8.01511e+06	8.06581e+06	15317.6   	22644.9   	5823.03   	6228.75   	8886.24   
8707.865994	6.68042e+06	7.11791e+06	8.10147e+06	8.15268e+06	15404.6   	22948     	5859.77   	6270.8    	8948.72   
8801.498951	6.72992e+06	7.18025e+06	8.18783e+06	8.23955e+06	15491.6   	23251     	5896.5    	6312.85   	9011.2    
8895.131908	6.77942e+06	7.24259e+06	8.2742e+06	8.32642e+06	15578.6   	23554     	5933.24   	6354.9    	9073.67   
8988.764865	6.82893e+06	7.30493e+06	8.36056e+06	8.41329e+06	15665.6   	23857     	5969.98   	6396.95   	9136.15   
9082.397822	6.87649e+06	7.3658e+06	8.44653e+06	8.49976e+06	15749.8   	24164.3   	6005.8    	6437.85   	9196.98   
9176.030779	6.9238e+06	7.42646e+06	8.53245e+06	8.58618e+06	15833.7   	24472.2   	6041.49   	6478.59   	9257.59   
9269.663736	6.9711e+06	7.48713e+06	8.61837e+06	8.6726e+06	15917.6   	24780     	6077.19   	6519.33   	9318.21   
9363.296693	7.0184e+06	7.5478e+06	8.70428e+06	8.75902e+06	16001.4   	25087.9   	6112.89   	6560.07   	9378.82   
9456.929650	7.06571e+06	7.60846e+06	8.7902e+06	8.84544e+06	16085.3   	25395.7   	6148.59   	6600.81   	9439.43   
9550.562607	7.1119e+06	7.66827e+06	8.87589e+06	8.93163e+06	16167.6   	25706.2   	6183.78   	6640.91   	9499.12   
9644.195564	7.15714e+06	7.72734e+06	8.96139e+06	9.01763e+06	16248.6   	26018.9   	6218.55   	6680.47   	9558.03   
9737.828521	7.20238e+06	7.78642e+06	9.04689e+06	9.10362e+06	16329.7   	26331.6   	6253.32   	6720.02   	9616.95   
9831.461478	7.24762e+06	7.84549e+06	9.13239e+06	9.18962e+06	16410.7   	26644.2   	6288.09   	6759.58   	9675.86   
9925.094434	7.29287e+06	7.90457e+06	9.21789e+06	9.27561e+06	16491.7   	26956.9   	6322.86   	6799.13   	9734.78   
10018.727391	7.33754e+06	7.9632e+06	9.30328e+06	9.36149e+06	16571.9   	27271     	6357.39   	6838.37   	9793.24   
10112.360348	7.37995e+06	8.02004e+06	9.38819e+06	9.44688e+06	16649.1   	27590.8   	6390.95   	6876.35   	9849.9    
10205.993305	7.42236e+06	8.07688e+06	9.47311e+06	9.53228e+06	16726.4   	27910.6   	6424.51   	6914.34   	9906.56   
10299.626262	7.46477e+06	8.13372e+06	9.55802e+06	9.61768e+06	16803.6   	28230.4   	6458.07   	6952.32   	9963.22   
10393.259219	7.50717e+06	8.19057e+06	9.64294e+06	9.70308e+06	16880.8   	28550.2   	6491.63   	6990.3    	10019.9   
10486.892176	7.54958e+06	8.24741e+06	9.72785e+06	9.78848e+06	16958     	28869.9   	6525.19   	7028.28   	10076.5   
10580.525133	7.59199e+06	8.30425e+06	9.81277e+06	9.87388e+06	17035.2   	29189.7   	6558.75   	7066.26   	10133.2   
10674.158090	7.6344e+06	8.36109e+06	9.89768e+06	9.95928e+06	17112.4   	29509.5   	6592.31   	7104.25   	10189.9   
10767.791047	7.6768e+06	8.41794e+06	9.9826e+06	1.00447e+07	17189.6   	29829.3   	6625.87   	7142.23   	10246.5   
10861.424004	7.71921e+06	8.47478e+06	1.00675e+07	1.01301e+07	17266.8   	30149.1   	6659.43   	7180.21   	10303.2   
10955.056961	7.76162e+06	8.53162e+06	1.01524e+07	1.02155e+07	17344.1   	30468.9   	6692.99   	7218.19   	10359.8   
11048.689918	7.80226e+06	8.58704e+06	1.0237e+07	1.03005e+07	17419     	30793.3   	6725.84   	7255.24   	10415.1   
11142.322875	7.84126e+06	8.64114e+06	1.03212e+07	1.03852e+07	17491.7   	31122     	6758.03   	7291.41   	10469.2   
11235.955831	7.88026e+06	8.69524e+06	1.04054e+07	1.04698e+07	17564.5   	31450.7   	6790.23   	7327.58   	10523.3   
11329.588788	7.91927e+06	8.74934e+06	1.04895e+07	1.05545e+07	17637.3   	31779.4   	6822.42   	7363.75   	10577.3   
11423.221745	7.95827e+06	8.80344e+06	1.05737e+07	1.06392e+07	17710.1   	32108.1   	6854.61   	7399.93   	10631.4   
11516.854702	7.99727e+06	8.85754e+06	1.06579e+07	1.07238e+07	17782.9   	32436.8   	6886.81   	7436.1    	10685.4   
11610.487659	8.03628e+06	8.91164e+06	1.07421e+07	1.08085e+07	17855.6   	32765.5   	6919      	7472.27   	10739.5   
11704.120616	8.07528e+06	8.96574e+06	1.08263e+07	1.08932e+07	17928.4   	33094.2   	6951.2    	7508.44   	10793.5   
11797.753573	8.11428e+06	9.01984e+06	1.09105e+07	1.09778e+07	18001.2   	33422.9   	6983.39   	7544.61   	10847.6   
11891.386530	8.15328e+06	9.07395e+06	1.09947e+07	1.10625e+07	18074     	33751.6   	7015.58   	7580.79   	10901.6   
11985.019487	8.19229e+06	9.12805e+06	1.10789e+07	1.11472e+07	18146.7   	34080.3   	7047.78   	7616.96   	10955.7   
12078.652444	8.22876e+06	9.18005e+06	1.11625e+07	1.12313e+07	18216.3   	34416.1   	7079.02   	7651.85   	11007.9   
12172.285401	8.26475e+06	9.23166e+06	1.12461e+07	1.13153e+07	18285.3   	34753.2   	7110.09   	7686.49   	11059.7   
12265.918358	8.30075e+06	9.28327e+06	1.13296e+07	1.13993e+07	18354.3   	35090.3   	7141.15   	7721.13   	11111.6   
12359.551315	8.33674e+06	9.33488e+06	1.14131e+07	1.14833e+07	18423.2   	35427.4   	7172.21   	7755.77   	11163.4   
12453.184272	8.37273e+06	9.38649e+06	1.14967e+07	1.15673e+07	18492.2   	35764.5   	7203.28   	7790.41   	11215.3   
12546.817228	8.40872e+06	9.4381e+06	1.15802e+07	1.16513e+07	18561.2   	36101.7   	7234.34   	7825.05   	11267.1   
12640.450185	8.44472e+06	9.48971e+06	1.16638e+07	1.17353e+07	18630.1   	36438.8   	7265.4    	7859.69   	11319     
12734.083142	8.48071e+06	9.54132e+06	1.17473e+07	1.18193e+07	18699.1   	36775.9   	7296.47   	7894.34   	11370.8   
12827.716099	8.5167e+06	9.59293e+06	1.18308e+07	1.19033e+07	18768.1   	37113     	7327.53   	7928.98   	11422.6   
12921.349056	8.55269e+06	9.64454e+06	1.19144e+07	1.19873e+07	18837     	37450.1   	7358.59   	7963.62   	11474.5   
13014.982013	8.58826e+06	9.69579e+06	1.19978e+07	1.20712e+07	18905.5   	37788.6   	7389.51   	7998.05   	11526     
13108.614970	8.62157e+06	9.74513e+06	1.20807e+07	1.21546e+07	18971.1   	38133.9   	7419.62   	8031.39   	11576     
13202.247927	8.65489e+06	9.79446e+06	1.21637e+07	1.2238e+07	19036.8   	38479.3   	7449.74   	8064.72   	11625.9   
13295.880884	8.68821e+06	9.8438e+06	1.22466e+07	1.23214e+07	19102.4   	38824.7   	7479.86   	8098.06   	11675.9   
13389.513841	8.72153e+06	9.89314e+06	1.23295e+07	1.24047e+07	19168.1   	39170     	7509.97   	8131.39   	11725.8   
13483.146798	8.75484e+06	9.94248e+06	1.24125e+07	1.24881e+07	19233.7   	39515.4   	7540.09   	8164.73   	11775.8   
13576.779755	8.78816e+06	9.99181e+06	1.24954e+07	1.25715e+07	19299.4   	39860.8   	7570.21   	8198.06   	11825.7   
13670.412712	8.82148e+06	1.00412e+07	1.25783e+07	1.26549e+07	19365.1   	40206.1   	7600.33   	8231.4    	11875.7   
13764.045669	8.85479e+06	1.00905e+07	1.26613e+07	1.27383e+07	19430.7   	40551.5   	7630.44   	8264.73   	11925.6   
13857.678625	8.88811e+06	1.01398e+07	1.27442e+07	1.28217e+07	19496.4   	40896.8   	7660.56   	8298.07   	11975.6   
13951.311582	8.92143e+06	1.01892e+07	1.28271e+07	1.29051e+07	19562     	41242.2   	7690.68   	8331.4    	12025.5   
14044.944539	8.9536e+06	1.02375e+07	1.29098e+07	1.29882e+07	19626.3   	41591.5   	7720.41   	8364.2    	12074.7   
14138.577496	8.98453e+06	1.02848e+07	1.29922e+07	1.3071e+07	19689     	41944.9   	7749.73   	8396.41   	12123     
14232.210453	9.01546e+06	1.0332e+07	1.30746e+07	1.31539e+07	19751.8   	42298.4   	7779.04   	8428.62   	12171.3   
14325.843410	9.04639e+06	1.03793e+07	1.3157e+07	1.32367e+07	19814.5   	42651.9   	7808.36   	8460.84   	12219.6   
14419.476367	9.07732e+06	1.04265e+07	1.32394e+07	1.33195e+07	19877.3   	43005.4   	7837.68   	8493.05   	12268     
14513.109324	9.10826e+06	1.04738e+07	1.33217e+07	1.34024e+07	19940     	43358.9   	7866.99   	8525.26   	12316.3   
14606.742281	9.13919e+06	1.05211e+07	1.34041e+07	1.34852e+07	20002.8   	43712.4   	7896.31   	8557.47   	12364.6   
14700.375238	9.17012e+06	1.05683e+07	1.34865e+07	1.3568e+07	20065.6   	44065.8   	7925.63   	8589.68   	12412.9   
14794.008195	9.20105e+06	1.06156e+07	1.35689e+07	1.36509e+07	20128.3   	44419.3   	7954.94   	8621.89   	12461.2   
14887.641152	9.23198e+06	1.06628e+07	1.36513e+07	1.37337e+07	20191.1   	44772.8   	7984.26   	8654.11   	12509.6   
14981.274109	9.26291e+06	1.07101e+07	1.37337e+07	1.38165e+07	20253.8   	45126.3   	8013.58   	8686.32   	12557.9   
15074.907066	9.29213e+06	1.07558e+07	1.38156e+07	1.38989e+07	20314.5   	45486.1   	8042.34   	8717.75   	12605.1   
15168.540022	9.32092e+06	1.08012e+07	1.38975e+07	1.39813e+07	20374.7   	45847.5   	8070.97   	8748.99   	12652     
15262.172979	9.34972e+06	1.08465e+07	1.39794e+07	1.40636e+07	20434.9   	46208.8   	8099.61   	8780.22   	12698.8   
15355.805936	9.37851e+06	1.08919e+07	1.40613e+07	1.41459e+07	20495     	46570.2   	8128.24   	8811.46   	12745.7   
15449.438893	9.4073e+06	1.09372e+07	1.41432e+07	1.42282e+07	20555.2   	46931.6   	8156.87   	8842.7    	12792.6   
15543.071850	9.43609e+06	1.09826e+07	1.4225e+07	1.43105e+07	20615.4   	47293     	8185.5    	8873.93   	12839.5   
15636.704807	9.46489e+06	1.10279e+07	1.43069e+07	1.43928e+07	20675.6   	47654.3   	8214.13   	8905.17   	12886.4   
15730.337764	9.49368e+06	1.10733e+07	1.43888e+07	1.44751e+07	20735.8   	48015.7   	8242.76   	8936.41   	12933.3   
15823.970721	9.52247e+06	1.11186e+07	1.44707e+07	1.45575e+07	20795.9   	48377.1   	8271.39   	8967.64   	12980.2   
15917.603678	9.55127e+06	1.1164e+07	1.45526e+07	1.46398e+07	20856.1   	48738.4   	8300.02   	8998.88   	13027.1   
16011.236635	9.57983e+06	1.12091e+07	1.46344e+07	1.4722e+07	20916     	49100.7   	8328.58   	9030.01   	13073.9   
16104.869592	9.6067e+06	1.12527e+07	1.47158e+07	1.48039e+07	20973.9   	49469.7   	8356.62   	9060.4    	13119.5   
16198.502549	9.63357e+06	1.12963e+07	1.47972e+07	1.48857e+07	21031.8   	49838.6   	8384.66   	9090.78   	13165.2   
16292.135506	9.66044e+06	1.13399e+07	1.48786e+07	1.49675e+07	21089.6   	50207.5   	8412.7    	9121.16   	13210.9   
16385.768463	9.68731e+06	1.13835e+07	1.496e+07 	1.50494e+07	21147.5   	50576.4   	8440.73   	9151.55   	13256.5   
16479.401419	9.71418e+06	1.14271e+07	1.50414e+07	1.51312e+07	21205.4   	50945.4   	8468.77   	9181.93   	13302.2   
16573.034376	9.74105e+06	1.14707e+07	1.51228e+07	1.5213e+07	21263.3   	51314.3   	8496.81   	9212.31   	13347.8   
16666.667333	9.76792e+06	1.15143e+07	1.52042e+07	1.52949e+07	21321.2   	51683.2   	8524.85   	9242.7    	13393.5   
16760.300290	9.79479e+06	1.15579e+07	1.52856e+07	1.53767e+07	21379     	52052.2   	8552.89   	9273.08   	13439.1   
16853.933247	9.82166e+06	1.16014e+07	1.53671e+07	1.54585e+07	21436.9   	52421.1   	8580.92   	9303.47   	13484.8   
16947.566204	9.84853e+06	1.1645e+07	1.54485e+07	1.55404e+07	21494.8   	52790     	8608.96   	9333.85   	13530.4   
17041.199161	9.87464e+06	1.16879e+07	1.55297e+07	1.5622e+07	21551.7   	53162.1   	8636.77   	9363.9    	13575.6   
17134.832118	9.89977e+06	1.17299e+07	1.56106e+07	1.57034e+07	21607.5   	53538.3   	8664.29   	9393.53   	13620.2   
17228.465075	9.9249e+06	1.17718e+07	1.56916e+07	1.57848e+07	21663.3   	53914.4   	8691.8    	9423.16   	13664.7   
17322.098032	9.95004e+06	1.18138e+07	1.57726e+07	1.58662e+07	21719.1   	54290.6   	8719.32   	9452.79   	13709.3   
17415.730989	9.97517e+06	1.18558e+07	1.58536e+07	1.59476e+07	21775     	54666.7   	8746.84   	9482.42   	13753.8   
17509.363946	1.00003e+07	1.18977e+07	1.59345e+07	1.60289e+07	21830.8   	55042.9   	8774.35   	9512.05   	13798.4   
17602.996903	1.00254e+07	1.19397e+07	1.60155e+07	1.61103e+07	21886.6   	55419     	8801.87   	9541.68   	13842.9   
17696.629860	1.00506e+07	1.19817e+07	1.60965e+07	1.61917e+07	21942.4   	55795.2   	8829.39   	9571.32   	13887.5   
17790.262816	1.00757e+07	1.20236e+07	1.61774e+07	1.62731e+07	21998.2   	56171.3   	8856.91   	9600.95   	13932     
17883.895773	1.01008e+07	1.20656e+07	1.62584e+07	1.63545e+07	22054     	56547.5   	8884.42   	9630.58   	13976.6   
17977.528730	1.0126e+07	1.21076e+07	1.63394e+07	1.64359e+07	22109.8   	56923.6   	8911.94   	9660.21   	14021.2   
18071.161687	1.01499e+07	1.21484e+07	1.642e+07 	1.65169e+07	22164.1   	57305.1   	8939.11   	9689.33   	14065     
18164.794644	1.01735e+07	1.21889e+07	1.65006e+07	1.65979e+07	22218     	57688.1   	8966.17   	9718.29   	14108.6   
18258.427601	1.0197e+07	1.22293e+07	1.65811e+07	1.66789e+07	22272     	58071.2   	8993.22   	9747.26   	14152.1   
18352.060558	1.02206e+07	1.22698e+07	1.66617e+07	1.67599e+07	22325.9   	58454.3   	9020.28   	9776.22   	14195.7   
18445.693515	1.02442e+07	1.23102e+07	1.67423e+07	1.68408e+07	22379.8   	58837.3   	9047.34   	9805.18   	14239.3   
18539.326472	1.02677e+07	1.23507e+07	1.68228e+07	1.69218e+07	22433.7   	59220.4   	9074.4    	9834.15   	14282.9   
18632.959429	1.02913e+07	1.23912e+07	1.69034e+07	1.70028e+07	22487.6   	59603.5   	9101.45   	9863.11   	14326.5   
18726.592386	1.03149e+07	1.24316e+07	1.69839e+07	1.70837e+07	22541.6   	59986.5   	9128.51   	9892.07   	14370     
18820.225343	1.03384e+07	1.24721e+07	1.70645e+07	1.71647e+07	22595.5   	60369.6   	9155.57   	9921.04   	14413.6   
18913.858300	1.0362e+07	1.25125e+07	1.71451e+07	1.72457e+07	22649.4   	60752.7   	9182.63   	9950      	14457.2   
19007.491257	1.03854e+07	1.25529e+07	1.72256e+07	1.73266e+07	22703.2   	61136.3   	9209.65   	9978.92   	14500.7   
