*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
200.000000	77450     	200.000000	76493.1   	200.000000	76498.2   	200.000000	76614.8   	200.000000	798.168   	200.000000	377.813   	200.000000	671.019   	200.000000	543.556   	200.000000	709.792
210.000000	84032.3   	210.000000	82988.3   	210.000000	82995.4   	210.000000	83124.8   	210.000000	861.82    	210.000000	407.348   	210.000000	724.931   	210.000000	586.808   	210.000000	768.684
220.000000	90799     	220.000000	89669.5   	220.000000	89681.7   	220.000000	89824.2   	220.000000	926.788   	220.000000	437.544   	220.000000	780.044   	220.000000	631.072   	220.000000	829.127
230.000000	97744.2   	230.000000	96530.5   	230.000000	96550.8   	230.000000	96706.7   	230.000000	992.987   	230.000000	468.385   	230.000000	836.29    	230.000000	676.3     	230.000000	891.056
240.000000	104862    	240.000000	103565    	240.000000	103597    	240.000000	103766    	240.000000	1060.33   	240.000000	499.815   	240.000000	893.603   	240.000000	722.446   	240.000000	954.405
250.000000	112148    	250.000000	110768    	250.000000	110813    	250.000000	110997    	250.000000	1128.72   	250.000000	531.805   	250.000000	951.915   	250.000000	769.463   	250.000000	1019.11
260.000000	119597    	260.000000	118133    	260.000000	118194    	260.000000	118394    	260.000000	1198.11   	260.000000	564.343   	260.000000	1011.18   	260.000000	817.317   	260.000000	1085.12
270.000000	127204    	270.000000	125655    	270.000000	125737    	270.000000	125952    	270.000000	1268.43   	270.000000	597.411   	270.000000	1071.33   	270.000000	865.97    	270.000000	1152.37
280.000000	134963    	280.000000	133330    	280.000000	133434    	280.000000	133665    	280.000000	1339.63   	280.000000	630.962   	280.000000	1132.33   	280.000000	915.386   	280.000000	1220.84
290.000000	142872    	290.000000	141152    	290.000000	141282    	290.000000	141530    	290.000000	1411.62   	290.000000	664.978   	290.000000	1194.12   	290.000000	965.525   	290.000000	1290.44
300.000000	150925    	300.000000	149117    	300.000000	149275    	300.000000	149540    	300.000000	1484.34   	300.000000	699.452   	300.000000	1256.65   	300.000000	1016.35   	300.000000	1361.14
310.000000	159119    	310.000000	157221    	310.000000	157410    	310.000000	157692    	310.000000	1557.76   	310.000000	734.35    	310.000000	1319.88   	310.000000	1067.84   	310.000000	1432.89
320.000000	167450    	320.000000	165459    	320.000000	165682    	320.000000	165982    	320.000000	1631.82   	320.000000	769.675   	320.000000	1383.77   	320.000000	1119.96   	320.000000	1505.65
330.000000	175914    	330.000000	173828    	330.000000	174087    	330.000000	174405    	330.000000	1706.48   	330.000000	805.421   	330.000000	1448.28   	330.000000	1172.69   	330.000000	1579.38
340.000000	184507    	340.000000	182323    	340.000000	182621    	340.000000	182957    	340.000000	1781.7    	340.000000	841.546   	340.000000	1513.38   	340.000000	1225.98   	340.000000	1654.04
