*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.334559  	0.001000	0.176333  	0.001000	0.193739  	0.001000	0.193739  	0.001000	0.112078  	0.001000	0.0642553
0.002000	0.374496  	0.002000	0.199195  	0.002000	0.218882  	0.002000	0.218882  	0.002000	0.145347  	0.002000	0.0538477
0.005000	0.465046  	0.005000	0.241918  	0.005000	0.264405  	0.005000	0.264405  	0.005000	0.204944  	0.005000	0.0369737
0.008000	0.533802  	0.008000	0.27332   	0.008000	0.296973  	0.008000	0.296973  	0.008000	0.244444  	0.008000	0.0288758
0.010000	0.572687  	0.010000	0.291181  	0.010000	0.315276  	0.010000	0.315276  	0.010000	0.265779  	0.010000	0.0254013
0.015000	0.669723  	0.015000	0.338438  	0.015000	0.360131  	0.015000	0.360131  	0.015000	0.318625  	0.015000	0.0198124
0.020000	0.746361  	0.020000	0.414241  	0.020000	0.423507  	0.020000	0.423507  	0.020000	0.397809  	0.020000	0.0164322
0.025000	0.830242  	0.025000	0.486813  	0.025000	0.485846  	0.025000	0.485846  	0.025000	0.472677  	0.025000	0.014136
0.030000	0.900805  	0.030000	0.555235  	0.030000	0.539665  	0.030000	0.539665  	0.030000	0.542775  	0.030000	0.0124603
0.035000	0.950913  	0.035000	0.616372  	0.035000	0.589696  	0.035000	0.589696  	0.035000	0.605301  	0.035000	0.0110716
0.040000	0.988125  	0.040000	0.668666  	0.040000	0.636148  	0.040000	0.636148  	0.040000	0.658602  	0.040000	0.0100647
0.045000	1.01405   	0.045000	0.715561  	0.045000	0.678928  	0.045000	0.678928  	0.045000	0.706319  	0.045000	0.00924196
0.050000	1.02959   	0.050000	0.757176  	0.050000	0.718105  	0.050000	0.718105  	0.050000	0.74862   	0.050000	0.00855574
0.055000	1.06816   	0.055000	0.79374   	0.055000	0.753789  	0.055000	0.753789  	0.055000	0.785767  	0.055000	0.00797365
0.060000	1.10036   	0.060000	0.825569  	0.060000	0.78612   	0.060000	0.78612   	0.060000	0.818096  	0.060000	0.00747296
0.070000	1.14779   	0.070000	0.876536  	0.070000	0.841407  	0.070000	0.841407  	0.070000	0.869882  	0.070000	0.00665409
0.080000	1.20041   	0.080000	0.913306  	0.080000	0.885482  	0.080000	0.885482  	0.080000	0.907295  	0.080000	0.00601084
0.090000	1.23968   	0.090000	0.939035  	0.090000	0.91996   	0.090000	0.91996   	0.090000	0.933545  	0.090000	0.00549076
0.100000	1.26914   	0.100000	0.956476  	0.100000	0.946418  	0.100000	0.946418  	0.100000	0.951415  	0.100000	0.00506068
