*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.0907169 	0.001000	0.0907169 	0.001000	0.104093  	0.001000	0.104093  	0.001000	0         	0.001000	0         	0.001000	0.000529813	0.001000	0.000798838	0.001000	0.000468879
0.002000	0.192591  	0.002000	0.181434  	0.002000	0.208186  	0.002000	0.208186  	0.002000	0.0183313 	0.002000	0.0183313 	0.002000	0.00155192	0.002000	0.00226104	0.002000	0.00140773
0.005000	0.414468  	0.005000	0.379012  	0.005000	0.432471  	0.005000	0.432471  	0.005000	0.0206433 	0.005000	0.0206433 	0.005000	0.00453566	0.005000	0.00646372	0.005000	0.00417403
0.008000	0.585469  	0.008000	0.531285  	0.008000	0.603355  	0.008000	0.603355  	0.008000	0.0207006 	0.008000	0.0207006 	0.008000	0.00734399	0.008000	0.0103405 	0.008000	0.00680824
0.010000	0.684729  	0.010000	0.619674  	0.010000	0.701851  	0.010000	0.701851  	0.010000	0.0208819 	0.010000	0.0208819 	0.010000	0.00917092	0.010000	0.0128413 	0.010000	0.00852986
0.015000	0.901256  	0.015000	0.812488  	0.015000	0.915129  	0.015000	0.915129  	0.015000	0.0217211 	0.015000	0.0217211 	0.015000	0.0136561 	0.015000	0.0187176 	0.015000	0.0127725
0.020000	1.08809   	0.020000	0.978864  	0.020000	1.09761   	0.020000	1.09761   	0.020000	0.0227741 	0.020000	0.0227741 	0.020000	0.0180572 	0.020000	0.0239263 	0.020000	0.0169506
0.025000	1.25506   	0.025000	1.12754   	0.025000	1.25964   	0.025000	1.25964   	0.025000	0.0238376 	0.025000	0.0238376 	0.025000	0.0224141 	0.025000	0.0286552 	0.025000	0.021097
0.030000	1.40696   	0.030000	1.26281   	0.030000	1.39943   	0.030000	1.39943   	0.030000	0.0247031 	0.030000	0.0247031 	0.030000	0.026538  	0.030000	0.0328197 	0.030000	0.0250211
0.035000	1.54638   	0.035000	1.38696   	0.035000	1.52139   	0.035000	1.52139   	0.035000	0.0253857 	0.035000	0.0253857 	0.035000	0.0303124 	0.035000	0.0365139 	0.035000	0.0287317
0.040000	1.67535   	0.040000	1.50181   	0.040000	1.63359   	0.040000	1.63359   	0.040000	0.0259933 	0.040000	0.0259933 	0.040000	0.0337629 	0.040000	0.0399416 	0.040000	0.0323964
0.045000	1.79591   	0.045000	1.60917   	0.045000	1.73926   	0.045000	1.73926   	0.045000	0.026558  	0.045000	0.026558  	0.045000	0.0370982 	0.045000	0.0432059 	0.045000	0.0357564
0.050000	1.90962   	0.050000	1.71042   	0.050000	1.83984   	0.050000	1.83984   	0.050000	0.0270899 	0.050000	0.0269835 	0.050000	0.0403324 	0.050000	0.0463407 	0.050000	0.0390055
0.055000	2.01768   	0.055000	1.80665   	0.055000	1.93619   	0.055000	1.93619   	0.055000	0.0275929 	0.055000	0.0273232 	0.055000	0.0434908 	0.055000	0.0493923 	0.055000	0.0421858
0.060000	2.12118   	0.060000	1.89881   	0.060000	2.02888   	0.060000	2.02888   	0.060000	0.0280699 	0.060000	0.0276431 	0.060000	0.046581  	0.060000	0.0523568 	0.060000	0.0453044
0.070000	2.31755   	0.070000	2.07367   	0.070000	2.20513   	0.070000	2.20513   	0.070000	0.0289569 	0.070000	0.0282346 	0.070000	0.0525896 	0.070000	0.0581429 	0.070000	0.0513776
0.080000	2.50287   	0.080000	2.2387    	0.080000	2.37163   	0.080000	2.37163   	0.080000	0.0297712 	0.080000	0.0287763 	0.080000	0.0584205 	0.080000	0.0638121 	0.080000	0.0572768
0.090000	2.67991   	0.090000	2.39635   	0.090000	2.53059   	0.090000	2.53059   	0.090000	0.0305305 	0.090000	0.0292817 	0.090000	0.0636773 	0.090000	0.0689813 	0.090000	0.0625936
0.100000	2.8506    	0.100000	2.54834   	0.100000	2.68369   	0.100000	2.68369   	0.100000	0.0312486 	0.100000	0.029761  	0.100000	0.0681875 	0.100000	0.0734446 	0.100000	0.0671485
0.120000	3.1784    	0.120000	2.84025   	0.120000	2.97715   	0.120000	2.97715   	0.120000	0.0326017 	0.120000	0.0306693 	0.120000	0.0761389 	0.120000	0.0814196 	0.120000	0.0751562
0.140000	3.49423   	0.140000	3.12149   	0.140000	3.2592    	0.140000	3.2592    	0.140000	0.03389   	0.140000	0.0315419 	0.140000	0.0831439 	0.140000	0.0885774 	0.140000	0.0821894
0.160000	3.8029    	0.160000	3.39636   	0.160000	3.53426   	0.160000	3.53426   	0.160000	0.0351493 	0.160000	0.0324026 	0.160000	0.0894897 	0.160000	0.0951272 	0.160000	0.0885473
0.180000	4.1057    	0.180000	3.66599   	0.180000	3.80519   	0.180000	3.80519   	0.180000	0.0364015 	0.180000	0.0332661 	0.180000	0.0952953 	0.180000	0.10117   	0.180000	0.0943685
0.200000	4.40332   	0.200000	3.93102   	0.200000	4.07389   	0.200000	4.07389   	0.200000	0.0376604 	0.200000	0.0341411 	0.200000	0.100593  	0.200000	0.106744  	0.200000	0.0996592
0.250000	5.13549   	0.250000	4.583     	0.250000	4.74313   	0.250000	4.74313   	0.250000	0.0408837 	0.250000	0.0364094 	0.250000	0.113592  	0.250000	0.120427  	0.250000	0.112666
0.300000	5.86036   	0.300000	5.22849   	0.300000	5.41618   	0.300000	5.41618   	0.300000	0.0442501 	0.300000	0.0388126 	0.300000	0.125872  	0.300000	0.133374  	0.300000	0.124939
0.350000	6.57904   	0.350000	5.86846   	0.350000	6.09626   	0.350000	6.09626   	0.350000	0.0477479 	0.350000	0.0413362 	0.350000	0.13713   	0.350000	0.145302  	0.350000	0.136197
0.400000	7.29518   	0.400000	6.50617   	0.400000	6.78053   	0.400000	6.78053   	0.400000	0.0512961 	0.400000	0.0439157 	0.400000	0.14813   	0.400000	0.156886  	0.400000	0.147195
0.450000	8.00613   	0.450000	7.13926   	0.450000	7.47104   	0.450000	7.47104   	0.450000	0.0549037 	0.450000	0.0465516 	0.450000	0.158618  	0.450000	0.167935  	0.450000	0.157677
0.500000	8.7165    	0.500000	7.77184   	0.500000	8.16955   	0.500000	8.16955   	0.500000	0.0585815 	0.500000	0.0492471 	0.500000	0.168797  	0.500000	0.178643  	0.500000	0.167859
0.600000	10.1515   	0.600000	9.04969   	0.600000	9.59728   	0.600000	9.59728   	0.600000	0.0662063 	0.600000	0.0548463 	0.600000	0.188056  	0.600000	0.198907  	0.600000	0.187125
0.700000	11.621    	0.700000	10.3583   	0.700000	11.07     	0.700000	11.07     	0.700000	0.0741987 	0.700000	0.0607123 	0.700000	0.206286  	0.700000	0.218086  	0.700000	0.205371
0.800000	13.1413   	0.800000	11.712    	0.800000	12.5891   	0.800000	12.5891   	0.800000	0.0825382 	0.800000	0.0668148 	0.800000	0.223802  	0.800000	0.236496  	0.800000	0.222909
0.900000	14.7223   	0.900000	13.1199   	0.900000	14.1553   	0.900000	14.1553   	0.900000	0.0912137 	0.900000	0.0731345 	0.900000	0.240616  	0.900000	0.254188  	0.900000	0.23975
1.000000	16.3658   	1.000000	14.5834   	1.000000	15.7695   	1.000000	15.7695   	1.000000	0.10022   	1.000000	0.0796596 	1.000000	0.257032  	1.000000	0.271438  	1.000000	0.2562
1.250000	20.7701   	1.250000	18.5054   	1.250000	20.0277   	1.250000	20.0277   	1.250000	0.12434   	1.250000	0.0969426 	1.250000	0.295672  	1.250000	0.312162  	1.250000	0.294954
1.500000	25.6144   	1.500000	22.8192   	1.500000	24.6145   	1.500000	24.6145   	1.500000	0.150834  	1.500000	0.115617  	1.500000	0.331696  	1.500000	0.350279  	1.500000	0.331133
1.750000	30.8803   	1.750000	27.5084   	1.750000	29.5234   	1.750000	29.5234   	1.750000	0.179548  	1.750000	0.135532  	1.750000	0.367036  	1.750000	0.38765   	1.750000	0.366675
2.000000	36.5722   	2.000000	32.5769   	2.000000	34.7531   	2.000000	34.7531   	2.000000	0.210462  	2.000000	0.156657  	2.000000	0.402495  	2.000000	0.425073  	2.000000	0.402388
2.250000	42.7284   	2.250000	38.0588   	2.250000	40.3041   	2.250000	40.3041   	2.250000	0.243598  	2.250000	0.178991  	2.250000	0.438485  	2.250000	0.462932  	2.250000	0.438681
2.500000	49.3069   	2.500000	43.9222   	2.500000	46.1768   	2.500000	46.1768   	2.500000	0.278978  	2.500000	0.202531  	2.500000	0.475253  	2.500000	0.501472  	2.500000	0.475807
3.000000	62.2938   	3.000000	56.7022   	3.000000	58.8853   	3.000000	58.8853   	3.000000	0.356515  	3.000000	0.253195  	3.000000	0.551884  	3.000000	0.58127   	3.000000	0.553309
3.500000	76.5021   	3.500000	70.8013   	3.500000	72.87     	3.500000	72.87     	3.500000	0.443069  	3.500000	0.308593  	3.500000	0.633556  	3.500000	0.665526  	3.500000	0.636073
4.000000	91.9137   	4.000000	86.1593   	4.000000	88.1157   	4.000000	88.1157   	4.000000	0.538535  	4.000000	0.368623  	4.000000	0.721027  	4.000000	0.754861  	4.000000	0.724844
4.500000	108.51    	4.500000	102.736   	4.500000	104.603   	4.500000	104.603   	4.500000	0.642727  	4.500000	0.433102  	4.500000	0.814737  	4.500000	0.849656  	4.500000	0.820049
5.000000	126.271   	5.000000	120.501   	5.000000	122.308   	5.000000	122.308   	5.000000	0.755426  	5.000000	0.501848  	5.000000	0.914878  	5.000000	0.950051  	5.000000	0.921871
5.500000	145.179   	5.500000	139.426   	5.500000	141.211   	5.500000	141.211   	5.500000	0.876406  	5.500000	0.574703  	5.500000	1.02155   	5.500000	1.05612   	5.500000	1.0304
6.000000	165.217   	6.000000	159.487   	6.000000	161.287   	6.000000	161.287   	6.000000	1.00545   	6.000000	0.651522  	6.000000	1.13471   	6.000000	1.16782   	6.000000	1.1456
