Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.349687  	0.001000	0.196773  	0.001000	0.214179  	0.001000	0.214179  	0.001000	0.112078  	0.001000	0.0846947 	
0.002000	0.383303  	0.002000	0.21293   	0.002000	0.232617  	0.002000	0.232617  	0.002000	0.145347  	0.002000	0.0675828 	
0.005000	0.468951  	0.005000	0.248813  	0.005000	0.271301  	0.005000	0.271301  	0.005000	0.204944  	0.005000	0.0438688 	
0.008000	0.536308  	0.008000	0.277921  	0.008000	0.301574  	0.008000	0.301574  	0.008000	0.244444  	0.008000	0.033477  	
0.010000	0.574419  	0.010000	0.294946  	0.010000	0.319042  	0.010000	0.319042  	0.010000	0.265779  	0.010000	0.0291668 	
0.015000	0.671077  	0.015000	0.341026  	0.015000	0.36272   	0.015000	0.36272   	0.015000	0.318625  	0.015000	0.0224012 	
0.020000	0.747376  	0.020000	0.416213  	0.020000	0.425479  	0.020000	0.425479  	0.020000	0.397809  	0.020000	0.0184039 	
0.025000	0.831054  	0.025000	0.488259  	0.025000	0.487291  	0.025000	0.487291  	0.025000	0.472677  	0.025000	0.0155813 	
0.030000	0.901482  	0.030000	0.556445  	0.030000	0.540876  	0.030000	0.540876  	0.030000	0.542775  	0.030000	0.0136707 	
0.035000	0.951493  	0.035000	0.617516  	0.035000	0.59084   	0.035000	0.59084   	0.035000	0.605301  	0.035000	0.0122152 	
0.040000	0.988633  	0.040000	0.669667  	0.040000	0.637149  	0.040000	0.637149  	0.040000	0.658602  	0.040000	0.0110653 	
0.045000	1.01451   	0.045000	0.716451  	0.045000	0.679817  	0.045000	0.679817  	0.045000	0.706319  	0.045000	0.0101314 	
0.050000	1.02999   	0.050000	0.757977  	0.050000	0.718906  	0.050000	0.718906  	0.050000	0.74862   	0.050000	0.00935625	
