*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.161205  	0.001000	0.161205  	0.001000	0.131498  	0.001000	0.131498  	0.001000	0         	0.001000	0         	0.001000	0.000550266	0.001000	0.000838144	0.001000	0.000431625
0.002000	0.328574  	0.002000	0.322409  	0.002000	0.262996  	0.002000	0.262996  	0.002000	0.0218127 	0.002000	0.0218127 	0.002000	0.00161165	0.002000	0.00237177	0.002000	0.00130611
0.005000	0.669383  	0.005000	0.650665  	0.005000	0.518266  	0.005000	0.518266  	0.005000	0.0240702 	0.005000	0.0240702 	0.005000	0.00430096	0.005000	0.00622766	0.005000	0.00353519
0.008000	0.9072    	0.008000	0.879723  	0.008000	0.692171  	0.008000	0.692171  	0.008000	0.0241042 	0.008000	0.0241042 	0.008000	0.00647312	0.008000	0.00929726	0.008000	0.00535669
0.010000	1.03821   	0.010000	1.00591   	0.010000	0.787293  	0.010000	0.787293  	0.010000	0.0242008 	0.010000	0.0242008 	0.010000	0.00779625	0.010000	0.0111557 	0.010000	0.00647145
0.015000	1.30087   	0.015000	1.2589    	0.015000	0.984968  	0.015000	0.984968  	0.015000	0.024601  	0.015000	0.024601  	0.015000	0.010918  	0.015000	0.0155171 	0.015000	0.00911236
0.020000	1.5043    	0.020000	1.45483   	0.020000	1.14796   	0.020000	1.14796   	0.020000	0.0250652 	0.020000	0.0250652 	0.020000	0.0139072 	0.020000	0.0196703 	0.020000	0.0116515
0.025000	1.67371   	0.025000	1.618     	0.025000	1.2895    	0.025000	1.2895    	0.025000	0.0255166 	0.025000	0.0255166 	0.025000	0.0168569 	0.025000	0.0237517 	0.025000	0.0141649
0.030000	1.82116   	0.030000	1.76002   	0.030000	1.41688   	0.030000	1.41688   	0.030000	0.0259434 	0.030000	0.0259434 	0.030000	0.0198225 	0.030000	0.0278392 	0.030000	0.0166989
0.035000	1.95345   	0.035000	1.88743   	0.035000	1.5347    	0.035000	1.5347    	0.035000	0.026351  	0.035000	0.026351  	0.035000	0.0228345 	0.035000	0.031559  	0.035000	0.0192793
0.040000	2.07478   	0.040000	2.00429   	0.040000	1.64533   	0.040000	1.64533   	0.040000	0.0267408 	0.040000	0.0267408 	0.040000	0.0257598 	0.040000	0.0350007 	0.040000	0.0217902
0.045000	2.18795   	0.045000	2.1133    	0.045000	1.75041   	0.045000	1.75041   	0.045000	0.0271155 	0.045000	0.0271155 	0.045000	0.0283885 	0.045000	0.0380088 	0.045000	0.0240485
0.050000	2.29494   	0.050000	2.21635   	0.050000	1.8511    	0.050000	1.8511    	0.050000	0.0274781 	0.050000	0.0275466 	0.050000	0.0308718 	0.050000	0.0407848 	0.050000	0.0261843
0.055000	2.39717   	0.055000	2.31481   	0.055000	1.94829   	0.055000	1.94829   	0.055000	0.0278311 	0.055000	0.0279937 	0.055000	0.033271  	0.055000	0.0434239 	0.055000	0.0282505
0.060000	2.49571   	0.060000	2.40973   	0.060000	2.04265   	0.060000	2.04265   	0.060000	0.0281769 	0.060000	0.02842   	0.060000	0.0356    	0.060000	0.0459598 	0.060000	0.0302592
0.070000	2.68484   	0.070000	2.59188   	0.070000	2.22491   	0.070000	2.22491   	0.070000	0.0288551 	0.070000	0.0292289 	0.070000	0.040199  	0.070000	0.0509003 	0.070000	0.0342347
0.080000	2.86697   	0.080000	2.76731   	0.080000	2.40108   	0.080000	2.40108   	0.080000	0.0295262 	0.080000	0.0300016 	0.080000	0.0447717 	0.080000	0.0557566 	0.080000	0.0382001
0.090000	3.04508   	0.090000	2.93886   	0.090000	2.57332   	0.090000	2.57332   	0.090000	0.0302006 	0.090000	0.0307567 	0.090000	0.0492126 	0.090000	0.0604284 	0.090000	0.0420648
0.100000	3.22111   	0.100000	3.1084    	0.100000	2.74318   	0.100000	2.74318   	0.100000	0.0308865 	0.100000	0.0315071 	0.100000	0.0533605 	0.100000	0.064751  	0.100000	0.0456869
0.120000	3.57172   	0.120000	3.4461    	0.120000	3.07998   	0.120000	3.07998   	0.120000	0.0323163 	0.120000	0.0330276 	0.120000	0.061251  	0.120000	0.0728916 	0.120000	0.0526075
0.140000	3.92503   	0.140000	3.78639   	0.140000	3.41751   	0.140000	3.41751   	0.140000	0.0338519 	0.140000	0.0346114 	0.140000	0.0685187 	0.140000	0.0803268 	0.140000	0.0590169
0.160000	4.28398   	0.160000	4.13212   	0.160000	3.75928   	0.160000	3.75928   	0.160000	0.0355154 	0.160000	0.0362855 	0.160000	0.0751239 	0.160000	0.0870401 	0.160000	0.0648713
0.180000	4.65      	0.180000	4.48467   	0.180000	4.10734   	0.180000	4.10734   	0.180000	0.0373199 	0.180000	0.0380644 	0.180000	0.0810643 	0.180000	0.0930207 	0.180000	0.0701589
0.200000	5.02382   	0.200000	4.84472   	0.200000	4.46294   	0.200000	4.46294   	0.200000	0.039272  	0.200000	0.039955  	0.200000	0.0862664 	0.200000	0.0982421 	0.200000	0.0748093
