Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
2528.090837	1.41841e+06	1.38689e+06	1.38477e+06	1.39487e+06	3521.23   	2565.64   	3180.14   	3091.52   	4437.57   
2621.723794	1.47665e+06	1.44494e+06	1.44352e+06	1.45404e+06	3614.39   	2675.62   	3271.15   	3190.52   	4585.08   
2715.356751	1.53448e+06	1.50276e+06	1.50219e+06	1.51314e+06	3705.34   	2786.04   	3360.24   	3287.82   	4730.22   
2808.989708	1.59188e+06	1.56034e+06	1.56077e+06	1.57215e+06	3794.19   	2896.9    	3447.5    	3383.46   	4873.06   
2902.622665	1.64884e+06	1.61768e+06	1.61926e+06	1.63106e+06	3881.03   	3008.21   	3533      	3477.5    	5013.65   
2996.255622	1.70532e+06	1.67476e+06	1.67765e+06	1.68987e+06	3965.89   	3119.99   	3616.76   	3569.92   	5151.99   
3089.888579	1.76108e+06	1.73142e+06	1.73588e+06	1.74852e+06	4048.01   	3232.46   	3698.09   	3660.05   	5287.1    
3183.521536	1.81682e+06	1.78807e+06	1.7941e+06	1.80716e+06	4130.01   	3344.96   	3779.32   	3750.09   	5422.09   
3277.154493	1.8717e+06	1.84422e+06	1.85214e+06	1.86561e+06	4209.11   	3458.25   	3857.96   	3837.66   	5553.58   
3370.787449	1.9264e+06	1.90027e+06	1.91013e+06	1.92402e+06	4287.59   	3571.71   	3936.05   	3924.69   	5684.34   
3464.420406	1.98039e+06	1.95589e+06	1.96796e+06	1.98226e+06	4363.88   	3685.84   	4012.17   	4009.8    	5812.36   
3558.053363	2.03405e+06	2.01132e+06	2.02571e+06	2.04042e+06	4439.17   	3800.26   	4087.39   	4094.04   	5939.15   
3651.686320	2.08712e+06	2.0664e+06	2.08333e+06	2.09845e+06	4512.84   	3915.22   	4161.16   	4176.84   	6063.89   
3745.319277	2.13972e+06	2.1212e+06	2.14084e+06	2.15637e+06	4585.21   	4030.61   	4233.74   	4258.46   	6186.96   
3838.952234	2.19188e+06	2.17574e+06	2.19826e+06	2.21418e+06	4656.47   	4146.39   	4305.33   	4339.07   	6308.58   
3932.585191	2.24343e+06	2.2299e+06	2.25552e+06	2.27185e+06	4726.16   	4262.73   	4375.49   	4418.26   	6428.16   
4026.218148	2.29468e+06	2.28388e+06	2.31273e+06	2.32946e+06	4795.17   	4379.34   	4445.03   	4496.8    	6546.83   
4119.851105	2.34517e+06	2.3374e+06	2.36975e+06	2.38688e+06	4862.4    	4496.63   	4512.97   	4573.7    	6663.14   
4213.484062	2.39552e+06	2.39083e+06	2.42675e+06	2.44427e+06	4929.31   	4614.06   	4580.6    	4650.28   	6779.01   
4307.117019	2.44497e+06	2.4437e+06	2.48353e+06	2.50145e+06	4994.28   	4732.3    	4646.47   	4725.04   	6892.24   
4400.749976	2.49442e+06	2.49658e+06	2.54032e+06	2.55863e+06	5059.23   	4850.54   	4712.33   	4799.78   	7005.46   
4494.382933	2.54284e+06	2.54881e+06	2.59687e+06	2.61557e+06	5122.11   	4969.72   	4776.29   	4872.52   	7115.8    
4588.015890	2.59127e+06	2.60105e+06	2.65342e+06	2.67251e+06	5184.98   	5088.91   	4840.25   	4945.27   	7226.14   
4681.648846	2.63882e+06	2.65274e+06	2.70977e+06	2.72924e+06	5246.15   	5208.91   	4902.66   	5016.37   	7334.11   
4775.281803	2.68623e+06	2.70434e+06	2.76608e+06	2.78594e+06	5307.08   	5329.03   	4964.85   	5087.23   	7441.73   
4868.914760	2.73292e+06	2.75548e+06	2.82224e+06	2.84248e+06	5366.68   	5449.83   	5025.82   	5156.78   	7547.45   
4962.547717	2.77934e+06	2.80646e+06	2.87833e+06	2.89895e+06	5425.79   	5570.88   	5086.36   	5225.86   	7652.5    
5056.180674	2.82511e+06	2.85701e+06	2.93427e+06	2.95527e+06	5483.78   	5692.56   	5145.87   	5293.82   	7755.92   
5149.813631	2.87044e+06	2.90729e+06	2.99011e+06	3.01148e+06	5541.01   	5814.66   	5204.69   	5361.03   	7858.26   
5243.446588	2.91578e+06	2.95757e+06	3.04594e+06	3.0677e+06	5598.24   	5936.76   	5263.51   	5428.24   	7960.6    
5337.079545	2.96001e+06	3.00714e+06	3.10153e+06	3.12366e+06	5653.67   	6059.92   	5320.69   	5493.65   	8060.31   
5430.712502	3.00416e+06	3.05665e+06	3.1571e+06	3.17961e+06	5708.96   	6183.17   	5377.75   	5558.92   	8159.82   
5524.345459	3.04786e+06	3.10588e+06	3.21257e+06	3.23544e+06	5763.57   	6306.86   	5434.2    	5623.5    	8258.33   
5617.978416	3.09031e+06	3.15428e+06	3.26775e+06	3.29099e+06	5816.25   	6431.81   	5488.9    	5686.12   	8353.97   
5711.611373	3.13276e+06	3.20268e+06	3.32293e+06	3.34654e+06	5868.93   	6556.77   	5543.59   	5748.74   	8449.62   
5805.244330	3.1752e+06	3.25108e+06	3.37811e+06	3.40208e+06	5921.6    	6681.72   	5598.29   	5811.36   	8545.27   
5898.877287	3.21765e+06	3.29948e+06	3.43329e+06	3.45763e+06	5974.28   	6806.68   	5652.98   	5873.98   	8640.91   
5992.510243	3.26009e+06	3.34788e+06	3.48847e+06	3.51318e+06	6026.96   	6931.63   	5707.68   	5936.6    	8736.56   
6086.143200	3.30055e+06	3.39496e+06	3.54319e+06	3.56826e+06	6076.8    	7058.65   	5759.83   	5996.32   	8827.96   
6179.776157	3.34084e+06	3.44193e+06	3.59788e+06	3.62331e+06	6126.4    	7185.84   	5811.77   	6055.78   	8918.99   
6273.409114	3.38113e+06	3.4889e+06	3.65256e+06	3.67835e+06	6176      	7313.04   	5863.7    	6115.25   	9010.02   
6367.042071	3.42142e+06	3.53586e+06	3.70725e+06	3.7334e+06	6225.6    	7440.23   	5915.63   	6174.71   	9101.04   
6460.675028	3.4617e+06	3.58283e+06	3.76194e+06	3.78845e+06	6275.2    	7567.43   	5967.57   	6234.18   	9192.07   
6554.307985	3.50082e+06	3.629e+06 	3.81636e+06	3.84322e+06	6323.25   	7695.89   	6018.12   	6292.04   	9280.74   
6647.940942	3.53909e+06	3.6746e+06	3.87058e+06	3.8978e+06	6370.18   	7825.28   	6067.68   	6348.73   	9367.71   
6741.573899	3.57736e+06	3.72021e+06	3.9248e+06	3.95238e+06	6417.11   	7954.67   	6117.24   	6405.43   	9454.67   
6835.206856	3.61562e+06	3.76581e+06	3.97903e+06	4.00695e+06	6464.03   	8084.06   	6166.8    	6462.13   	9541.63   
6928.839813	3.65389e+06	3.81141e+06	4.03325e+06	4.06153e+06	6510.96   	8213.45   	6216.36   	6518.83   	9628.6    
7022.472770	3.69171e+06	3.85669e+06	4.08737e+06	4.116e+06 	6557.33   	8343.36   	6265.43   	6574.94   	9714.7    
7116.105727	3.72809e+06	3.90099e+06	4.14116e+06	4.17014e+06	6601.91   	8474.9    	6312.94   	6629.2    	9798.07   
7209.738684	3.76447e+06	3.94529e+06	4.19496e+06	4.22428e+06	6646.5    	8606.45   	6360.45   	6683.46   	9881.43   
7303.371640	3.80085e+06	3.98959e+06	4.24875e+06	4.27841e+06	6691.09   	8737.99   	6407.96   	6737.72   	9964.8    
7397.004597	3.83723e+06	4.03389e+06	4.30254e+06	4.33255e+06	6735.68   	8869.53   	6455.47   	6791.98   	10048.2   
7490.637554	3.87361e+06	4.07819e+06	4.35633e+06	4.38669e+06	6780.27   	9001.08   	6502.98   	6846.24   	10131.5   
7584.270511	3.9084e+06	4.12137e+06	4.40976e+06	4.44046e+06	6822.99   	9134.53   	6548.88   	6898.55   	10212     
7677.903468	3.94301e+06	4.16443e+06	4.46315e+06	4.49418e+06	6865.51   	9268.19   	6594.6    	6950.65   	10292.2   
7771.536425	3.97763e+06	4.20749e+06	4.51653e+06	4.54791e+06	6908.03   	9401.86   	6640.33   	7002.74   	10372.3   
7865.169382	4.01225e+06	4.25055e+06	4.56992e+06	4.60164e+06	6950.55   	9535.52   	6686.05   	7054.84   	10452.5   
7958.802339	4.04686e+06	4.29361e+06	4.62331e+06	4.65536e+06	6993.07   	9669.18   	6731.77   	7106.94   	10532.7   
8052.435296	4.08056e+06	4.33601e+06	4.67648e+06	4.70887e+06	7034.55   	9804      	6776.62   	7157.95   	10611.2   
8146.068253	4.11353e+06	4.3779e+06	4.72949e+06	4.76221e+06	7075.23   	9939.72   	6820.78   	7208.12   	10688.5   
8239.701210	4.1465e+06	4.41978e+06	4.78249e+06	4.81555e+06	7115.9    	10075.4   	6864.93   	7258.28   	10765.8   
8333.334167	4.17947e+06	4.46166e+06	4.8355e+06	4.86889e+06	7156.58   	10211.2   	6909.09   	7308.45   	10843.1   
8426.967124	4.21244e+06	4.50355e+06	4.8885e+06	4.92223e+06	7197.25   	10346.9   	6953.25   	7358.62   	10920.5   
8520.600081	4.24507e+06	4.54519e+06	4.94143e+06	4.97549e+06	7237.56   	10483.1   	6997.1    	7408.4    	10997.2   
8614.233037	4.2765e+06	4.58595e+06	4.99407e+06	5.02846e+06	7276.58   	10620.7   	7039.87   	7456.84   	11071.9   
8707.865994	4.30793e+06	4.62672e+06	5.04672e+06	5.08144e+06	7315.59   	10758.4   	7082.65   	7505.28   	11146.6   
8801.498951	4.33936e+06	4.66748e+06	5.09937e+06	5.13441e+06	7354.61   	10896.1   	7125.43   	7553.71   	11221.4   
8895.131908	4.37079e+06	4.70825e+06	5.15201e+06	5.18739e+06	7393.63   	11033.8   	7168.2    	7602.15   	11296.1   
8988.764865	4.40222e+06	4.74901e+06	5.20466e+06	5.24036e+06	7432.64   	11171.5   	7210.98   	7650.59   	11370.8   
9082.397822	4.43239e+06	4.78884e+06	5.257e+06 	5.29303e+06	7470.34   	11310.9   	7252.68   	7697.66   	11443.5   
9176.030779	4.46239e+06	4.82854e+06	5.30931e+06	5.34567e+06	7507.87   	11450.5   	7294.24   	7744.54   	11515.9   
9269.663736	4.49238e+06	4.86825e+06	5.36162e+06	5.3983e+06	7545.39   	11590.2   	7335.79   	7791.42   	11588.3   
9363.296693	4.52237e+06	4.90795e+06	5.41393e+06	5.45093e+06	7582.91   	11729.8   	7377.35   	7838.31   	11660.7   
9456.929650	4.55237e+06	4.94765e+06	5.46623e+06	5.50356e+06	7620.44   	11869.4   	7418.9    	7885.19   	11733.2   
9550.562607	4.58164e+06	4.98681e+06	5.51837e+06	5.55602e+06	7657.23   	12010.1   	7459.87   	7931.32   	11804.4   
9644.195564	4.61029e+06	5.0255e+06	5.57036e+06	5.60833e+06	7693.4    	12151.7   	7500.34   	7976.8    	11874.7   
9737.828521	4.63894e+06	5.06419e+06	5.62234e+06	5.66063e+06	7729.57   	12293.3   	7540.81   	8022.28   	11945.1   
9831.461478	4.66759e+06	5.10288e+06	5.67433e+06	5.71294e+06	7765.74   	12434.8   	7581.28   	8067.76   	12015.4   
9925.094434	4.69624e+06	5.14157e+06	5.72632e+06	5.76525e+06	7801.91   	12576.4   	7621.75   	8113.25   	12085.7   
10018.727391	4.72452e+06	5.17998e+06	5.77822e+06	5.81747e+06	7837.72   	12718.5   	7661.94   	8158.36   	12155.5   
10112.360348	4.75132e+06	5.21725e+06	5.82977e+06	5.86932e+06	7872.09   	12863     	7701.01   	8202      	12223     
10205.993305	4.77812e+06	5.25452e+06	5.88131e+06	5.92118e+06	7906.46   	13007.4   	7740.08   	8245.63   	12290.6   
10299.626262	4.80492e+06	5.29179e+06	5.93286e+06	5.97304e+06	7940.83   	13151.9   	7779.15   	8289.27   	12358.1   
10393.259219	4.83172e+06	5.32906e+06	5.9844e+06	6.02489e+06	7975.2    	13296.3   	7818.22   	8332.91   	12425.6   
10486.892176	4.85853e+06	5.36633e+06	6.03595e+06	6.07675e+06	8009.57   	13440.7   	7857.29   	8376.54   	12493.2   
10580.525133	4.88533e+06	5.4036e+06	6.0875e+06	6.12861e+06	8043.94   	13585.2   	7896.36   	8420.18   	12560.7   
10674.158090	4.91213e+06	5.44087e+06	6.13904e+06	6.18046e+06	8078.32   	13729.6   	7935.42   	8463.82   	12628.3   
10767.791047	4.93893e+06	5.47814e+06	6.19059e+06	6.23232e+06	8112.69   	13874.1   	7974.49   	8507.45   	12695.8   
10861.424004	4.96573e+06	5.51541e+06	6.24213e+06	6.28418e+06	8147.06   	14018.5   	8013.56   	8551.09   	12763.4   
10955.056961	4.99254e+06	5.55268e+06	6.29368e+06	6.33603e+06	8181.43   	14162.9   	8052.63   	8594.73   	12830.9   
11048.689918	5.01819e+06	5.58904e+06	6.34494e+06	6.3876e+06	8214.71   	14309.3   	8090.88   	8637.27   	12896.8   
11142.322875	5.04277e+06	5.62456e+06	6.39594e+06	6.43891e+06	8247      	14457.3   	8128.39   	8678.79   	12961.2   
11235.955831	5.06736e+06	5.66008e+06	6.44694e+06	6.49021e+06	8279.28   	14605.3   	8165.89   	8720.32   	13025.6   
11329.588788	5.09195e+06	5.6956e+06	6.49795e+06	6.54152e+06	8311.56   	14753.4   	8203.39   	8761.85   	13089.9   
11423.221745	5.11653e+06	5.73112e+06	6.54895e+06	6.59282e+06	8343.85   	14901.4   	8240.89   	8803.38   	13154.3   
11516.854702	5.14112e+06	5.76664e+06	6.59995e+06	6.64413e+06	8376.13   	15049.5   	8278.39   	8844.9    	13218.7   
11610.487659	5.16571e+06	5.80216e+06	6.65095e+06	6.69543e+06	8408.41   	15197.5   	8315.89   	8886.43   	13283.1   
11704.120616	5.19029e+06	5.83768e+06	6.70195e+06	6.74674e+06	8440.7    	15345.5   	8353.39   	8927.96   	13347.4   
11797.753573	5.21488e+06	5.8732e+06	6.75295e+06	6.79804e+06	8472.98   	15493.6   	8390.9    	8969.49   	13411.8   
11891.386530	5.23947e+06	5.90872e+06	6.80396e+06	6.84935e+06	8505.26   	15641.6   	8428.4    	9011.01   	13476.2   
11985.019487	5.26405e+06	5.94424e+06	6.85496e+06	6.90065e+06	8537.55   	15789.6   	8465.9    	9052.54   	13540.6   
12078.652444	5.287e+06 	5.97842e+06	6.90555e+06	6.95154e+06	8568.33   	15940.5   	8502.32   	9092.58   	13602.7   
12172.285401	5.30963e+06	6.01235e+06	6.95605e+06	7.00234e+06	8598.82   	16092     	8538.54   	9132.34   	13664.4   
12265.918358	5.33226e+06	6.04628e+06	7.00656e+06	7.05315e+06	8629.32   	16243.4   	8574.76   	9172.1    	13726.1   
12359.551315	5.35489e+06	6.08021e+06	7.05707e+06	7.10395e+06	8659.81   	16394.9   	8610.98   	9211.86   	13787.8   
12453.184272	5.37752e+06	6.11413e+06	7.10758e+06	7.15476e+06	8690.31   	16546.3   	8647.19   	9251.62   	13849.5   
12546.817228	5.40015e+06	6.14806e+06	7.15809e+06	7.20556e+06	8720.8    	16697.7   	8683.41   	9291.38   	13911.2   
12640.450185	5.42278e+06	6.18199e+06	7.20859e+06	7.25637e+06	8751.3    	16849.2   	8719.63   	9331.14   	13972.9   
12734.083142	5.44542e+06	6.21591e+06	7.2591e+06	7.30717e+06	8781.79   	17000.6   	8755.85   	9370.89   	14034.6   
12827.716099	5.46805e+06	6.24984e+06	7.30961e+06	7.35798e+06	8812.29   	17152     	8792.07   	9410.65   	14096.3   
12921.349056	5.49068e+06	6.28377e+06	7.36012e+06	7.40879e+06	8842.78   	17303.5   	8828.29   	9450.41   	14158     
13014.982013	5.51303e+06	6.31746e+06	7.41056e+06	7.45952e+06	8873.03   	17455.4   	8864.33   	9489.93   	14219.4   
13108.614970	5.53393e+06	6.34993e+06	7.46062e+06	7.50987e+06	8901.98   	17610.2   	8899.49   	9528.19   	14278.8   
13202.247927	5.55483e+06	6.3824e+06	7.51067e+06	7.56022e+06	8930.93   	17765     	8934.65   	9566.46   	14338.3   
13295.880884	5.57572e+06	6.41488e+06	7.56073e+06	7.61057e+06	8959.88   	17919.8   	8969.8    	9604.72   	14397.7   
13389.513841	5.59662e+06	6.44735e+06	7.61079e+06	7.66092e+06	8988.82   	18074.5   	9004.96   	9642.98   	14457.1   
13483.146798	5.61752e+06	6.47982e+06	7.66085e+06	7.71127e+06	9017.77   	18229.3   	9040.12   	9681.24   	14516.6   
13576.779755	5.63842e+06	6.51229e+06	7.71091e+06	7.76162e+06	9046.72   	18384.1   	9075.27   	9719.51   	14576     
13670.412712	5.65931e+06	6.54476e+06	7.76097e+06	7.81197e+06	9075.67   	18538.9   	9110.43   	9757.77   	14635.5   
13764.045669	5.68021e+06	6.57723e+06	7.81103e+06	7.86232e+06	9104.62   	18693.6   	9145.58   	9796.03   	14694.9   
13857.678625	5.70111e+06	6.6097e+06	7.86109e+06	7.91267e+06	9133.57   	18848.4   	9180.74   	9834.29   	14754.3   
13951.311582	5.72201e+06	6.64217e+06	7.91115e+06	7.96302e+06	9162.52   	19003.2   	9215.9    	9872.56   	14813.8   
14044.944539	5.74216e+06	6.674e+06 	7.96102e+06	8.01317e+06	9190.81   	19159.5   	9250.62   	9910.21   	14872.3   
14138.577496	5.76152e+06	6.70514e+06	8.01067e+06	8.0631e+06	9218.41   	19317.6   	9284.89   	9947.19   	14929.8   
14232.210453	5.78087e+06	6.73627e+06	8.06032e+06	8.11304e+06	9246.01   	19475.7   	9319.16   	9984.18   	14987.3   
14325.843410	5.80022e+06	6.76741e+06	8.10997e+06	8.16297e+06	9273.6    	19633.8   	9353.42   	10021.2   	15044.8   
14419.476367	5.81958e+06	6.79854e+06	8.15962e+06	8.2129e+06	9301.2    	19791.8   	9387.69   	10058.2   	15102.3   
14513.109324	5.83893e+06	6.82968e+06	8.20927e+06	8.26284e+06	9328.8    	19949.9   	9421.96   	10095.1   	15159.8   
14606.742281	5.85828e+06	6.86081e+06	8.25892e+06	8.31277e+06	9356.39   	20108     	9456.22   	10132.1   	15217.3   
14700.375238	5.87764e+06	6.89195e+06	8.30857e+06	8.3627e+06	9383.99   	20266.1   	9490.49   	10169.1   	15274.8   
14794.008195	5.89699e+06	6.92308e+06	8.35822e+06	8.41264e+06	9411.59   	20424.1   	9524.76   	10206.1   	15332.3   
14887.641152	5.91634e+06	6.95422e+06	8.40787e+06	8.46257e+06	9439.18   	20582.2   	9559.02   	10243.1   	15389.8   
14981.274109	5.9357e+06	6.98535e+06	8.45752e+06	8.5125e+06	9466.78   	20740.3   	9593.29   	10280.1   	15447.3   
15074.907066	5.95395e+06	7.01551e+06	8.50687e+06	8.56213e+06	9493.42   	20900.9   	9626.95   	10316.2   	15503.5   
15168.540022	5.97192e+06	7.04541e+06	8.55614e+06	8.61168e+06	9519.82   	21062.2   	9660.46   	10352.1   	15559.3   
15262.172979	5.98989e+06	7.07532e+06	8.60542e+06	8.66123e+06	9546.23   	21223.5   	9693.98   	10387.9   	15615.1   
15355.805936	6.00787e+06	7.10523e+06	8.65469e+06	8.71078e+06	9572.63   	21384.8   	9727.49   	10423.8   	15671     
15449.438893	6.02584e+06	7.13513e+06	8.70397e+06	8.76033e+06	9599.03   	21546.1   	9761      	10459.7   	15726.8   
15543.071850	6.04381e+06	7.16504e+06	8.75324e+06	8.80988e+06	9625.43   	21707.4   	9794.51   	10495.6   	15782.7   
15636.704807	6.06178e+06	7.19495e+06	8.80251e+06	8.85943e+06	9651.84   	21868.6   	9828.02   	10531.5   	15838.5   
15730.337764	6.07976e+06	7.22485e+06	8.85179e+06	8.90898e+06	9678.24   	22029.9   	9861.54   	10567.4   	15894.3   
15823.970721	6.09773e+06	7.25476e+06	8.90106e+06	8.95853e+06	9704.64   	22191.2   	9895.05   	10603.3   	15950.2   
15917.603678	6.1157e+06	7.28467e+06	8.95034e+06	9.00808e+06	9731.04   	22352.5   	9928.56   	10639.2   	16006     
16011.236635	6.13353e+06	7.31444e+06	8.99957e+06	9.05758e+06	9757.32   	22514.1   	9961.99   	10674.9   	16061.6   
16104.869592	6.15026e+06	7.34321e+06	9.0485e+06	9.10678e+06	9782.65   	22678.5   	9994.86   	10709.9   	16116     
16198.502549	6.167e+06 	7.37198e+06	9.09742e+06	9.15597e+06	9807.99   	22842.9   	10027.7   	10744.8   	16170.4   
16292.135506	6.18373e+06	7.40075e+06	9.14635e+06	9.20517e+06	9833.33   	23007.2   	10060.6   	10779.7   	16224.8   
16385.768463	6.20046e+06	7.42953e+06	9.19527e+06	9.25436e+06	9858.67   	23171.6   	10093.4   	10814.6   	16279.2   
16479.401419	6.2172e+06	7.4583e+06	9.2442e+06	9.30355e+06	9884      	23335.9   	10126.3   	10849.6   	16333.6   
16573.034376	6.23393e+06	7.48707e+06	9.29313e+06	9.35275e+06	9909.34   	23500.3   	10159.2   	10884.5   	16387.9   
16666.667333	6.25066e+06	7.51585e+06	9.34205e+06	9.40194e+06	9934.68   	23664.7   	10192     	10919.4   	16442.3   
16760.300290	6.2674e+06	7.54462e+06	9.39098e+06	9.45114e+06	9960.01   	23829     	10224.9   	10954.4   	16496.7   
16853.933247	6.28413e+06	7.57339e+06	9.4399e+06	9.50033e+06	9985.35   	23993.4   	10257.8   	10989.3   	16551.1   
16947.566204	6.30087e+06	7.60216e+06	9.48883e+06	9.54953e+06	10010.7   	24157.7   	10290.6   	11024.2   	16605.5   
17041.199161	6.31711e+06	7.63047e+06	9.53761e+06	9.59858e+06	10035.6   	24323.4   	10323.2   	11058.8   	16659.3   
17134.832118	6.33273e+06	7.6582e+06	9.58622e+06	9.64744e+06	10060     	24490.7   	10355.5   	11092.9   	16712.4   
17228.465075	6.34834e+06	7.68592e+06	9.63482e+06	9.69631e+06	10084.4   	24658     	10387.8   	11127     	16765.5   
17322.098032	6.36396e+06	7.71364e+06	9.68342e+06	9.74517e+06	10108.7   	24825.3   	10420.1   	11161.1   	16818.6   
17415.730989	6.37958e+06	7.74137e+06	9.73202e+06	9.79404e+06	10133.1   	24992.6   	10452.4   	11195.2   	16871.7   
17509.363946	6.3952e+06	7.76909e+06	9.78063e+06	9.8429e+06	10157.5   	25159.9   	10484.7   	11229.3   	16924.8   
17602.996903	6.41081e+06	7.79681e+06	9.82923e+06	9.89176e+06	10181.9   	25327.2   	10517     	11263.4   	16977.9   
17696.629860	6.42643e+06	7.82453e+06	9.87783e+06	9.94063e+06	10206.3   	25494.5   	10549.3   	11297.5   	17031     
17790.262816	6.44205e+06	7.85226e+06	9.92643e+06	9.98949e+06	10230.6   	25661.8   	10581.6   	11331.5   	17084.1   
17883.895773	6.45766e+06	7.87998e+06	9.97503e+06	1.00384e+07	10255     	25829.1   	10613.9   	11365.6   	17137.3   
17977.528730	6.47328e+06	7.9077e+06	1.00236e+07	1.00872e+07	10279.4   	25996.4   	10646.2   	11399.7   	17190.4   
18071.161687	6.48813e+06	7.93469e+06	1.0072e+07	1.01359e+07	10303.1   	26165.8   	10678.1   	11433.3   	17242.6   
18164.794644	6.50274e+06	7.96143e+06	1.01203e+07	1.01844e+07	10326.6   	26335.9   	10709.9   	11466.6   	17294.6   
18258.427601	6.51735e+06	7.98818e+06	1.01686e+07	1.0233e+07	10350.2   	26506     	10741.7   	11500     	17346.6   
18352.060558	6.53196e+06	8.01493e+06	1.02169e+07	1.02815e+07	10373.7   	26676.1   	10773.5   	11533.3   	17398.6   
18445.693515	6.54656e+06	8.04168e+06	1.02652e+07	1.03301e+07	10397.2   	26846.2   	10805.3   	11566.7   	17450.6   
18539.326472	6.56117e+06	8.06843e+06	1.03135e+07	1.03786e+07	10420.7   	27016.3   	10837.1   	11600.1   	17502.5   
18632.959429	6.57578e+06	8.09518e+06	1.03618e+07	1.04272e+07	10444.2   	27186.4   	10869     	11633.4   	17554.5   
18726.592386	6.59039e+06	8.12193e+06	1.04101e+07	1.04758e+07	10467.7   	27356.5   	10900.8   	11666.8   	17606.5   
18820.225343	6.60499e+06	8.14868e+06	1.04584e+07	1.05243e+07	10491.2   	27526.7   	10932.6   	11700.1   	17658.5   
18913.858300	6.6196e+06	8.17542e+06	1.05067e+07	1.05729e+07	10514.8   	27696.8   	10964.4   	11733.5   	17710.5   
19007.491257	6.63414e+06	8.2021e+06	1.0555e+07	1.06214e+07	10538.2   	27867.1   	10996.1   	11766.8   	17762.4   
19101.124213	6.64783e+06	8.22794e+06	1.0603e+07	1.06697e+07	10560.9   	28039.9   	11027.5   	11799.5   	17813.4   
