*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.0744944 	0.001000	0.0744944 	0.001000	0.0602611 	0.001000	0.0602611 	0.001000	0         	0.001000	0         	0.001000	0.000163183	0.001000	0.000259946	0.001000	0.000123388
0.002000	0.151479  	0.002000	0.148989  	0.002000	0.120522  	0.002000	0.120522  	0.002000	0.00793273	0.002000	0.00793273	0.002000	0.000477875	0.002000	0.000735402	0.002000	0.000375407
0.005000	0.34865   	0.005000	0.339782  	0.005000	0.272782  	0.005000	0.272782  	0.005000	0.0093583 	0.005000	0.0093583 	0.005000	0.00163189	0.005000	0.00242946	0.005000	0.00132382
0.008000	0.5179    	0.008000	0.503557  	0.008000	0.402915  	0.008000	0.402915  	0.008000	0.00941734	0.008000	0.00941734	0.008000	0.00292118	0.008000	0.00427618	0.008000	0.00240508
0.010000	0.620879  	0.010000	0.603206  	0.010000	0.482147  	0.010000	0.482147  	0.010000	0.00962477	0.010000	0.00962477	0.010000	0.00382359	0.010000	0.0055538 	0.010000	0.00316864
0.015000	0.854089  	0.015000	0.828873  	0.015000	0.662249  	0.015000	0.662249  	0.015000	0.0106943 	0.015000	0.0106943 	0.015000	0.00617143	0.015000	0.00884334	0.015000	0.00517039
0.020000	1.04718   	0.020000	1.01572   	0.020000	0.817013  	0.020000	0.817013  	0.020000	0.0119538 	0.020000	0.0119538 	0.020000	0.00846829	0.020000	0.0120403 	0.020000	0.00713777
0.025000	1.20773   	0.025000	1.17108   	0.025000	0.950989  	0.025000	0.950989  	0.025000	0.0130722 	0.025000	0.0130722 	0.025000	0.0106385 	0.025000	0.0150519 	0.025000	0.00900062
0.030000	1.34565   	0.030000	1.30453   	0.030000	1.07027   	0.030000	1.07027   	0.030000	0.0140336 	0.030000	0.0140336 	0.030000	0.0127094 	0.030000	0.0179178 	0.030000	0.0107818
0.035000	1.4674    	0.035000	1.42234   	0.035000	1.17909   	0.035000	1.17909   	0.035000	0.0148732 	0.035000	0.0148732 	0.035000	0.0147159 	0.035000	0.0206866 	0.035000	0.0125111
