Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.253332  	0.001000	0.231769  	0.001000	0.231322  	0.001000	0.231322  	0.001000	0.123035  	0.001000	0.108734  	
0.002000	0.274998  	0.002000	0.243647  	0.002000	0.243423  	0.002000	0.243423  	0.002000	0.161214  	0.002000	0.0824324 	
0.005000	0.331491  	0.005000	0.281298  	0.005000	0.28226   	0.005000	0.28226   	0.005000	0.230652  	0.005000	0.0506459 	
0.008000	0.376866  	0.008000	0.3151    	0.008000	0.317382  	0.008000	0.317382  	0.008000	0.277287  	0.008000	0.037813  	
0.010000	0.402942  	0.010000	0.3353    	0.010000	0.338464  	0.010000	0.338464  	0.010000	0.302651  	0.010000	0.032649  	
0.015000	0.469205  	0.015000	0.379172  	0.015000	0.384667  	0.015000	0.384667  	0.015000	0.35449   	0.015000	0.0246823 	
0.020000	0.522191  	0.020000	0.416434  	0.020000	0.431555  	0.020000	0.431555  	0.020000	0.396488  	0.020000	0.0199465 	
0.025000	0.580704  	0.025000	0.459612  	0.025000	0.477687  	0.025000	0.477687  	0.025000	0.442668  	0.025000	0.0169435 	
0.030000	0.630307  	0.030000	0.500285  	0.030000	0.518083  	0.030000	0.518083  	0.030000	0.485494  	0.030000	0.0147912 	
0.035000	0.67109   	0.035000	0.538504  	0.035000	0.556664  	0.035000	0.556664  	0.035000	0.525339  	0.035000	0.0131649 	
0.040000	0.703233  	0.040000	0.574301  	0.040000	0.593454  	0.040000	0.593454  	0.040000	0.562413  	0.040000	0.0118882 	
0.045000	0.727075  	0.045000	0.607701  	0.045000	0.628481  	0.045000	0.628481  	0.045000	0.596845  	0.045000	0.0108565 	
0.050000	0.743103  	0.050000	0.638729  	0.050000	0.661773  	0.050000	0.661773  	0.050000	0.628725  	0.050000	0.0100037 	
0.055000	0.77545   	0.055000	0.672909  	0.055000	0.693361  	0.055000	0.693361  	0.055000	0.663623  	0.055000	0.00928577	
0.060000	0.803002  	0.060000	0.705251  	0.060000	0.72328   	0.060000	0.72328   	0.060000	0.696579  	0.060000	0.00867221	
0.070000	0.84509   	0.070000	0.764443  	0.070000	0.778262  	0.070000	0.778262  	0.070000	0.756766  	0.070000	0.00767667	
0.080000	0.890253  	0.080000	0.815605  	0.080000	0.827058  	0.080000	0.827058  	0.080000	0.808704  	0.080000	0.00690154	
0.090000	0.925734  	0.090000	0.860341  	0.090000	0.870052  	0.090000	0.870052  	0.090000	0.854061  	0.090000	0.00627932	
0.100000	0.95419   	0.100000	0.899975  	0.100000	0.907663  	0.100000	0.907663  	0.100000	0.894207  	0.100000	0.00576781	
0.120000	0.971471  	0.120000	0.96378   	0.120000	0.968483  	0.120000	0.968483  	0.120000	0.958805  	0.120000	0.00497441	
0.140000	0.978337  	0.140000	1.00866   	0.140000	1.01299   	0.140000	1.01299   	0.140000	1.00428   	0.140000	0.00438545	
0.160000	0.980765  	0.160000	1.0382    	0.160000	1.0444    	0.160000	1.0444    	0.160000	1.03427   	0.160000	0.0039295 	
0.180000	0.980556  	0.180000	1.05347   	0.180000	1.06552   	0.180000	1.06552   	0.180000	1.04991   	0.180000	0.00356519	
