*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.134246  	0.001000	0.134246  	0.001000	0.128003  	0.001000	0.128003  	0.001000	0         	0.001000	0         	0.001000	0.000731003	0.001000	0.00108949	0.001000	0.000651083
0.002000	0.291455  	0.002000	0.268492  	0.002000	0.256006  	0.002000	0.256006  	0.002000	0.0210686 	0.002000	0.0210686 	0.002000	0.00214143	0.002000	0.00308419	0.002000	0.0019529
0.005000	0.617992  	0.005000	0.547333  	0.005000	0.530527  	0.005000	0.530527  	0.005000	0.0237012 	0.005000	0.0237012 	0.005000	0.00623348	0.005000	0.00878556	0.005000	0.00576264
0.008000	0.858364  	0.008000	0.752595  	0.008000	0.738682  	0.008000	0.738682  	0.008000	0.0237651 	0.008000	0.0237651 	0.008000	0.0100602 	0.008000	0.0140137 	0.008000	0.00936477
0.010000	0.994338  	0.010000	0.868708  	0.010000	0.858357  	0.010000	0.858357  	0.010000	0.0239661 	0.010000	0.0239661 	0.010000	0.012542  	0.010000	0.017292  	0.010000	0.0117111
0.015000	1.28353   	0.015000	1.11566   	0.015000	1.11693   	0.015000	1.11693   	0.015000	0.0248912 	0.015000	0.0248912 	0.015000	0.0186216 	0.015000	0.0246142 	0.015000	0.0174789
0.020000	1.52623   	0.020000	1.32291   	0.020000	1.33769   	0.020000	1.33769   	0.020000	0.0260471 	0.020000	0.0260471 	0.020000	0.0245776 	0.020000	0.0309755 	0.020000	0.0231488
0.025000	1.73901   	0.025000	1.50461   	0.025000	1.53364   	0.025000	1.53364   	0.025000	0.0272156 	0.025000	0.0272156 	0.025000	0.0303403 	0.025000	0.0367223 	0.025000	0.0287779
0.030000	1.93191   	0.030000	1.66933   	0.030000	1.70362   	0.030000	1.70362   	0.030000	0.0281832 	0.030000	0.0281832 	0.030000	0.0354223 	0.030000	0.041791  	0.030000	0.0339955
0.035000	2.10953   	0.035000	1.82101   	0.035000	1.85286   	0.035000	1.85286   	0.035000	0.0289612 	0.035000	0.0289612 	0.035000	0.0399989 	0.035000	0.0462914 	0.035000	0.0385867
0.040000	2.27499   	0.040000	1.9623    	0.040000	1.99088   	0.040000	1.99088   	0.040000	0.0296648 	0.040000	0.0296648 	0.040000	0.0443139 	0.040000	0.0504945 	0.040000	0.0429294
0.045000	2.43102   	0.045000	2.09554   	0.045000	2.12146   	0.045000	2.12146   	0.045000	0.0303275 	0.045000	0.0303275 	0.045000	0.0484666 	0.045000	0.0544992 	0.045000	0.047122
0.050000	2.57933   	0.050000	2.22219   	0.050000	2.24626   	0.050000	2.24626   	0.050000	0.0309587 	0.050000	0.03092   	0.050000	0.0524882 	0.050000	0.0583737 	0.050000	0.0511861
0.055000	2.7212    	0.055000	2.34333   	0.055000	2.36622   	0.055000	2.36622   	0.055000	0.0315615 	0.055000	0.0314558 	0.055000	0.056414  	0.055000	0.0621421 	0.055000	0.0551566
0.060000	2.85764   	0.060000	2.45985   	0.060000	2.482     	0.060000	2.482     	0.060000	0.0321381 	0.060000	0.0319608 	0.060000	0.0602527 	0.060000	0.0658608 	0.060000	0.05904
0.070000	3.1174    	0.070000	2.68166   	0.070000	2.70309   	0.070000	2.70309   	0.070000	0.0332222 	0.070000	0.0328951 	0.070000	0.0677007 	0.070000	0.0731312 	0.070000	0.0665729
0.080000	3.36356   	0.080000	2.89187   	0.080000	2.91298   	0.080000	2.91298   	0.080000	0.0342305 	0.080000	0.0337512 	0.080000	0.0741484 	0.080000	0.0794788 	0.080000	0.0730824
0.090000	3.59956   	0.090000	3.0934    	0.090000	3.11429   	0.090000	3.11429   	0.090000	0.0351814 	0.090000	0.0345503 	0.090000	0.0798157 	0.090000	0.0851629 	0.090000	0.0787965
0.100000	3.82788   	0.100000	3.28837   	0.100000	3.30898   	0.100000	3.30898   	0.100000	0.0360899 	0.100000	0.0353084 	0.100000	0.0849065 	0.100000	0.0903146 	0.100000	0.0839133
0.120000	4.26722   	0.120000	3.66353   	0.120000	3.68428   	0.120000	3.68428   	0.120000	0.0378252 	0.120000	0.0367463 	0.120000	0.0941778 	0.120000	0.0998342 	0.120000	0.0932035
