*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.0706278 	0.001000	0.0706278 	0.001000	0.0810418 	0.001000	0.0810418 	0.001000	0         	0.001000	0         	0.001000	0.000359406	0.001000	0.000548691	0.001000	0.00031497
0.002000	0.149942  	0.002000	0.141256  	0.002000	0.162084  	0.002000	0.162084  	0.002000	0.0161747 	0.002000	0.0161747 	0.002000	0.00105268	0.002000	0.00155278	0.002000	0.000946803
0.005000	0.322684  	0.005000	0.29508   	0.005000	0.336701  	0.005000	0.336701  	0.005000	0.0182147 	0.005000	0.0182147 	0.005000	0.00307593	0.005000	0.0044373 	0.005000	0.002809
0.008000	0.455817  	0.008000	0.413632  	0.008000	0.469743  	0.008000	0.469743  	0.008000	0.0182653 	0.008000	0.0182653 	0.008000	0.00497959	0.008000	0.00709656	0.008000	0.00458291
0.010000	0.533096  	0.010000	0.482448  	0.010000	0.546427  	0.010000	0.546427  	0.010000	0.0184253 	0.010000	0.0184253 	0.010000	0.00621771	0.010000	0.00881126	0.010000	0.00574232
0.015000	0.701673  	0.015000	0.632563  	0.015000	0.712474  	0.015000	0.712474  	0.015000	0.0191658 	0.015000	0.0191658 	0.015000	0.00925644	0.015000	0.0129895 	0.015000	0.00859933
0.020000	0.847136  	0.020000	0.762095  	0.020000	0.854542  	0.020000	0.854542  	0.020000	0.0200948 	0.020000	0.0200948 	0.020000	0.0122369 	0.020000	0.0169317 	0.020000	0.0114125
0.025000	0.977125  	0.025000	0.877848  	0.025000	0.980692  	0.025000	0.980692  	0.025000	0.0210332 	0.025000	0.0210332 	0.025000	0.0151865 	0.025000	0.0205401 	0.025000	0.0142038
0.030000	1.09539   	0.030000	0.983159  	0.030000	1.08953   	0.030000	1.08953   	0.030000	0.0217969 	0.030000	0.0217969 	0.030000	0.0179772 	0.030000	0.023747  	0.030000	0.0168444
0.035000	1.20393   	0.035000	1.07982   	0.035000	1.18448   	0.035000	1.18448   	0.035000	0.0223992 	0.035000	0.0223992 	0.035000	0.0206162 	0.035000	0.0266157 	0.035000	0.0193406
0.040000	1.30435   	0.040000	1.16924   	0.040000	1.27184   	0.040000	1.27184   	0.040000	0.0229353 	0.040000	0.0229353 	0.040000	0.0232187 	0.040000	0.029296  	0.040000	0.0218053
0.045000	1.39821   	0.045000	1.25282   	0.045000	1.3541    	0.045000	1.3541    	0.045000	0.0234336 	0.045000	0.0234336 	0.045000	0.0258326 	0.045000	0.0318581 	0.045000	0.0242847
0.050000	1.48674   	0.050000	1.33165   	0.050000	1.43241   	0.050000	1.43241   	0.050000	0.0239029 	0.050000	0.0238091 	0.050000	0.0284674 	0.050000	0.0343262 	0.050000	0.0267876
0.055000	1.57087   	0.055000	1.40657   	0.055000	1.50742   	0.055000	1.50742   	0.055000	0.0243467 	0.055000	0.0241088 	0.055000	0.0310121 	0.055000	0.036725  	0.055000	0.0293246
0.060000	1.65145   	0.060000	1.47832   	0.060000	1.57958   	0.060000	1.57958   	0.060000	0.0247676 	0.060000	0.024391  	0.060000	0.0333724 	0.060000	0.0390642 	0.060000	0.0318973
0.070000	1.80433   	0.070000	1.61446   	0.070000	1.71681   	0.070000	1.71681   	0.070000	0.0255503 	0.070000	0.024913  	0.070000	0.0380224 	0.070000	0.0436096 	0.070000	0.0368009
0.080000	1.94861   	0.080000	1.74294   	0.080000	1.84643   	0.080000	1.84643   	0.080000	0.0262688 	0.080000	0.0253909 	0.080000	0.0425704 	0.080000	0.0480264 	0.080000	0.0413582
0.090000	2.08644   	0.090000	1.86568   	0.090000	1.97019   	0.090000	1.97019   	0.090000	0.0269388 	0.090000	0.0258368 	0.090000	0.0469707 	0.090000	0.0523167 	0.090000	0.0457895
0.100000	2.21933   	0.100000	1.98402   	0.100000	2.08939   	0.100000	2.08939   	0.100000	0.0275724 	0.100000	0.0262597 	0.100000	0.0511695 	0.100000	0.0564423 	0.100000	0.0500255
0.120000	2.47455   	0.120000	2.21128   	0.120000	2.31786   	0.120000	2.31786   	0.120000	0.0287662 	0.120000	0.0270612 	0.120000	0.0586638 	0.120000	0.063857  	0.120000	0.0575915
0.140000	2.72043   	0.140000	2.43024   	0.140000	2.53745   	0.140000	2.53745   	0.140000	0.029903  	0.140000	0.0278312 	0.140000	0.0648959 	0.140000	0.0700899 	0.140000	0.0638791
0.160000	2.96075   	0.160000	2.64424   	0.160000	2.7516    	0.160000	2.7516    	0.160000	0.0310141 	0.160000	0.0285906 	0.160000	0.0703704 	0.160000	0.0756327 	0.160000	0.0693838
0.180000	3.19649   	0.180000	2.85416   	0.180000	2.96254   	0.180000	2.96254   	0.180000	0.0321191 	0.180000	0.0293525 	0.180000	0.0752787 	0.180000	0.0806771 	0.180000	0.0743085
0.200000	3.42821   	0.200000	3.0605    	0.200000	3.17173   	0.200000	3.17173   	0.200000	0.0332299 	0.200000	0.0301246 	0.200000	0.0797278 	0.200000	0.085307  	0.200000	0.0787658
0.250000	3.99824   	0.250000	3.5681    	0.250000	3.69277   	0.250000	3.69277   	0.250000	0.0360739 	0.250000	0.032126  	0.250000	0.0904377 	0.250000	0.0965525 	0.250000	0.0894939
0.300000	4.56259   	0.300000	4.07065   	0.300000	4.21677   	0.300000	4.21677   	0.300000	0.0390443 	0.300000	0.0342465 	0.300000	0.100444  	0.300000	0.107139  	0.300000	0.0994982
0.350000	5.12212   	0.350000	4.5689    	0.350000	4.74625   	0.350000	4.74625   	0.350000	0.0421306 	0.350000	0.0364732 	0.350000	0.109603  	0.350000	0.11692   	0.350000	0.108652
0.400000	5.67967   	0.400000	5.06539   	0.400000	5.27899   	0.400000	5.27899   	0.400000	0.0452614 	0.400000	0.0387493 	0.400000	0.118515  	0.400000	0.126427  	0.400000	0.11756
