*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.0825734 	0.001000	0.0825734 	0.001000	0.0506337 	0.001000	0.0506337 	0.001000	0         	0.001000	0         	0.001000	0.000124931	0.001000	0.000200205	0.001000	9.32289e-05
0.002000	0.168894  	0.002000	0.165147  	0.002000	0.101267  	0.002000	0.101267  	0.002000	0.0076335 	0.002000	0.0076335 	0.002000	0.00036585	0.002000	0.000566371	0.002000	0.00028403
0.005000	0.374108  	0.005000	0.361453  	0.005000	0.22808   	0.005000	0.22808   	0.005000	0.00898146	0.005000	0.00898146	0.005000	0.00123782	0.005000	0.00185486	0.005000	0.000992939
0.008000	0.535182  	0.008000	0.515535  	0.008000	0.335598  	0.008000	0.335598  	0.008000	0.00903534	0.008000	0.00903534	0.008000	0.0022004 	0.008000	0.00324304	0.008000	0.00179196
0.010000	0.627998  	0.010000	0.604322  	0.010000	0.400818  	0.010000	0.400818  	0.010000	0.00922336	0.010000	0.00922336	0.010000	0.00287049	0.010000	0.00419833	0.010000	0.0023533
0.015000	0.82725   	0.015000	0.794925  	0.015000	0.548645  	0.015000	0.548645  	0.015000	0.010188  	0.015000	0.010188  	0.015000	0.00460695	0.015000	0.00664835	0.015000	0.00381939
0.020000	0.988297  	0.020000	0.948981  	0.020000	0.675815  	0.020000	0.675815  	0.020000	0.0113346 	0.020000	0.0113346 	0.020000	0.00630818	0.020000	0.00903223	0.020000	0.00526294
0.025000	1.12216   	0.025000	1.07703   	0.025000	0.786305  	0.025000	0.786305  	0.025000	0.0123673 	0.025000	0.0123673 	0.025000	0.00792396	0.025000	0.0112887 	0.025000	0.00663736
0.030000	1.2376    	0.030000	1.18746   	0.030000	0.88505   	0.030000	0.88505   	0.030000	0.0132666 	0.030000	0.0132666 	0.030000	0.00947435	0.030000	0.0134471 	0.030000	0.00795917
0.035000	1.34012   	0.035000	1.28554   	0.035000	0.975447  	0.035000	0.975447  	0.035000	0.0140603 	0.035000	0.0140603 	0.035000	0.0109837 	0.035000	0.0155419 	0.035000	0.00924892
0.040000	1.43318   	0.040000	1.37455   	0.040000	1.05937   	0.040000	1.05937   	0.040000	0.0147664 	0.040000	0.0147664 	0.040000	0.0124649 	0.040000	0.0175919 	0.040000	0.0105171
0.045000	1.51905   	0.045000	1.45669   	0.045000	1.13818   	0.045000	1.13818   	0.045000	0.0154023 	0.045000	0.0154023 	0.045000	0.0139285 	0.045000	0.0196125 	0.045000	0.0117724
