Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
5711.611373	4.49229e+06	4.58139e+06	4.90978e+06	4.94159e+06	11763.6   	13263.8   	4360.57   	4580.76   	6445.36   
5805.244330	4.55385e+06	4.65052e+06	4.99299e+06	5.02531e+06	11874.8   	13524.8   	4405.34   	4632.57   	6521.26   
5898.877287	4.61541e+06	4.71965e+06	5.07619e+06	5.10903e+06	11985.9   	13785.9   	4450.11   	4684.38   	6597.17   
5992.510243	4.67697e+06	4.78877e+06	5.1594e+06	5.19275e+06	12097.1   	14047     	4494.87   	4736.19   	6673.07   
6086.143200	4.73573e+06	4.85595e+06	5.24208e+06	5.27593e+06	12202.6   	14313.2   	4537.64   	4785.71   	6745.8    
6179.776157	4.79424e+06	4.92296e+06	5.32471e+06	5.35907e+06	12307.7   	14579.7   	4580.24   	4835.04   	6818.25   
6273.409114	4.85276e+06	4.98998e+06	5.40734e+06	5.44221e+06	12412.7   	14846.3   	4622.84   	4884.37   	6890.7    
6367.042071	4.91127e+06	5.05699e+06	5.48997e+06	5.52535e+06	12517.8   	15112.9   	4665.43   	4933.69   	6963.15   
6460.675028	4.96979e+06	5.124e+06 	5.5726e+06	5.60849e+06	12622.8   	15379.5   	4708.03   	4983.02   	7035.6    
6554.307985	5.02664e+06	5.18984e+06	5.65492e+06	5.6913e+06	12724.8   	15649.2   	4749.54   	5031.08   	7106.27   
6647.940942	5.0823e+06	5.25483e+06	5.737e+06 	5.77389e+06	12824.5   	15921.1   	4790.26   	5078.22   	7175.66   
6741.573899	5.13796e+06	5.31982e+06	5.81909e+06	5.85648e+06	12924.3   	16193.1   	4830.97   	5125.35   	7245.05   
6835.206856	5.19362e+06	5.38482e+06	5.90118e+06	5.93906e+06	13024     	16465     	4871.69   	5172.49   	7314.43   
6928.839813	5.24928e+06	5.44981e+06	5.98327e+06	6.02165e+06	13123.7   	16737     	4912.41   	5219.63   	7383.82   
7022.472770	5.30429e+06	5.51435e+06	6.06523e+06	6.10411e+06	13222.3   	17010.1   	4952.74   	5266.3    	7452.56   
7116.105727	5.35728e+06	5.57742e+06	6.1468e+06	6.18617e+06	13317.4   	17287.3   	4991.82   	5311.5    	7519.22   
7209.738684	5.41027e+06	5.6405e+06	6.22838e+06	6.26824e+06	13412.5   	17564.5   	5030.91   	5356.7    	7585.88   
7303.371640	5.46325e+06	5.70357e+06	6.30995e+06	6.3503e+06	13507.5   	17841.6   	5069.99   	5401.9    	7652.55   
7397.004597	5.51624e+06	5.76665e+06	6.39152e+06	6.43237e+06	13602.6   	18118.8   	5109.08   	5447.1    	7719.21   
7490.637554	5.56922e+06	5.82973e+06	6.4731e+06	6.51443e+06	13697.6   	18396     	5148.16   	5492.3    	7785.87   
7584.270511	5.61996e+06	5.89117e+06	6.55423e+06	6.59605e+06	13788.9   	18677.8   	5185.96   	5535.94   	7850.34   
7677.903468	5.67045e+06	5.95242e+06	6.63532e+06	6.67762e+06	13879.8   	18960     	5223.61   	5579.41   	7914.57   
7771.536425	5.72093e+06	6.01368e+06	6.71641e+06	6.75919e+06	13970.7   	19242.3   	5261.27   	5622.88   	7978.79   
7865.169382	5.77142e+06	6.07493e+06	6.7975e+06	6.84076e+06	14061.7   	19524.6   	5298.92   	5666.34   	8043.01   
7958.802339	5.82191e+06	6.13619e+06	6.87859e+06	6.92234e+06	14152.6   	19806.9   	5336.57   	5709.81   	8107.24   
8052.435296	5.87109e+06	6.19648e+06	6.95942e+06	7.00365e+06	14241.4   	20092     	5373.52   	5752.41   	8170.24   
8146.068253	5.91924e+06	6.25601e+06	7.04005e+06	7.08475e+06	14328.6   	20379.2   	5409.91   	5794.33   	8232.27   
8239.701210	5.96739e+06	6.31554e+06	7.12068e+06	7.16586e+06	14415.8   	20666.5   	5446.3    	5836.25   	8294.3    
8333.334167	6.01554e+06	6.37506e+06	7.20131e+06	7.24696e+06	14502.9   	20953.7   	5482.69   	5878.16   	8356.33   
8426.967124	6.06369e+06	6.43459e+06	7.28194e+06	7.32807e+06	14590.1   	21241     	5519.08   	5920.08   	8418.36   
8520.600081	6.11136e+06	6.49376e+06	7.36247e+06	7.40908e+06	14676.6   	21529.3   	5555.22   	5961.69   	8479.95   
8614.233037	6.15733e+06	6.55165e+06	7.44267e+06	7.48974e+06	14760.4   	21821.3   	5590.49   	6002.21   	8540      
8707.865994	6.2033e+06	6.60954e+06	7.52286e+06	7.57041e+06	14844.3   	22113.3   	5625.76   	6042.73   	8600.05   
8801.498951	6.24927e+06	6.66743e+06	7.60305e+06	7.65107e+06	14928.1   	22405.3   	5661.03   	6083.25   	8660.1    
8895.131908	6.29523e+06	6.72532e+06	7.68325e+06	7.73174e+06	15012     	22697.3   	5696.3    	6123.77   	8720.15   
8988.764865	6.3412e+06	6.78321e+06	7.76344e+06	7.8124e+06	15095.8   	22989.3   	5731.57   	6164.29   	8780.2    
9082.397822	6.38537e+06	6.83973e+06	7.84327e+06	7.8927e+06	15177     	23285.4   	5765.96   	6203.7    	8838.67   
9176.030779	6.42929e+06	6.89606e+06	7.92305e+06	7.97295e+06	15257.8   	23582.1   	5800.23   	6242.96   	8896.93   
9269.663736	6.47322e+06	6.95239e+06	8.00284e+06	8.0532e+06	15338.6   	23878.7   	5834.5    	6282.22   	8955.18   
9363.296693	6.51714e+06	7.00873e+06	8.08262e+06	8.13344e+06	15419.4   	24175.4   	5868.78   	6321.48   	9013.44   
9456.929650	6.56107e+06	7.06506e+06	8.1624e+06	8.21369e+06	15500.2   	24472     	5903.05   	6360.74   	9071.69   
9550.562607	6.60396e+06	7.1206e+06	8.24197e+06	8.29373e+06	15579.6   	24771.2   	5936.84   	6399.38   	9129.07   
9644.195564	6.64597e+06	7.17545e+06	8.32136e+06	8.37358e+06	15657.6   	25072.5   	5970.22   	6437.49   	9185.69   
9737.828521	6.68798e+06	7.23031e+06	8.40076e+06	8.45343e+06	15735.7   	25373.8   	6003.6    	6475.61   	9242.32   
9831.461478	6.72999e+06	7.28516e+06	8.48015e+06	8.53329e+06	15813.8   	25675.1   	6036.98   	6513.73   	9298.94   
9925.094434	6.77201e+06	7.34002e+06	8.55954e+06	8.61314e+06	15891.8   	25976.5   	6070.36   	6551.84   	9355.57   
10018.727391	6.81349e+06	7.39446e+06	8.63883e+06	8.69288e+06	15969.2   	26279.1   	6103.51   	6589.65   	9411.76   
10112.360348	6.85287e+06	7.44724e+06	8.71768e+06	8.77218e+06	16043.6   	26587.3   	6135.73   	6626.26   	9466.22   
10205.993305	6.89225e+06	7.50002e+06	8.79653e+06	8.85148e+06	16118     	26895.4   	6167.95   	6662.86   	9520.68   
10299.626262	6.93163e+06	7.55281e+06	8.87538e+06	8.93078e+06	16192.4   	27203.6   	6200.17   	6699.46   	9575.14   
10393.259219	6.97101e+06	7.60559e+06	8.95423e+06	9.01008e+06	16266.8   	27511.7   	6232.39   	6736.06   	9629.6    
10486.892176	7.01038e+06	7.65837e+06	9.03308e+06	9.08938e+06	16341.2   	27819.9   	6264.61   	6772.66   	9684.06   
10580.525133	7.04976e+06	7.71116e+06	9.11193e+06	9.16868e+06	16415.6   	28128     	6296.83   	6809.26   	9738.52   
10674.158090	7.08914e+06	7.76394e+06	9.19078e+06	9.24798e+06	16490     	28436.2   	6329.05   	6845.86   	9792.97   
10767.791047	7.12852e+06	7.81672e+06	9.26963e+06	9.32728e+06	16564.4   	28744.3   	6361.27   	6882.46   	9847.43   
10861.424004	7.1679e+06	7.8695e+06	9.34848e+06	9.40658e+06	16638.8   	29052.5   	6393.49   	6919.06   	9901.89   
10955.056961	7.20728e+06	7.92229e+06	9.42733e+06	9.48588e+06	16713.2   	29360.7   	6425.71   	6955.66   	9956.35   
11048.689918	7.24501e+06	7.97375e+06	9.50583e+06	9.56482e+06	16785.4   	29673.3   	6457.25   	6991.36   	10009.5   
11142.322875	7.28123e+06	8.02398e+06	9.58401e+06	9.64344e+06	16855.5   	29990     	6488.15   	7026.21   	10061.5   
11235.955831	7.31745e+06	8.07422e+06	9.6622e+06	9.72206e+06	16925.7   	30306.8   	6519.06   	7061.07   	10113.4   
11329.588788	7.35367e+06	8.12446e+06	9.74038e+06	9.80068e+06	16995.8   	30623.5   	6549.97   	7095.93   	10165.4   
11423.221745	7.38988e+06	8.17469e+06	9.81856e+06	9.8793e+06	17065.9   	30940.3   	6580.88   	7130.78   	10217.3   
11516.854702	7.4261e+06	8.22493e+06	9.89674e+06	9.95792e+06	17136.1   	31257     	6611.79   	7165.64   	10269.3   
11610.487659	7.46232e+06	8.27517e+06	9.97492e+06	1.00365e+07	17206.2   	31573.7   	6642.7    	7200.5    	10321.2   
11704.120616	7.49854e+06	8.3254e+06	1.00531e+07	1.01152e+07	17276.3   	31890.5   	6673.61   	7235.36   	10373.2   
11797.753573	7.53475e+06	8.37564e+06	1.01313e+07	1.01938e+07	17346.5   	32207.2   	6704.51   	7270.21   	10425.1   
11891.386530	7.57097e+06	8.42588e+06	1.02095e+07	1.02724e+07	17416.6   	32524     	6735.42   	7305.07   	10477.1   
11985.019487	7.60719e+06	8.47611e+06	1.02876e+07	1.0351e+07	17486.7   	32840.7   	6766.33   	7339.93   	10529.1   
12078.652444	7.64106e+06	8.52441e+06	1.03653e+07	1.04291e+07	17553.8   	33164.3   	6796.33   	7373.54   	10579.2   
12172.285401	7.67448e+06	8.57233e+06	1.04429e+07	1.05071e+07	17620.2   	33489.1   	6826.15   	7406.92   	10629.1   
12265.918358	7.7079e+06	8.62026e+06	1.05204e+07	1.05851e+07	17686.7   	33814     	6855.97   	7440.31   	10678.9   
12359.551315	7.74132e+06	8.66818e+06	1.0598e+07	1.06631e+07	17753.1   	34138.9   	6885.8    	7473.69   	10728.7   
12453.184272	7.77474e+06	8.7161e+06	1.06756e+07	1.07411e+07	17819.6   	34463.7   	6915.62   	7507.07   	10778.5   
12546.817228	7.80817e+06	8.76403e+06	1.07532e+07	1.08191e+07	17886.1   	34788.6   	6945.44   	7540.45   	10828.4   
12640.450185	7.84159e+06	8.81195e+06	1.08307e+07	1.08971e+07	17952.5   	35113.4   	6975.27   	7573.83   	10878.2   
12734.083142	7.87501e+06	8.85987e+06	1.09083e+07	1.09751e+07	18019     	35438.3   	7005.09   	7607.21   	10928     
12827.716099	7.90843e+06	8.9078e+06	1.09859e+07	1.10531e+07	18085.4   	35763.2   	7034.91   	7640.59   	10977.9   
12921.349056	7.94185e+06	8.95572e+06	1.10634e+07	1.11311e+07	18151.9   	36088     	7064.73   	7673.98   	11027.7   
13014.982013	7.97488e+06	9.00331e+06	1.11409e+07	1.1209e+07	18217.8   	36414.1   	7094.41   	7707.16   	11077.2   
13108.614970	8.00581e+06	9.04912e+06	1.12179e+07	1.12865e+07	18281.1   	36746.9   	7123.33   	7739.28   	11125.2   
13202.247927	8.03675e+06	9.09494e+06	1.12949e+07	1.13639e+07	18344.4   	37079.7   	7152.24   	7771.4    	11173.2   
13295.880884	8.06769e+06	9.14075e+06	1.13719e+07	1.14414e+07	18407.6   	37412.5   	7181.16   	7803.52   	11221.3   
13389.513841	8.09863e+06	9.18656e+06	1.1449e+07	1.15188e+07	18470.9   	37745.3   	7210.07   	7835.65   	11269.3   
13483.146798	8.12957e+06	9.23238e+06	1.1526e+07	1.15962e+07	18534.2   	38078.1   	7238.98   	7867.77   	11317.3   
13576.779755	8.1605e+06	9.27819e+06	1.1603e+07	1.16737e+07	18597.4   	38410.9   	7267.9    	7899.89   	11365.3   
13670.412712	8.19144e+06	9.32401e+06	1.168e+07 	1.17511e+07	18660.7   	38743.7   	7296.81   	7932.02   	11413.3   
13764.045669	8.22238e+06	9.36982e+06	1.1757e+07	1.18285e+07	18724     	39076.5   	7325.73   	7964.14   	11461.3   
13857.678625	8.25332e+06	9.41563e+06	1.1834e+07	1.1906e+07	18787.2   	39409.3   	7354.64   	7996.26   	11509.3   
13951.311582	8.28425e+06	9.46145e+06	1.1911e+07	1.19834e+07	18850.5   	39742.1   	7383.56   	8028.38   	11557.3   
14044.944539	8.31413e+06	9.50634e+06	1.19878e+07	1.20606e+07	18912.4   	40078.7   	7412.1    	8059.99   	11604.6   
14138.577496	8.34285e+06	9.55022e+06	1.20643e+07	1.21375e+07	18972.9   	40419.3   	7440.25   	8091.03   	11651     
14232.210453	8.37157e+06	9.5941e+06	1.21408e+07	1.22144e+07	19033.4   	40760     	7468.39   	8122.07   	11697.5   
14325.843410	8.40029e+06	9.63799e+06	1.22173e+07	1.22913e+07	19093.9   	41100.6   	7496.54   	8153.11   	11743.9   
14419.476367	8.42901e+06	9.68187e+06	1.22938e+07	1.23683e+07	19154.3   	41441.2   	7524.69   	8184.15   	11790.4   
14513.109324	8.45774e+06	9.72576e+06	1.23703e+07	1.24452e+07	19214.8   	41781.8   	7552.83   	8215.19   	11836.8   
14606.742281	8.48646e+06	9.76964e+06	1.24468e+07	1.25221e+07	19275.3   	42122.5   	7580.98   	8246.23   	11883.2   
14700.375238	8.51518e+06	9.81352e+06	1.25233e+07	1.2599e+07	19335.7   	42463.1   	7609.12   	8277.27   	11929.7   
14794.008195	8.5439e+06	9.85741e+06	1.25998e+07	1.26759e+07	19396.2   	42803.7   	7637.27   	8308.31   	11976.1   
14887.641152	8.57262e+06	9.90129e+06	1.26763e+07	1.27528e+07	19456.7   	43144.3   	7665.41   	8339.35   	12022.6   
14981.274109	8.60135e+06	9.94517e+06	1.27528e+07	1.28297e+07	19517.1   	43485     	7693.56   	8370.39   	12069     
15074.907066	8.62848e+06	9.98764e+06	1.28289e+07	1.29063e+07	19575.6   	43831.7   	7721.18   	8400.68   	12114.4   
15168.540022	8.65522e+06	1.00298e+07	1.2905e+07	1.29827e+07	19633.6   	44179.9   	7748.67   	8430.78   	12159.4   
15262.172979	8.68195e+06	1.00719e+07	1.2981e+07	1.30591e+07	19691.6   	44528.1   	7776.16   	8460.88   	12204.5   
15355.805936	8.70869e+06	1.0114e+07	1.3057e+07	1.31356e+07	19749.6   	44876.4   	7803.64   	8490.98   	12249.6   
15449.438893	8.73542e+06	1.01561e+07	1.3133e+07	1.3212e+07	19807.6   	45224.6   	7831.13   	8521.08   	12294.7   
15543.071850	8.76216e+06	1.01982e+07	1.32091e+07	1.32884e+07	19865.6   	45572.8   	7858.62   	8551.18   	12339.7   
15636.704807	8.7889e+06	1.02403e+07	1.32851e+07	1.33649e+07	19923.6   	45921.1   	7886.11   	8581.28   	12384.8   
15730.337764	8.81563e+06	1.02824e+07	1.33611e+07	1.34413e+07	19981.6   	46269.3   	7913.59   	8611.38   	12429.9   
15823.970721	8.84237e+06	1.03245e+07	1.34372e+07	1.35178e+07	20039.6   	46617.5   	7941.08   	8641.48   	12475     
15917.603678	8.86911e+06	1.03666e+07	1.35132e+07	1.35942e+07	20097.5   	46965.7   	7968.57   	8671.58   	12520.1   
16011.236635	8.89563e+06	1.04086e+07	1.35892e+07	1.36706e+07	20155.3   	47314.8   	7995.99   	8701.59   	12565     
16104.869592	8.92058e+06	1.0449e+07	1.36648e+07	1.37466e+07	20211     	47670.4   	8022.91   	8730.86   	12608.9   
16198.502549	8.94553e+06	1.04895e+07	1.37404e+07	1.38226e+07	20266.8   	48025.9   	8049.83   	8760.14   	12652.7   
16292.135506	8.97048e+06	1.053e+07 	1.3816e+07	1.38985e+07	20322.6   	48381.4   	8076.74   	8789.42   	12696.6   
16385.768463	8.99543e+06	1.05705e+07	1.38916e+07	1.39745e+07	20378.3   	48736.9   	8103.66   	8818.7    	12740.5   
16479.401419	9.02038e+06	1.06109e+07	1.39671e+07	1.40505e+07	20434.1   	49092.4   	8130.58   	8847.98   	12784.4   
16573.034376	9.04534e+06	1.06514e+07	1.40427e+07	1.41265e+07	20489.9   	49447.9   	8157.5    	8877.26   	12828.3   
16666.667333	9.07029e+06	1.06919e+07	1.41183e+07	1.42025e+07	20545.7   	49803.4   	8184.42   	8906.54   	12872.2   
16760.300290	9.09524e+06	1.07324e+07	1.41939e+07	1.42785e+07	20601.4   	50158.9   	8211.33   	8935.81   	12916     
16853.933247	9.12019e+06	1.07729e+07	1.42695e+07	1.43545e+07	20657.2   	50514.4   	8238.25   	8965.09   	12959.9   
16947.566204	9.14514e+06	1.08133e+07	1.43451e+07	1.44305e+07	20713     	50869.9   	8265.17   	8994.37   	13003.8   
17041.199161	9.16938e+06	1.08532e+07	1.44205e+07	1.45063e+07	20767.9   	51228.5   	8291.87   	9023.33   	13047.2   
17134.832118	9.19272e+06	1.08921e+07	1.44957e+07	1.45818e+07	20821.6   	51591     	8318.29   	9051.88   	13090     
17228.465075	9.21606e+06	1.09311e+07	1.45709e+07	1.46574e+07	20875.4   	51953.5   	8344.7    	9080.44   	13132.9   
17322.098032	9.2394e+06	1.09701e+07	1.46461e+07	1.4733e+07	20929.2   	52315.9   	8371.12   	9108.99   	13175.7   
17415.730989	9.26274e+06	1.1009e+07	1.47213e+07	1.48086e+07	20983     	52678.4   	8397.54   	9137.54   	13218.5   
17509.363946	9.28608e+06	1.1048e+07	1.47965e+07	1.48841e+07	21036.7   	53040.9   	8423.96   	9166.09   	13261.3   
17602.996903	9.30942e+06	1.1087e+07	1.48717e+07	1.49597e+07	21090.5   	53403.3   	8450.38   	9194.65   	13304.2   
17696.629860	9.33276e+06	1.11259e+07	1.49468e+07	1.50353e+07	21144.3   	53765.8   	8476.8    	9223.2    	13347     
17790.262816	9.3561e+06	1.11649e+07	1.5022e+07	1.51109e+07	21198     	54128.3   	8503.21   	9251.75   	13389.8   
17883.895773	9.37944e+06	1.12039e+07	1.50972e+07	1.51864e+07	21251.8   	54490.8   	8529.63   	9280.31   	13432.6   
17977.528730	9.40277e+06	1.12428e+07	1.51724e+07	1.5262e+07	21305.6   	54853.2   	8556.05   	9308.86   	13475.5   
18071.161687	9.425e+06 	1.12808e+07	1.52473e+07	1.53373e+07	21358     	55220.8   	8582.13   	9336.92   	13517.6   
18164.794644	9.44688e+06	1.13183e+07	1.53221e+07	1.54125e+07	21409.9   	55589.9   	8608.11   	9364.83   	13559.5   
18258.427601	9.46876e+06	1.13559e+07	1.53969e+07	1.54877e+07	21461.9   	55959     	8634.09   	9392.74   	13601.4   
18352.060558	9.49064e+06	1.13935e+07	1.54717e+07	1.55629e+07	21513.9   	56328.2   	8660.06   	9420.65   	13643.3   
18445.693515	9.51252e+06	1.1431e+07	1.55465e+07	1.5638e+07	21565.8   	56697.3   	8686.04   	9448.56   	13685.1   
18539.326472	9.5344e+06	1.14686e+07	1.56213e+07	1.57132e+07	21617.8   	57066.4   	8712.02   	9476.47   	13727     
18632.959429	9.55628e+06	1.15062e+07	1.56961e+07	1.57884e+07	21669.7   	57435.6   	8738      	9504.38   	13768.9   
18726.592386	9.57816e+06	1.15437e+07	1.57709e+07	1.58636e+07	21721.7   	57804.7   	8763.97   	9532.29   	13810.8   
18820.225343	9.60004e+06	1.15813e+07	1.58457e+07	1.59388e+07	21773.6   	58173.9   	8789.95   	9560.2    	13852.7   
18913.858300	9.62192e+06	1.16189e+07	1.59205e+07	1.6014e+07	21825.6   	58543     	8815.93   	9588.11   	13894.6   
19007.491257	9.64369e+06	1.16564e+07	1.59953e+07	1.60891e+07	21877.4   	58912.6   	8841.87   	9615.98   	13936.4   
