*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.067564  	0.001000	0.067564  	0.001000	0.0831533 	0.001000	0.0831533 	0.001000	0         	0.001000	0         	0.001000	0.000373177	0.001000	0.000570278	0.001000	0.000328119
0.002000	0.143013  	0.002000	0.135128  	0.002000	0.166307  	0.002000	0.166307  	0.002000	0.014677  	0.002000	0.014677  	0.002000	0.00109302	0.002000	0.00161389	0.002000	0.000986202
0.005000	0.31162   	0.005000	0.286114  	0.005000	0.352767  	0.005000	0.352767  	0.005000	0.0167001 	0.005000	0.0167001 	0.005000	0.00331463	0.005000	0.00477452	0.005000	0.00304113
0.008000	0.443941  	0.008000	0.404606  	0.008000	0.498922  	0.008000	0.498922  	0.008000	0.0167571 	0.008000	0.0167571 	0.008000	0.00549502	0.008000	0.0078111 	0.008000	0.00508358
0.010000	0.521334  	0.010000	0.47391   	0.010000	0.584177  	0.010000	0.584177  	0.010000	0.0169415 	0.010000	0.0169415 	0.010000	0.00693554	0.010000	0.00979903	0.010000	0.00643984
0.015000	0.691152  	0.015000	0.62598   	0.015000	0.770497  	0.015000	0.770497  	0.015000	0.0178135 	0.015000	0.0178135 	0.015000	0.0105054 	0.015000	0.014688  	0.015000	0.00981482
0.020000	0.838439  	0.020000	0.757874  	0.020000	0.931201  	0.020000	0.931201  	0.020000	0.0189197 	0.020000	0.0189197 	0.020000	0.0140293 	0.020000	0.0192006 	0.020000	0.0131597
0.025000	0.970474  	0.025000	0.87611   	0.025000	1.07443   	0.025000	1.07443   	0.025000	0.0200352 	0.025000	0.0200352 	0.025000	0.0175174 	0.025000	0.0233448 	0.025000	0.0164794
0.030000	1.09098   	0.030000	0.984023  	0.030000	1.19754   	0.030000	1.19754   	0.030000	0.0209245 	0.030000	0.0209245 	0.030000	0.0207848 	0.030000	0.0269852 	0.030000	0.0195878
0.035000	1.20223   	0.035000	1.08365   	0.035000	1.30439   	0.035000	1.30439   	0.035000	0.0216104 	0.035000	0.0216104 	0.035000	0.0238376 	0.035000	0.0301871 	0.035000	0.0224903
0.040000	1.30595   	0.040000	1.17653   	0.040000	1.40217   	0.040000	1.40217   	0.040000	0.0222088 	0.040000	0.0222088 	0.040000	0.0268185 	0.040000	0.0331367 	0.040000	0.0253274
0.045000	1.40352   	0.045000	1.2639    	0.045000	1.49383   	0.045000	1.49383   	0.045000	0.0227557 	0.045000	0.0227557 	0.045000	0.0297527 	0.045000	0.035925  	0.045000	0.0281564
0.050000	1.49601   	0.050000	1.34672   	0.050000	1.58072   	0.050000	1.58072   	0.050000	0.0232629 	0.050000	0.0230873 	0.050000	0.0324258 	0.050000	0.0385888 	0.050000	0.0309928
0.055000	1.58428   	0.055000	1.42577   	0.055000	1.66363   	0.055000	1.66363   	0.055000	0.0237363 	0.055000	0.0232986 	0.055000	0.0350481 	0.055000	0.0411595 	0.055000	0.0337985
0.060000	1.66898   	0.060000	1.50162   	0.060000	1.74312   	0.060000	1.74312   	0.060000	0.0241799 	0.060000	0.0234972 	0.060000	0.0376121 	0.060000	0.0436408 	0.060000	0.0363476
0.070000	1.82972   	0.070000	1.64555   	0.070000	1.89357   	0.070000	1.89357   	0.070000	0.0249917 	0.070000	0.0238633 	0.070000	0.042589  	0.070000	0.0484262 	0.070000	0.0413496
