*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.100799  	0.001000	0.100799  	0.001000	0.115662  	0.001000	0.115662  	0.001000	0         	0.001000	0         	0.001000	0.000623848	0.001000	0.000935713	0.001000	0.000554299
0.002000	0.213995  	0.002000	0.201598  	0.002000	0.231324  	0.002000	0.231324  	0.002000	0.0193232 	0.002000	0.0193232 	0.002000	0.00182744	0.002000	0.00264865	0.002000	0.00166337
0.005000	0.460531  	0.005000	0.421134  	0.005000	0.480535  	0.005000	0.480535  	0.005000	0.0217602 	0.005000	0.0217602 	0.005000	0.00534148	0.005000	0.00757327	0.005000	0.00493094
0.008000	0.650536  	0.008000	0.590331  	0.008000	0.670411  	0.008000	0.670411  	0.008000	0.0218207 	0.008000	0.0218207 	0.008000	0.00864951	0.008000	0.0121174 	0.008000	0.00804213
0.010000	0.760828  	0.010000	0.688544  	0.010000	0.779853  	0.010000	0.779853  	0.010000	0.0220117 	0.010000	0.0220117 	0.010000	0.0108018 	0.010000	0.0150493 	0.010000	0.0100755
0.015000	1.00142   	0.015000	0.902786  	0.015000	1.01683   	0.015000	1.01683   	0.015000	0.0228964 	0.015000	0.0228964 	0.015000	0.0160865 	0.015000	0.0216852 	0.015000	0.0150866
0.020000	1.20902   	0.020000	1.08765   	0.020000	1.21959   	0.020000	1.21959   	0.020000	0.0240063 	0.020000	0.0240063 	0.020000	0.0212731 	0.020000	0.0275086 	0.020000	0.020022
0.025000	1.39454   	0.025000	1.25285   	0.025000	1.39963   	0.025000	1.39963   	0.025000	0.0251273 	0.025000	0.0251273 	0.025000	0.0264087 	0.025000	0.0327875 	0.025000	0.0249206
0.030000	1.56332   	0.030000	1.40315   	0.030000	1.55496   	0.030000	1.55496   	0.030000	0.0260397 	0.030000	0.0260397 	0.030000	0.0310719 	0.030000	0.0374228 	0.030000	0.0295573
0.035000	1.71824   	0.035000	1.5411    	0.035000	1.69048   	0.035000	1.69048   	0.035000	0.0267592 	0.035000	0.0267592 	0.035000	0.035192  	0.035000	0.0415163 	0.035000	0.0338209
0.040000	1.86155   	0.040000	1.66872   	0.040000	1.81515   	0.040000	1.81515   	0.040000	0.0273997 	0.040000	0.0273997 	0.040000	0.0390675 	0.040000	0.0453097 	0.040000	0.0377008
0.045000	1.99551   	0.045000	1.78801   	0.045000	1.93256   	0.045000	1.93256   	0.045000	0.027995  	0.045000	0.027995  	0.045000	0.0427947 	0.045000	0.0489174 	0.045000	0.0414502
0.050000	2.12185   	0.050000	1.90051   	0.050000	2.04432   	0.050000	2.04432   	0.050000	0.0285556 	0.050000	0.0284435 	0.050000	0.0463957 	0.050000	0.0523967 	0.050000	0.0450838
0.055000	2.24193   	0.055000	2.00744   	0.055000	2.15137   	0.055000	2.15137   	0.055000	0.0290858 	0.055000	0.0288015 	0.055000	0.0499035 	0.055000	0.0557496 	0.055000	0.0486279
0.060000	2.35693   	0.060000	2.10984   	0.060000	2.25436   	0.060000	2.25436   	0.060000	0.0295887 	0.060000	0.0291388 	0.060000	0.0533299 	0.060000	0.0590445 	0.060000	0.0520921
