Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
4119.851105	3.38093e+06	3.36972e+06	3.42059e+06	3.44112e+06	7018.97   	6466.63   	6642.4    	6602.21   	9744.03   
4213.484062	3.45351e+06	3.44674e+06	3.50286e+06	3.52386e+06	7115.54   	6635.52   	6741.94   	6712.75   	9913.37   
4307.117019	3.5248e+06	3.52297e+06	3.58482e+06	3.60629e+06	7209.3    	6805.58   	6838.88   	6820.65   	10078.9   
4400.749976	3.59609e+06	3.5992e+06	3.66678e+06	3.68872e+06	7303.04   	6975.65   	6935.79   	6928.52   	10244.3   
4494.382933	3.6659e+06	3.6745e+06	3.7484e+06	3.77081e+06	7393.78   	7147.06   	7029.91   	7033.52   	10405.6   
4588.015890	3.73572e+06	3.74981e+06	3.83002e+06	3.8529e+06	7484.52   	7318.47   	7124.04   	7138.51   	10566.8   
4681.648846	3.80426e+06	3.82433e+06	3.91135e+06	3.93469e+06	7572.81   	7491.05   	7215.89   	7241.13   	10724.6   
4775.281803	3.87262e+06	3.89872e+06	3.99264e+06	4.01644e+06	7660.74   	7663.8    	7307.4    	7343.4    	10881.9   
4868.914760	3.93992e+06	3.97245e+06	4.07368e+06	4.09794e+06	7746.75   	7837.54   	7397.13   	7443.78   	11036.4   
4962.547717	4.00685e+06	4.04594e+06	4.15464e+06	4.17935e+06	7832.07   	8011.62   	7486.22   	7543.49   	11189.9   
5056.180674	4.07283e+06	4.11882e+06	4.23538e+06	4.26054e+06	7915.76   	8186.6    	7573.79   	7641.58   	11341     
5149.813631	4.13819e+06	4.19131e+06	4.31598e+06	4.34159e+06	7998.35   	8362.17   	7660.35   	7738.59   	11490.6   
5243.446588	4.20354e+06	4.26379e+06	4.39657e+06	4.42264e+06	8080.95   	8537.75   	7746.91   	7835.59   	11640.1   
5337.079545	4.26731e+06	4.33525e+06	4.47681e+06	4.50331e+06	8160.94   	8714.84   	7831.06   	7929.99   	11785.8   
5430.712502	4.33096e+06	4.40663e+06	4.55701e+06	4.58396e+06	8240.74   	8892.06   	7915.03   	8024.19   	11931.2   
5524.345459	4.39397e+06	4.4776e+06	4.63707e+06	4.66446e+06	8319.56   	9069.9    	7998.09   	8117.4    	12075.2   
5617.978416	4.45516e+06	4.54737e+06	4.71671e+06	4.74454e+06	8395.58   	9249.55   	8078.58   	8207.78   	12215     
5711.611373	4.51635e+06	4.61715e+06	4.79635e+06	4.82462e+06	8471.6    	9429.2    	8159.07   	8298.15   	12354.7   
5805.244330	4.57754e+06	4.68693e+06	4.87599e+06	4.9047e+06	8547.62   	9608.85   	8239.56   	8388.53   	12494.5   
5898.877287	4.63874e+06	4.7567e+06	4.95563e+06	4.98478e+06	8623.64   	9788.5    	8320.05   	8478.91   	12634.2   
5992.510243	4.69993e+06	4.82648e+06	5.03527e+06	5.06486e+06	8699.66   	9968.15   	8400.53   	8569.28   	12774     
6086.143200	4.75826e+06	4.89436e+06	5.11426e+06	5.14427e+06	8771.6    	10150.8   	8477.28   	8655.47   	12907.5   
6179.776157	4.81634e+06	4.96207e+06	5.19319e+06	5.22363e+06	8843.17   	10333.6   	8553.7    	8741.29   	13040.6   
6273.409114	4.87442e+06	5.02978e+06	5.27212e+06	5.30299e+06	8914.75   	10516.5   	8630.12   	8827.11   	13173.6   
6367.042071	4.9325e+06	5.09749e+06	5.35105e+06	5.38235e+06	8986.33   	10699.4   	8706.54   	8912.93   	13306.6   
6460.675028	4.99059e+06	5.1652e+06	5.42997e+06	5.46171e+06	9057.91   	10882.3   	8782.96   	8998.75   	13439.6   
6554.307985	5.04698e+06	5.23177e+06	5.50852e+06	5.54067e+06	9127.25   	11066.9   	8857.35   	9082.25   	13569.1   
6647.940942	5.10215e+06	5.29751e+06	5.58678e+06	5.61935e+06	9194.97   	11252.8   	8930.28   	9164.08   	13696.2   
6741.573899	5.15732e+06	5.36325e+06	5.66504e+06	5.69803e+06	9262.69   	11438.7   	9003.2    	9245.91   	13823.3   
6835.206856	5.21249e+06	5.42899e+06	5.7433e+06	5.77672e+06	9330.41   	11624.6   	9076.13   	9327.73   	13950.3   
6928.839813	5.26765e+06	5.49473e+06	5.82156e+06	5.8554e+06	9398.13   	11810.5   	9149.06   	9409.56   	14077.4   
7022.472770	5.32217e+06	5.56002e+06	5.89967e+06	5.93393e+06	9465.04   	11997.2   	9221.26   	9490.54   	14203.2   
7116.105727	5.37462e+06	5.62388e+06	5.9773e+06	6.01197e+06	9529.38   	12186.1   	9291.17   	9568.84   	14325     
7209.738684	5.42707e+06	5.68774e+06	6.05494e+06	6.09002e+06	9593.72   	12375     	9361.07   	9647.15   	14446.8   
7303.371640	5.47951e+06	5.75161e+06	6.13258e+06	6.16807e+06	9658.06   	12563.9   	9430.98   	9725.45   	14568.6   
7397.004597	5.53196e+06	5.81547e+06	6.21021e+06	6.24612e+06	9722.4    	12752.9   	9500.88   	9803.75   	14690.4   
7490.637554	5.58441e+06	5.87933e+06	6.28785e+06	6.32417e+06	9786.74   	12941.8   	9570.79   	9882.06   	14812.2   
7584.270511	5.63457e+06	5.94159e+06	6.36495e+06	6.40168e+06	9848.39   	13133.4   	9638.33   	9957.55   	14929.8   
7677.903468	5.68447e+06	6.00367e+06	6.442e+06 	6.47914e+06	9909.74   	13325.4   	9705.6    	10032.7   	15046.9   
7771.536425	5.73437e+06	6.06575e+06	6.51905e+06	6.55659e+06	9971.09   	13517.4   	9772.88   	10107.9   	15164     
7865.169382	5.78428e+06	6.12783e+06	6.5961e+06	6.63405e+06	10032.4   	13709.3   	9840.15   	10183.1   	15281.1   
7958.802339	5.83418e+06	6.1899e+06	6.67314e+06	6.7115e+06	10093.8   	13901.3   	9907.43   	10258.3   	15398.2   
8052.435296	5.88276e+06	6.25103e+06	6.74988e+06	6.78864e+06	10153.6   	14094.9   	9973.41   	10331.9   	15513     
8146.068253	5.93029e+06	6.31142e+06	6.82638e+06	6.86554e+06	10212.3   	14289.9   	10038.4   	10404.3   	15625.9   
8239.701210	5.97782e+06	6.3718e+06	6.90287e+06	6.94243e+06	10271     	14484.8   	10103.3   	10476.7   	15738.8   
8333.334167	6.02535e+06	6.43218e+06	6.97937e+06	7.01933e+06	10329.7   	14679.7   	10168.3   	10549.1   	15851.8   
8426.967124	6.07288e+06	6.49256e+06	7.05587e+06	7.09623e+06	10388.4   	14874.7   	10233.3   	10621.4   	15964.7   
8520.600081	6.11993e+06	6.55259e+06	7.13225e+06	7.17301e+06	10446.5   	15070.2   	10297.8   	10693.3   	16076.8   
8614.233037	6.16524e+06	6.61136e+06	7.20823e+06	7.24938e+06	10502.8   	15268.1   	10360.7   	10763.2   	16185.9   
8707.865994	6.21055e+06	6.67013e+06	7.28421e+06	7.32575e+06	10559.1   	15466     	10423.7   	10833.1   	16295.1   
8801.498951	6.25587e+06	6.7289e+06	7.36019e+06	7.40212e+06	10615.4   	15663.8   	10486.6   	10903     	16404.3   
8895.131908	6.30118e+06	6.78767e+06	7.43616e+06	7.4785e+06	10671.7   	15861.7   	10549.6   	10972.9   	16513.4   
8988.764865	6.34649e+06	6.84644e+06	7.51214e+06	7.55487e+06	10728     	16059.5   	10612.5   	11042.8   	16622.6   
9082.397822	6.38998e+06	6.90386e+06	7.58769e+06	7.6308e+06	10782.4   	16259.9   	10673.9   	11110.7   	16728.8   
9176.030779	6.43323e+06	6.9611e+06	7.66318e+06	7.70668e+06	10836.6   	16460.6   	10735     	11178.4   	16834.6   
9269.663736	6.47647e+06	7.01833e+06	7.73868e+06	7.78256e+06	10890.7   	16661.4   	10796.1   	11246     	16940.4   
9363.296693	6.51971e+06	7.07557e+06	7.81417e+06	7.85844e+06	10944.9   	16862.1   	10857.3   	11313.7   	17046.1   
9456.929650	6.56295e+06	7.13281e+06	7.88966e+06	7.93431e+06	10999     	17062.8   	10918.4   	11381.3   	17151.9   
9550.562607	6.60514e+06	7.18926e+06	7.9649e+06	8.00994e+06	11052.1   	17265     	10978.7   	11447.9   	17256.1   
9644.195564	6.64645e+06	7.24504e+06	8.03993e+06	8.08535e+06	11104.3   	17468.4   	11038.3   	11513.5   	17358.8   
9737.828521	6.68775e+06	7.30081e+06	8.11496e+06	8.16076e+06	11156.5   	17671.9   	11097.8   	11579.2   	17461.5   
9831.461478	6.72906e+06	7.35659e+06	8.18999e+06	8.23617e+06	11208.7   	17875.3   	11157.3   	11644.8   	17564.2   
9925.094434	6.77036e+06	7.41237e+06	8.26502e+06	8.31158e+06	11260.9   	18078.8   	11216.9   	11710.4   	17666.9   
10018.727391	6.81113e+06	7.46774e+06	8.33992e+06	8.38686e+06	11312.6   	18283     	11276     	11775.5   	17768.8   
10112.360348	6.84977e+06	7.52147e+06	8.41431e+06	8.46162e+06	11362.1   	18490.4   	11333.5   	11838.5   	17867.5   
10205.993305	6.88841e+06	7.5752e+06	8.48869e+06	8.53638e+06	11411.7   	18697.9   	11391     	11901.5   	17966.1   
10299.626262	6.92705e+06	7.62893e+06	8.56308e+06	8.61114e+06	11461.3   	18905.3   	11448.5   	11964.4   	18064.8   
10393.259219	6.96569e+06	7.68266e+06	8.63747e+06	8.6859e+06	11510.9   	19112.7   	11505.9   	12027.4   	18163.5   
10486.892176	7.00433e+06	7.73639e+06	8.71185e+06	8.76066e+06	11560.5   	19320.1   	11563.4   	12090.4   	18262.1   
10580.525133	7.04296e+06	7.79012e+06	8.78624e+06	8.83542e+06	11610.1   	19527.5   	11620.9   	12153.3   	18360.8   
10674.158090	7.0816e+06	7.84385e+06	8.86062e+06	8.91018e+06	11659.7   	19734.9   	11678.4   	12216.3   	18459.5   
10767.791047	7.12024e+06	7.89759e+06	8.93501e+06	8.98494e+06	11709.2   	19942.3   	11735.9   	12279.2   	18558.1   
10861.424004	7.15888e+06	7.95132e+06	9.0094e+06	9.0597e+06	11758.8   	20149.7   	11793.3   	12342.2   	18656.8   
10955.056961	7.19752e+06	8.00505e+06	9.08378e+06	9.13446e+06	11808.4   	20357.2   	11850.8   	12405.2   	18755.5   
11048.689918	7.2345e+06	8.05746e+06	9.15776e+06	9.2088e+06	11856.4   	20567.3   	11907.1   	12466.6   	18851.7   
11142.322875	7.26995e+06	8.10867e+06	9.23136e+06	9.28277e+06	11903     	20779.9   	11962.3   	12526.5   	18945.7   
11235.955831	7.30539e+06	8.15988e+06	9.30496e+06	9.35673e+06	11949.6   	20992.6   	12017.4   	12586.4   	19039.8   
11329.588788	7.34084e+06	8.21109e+06	9.37856e+06	9.43069e+06	11996.2   	21205.2   	12072.6   	12646.3   	19133.8   
11423.221745	7.37628e+06	8.2623e+06	9.45216e+06	9.50466e+06	12042.7   	21417.9   	12127.8   	12706.2   	19227.8   
11516.854702	7.41173e+06	8.31351e+06	9.52576e+06	9.57862e+06	12089.3   	21630.5   	12183     	12766.2   	19321.8   
11610.487659	7.44717e+06	8.36472e+06	9.59935e+06	9.65259e+06	12135.9   	21843.2   	12238.1   	12826.1   	19415.8   
11704.120616	7.48262e+06	8.41592e+06	9.67295e+06	9.72655e+06	12182.4   	22055.8   	12293.3   	12886     	19509.9   
11797.753573	7.51807e+06	8.46713e+06	9.74655e+06	9.80051e+06	12229     	22268.5   	12348.5   	12945.9   	19603.9   
11891.386530	7.55351e+06	8.51834e+06	9.82015e+06	9.87448e+06	12275.6   	22481.1   	12403.6   	13005.8   	19697.9   
11985.019487	7.58896e+06	8.56955e+06	9.89375e+06	9.94844e+06	12322.2   	22693.8   	12458.8   	13065.8   	19791.9   
12078.652444	7.62203e+06	8.61883e+06	9.96675e+06	1.00218e+07	12366.6   	22910.7   	12512.4   	13123.5   	19882.7   
12172.285401	7.65466e+06	8.66774e+06	1.00396e+07	1.0095e+07	12410.6   	23128.4   	12565.7   	13180.9   	19972.8   
12265.918358	7.68729e+06	8.71665e+06	1.01125e+07	1.01683e+07	12454.6   	23346.2   	12619     	13238.3   	20062.9   
12359.551315	7.71991e+06	8.76556e+06	1.01854e+07	1.02415e+07	12498.5   	23563.9   	12672.3   	13295.6   	20153.1   
12453.184272	7.75254e+06	8.81447e+06	1.02583e+07	1.03148e+07	12542.5   	23781.6   	12725.5   	13353     	20243.2   
12546.817228	7.78517e+06	8.86339e+06	1.03312e+07	1.0388e+07	12586.5   	23999.4   	12778.8   	13410.4   	20333.3   
12640.450185	7.81779e+06	8.9123e+06	1.04041e+07	1.04613e+07	12630.5   	24217.1   	12832.1   	13467.7   	20423.4   
12734.083142	7.85042e+06	8.96121e+06	1.0477e+07	1.05345e+07	12674.5   	24434.9   	12885.4   	13525.1   	20513.5   
12827.716099	7.88305e+06	9.01012e+06	1.05499e+07	1.06078e+07	12718.5   	24652.6   	12938.7   	13582.5   	20603.7   
12921.349056	7.91567e+06	9.05903e+06	1.06227e+07	1.0681e+07	12762.5   	24870.3   	12992     	13639.8   	20693.8   
13014.982013	7.9479e+06	9.10761e+06	1.06955e+07	1.07541e+07	12806.2   	25088.8   	13045     	13696.9   	20783.4   
13108.614970	7.97803e+06	9.15442e+06	1.07678e+07	1.08267e+07	12847.9   	25311.3   	13096.7   	13752.1   	20870.2   
13202.247927	8.00815e+06	9.20123e+06	1.084e+07 	1.08993e+07	12889.7   	25533.8   	13148.4   	13807.3   	20957     
13295.880884	8.03828e+06	9.24804e+06	1.09123e+07	1.09719e+07	12931.5   	25756.4   	13200.2   	13862.5   	21043.8   
13389.513841	8.06841e+06	9.29486e+06	1.09845e+07	1.10445e+07	12973.2   	25978.9   	13251.9   	13917.7   	21130.7   
13483.146798	8.09853e+06	9.34167e+06	1.10567e+07	1.11171e+07	13015     	26201.4   	13303.6   	13972.9   	21217.5   
13576.779755	8.12866e+06	9.38848e+06	1.1129e+07	1.11897e+07	13056.7   	26423.9   	13355.3   	14028.1   	21304.3   
13670.412712	8.15879e+06	9.43529e+06	1.12012e+07	1.12623e+07	13098.5   	26646.4   	13407.1   	14083.3   	21391.1   
13764.045669	8.18891e+06	9.4821e+06	1.12735e+07	1.13348e+07	13140.3   	26868.9   	13458.8   	14138.5   	21477.9   
13857.678625	8.21904e+06	9.52891e+06	1.13457e+07	1.14074e+07	13182     	27091.4   	13510.5   	14193.7   	21564.7   
13951.311582	8.24917e+06	9.57573e+06	1.14179e+07	1.148e+07 	13223.8   	27313.9   	13562.2   	14249     	21651.5   
14044.944539	8.27823e+06	9.62161e+06	1.14899e+07	1.15523e+07	13264.6   	27538.5   	13613.3   	14303.3   	21737     
14138.577496	8.30613e+06	9.6665e+06	1.15616e+07	1.16243e+07	13304.5   	27765.5   	13663.7   	14356.7   	21821     
14232.210453	8.33403e+06	9.71139e+06	1.16332e+07	1.16963e+07	13344.3   	27992.5   	13714.1   	14410     	21905     
14325.843410	8.36193e+06	9.75627e+06	1.17049e+07	1.17683e+07	13384.1   	28219.4   	13764.6   	14463.4   	21989     
14419.476367	8.38983e+06	9.80116e+06	1.17765e+07	1.18403e+07	13423.9   	28446.4   	13815     	14516.8   	22073     
14513.109324	8.41773e+06	9.84605e+06	1.18482e+07	1.19122e+07	13463.7   	28673.4   	13865.4   	14570.1   	22156.9   
14606.742281	8.44563e+06	9.89093e+06	1.19198e+07	1.19842e+07	13503.5   	28900.3   	13915.8   	14623.5   	22240.9   
14700.375238	8.47354e+06	9.93582e+06	1.19915e+07	1.20562e+07	13543.3   	29127.3   	13966.2   	14676.9   	22324.9   
14794.008195	8.50144e+06	9.98071e+06	1.20631e+07	1.21282e+07	13583.2   	29354.3   	14016.6   	14730.2   	22408.9   
14887.641152	8.52934e+06	1.00256e+07	1.21348e+07	1.22002e+07	13623     	29581.2   	14067.1   	14783.6   	22492.9   
14981.274109	8.55724e+06	1.00705e+07	1.22064e+07	1.22722e+07	13662.8   	29808.2   	14117.5   	14837     	22576.9   
15074.907066	8.58355e+06	1.01139e+07	1.22776e+07	1.23437e+07	13701.2   	30038.6   	14167     	14889.1   	22658.9   
15168.540022	8.60946e+06	1.01571e+07	1.23487e+07	1.24152e+07	13739.3   	30269.8   	14216.3   	14940.8   	22740.5   
15262.172979	8.63537e+06	1.02002e+07	1.24198e+07	1.24866e+07	13777.4   	30501.1   	14265.6   	14992.6   	22822     
15355.805936	8.66128e+06	1.02433e+07	1.24909e+07	1.2558e+07	13815.5   	30732.3   	14314.9   	15044.4   	22903.6   
15449.438893	8.68719e+06	1.02864e+07	1.2562e+07	1.26295e+07	13853.6   	30963.6   	14364.2   	15096.2   	22985.1   
15543.071850	8.7131e+06	1.03295e+07	1.26331e+07	1.27009e+07	13891.7   	31194.8   	14413.5   	15148     	23066.6   
15636.704807	8.73901e+06	1.03726e+07	1.27043e+07	1.27723e+07	13929.7   	31426.1   	14462.8   	15199.7   	23148.2   
15730.337764	8.76492e+06	1.04158e+07	1.27754e+07	1.28438e+07	13967.8   	31657.3   	14512.1   	15251.5   	23229.7   
15823.970721	8.79084e+06	1.04589e+07	1.28465e+07	1.29152e+07	14005.9   	31888.6   	14561.4   	15303.3   	23311.3   
15917.603678	8.81675e+06	1.0502e+07	1.29176e+07	1.29866e+07	14044     	32119.8   	14610.7   	15355.1   	23392.8   
16011.236635	8.84244e+06	1.05449e+07	1.29886e+07	1.3058e+07	14081.9   	32351.6   	14659.9   	15406.7   	23474.1   
16104.869592	8.86657e+06	1.05864e+07	1.30592e+07	1.31289e+07	14118.5   	32587.1   	14708.3   	15457.1   	23553.5   
16198.502549	8.89069e+06	1.06279e+07	1.31298e+07	1.31998e+07	14155     	32822.6   	14756.6   	15507.5   	23633     
16292.135506	8.91482e+06	1.06693e+07	1.32004e+07	1.32708e+07	14191.6   	33058.1   	14805     	15557.9   	23712.4   
16385.768463	8.93894e+06	1.07108e+07	1.3271e+07	1.33417e+07	14228.1   	33293.5   	14853.3   	15608.3   	23791.8   
16479.401419	8.96307e+06	1.07523e+07	1.33416e+07	1.34126e+07	14264.7   	33529     	14901.7   	15658.7   	23871.2   
16573.034376	8.98719e+06	1.07938e+07	1.34122e+07	1.34835e+07	14301.2   	33764.5   	14950     	15709.1   	23950.6   
16666.667333	9.01131e+06	1.08353e+07	1.34828e+07	1.35545e+07	14337.8   	34000     	14998.4   	15759.5   	24030.1   
16760.300290	9.03544e+06	1.08767e+07	1.35534e+07	1.36254e+07	14374.3   	34235.5   	15046.7   	15809.9   	24109.5   
16853.933247	9.05956e+06	1.09182e+07	1.3624e+07	1.36963e+07	14410.9   	34470.9   	15095.1   	15860.3   	24188.9   
16947.566204	9.08369e+06	1.09597e+07	1.36946e+07	1.37672e+07	14447.4   	34706.4   	15143.4   	15910.7   	24268.3   
17041.199161	9.1071e+06	1.10005e+07	1.3765e+07	1.38379e+07	14483.4   	34943.8   	15191.4   	15960.6   	24346.9   
17134.832118	9.12962e+06	1.10405e+07	1.38352e+07	1.39084e+07	14518.5   	35183.5   	15238.9   	16009.8   	24424.5   
17228.465075	9.15213e+06	1.10805e+07	1.39053e+07	1.39788e+07	14553.7   	35423.1   	15286.4   	16059     	24502.1   
17322.098032	9.17465e+06	1.11204e+07	1.39754e+07	1.40493e+07	14588.9   	35662.8   	15333.9   	16108.2   	24579.6   
17415.730989	9.19716e+06	1.11604e+07	1.40456e+07	1.41197e+07	14624     	35902.5   	15381.5   	16157.3   	24657.2   
17509.363946	9.21968e+06	1.12004e+07	1.41157e+07	1.41902e+07	14659.2   	36142.2   	15429     	16206.5   	24734.7   
17602.996903	9.24219e+06	1.12403e+07	1.41858e+07	1.42606e+07	14694.4   	36381.9   	15476.5   	16255.7   	24812.3   
17696.629860	9.26471e+06	1.12803e+07	1.4256e+07	1.43311e+07	14729.5   	36621.6   	15524     	16304.9   	24889.9   
17790.262816	9.28722e+06	1.13203e+07	1.43261e+07	1.44015e+07	14764.7   	36861.3   	15571.5   	16354.1   	24967.4   
17883.895773	9.30974e+06	1.13602e+07	1.43962e+07	1.44719e+07	14799.9   	37100.9   	15619     	16403.3   	25045     
17977.528730	9.33225e+06	1.14002e+07	1.44664e+07	1.45424e+07	14835     	37340.6   	15666.6   	16452.5   	25122.6   
18071.161687	9.35366e+06	1.14391e+07	1.45362e+07	1.46125e+07	14869.3   	37583.5   	15713.5   	16500.9   	25198.9   
18164.794644	9.37472e+06	1.14777e+07	1.46059e+07	1.46825e+07	14903.2   	37827.4   	15760.3   	16549     	25274.8   
18258.427601	9.39578e+06	1.15162e+07	1.46756e+07	1.47525e+07	14937.1   	38071.2   	15807.1   	16597.1   	25350.7   
18352.060558	9.41684e+06	1.15548e+07	1.47453e+07	1.48225e+07	14971     	38315.1   	15853.9   	16645.3   	25426.6   
18445.693515	9.4379e+06	1.15933e+07	1.48149e+07	1.48925e+07	15004.9   	38559     	15900.7   	16693.4   	25502.6   
18539.326472	9.45896e+06	1.16319e+07	1.48846e+07	1.49625e+07	15038.9   	38802.8   	15947.5   	16741.5   	25578.5   
18632.959429	9.48002e+06	1.16705e+07	1.49543e+07	1.50325e+07	15072.8   	39046.7   	15994.2   	16789.7   	25654.4   
18726.592386	9.50108e+06	1.1709e+07	1.5024e+07	1.51025e+07	15106.7   	39290.6   	16041     	16837.8   	25730.3   
18820.225343	9.52214e+06	1.17476e+07	1.50937e+07	1.51725e+07	15140.6   	39534.4   	16087.8   	16885.9   	25806.3   
18913.858300	9.5432e+06	1.17862e+07	1.51634e+07	1.52425e+07	15174.5   	39778.3   	16134.6   	16934     	25882.2   
19007.491257	9.56415e+06	1.18246e+07	1.52331e+07	1.53125e+07	15208.4   	40022.5   	16181.3   	16982.1   	25958     
19101.124213	9.58389e+06	1.18619e+07	1.53024e+07	1.53821e+07	15241.1   	40270.5   	16227.5   	17029.3   	26032.5   
