*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.107192  	0.001000	0.107192  	0.001000	0.0874391 	0.001000	0.0874391 	0.001000	0         	0.001000	0         	0.001000	0.000292321	0.001000	0.000454394	0.001000	0.000224429
0.002000	0.218484  	0.002000	0.214385  	0.002000	0.174878  	0.002000	0.174878  	0.002000	0.017787  	0.002000	0.017787  	0.002000	0.000856092	0.002000	0.00128563	0.002000	0.000680975
0.005000	0.445104  	0.005000	0.432657  	0.005000	0.344619  	0.005000	0.344619  	0.005000	0.0196279 	0.005000	0.0196279 	0.005000	0.00228418	0.005000	0.00337449	0.005000	0.00184513
0.008000	0.60324   	0.008000	0.584969  	0.008000	0.460256  	0.008000	0.460256  	0.008000	0.0196556 	0.008000	0.0196556 	0.008000	0.00343728	0.008000	0.00503637	0.008000	0.00279717
0.010000	0.690354  	0.010000	0.668874  	0.010000	0.523508  	0.010000	0.523508  	0.010000	0.0197344 	0.010000	0.0197344 	0.010000	0.00413952	0.010000	0.00604215	0.010000	0.00337998
0.015000	0.865011  	0.015000	0.837098  	0.015000	0.65495   	0.015000	0.65495   	0.015000	0.0200607 	0.015000	0.0200607 	0.015000	0.00579596	0.015000	0.00840142	0.015000	0.00476094
0.020000	1.00028   	0.020000	0.967386  	0.020000	0.763334  	0.020000	0.763334  	0.020000	0.0204392 	0.020000	0.0204392 	0.020000	0.00738149	0.020000	0.0106468 	0.020000	0.00608884
0.025000	1.11292   	0.025000	1.07588   	0.025000	0.857446  	0.025000	0.857446  	0.025000	0.0208073 	0.025000	0.0208073 	0.025000	0.0089457 	0.025000	0.0128523 	0.025000	0.0074034
0.030000	1.21097   	0.030000	1.17032   	0.030000	0.942146  	0.030000	0.942146  	0.030000	0.0211554 	0.030000	0.0211554 	0.030000	0.0105179 	0.030000	0.01506   	0.030000	0.00872878
0.035000	1.29894   	0.035000	1.25504   	0.035000	1.02049   	0.035000	1.02049   	0.035000	0.0214877 	0.035000	0.0214877 	0.035000	0.0121142 	0.035000	0.0172928 	0.035000	0.0100786
0.040000	1.37961   	0.040000	1.33275   	0.040000	1.09406   	0.040000	1.09406   	0.040000	0.0218056 	0.040000	0.0218056 	0.040000	0.0137431 	0.040000	0.0195628 	0.040000	0.0114595
0.045000	1.45487   	0.045000	1.40523   	0.045000	1.16393   	0.045000	1.16393   	0.045000	0.0221111 	0.045000	0.0221111 	0.045000	0.0154135 	0.045000	0.0218826 	0.045000	0.0128793
0.050000	1.52601   	0.050000	1.47375   	0.050000	1.23088   	0.050000	1.23088   	0.050000	0.0224068 	0.050000	0.0224626 	0.050000	0.017121  	0.050000	0.0242463 	0.050000	0.0143339
