Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.669896  	0.001000	0.132357  	0.001000	0.100206  	0.001000	0.100206  	0.001000	0.0991209 	0.001000	0.0332361 	
0.002000	0.739244  	0.002000	0.169372  	0.002000	0.126788  	0.002000	0.126788  	0.002000	0.137293  	0.002000	0.0320786 	
0.005000	0.908732  	0.005000	0.237757  	0.005000	0.176311  	0.005000	0.176311  	0.005000	0.211194  	0.005000	0.0265634 	
0.008000	1.04048   	0.008000	0.285995  	0.008000	0.212011  	0.008000	0.212011  	0.008000	0.263401  	0.008000	0.0225937 	
0.010000	1.11539   	0.010000	0.313145  	0.010000	0.232393  	0.010000	0.232393  	0.010000	0.292526  	0.010000	0.0206182 	
0.015000	1.30304   	0.015000	0.371015  	0.015000	0.276447  	0.015000	0.276447  	0.015000	0.353939  	0.015000	0.0170766 	
0.020000	1.4515    	0.020000	0.419885  	0.020000	0.314199  	0.020000	0.314199  	0.020000	0.405181  	0.020000	0.0147036 	
0.025000	1.6142    	0.025000	0.463881  	0.025000	0.350399  	0.025000	0.350399  	0.025000	0.450896  	0.025000	0.0129857 	
0.030000	1.75113   	0.030000	0.504649  	0.030000	0.420959  	0.030000	0.420959  	0.030000	0.492974  	0.030000	0.011675  	
0.035000	1.84836   	0.035000	0.543414  	0.035000	0.469928  	0.035000	0.469928  	0.035000	0.532778  	0.035000	0.0106366 	
0.040000	1.92056   	0.040000	0.579474  	0.040000	0.506507  	0.040000	0.506507  	0.040000	0.569684  	0.040000	0.00979039	
0.045000	1.97087   	0.045000	0.606975  	0.045000	0.5374    	0.045000	0.5374    	0.045000	0.597889  	0.045000	0.00908531	
0.050000	2.00099   	0.050000	0.630383  	0.050000	0.565469  	0.050000	0.565469  	0.050000	0.621895  	0.050000	0.00848734	
0.055000	2.07588   	0.055000	0.651902  	0.055000	0.591694  	0.055000	0.591694  	0.055000	0.643929  	0.055000	0.00797279	
0.060000	2.13841   	0.060000	0.671686  	0.060000	0.616362  	0.060000	0.616362  	0.060000	0.664161  	0.060000	0.00752461	
0.070000	2.23049   	0.070000	0.706623  	0.070000	0.661266  	0.070000	0.661266  	0.070000	0.699843  	0.070000	0.00678003	
0.080000	2.33269   	0.080000	0.736197  	0.080000	0.70043   	0.080000	0.70043   	0.080000	0.730012  	0.080000	0.00618456	
0.090000	2.40895   	0.090000	0.761203  	0.090000	0.734202  	0.090000	0.734202  	0.090000	0.755507  	0.090000	0.00569596	
0.100000	2.46615   	0.100000	0.782238  	0.100000	0.763019  	0.100000	0.763019  	0.100000	0.777     	0.100000	0.00523733	
0.120000	2.48599   	0.120000	0.814744  	0.120000	0.808191  	0.120000	0.808191  	0.120000	0.810147  	0.120000	0.0045963 	
0.140000	2.49969   	0.140000	0.841152  	0.140000	0.839986  	0.140000	0.839986  	0.140000	0.837044  	0.140000	0.00410771	
0.160000	2.50555   	0.160000	0.861272  	0.160000	0.861865  	0.160000	0.861865  	0.160000	0.857551  	0.160000	0.0037216 	
0.180000	2.51176   	0.180000	0.874398  	0.180000	0.876534  	0.180000	0.876534  	0.180000	0.87099   	0.180000	0.00340795	
0.200000	2.52106   	0.200000	0.882552  	0.200000	0.886024  	0.200000	0.886024  	0.200000	0.879404  	0.200000	0.00314754	
0.250000	2.49131   	0.250000	0.894827  	0.250000	0.895842  	0.250000	0.895842  	0.250000	0.892173  	0.250000	0.00265424	
0.300000	2.4816    	0.300000	0.900392  	0.300000	0.895297  	0.300000	0.895297  	0.300000	0.898087  	0.300000	0.00230461	
0.350000	2.47473   	0.350000	0.903927  	0.350000	0.890241  	0.350000	0.890241  	0.350000	0.901885  	0.350000	0.00204259	
0.400000	2.48681   	0.400000	0.911117  	0.400000	0.891284  	0.400000	0.891284  	0.400000	0.909278  	0.400000	0.00183821	
0.450000	2.49183   	0.450000	0.919689  	0.450000	0.888988  	0.450000	0.888988  	0.450000	0.918015  	0.450000	0.00167391	
0.500000	2.48868   	0.500000	0.924328  	0.500000	0.884135  	0.500000	0.884135  	0.500000	0.922789  	0.500000	0.00153867	
0.600000	2.38738   	0.600000	0.936787  	0.600000	0.869029  	0.600000	0.869029  	0.600000	0.935458  	0.600000	0.0013286 	
0.700000	2.24171   	0.700000	0.929951  	0.700000	0.849096  	0.700000	0.849096  	0.700000	0.928778  	0.700000	0.0011724 	
0.800000	2.15826   	0.800000	0.904241  	0.800000	0.828691  	0.800000	0.828691  	0.800000	0.903189  	0.800000	0.00105133	
0.900000	2.07531   	0.900000	0.878101  	0.900000	0.808333  	0.900000	0.808333  	0.900000	0.877147  	0.900000	0.000954483	
1.000000	1.99378   	1.000000	0.851536  	1.000000	0.788304  	1.000000	0.788304  	1.000000	0.850661  	1.000000	0.000875113	
1.250000	1.80327   	1.250000	0.788756  	1.250000	0.738316  	1.250000	0.738316  	1.250000	0.788028  	1.250000	0.000727332	
1.500000	1.63647   	1.500000	0.7306    	1.500000	0.692197  	1.500000	0.692197  	1.500000	0.729976  	1.500000	0.000624658	
1.750000	1.49149   	1.750000	0.676908  	1.750000	0.652116  	1.750000	0.652116  	1.750000	0.67636   	1.750000	0.000548864	
2.000000	1.37152   	2.000000	0.63305   	2.000000	0.616576  	2.000000	0.616576  	2.000000	0.63256   	2.000000	0.000490444	
2.250000	1.27221   	2.250000	0.596001  	2.250000	0.584759  	2.250000	0.584759  	2.250000	0.595557  	2.250000	0.000443939	
2.500000	1.16633   	2.500000	0.563828  	2.500000	0.556109  	2.500000	0.556109  	2.500000	0.563422  	2.500000	0.000405976	
3.000000	1.03444   	3.000000	0.507737  	3.000000	0.506696  	3.000000	0.506696  	3.000000	0.50739   	3.000000	0.000347588	
3.500000	0.930712  	3.500000	0.465029  	3.500000	0.465734  	3.500000	0.465734  	3.500000	0.464724  	3.500000	0.000304654	
4.000000	0.846941  	4.000000	0.430516  	4.000000	0.431334  	4.000000	0.431334  	4.000000	0.430244  	4.000000	0.000271666	
4.500000	0.777818  	4.500000	0.401677  	4.500000	0.40209   	4.500000	0.40209   	4.500000	0.401432  	4.500000	0.000245475	
5.000000	0.719769  	5.000000	0.377062  	5.000000	0.376949  	5.000000	0.376949  	5.000000	0.376838  	5.000000	0.000224143	
5.500000	0.670298  	5.500000	0.355733  	5.500000	0.355104  	5.500000	0.355104  	5.500000	0.355527  	5.500000	0.000206411	
6.000000	0.62761   	6.000000	0.337034  	6.000000	0.335945  	6.000000	0.335945  	6.000000	0.336843  	6.000000	0.000191423	
6.500000	0.590382  	6.500000	0.320484  	6.500000	0.319     	6.500000	0.319     	6.500000	0.320306  	6.500000	0.000178578	
7.000000	0.557615  	7.000000	0.305718  	7.000000	0.3039    	7.000000	0.3039    	7.000000	0.305551  	7.000000	0.000167438	
7.500000	0.528542  	7.500000	0.292451  	7.500000	0.290353  	7.500000	0.290353  	7.500000	0.292294  	7.500000	0.000157679	
8.000000	0.502562  	8.000000	0.280458  	8.000000	0.278124  	8.000000	0.278124  	8.000000	0.280309  	8.000000	0.000149055	
8.500000	0.479199  	8.500000	0.269556  	8.500000	0.267024  	8.500000	0.267024  	8.500000	0.269415  	8.500000	0.000141376	
9.000000	0.458072  	9.000000	0.259598  	9.000000	0.256899  	9.000000	0.256899  	9.000000	0.259464  	9.000000	0.00013449	
9.500000	0.43887   	9.500000	0.250462  	9.500000	0.247621  	9.500000	0.247621  	9.500000	0.250334  	9.500000	0.000128281	
10.000000	0.421336  	10.000000	0.243651  	10.000000	0.239085  	10.000000	0.239085  	10.000000	0.243528  	10.000000	0.000122649	
11.000000	0.390463  	11.000000	0.230018  	11.000000	0.224629  	11.000000	0.224798  	11.000000	0.229905  	11.000000	0.000112822	
12.000000	0.364135  	12.000000	0.217762  	12.000000	0.212065  	12.000000	0.212343  	12.000000	0.217658  	12.000000	0.000104526	
13.000000	0.341404  	13.000000	0.206731  	13.000000	0.201033  	13.000000	0.20138   	13.000000	0.206633  	13.000000	9.74254e-05	
14.000000	0.321571  	14.000000	0.196776  	14.000000	0.191257  	14.000000	0.191649  	14.000000	0.196685  	14.000000	9.12742e-05	
